Buddhist,Date,Gold_Thai,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,,,,,,,
11-4-62,04-11-19,"19,550.00",3.05,"1,860.00","2,722.99",2.824,2.987,"25,124.91","2,454.18",42.928,0.2854,31.62,,,,,,,
10-4-62,04-10-19,"19,550.00",3.081,"1,850.00","2,727.14",2.807,3.024,"25,165.94","2,449.49",43.137,0.286,31.77,,,,,,,
9-4-62,04-09-19,"19,500.00",3.102,"1,850.00","2,713.46",2.76,2.994,"25,047.82","2,461.08",43.145,0.286,31.7,,,,,,,
8-4-62,04-08-19,"19,500.00",3.069,"1,840.00","2,651.21",2.729,2.975,"24,535.82","2,439.28",43.419,0.2863,31.57,,,,,,,
6-4-62,04-06-19,"19,400.00",3.122,"1,840.00","2,646.27",2.686,2.968,"24,540.33","2,434.47",43.41,0.2859,31.485,,,,,,,
5-4-62,04-05-19,"19,350.00",3.1005,"1,840.00","2,636.75",2.685,2.917,"24,337.76","2,453.35",43.995,0.2859,31.61,,,,,,,
4-4-62,04-04-19,"19,350.00",3.065,"1,840.00","2,601.78",2.686,2.875,"23,992.67","2,467.38",43.933,0.2847,31.53,,,,,,,
3-4-62,04-03-19,"19,350.00",3.0835,"1,830.00","2,685.01",2.659,2.829,"24,902.30","2,466.07",43.965,0.2849,31.46,,,,,,,
2-4-62,04-02-19,"19,300.00",3.078,"1,830.00","2,690.95",2.615,2.832,"24,892.87","2,464.99",43.953,0.2855,31.54,,,,,,,
1-4-62,04-01-19,"19,350.00",3.0605,"1,820.00","2,614.78",2.621,2.841,"24,085.17","2,463.00",43.938,0.2846,31.34,,,,,,,
30-3-62,03-30-19,"19,400.00",3.088,"1,820.00","2,741.06",2.599,2.827,"25,337.87","2,443.11",43.992,0.2859,31.23,,,,,,,
29-3-62,03-29-19,"19,400.00",3.111,"1,820.00","2,808.92",2.598,2.783,"26,061.79","2,428.29",44.316,0.2857,31.205,,,,,,,
28-3-62,03-28-19,"19,700.00",3.1095,"1,830.00","2,816.45",2.623,2.803,"26,083.04","2,438.47",44.593,0.2876,31.21,,,,,,,
27-3-62,03-27-19,"19,700.00",3.061,"1,830.00","2,832.41",2.623,2.783,"26,268.17","2,421.70",44.752,0.2885,31.22,,,,,,,
26-3-62,03-26-19,"19,650.00",3.0685,"1,840.00","2,832.74",2.592,2.786,"26,198.45","2,413.30",44.367,0.2861,31.15,,,,,,,
25-3-62,03-25-19,"19,600.00",3.0735,"1,850.00","2,867.23",2.555,2.817,"26,584.28","2,437.51",44.416,0.2865,31.22,,,,,,,
23-3-62,03-23-19,"19,600.00",3.085,"1,850.00","2,847.48",2.58,2.808,"26,466.74","2,460.90",44.117,0.2881,31.12,,,,,,,
22-3-62,03-22-19,"19,600.00",3.0915,"1,850.00","2,846.24",2.597,2.773,"26,313.06","2,455.99",44.235,0.2886,31.195,,,,,,,
21-3-62,03-21-19,"19,650.00",3.0635,"1,850.00","2,845.42",2.582,2.737,"26,282.07","2,458.17",44.177,0.2864,31.28,,,,,,,
20-3-62,03-20-19,"19,500.00",3.051,"1,815.00","2,835.05",2.645,2.759,"26,214.87","2,436.50",44.035,0.286,31.25,,,,,,,
19-3-62,03-19-19,"19,500.00",3.0705,"1,790.00","2,809.16",2.608,2.784,"26,025.32","2,443.51",43.768,0.2843,31.255,,,,,,,
18-3-62,03-18-19,"19,400.00",3.072,"1,765.00","2,802.60",2.601,2.781,"25,987.35","2,456.71",43.939,0.2841,31.22,,,,,,,
16-3-62,03-16-19,"19,450.00",3.14,"1,715.00","2,802.40",2.676,2.854,"26,149.55","2,479.44",43.834,0.2842,31.19,,,,,,,
15-3-62,03-15-19,"19,400.00",3.144,"1,700.00","2,784.99",2.698,2.819,"25,910.78","2,469.73",43.864,0.2843,31.24,,,,,,,
14-3-62,03-14-19,"19,450.00",3.1445,"1,680.00","2,798.96",2.652,2.806,"25,987.62","2,466.19",43.754,0.2844,31.19,,,,,,,
13-3-62,03-13-19,"19,450.00",3.1155,"1,680.00","2,770.18",2.654,2.881,"25,638.39","2,456.96",43.801,0.2842,31.27,,,,,,,
12-3-62,03-12-19,"19,350.00",3.1395,"1,680.00","2,752.97",2.632,2.89,"25,398.60","2,453.04",44.042,0.2844,31.305,,,,,,,
11-3-62,03-11-19,"19,400.00",3.1385,"1,680.00","2,745.55",2.613,2.855,"25,348.13","2,433.60",44.194,0.2843,31.22,,,,,,,
9-3-62,03-09-19,"19,450.00",3.17,"1,680.00","2,751.15",2.622,2.857,"25,312.05","2,400.64",44.301,0.2859,31.13,,,,,,,
8-3-62,03-08-19,"19,300.00",3.097,"1,680.00","2,742.67",2.642,2.83,"25,308.40","2,457.59",44.079,0.286,31.18,,,,,,,
7-3-62,03-07-19,"19,350.00",3.108,"1,680.00","2,731.33",2.661,2.819,"25,114.92","2,483.94",44.133,0.2853,31.32,,,,,,,
6-3-62,03-06-19,"19,300.00",3.074,"1,680.00","2,719.31",2.644,2.841,"24,964.86","2,487.05",44.063,0.2852,31.17,,,,,,,
5-3-62,03-05-19,"19,400.00",3.082,"1,680.00","2,697.85",2.648,2.872,"24,850.45","2,475.59",43.657,0.284,31.2,,,,,,,
4-3-62,03-04-19,"19,450.00",3.1225,"1,680.00","2,683.73",2.611,2.905,"24,809.35","2,473.28",43.741,0.2848,31.19,,,,,,,
2-3-62,03-02-19,"19,450.00",3.1435,"1,690.00","2,689.15",2.64,2.872,"24,849.63","2,467.17",43.472,0.284,31.215,,,,,,,
1-3-62,03-01-19,"19,600.00",3.11,"1,690.00","2,686.10",2.61,2.885,"24,807.21","2,432.05",43.495,0.284,31.21,,,,,,,
28-2-62,02-28-19,"19,600.00",3.0565,"1,690.00","2,682.10",2.588,2.848,"24,766.52","2,436.37",43.504,0.2833,31.16,,,,,,,
27-2-62,02-27-19,"19,650.00",3.044,"1,690.00","2,679.09",2.645,2.88,"24,715.84","2,433.58",43.614,0.2838,31.24,,,,,,,
26-2-62,02-26-19,"19,600.00",3.0345,"1,690.00","2,684.22",2.667,2.85,"24,764.04","2,424.36",43.514,0.2831,31.3,,,,,,,
25-2-62,02-25-19,"19,600.00",3.075,"1,690.00","2,683.02",2.61,2.819,"24,778.26","2,434.83",43.392,0.2815,31.335,,,,,,,
23-2-62,02-23-19,"19,600.00",3.051,"1,705.00","2,688.18",2.625,2.866,"24,838.09","2,432.94",43.325,0.2828,31.37,,,,,,,
22-2-62,02-22-19,"19,550.00",3.051,"1,705.00","2,692.71",2.66,2.901,"24,834.38","2,407.71",43.545,0.2832,31.325,,,,,,,
21-2-62,02-21-19,"19,650.00",3.0395,"1,705.00","2,685.92",2.689,2.861,"24,739.56","2,392.65",43.466,0.282,31.31,,,,,,,
20-2-62,02-20-19,"19,700.00",2.9985,"1,705.00","2,660.63",2.651,2.875,"24,585.71","2,403.99",43.498,0.2806,31.42,,,,,,,
19-2-62,02-19-19,"19,500.00",2.984,"1,705.00","2,665.87",2.653,2.926,"24,631.01","2,400.65",43.328,0.2815,31.43,,,,,,,
18-2-62,02-18-19,"19,500.00",2.9795,"1,675.00","2,667.59",2.627,2.946,"24,525.19","2,402.68",43.397,0.2823,31.52,,,,,,,
16-2-62,02-16-19,"19,450.00",3.023,"1,665.00","2,661.73",2.652,2.891,"24,452.96","2,384.59",43.343,0.2828,31.495,,,,,,,
15-2-62,02-15-19,"19,400.00",3.0785,"1,600.00","2,652.19",2.644,2.891,"24,338.11","2,393.41",43.791,0.2831,31.48,,,,,,,
14-2-62,02-14-19,"19,400.00",3.0385,"1,570.00","2,646.21",2.549,2.888,"24,263.26","2,404.98",43.69,0.2832,31.28,,,,,,,
13-2-62,02-13-19,"19,350.00",3.076,"1,550.00","2,628.38",2.557,2.909,"24,116.60","2,408.22",43.878,0.2829,31.4,,,,,,,
12-2-62,02-12-19,"19,350.00",3.115,"1,540.00","2,626.24",2.581,2.909,"24,157.85","2,410.14",43.921,0.2829,31.5,,,,,,,
11-2-62,02-11-19,"19,450.00",3.1265,"1,530.00","2,639.78",2.548,2.833,"24,335.01","2,392.27",43.923,0.2846,31.545,,,,,,,
9-2-62,02-09-19,"19,450.00",3.1495,"1,530.00","2,657.19",2.533,2.855,"24,424.11","2,383.95",44.097,0.2867,31.515,,,,,,,
8-2-62,02-08-19,"19,300.00",3.134,"1,530.00","2,645.10",2.545,2.902,"24,305.40","2,360.88",43.974,0.2869,31.41,,,,,,,
7-2-62,02-07-19,"19,300.00",3.121,"1,530.00","2,633.93",2.452,2.829,"24,013.80","2,363.40",43.913,0.2846,31.3,,,,,,,
6-2-62,02-06-19,"19,400.00",3.147,"1,530.00","2,627.82",2.59,2.809,"23,883.26","2,356.12",44.121,0.2841,31.295,,,,,,,
5-2-62,02-05-19,"19,400.00",3.078,"1,530.00","2,605.94",2.575,2.803,"23,625.19","2,350.81",43.891,0.2842,31.335,,,,,,,
4-2-62,02-04-19,"19,400.00",3.135,"1,530.00","2,602.66",2.532,2.73,"23,552.86","2,350.30",43.739,0.2845,31.47,,,,,,,
2-2-62,02-02-19,"19,450.00",3.155,"1,530.00","2,600.42",2.507,2.847,"23,552.75","2,325.30",43.78,0.286,31.65,,,,,,,
1-2-62,02-01-19,"19,500.00",3.1285,"1,520.00","2,600.31",2.5,2.79,"23,597.24","2,321.10",43.811,0.2859,31.705,,,,,,,
31-1-62,01-31-19,"19,450.00",3.1325,"1,520.00","2,589.17",2.47,2.724,"23,500.15","2,322.89",44.383,0.2869,31.87,,,,,,,
30-1-62,01-30-19,"19,450.00",3.1235,"1,520.00","2,579.49",2.425,2.72,"23,370.71","2,318.53",43.938,0.2869,31.66,,,,,,,
29-1-62,01-29-19,"19,400.00",3.1285,"1,490.00","2,582.94",2.437,2.703,"23,433.77","2,325.76",43.969,0.2877,31.51,,,,,,,
28-1-62,01-28-19,"19,350.00",3.1835,"1,490.00","2,572.95",2.41,2.658,"23,365.34","2,311.63",44.154,0.2885,31.64,,,,,,,
26-1-62,01-26-19,"19,350.00",3.2235,"1,490.00","2,569.45",2.454,2.622,"23,334.59","2,322.16",44.456,0.2882,31.47,,,,,,,
25-1-62,01-25-19,"19,150.00",3.2165,"1,490.00","2,577.75",2.458,2.65,"23,388.40","2,267.48",44.661,0.2881,31.315,,,,,,,
24-1-62,01-24-19,"19,200.00",3.244,"1,490.00","2,576.53",2.416,2.611,"23,367.47","2,255.53",44.477,0.2891,31.34,,,,,,,
23-1-62,01-23-19,"19,250.00",3.207,"1,490.00","2,580.18",2.408,2.656,"23,432.71","2,251.35",44.453,0.2895,31.41,,,,,,,
22-1-62,01-22-19,"19,200.00",3.1935,"1,505.00","2,584.00",2.348,2.661,"23,492.09","2,249.89",44.247,0.2906,31.43,,,,,,,
21-1-62,01-21-19,"19,200.00",3.2815,"1,505.00","2,588.71",2.353,2.624,"23,542.60","2,248.99",44.417,0.2901,31.35,,,,,,,
19-1-62,01-19-19,"19,250.00",3.255,"1,490.00","2,592.11",2.346,2.59,"23,574.03","2,243.94",44.505,0.2896,31.45,,,,,,,
18-1-62,01-18-19,"19,300.00",3.251,"1,440.00","2,587.47",2.333,2.533,"23,533.96","2,238.65",44.925,0.2896,31.54,,,,,,,
17-1-62,01-17-19,"19,300.00",3.16,"1,440.00","2,581.93",2.329,2.553,"23,549.59","2,235.15",44.551,0.2906,31.815,,,,,,,
16-1-62,01-16-19,"19,400.00",3.09,"1,365.00","2,579.46",2.329,2.55,"23,463.24","2,239.45",44.556,0.2905,31.84,,,,,,,
15-1-62,01-15-19,"19,450.00",3.0585,"1,340.00","2,583.21",2.29,2.549,"23,442.90","2,235.84",44.179,0.2935,31.84,,,,,,,
14-1-62,01-14-19,"19,450.00",3.09,"1,290.00","2,575.99",2.295,2.553,"23,369.22","2,238.68",44.344,0.2948,31.92,,,,,,,
12-1-62,01-12-19,"19,400.00",3.12,"1,290.00","2,577.75",2.272,2.551,"23,405.75","2,235.78",44.191,0.2945,31.95,,,,,,,
11-1-62,01-11-19,"19,450.00",3.19,"1,320.00","2,570.26",2.257,2.482,"23,419.16","2,241.10",44.048,0.2943,31.93,,,,,,,
10-1-62,01-10-19,"19,450.00",3.195,"1,370.00","2,560.08",2.248,2.48,"23,380.89","2,248.30",44.047,0.2947,31.93,,,,,,,
9-1-62,01-09-19,"19,400.00",3.1845,"1,370.00","2,566.52",2.231,2.458,"23,431.09","2,244.29",43.895,0.295,31.96,,,,,,,
8-1-62,01-08-19,"19,450.00",3.222,"1,415.00","2,568.66",2.206,2.458,"23,346.78","2,249.82",43.334,0.2942,32.01,,,,,,,
7-1-62,01-07-19,"19,450.00",3.2165,"1,470.00","2,578.08",2.236,2.465,"23,348.95","2,254.49",43.381,0.294,32.16,,,,,,,
5-1-62,01-05-19,"19,450.00",3.2015,"1,470.00","2,567.56",2.223,2.429,"23,205.18","2,254.41",43.709,0.2942,32.27,,,,,,,
4-1-62,01-04-19,"19,600.00",3.216,"1,515.00","2,553.39",2.246,2.405,"23,107.47","2,256.93",43.723,0.2945,32.23,,,,,,,
3-1-62,01-03-19,"19,600.00",3.2,"1,515.00","2,562.87",2.254,2.434,"23,087.13","2,246.61",43.661,0.2987,32.16,,,,,,,
2-1-62,01-02-19,"19,550.00",3.204,"1,580.00","2,557.17",2.254,2.421,"22,952.41","2,259.85",43.718,0.3005,32.26,,,,,,,
1-1-62,01-01-19,"19,550.00",3.23,"1,640.00","2,555.57",2.249,2.477,"22,892.92","2,262.31",43.694,0.2949,32.34,,,,,,,
31-12-61,12-31-18,"19,600.00",3.1185,"1,640.00","2,555.66",2.235,2.492,"22,876.43","2,258.89",44.074,0.2941,32.445,,,,,,,
29-12-61,12-29-18,"19,650.00",3.1985,"1,595.00","2,552.88",2.216,2.488,"22,854.85","2,250.96",43.979,0.2949,32.58,,,,,,,
28-12-61,12-28-18,"19,550.00",3.1865,"1,565.00","2,550.62",2.174,2.484,"22,827.65","2,243.41",43.977,0.2952,32.55,,,,,,,
27-12-61,12-27-18,"19,500.00",3.201,"1,540.00","2,549.99",2.171,2.493,"22,784.76","2,246.13",43.95,0.2933,32.69,,,,,,,
26-12-61,12-26-18,"19,500.00",3.192,"1,465.00","2,551.39",2.152,2.457,"22,779.73","2,247.89",43.955,0.2938,32.81,,,,,,,
25-12-61,12-25-18,"19,450.00",3.219,"1,430.00","2,547.44",2.138,2.398,"22,762.03","2,243.83",43.817,0.2948,32.77,,,,,,,
24-12-61,12-24-18,"19,400.00",3.224,"1,365.00","2,540.86",2.112,2.369,"22,669.08","2,243.23",43.79,0.2943,32.76,,,,,,,
22-12-61,12-22-18,"19,350.00",3.2255,"1,310.00","2,533.48",2.168,2.351,"22,645.67","2,252.43",43.73,0.2937,32.73,,,,,,,
21-12-61,12-21-18,"19,350.00",3.236,"1,290.00","2,530.34",2.157,2.353,"22,564.45","2,250.60",43.8,0.2941,32.72,,,,,,,
20-12-61,12-20-18,"19,250.00",3.2205,"1,260.00","2,521.20",2.145,2.353,"22,423.47","2,250.36",43.764,0.2938,32.72,,,,,,,
19-12-61,12-19-18,"19,250.00",3.2305,"1,240.00","2,509.96",2.146,2.399,"22,358.47","2,238.42",43.783,0.2911,32.75,,,,,,,
18-12-61,12-18-18,"19,250.00",3.2335,"1,230.00","2,503.41",2.126,2.388,"22,306.83","2,234.88",43.694,0.2907,32.64,,,,,,,
17-12-61,12-17-18,"19,150.00",3.2585,"1,220.00","2,503.30",2.148,2.383,"22,330.93","2,231.77",43.325,0.2905,32.51,,,,,,,
15-12-61,12-15-18,"19,200.00",3.257,"1,200.00","2,501.04",2.146,2.374,"22,322.03","2,242.81",43.65,0.2896,32.51,,,,,,,
14-12-61,12-14-18,"19,200.00",3.2775,"1,200.00","2,499.39",2.168,2.34,"22,320.47","2,244.57",43.655,0.2896,32.53,,,,,,,
13-12-61,12-13-18,"19,200.00",3.2965,"1,190.00","2,497.26",2.142,2.356,"22,334.07","2,255.51",43.427,0.2883,32.6,,,,,,,
12-12-61,12-12-18,"19,250.00",3.3065,"1,175.00","2,507.16",2.104,2.378,"22,414.02","2,246.34",43.499,0.2891,32.61,,,,,,,
11-12-61,12-11-18,"19,250.00",3.282,"1,175.00","2,506.84",2.064,2.421,"22,351.38","2,245.86",43.623,0.2894,32.57,,,,,,,
10-12-61,12-10-18,"19,300.00",3.2645,"1,165.00","2,506.29",2.061,2.411,"22,349.70","2,258.64",43.961,0.2906,32.61,,,,,,,
8-12-61,12-08-18,"19,300.00",3.2365,"1,150.00","2,502.51",2.07,2.386,"22,297.92","2,257.65",43.695,0.2915,32.63,,,,,,,
7-12-61,12-07-18,"19,150.00",3.1875,"1,150.00","2,495.67",2.057,2.331,"22,252.44","2,259.29",43.848,0.2914,32.62,,,,,,,
6-12-61,12-06-18,"19,200.00",3.184,"1,150.00","2,494.56",2.058,2.331,"22,144.96","2,257.30",43.928,0.2914,32.6,,,,,,,
5-12-61,12-05-18,"19,100.00",3.1615,"1,150.00","2,493.89",2.099,2.342,"22,103.47","2,251.44",43.901,0.2898,32.59,,,,,,,
4-12-61,12-04-18,"19,050.00",3.1245,"1,150.00","2,491.94",2.09,2.326,"22,090.56","2,244.39",44.16,0.2908,32.65,,,,,,,
3-12-61,12-03-18,"19,000.00",3.1355,"1,150.00","2,474.52",2.053,2.326,"21,927.79","2,242.50",43.655,0.2883,32.57,,,,,,,
1-12-61,12-01-18,"19,000.00",3.058,"1,150.00","2,462.25",2.07,2.352,"21,764.43","2,252.54",43.465,0.2891,32.59,,,,,,,
30-11-61,11-30-18,"19,000.00",3.0345,"1,150.00","2,468.06",2.033,2.359,"21,820.38","2,246.90",43.413,0.2891,32.62,,,,,,,
29-11-61,11-29-18,"18,950.00",3.0145,"1,150.00","2,463.83",2.06,2.34,"21,815.76","2,243.18",43.572,0.2902,32.68,,,,,,,
28-11-61,11-28-18,"18,950.00",3.0045,"1,150.00","2,470.35",2.075,2.374,"21,912.37","2,241.09",43.483,0.2901,32.68,,,,,,,
27-11-61,11-27-18,"19,050.00",2.965,"1,150.00","2,474.42",2.056,2.324,"21,981.77","2,240.63",43.575,0.2903,32.71,,,,,,,
26-11-61,11-26-18,"19,050.00",2.9725,"1,150.00","2,462.65",2.012,2.374,"21,936.01","2,228.48",43.359,0.2911,32.76,,,,,,,
24-11-61,11-24-18,"19,050.00",2.961,"1,150.00","2,446.06",2.012,2.402,"21,859.76","2,231.68",43.438,0.2931,32.82,,,,,,,
23-11-61,11-23-18,"19,100.00",2.9405,"1,145.00","2,431.94",1.98,2.4,"21,718.00","2,238.60",43.363,0.293,32.83,,,,,,,
22-11-61,11-22-18,"19,050.00",3.0905,"1,145.00","2,447.35",1.988,2.34,"21,832.50","2,234.18",43.426,0.2919,32.91,,,,,,,
21-11-61,11-21-18,"19,000.00",3.096,"1,145.00","2,444.72",2,2.326,"21,819.08","2,237.67",43.481,0.2911,33.01,,,,,,,
20-11-61,11-20-18,"18,950.00",3.059,"1,145.00","2,447.91",2.002,2.304,"21,839.90","2,232.76",43.513,0.2927,33.05,,,,,,,
19-11-61,11-19-18,"18,950.00",3.0815,"1,145.00","2,444.88",2.016,2.32,"21,850.27","2,241.34",43.362,0.2928,33.07,,,,,,,
17-11-61,11-17-18,"18,900.00",3.1,"1,145.00","2,433.75",2.018,2.345,"21,739.78","2,231.07",43.596,0.2915,33.07,,,,,,,
16-11-61,11-16-18,"18,900.00",3.139,"1,145.00","2,425.50",1.99,2.349,"21,671.36","2,226.34",43.517,0.2914,33.095,,,,,,,
15-11-61,11-15-18,"18,750.00",3.181,"1,130.00","2,427.64",2.022,2.37,"21,724.88","2,242.15",43.425,0.2902,33.12,,,,,,,
14-11-61,11-14-18,"18,700.00",3.139,"1,105.00","2,462.95",2.074,2.379,"21,984.74","2,239.93",43.637,0.2902,33.135,,,,,,,
13-11-61,11-13-18,"18,800.00",3.134,"1,100.00","2,468.63",2.048,2.363,"22,031.93","2,238.45",43.593,0.2894,33.1,,,,,,,
12-11-61,11-12-18,"18,900.00",3.0955,"1,090.00","2,468.66",2.04,2.403,"22,029.91","2,238.66",43.403,0.2916,33.17,,,,,,,
10-11-61,11-10-18,"18,900.00",3.08,"1,080.00","2,454.96",2.003,2.455,"21,945.64","2,241.23",43.219,0.2907,33.085,,,,,,,
9-11-61,11-09-18,"19,000.00",3.0605,"1,070.00","2,441.04",2.027,2.428,"21,883.32","2,236.30",43.894,0.2909,33.14,,,,,,,
8-11-61,11-08-18,"19,000.00",3.063,"1,060.00","2,465.38",1.955,2.417,"21,988.20","2,230.42",44.136,0.2893,33.24,,,,,,,
7-11-61,11-07-18,"19,100.00",3.0635,"1,050.00","2,465.35",1.992,2.368,"22,022.34","2,221.37",43.88,0.289,33.23,,,,,,,
6-11-61,11-06-18,"19,150.00",3.1265,"1,050.00","2,478.35",1.96,2.394,"22,095.14","2,212.10",43.602,0.2903,33.22,,,,,,,
5-11-61,11-05-18,"19,100.00",3.091,"1,040.00","2,477.14",1.948,2.318,"22,100.20","2,210.20",43.746,0.2909,33.23,,,,,,,
3-11-61,11-03-18,"19,100.00",3.1005,"1,030.00","2,476.88",1.92,2.343,"22,058.39","2,216.29",44.023,0.2901,33.18,,,,,,,
2-11-61,11-02-18,"19,100.00",3.09,"1,030.00","2,476.03",1.941,2.302,"22,007.58","2,204.21",43.585,0.2903,33.18,,,,,,,
1-11-61,11-01-18,"19,000.00",3.0985,"1,030.00","2,480.38",1.956,2.302,"22,004.36","2,207.83",43.8,0.292,33.195,,,,,,,
31-10-61,10-31-18,"19,150.00",3.168,"1,020.00","2,477.10",1.959,2.289,"21,961.42","2,222.91",43.766,0.2935,33.17,,,,,,,
30-10-61,10-30-18,"19,250.00",3.1235,"1,010.00","2,475.94",1.959,2.325,"21,863.39","2,236.33",43.557,0.2943,33.11,,,,,,,
29-10-61,10-29-18,"19,250.00",3.149,"1,000.00","2,469.12",1.958,2.346,"21,787.51","2,247.41",43.778,0.2962,33.15,,,,,,,
27-10-61,10-27-18,"19,250.00",3.163,"1,000.00","2,482.76",1.948,2.357,"21,717.42","2,244.26",43.684,0.2955,33.12,,,,,,,
26-10-61,10-26-18,"19,150.00",3.15,990,"2,479.97",1.923,2.362,"21,690.38","2,246.37",43.806,0.2958,33.06,,,,,,,
25-10-61,10-25-18,"19,150.00",3.109,990,"2,477.88",1.921,2.361,"21,638.56","2,238.87",43.999,0.293,33.05,,,,,,,
24-10-61,10-24-18,"19,050.00",3.1065,970,"2,472.04",1.938,2.35,"21,577.78","2,237.48",43.938,0.2941,33.11,,,,,,,
23-10-61,10-23-18,"18,950.00",3.1785,970,"2,467.40",1.944,2.332,"21,591.72","2,238.38",43.877,0.2917,33.18,,,,,,,
22-10-61,10-22-18,"18,850.00",3.1865,970,"2,475.56",1.9,2.328,"21,641.54","2,243.40",43.907,0.291,33.25,,,,,,,
20-10-61,10-20-18,"18,850.00",3.1985,970,"2,463.85",1.91,2.343,"21,569.25","2,241.24",43.865,0.2899,33.37,,,,,,,
19-10-61,10-19-18,"18,850.00",3.185,970,"2,455.88",1.863,2.344,"21,589.94","2,235.06",43.746,0.2894,33.47,,,,,,,
18-10-61,10-18-18,"18,800.00",3.17,990,"2,459.50",1.838,2.314,"21,633.97","2,238.83",43.819,0.291,33.39,,,,,,,
17-10-61,10-17-18,"18,800.00",3.172,990,"2,449.16",1.877,2.307,"21,532.77","2,244.30",44.156,0.289,33.35,,,,,,,
16-10-61,10-16-18,"18,850.00",3.1755,990,"2,444.99",1.886,2.239,"21,537.19","2,241.87",44.175,0.2893,33.385,,,,,,,
15-10-61,10-15-18,"18,850.00",3.2,"1,000.00","2,435.75",1.886,2.222,"21,467.93","2,236.22",44.383,0.292,33.42,,,,,,,
13-10-61,10-13-18,"18,800.00",3.2425,"1,000.00","2,427.35",1.831,2.26,"21,410.17","2,244.75",44.566,0.292,33.31,,,,,,,
12-10-61,10-12-18,"18,750.00",3.1335,"1,010.00","2,424.51",1.821,2.275,"21,381.23","2,256.12",44.893,0.2924,33.4,,,,,,,
11-10-61,10-11-18,"18,550.00",3.122,"1,010.00","2,413.52",1.812,2.278,"21,354.66","2,264.25",44.577,0.2917,33.31,,,,,,,
10-10-61,10-10-18,"18,450.00",3.0935,"1,010.00","2,423.44",1.77,2.241,"21,423.93","2,263.36",44.68,0.2941,33.21,,,,,,,
9-10-61,10-09-18,"18,500.00",3.064,"1,010.00","2,430.78",1.764,2.227,"21,492.83","2,259.58",44.571,0.291,33.095,,,,,,,
8-10-61,10-08-18,"18,550.00",3.0285,"1,010.00","2,431.39",1.745,2.207,"21,392.30","2,253.99",44.608,0.2909,33.07,,,,,,,
6-10-61,10-06-18,"18,600.00",3.0185,"1,010.00","2,429.20",1.707,2.178,"21,348.60","2,250.81",44.97,0.2886,33.1,,,,,,,
5-10-61,10-05-18,"18,500.00",3.0405,"1,010.00","2,442.38",1.669,2.187,"21,487.38","2,256.10",44.663,0.2883,33.1,,,,,,,
4-10-61,10-04-18,"18,400.00",2.9565,"1,010.00","2,428.70",1.625,2.165,"21,372.36","2,251.46",44.691,0.2873,33.08,,,,,,,
3-10-61,10-03-18,"18,400.00",2.9575,"1,020.00","2,436.34",1.681,2.127,"21,411.19","2,250.15",44.668,0.2841,33.09,,,,,,,
2-10-61,10-02-18,"18,150.00",2.945,"1,020.00","2,443.32",1.64,2.089,"21,434.68","2,258.45",44.953,0.2848,33.1,,,,,,,
1-10-61,10-01-18,"18,150.00",2.9585,"1,020.00","2,434.65",1.705,2.044,"21,380.92","2,247.38",44.307,0.2832,33.06,,,,,,,
29-9-61,09-29-18,"18,200.00",2.9775,"1,020.00","2,437.40",1.74,2.101,"21,407.98","2,248.69",43.781,0.2842,33.14,,,,,,,
28-9-61,09-28-18,"18,150.00",2.9255,"1,020.00","2,439.31",1.71,2.06,"21,466.39","2,244.27",43.997,0.284,33.11,,,,,,,
27-9-61,09-27-18,"18,350.00",2.9105,"1,020.00","2,450.66",1.727,2.134,"21,521.25","2,244.78",43.596,0.2861,33.12,,,,,,,
26-9-61,09-26-18,"18,400.00",2.9325,"1,020.00","2,442.55",1.712,2.166,"21,444.75","2,236.11",43.724,0.2877,33.12,,,,,,,
25-9-61,09-25-18,"18,350.00",2.9365,"1,010.00","2,431.24",1.705,2.127,"21,335.93","2,241.92",43.349,0.2868,33.07,,,,,,,
24-9-61,09-24-18,"18,350.00",2.907,"1,010.00","2,424.14",1.768,2.143,"21,291.69","2,224.68",43.238,0.2875,33.14,,,,,,,
22-9-61,09-22-18,"18,400.00",2.9355,995,"2,443.75",1.778,2.135,"21,342.71","2,232.84",43.214,0.2882,33.17,,,,,,,
21-9-61,09-21-18,"18,500.00",2.977,995,"2,434.15",1.75,2.128,"21,256.83","2,231.91",42.865,0.2885,33.16,,,,,,,
20-9-61,09-20-18,"18,450.00",2.9655,995,"2,425.88",1.787,2.176,"21,259.95","2,226.50",42.996,0.2875,33.16,,,,,,,
19-9-61,09-19-18,"18,450.00",2.9785,980,"2,436.39",1.757,2.194,"21,208.96","2,211.68",42.903,0.2885,33.18,,,,,,,
18-9-61,09-18-18,"18,450.00",2.9555,970,"2,434.27",1.775,2.175,"21,169.76","2,198.70",42.919,0.29,33.2,,,,,,,
17-9-61,09-17-18,"18,450.00",2.974,970,"2,432.03",1.758,2.218,"21,171.57","2,191.34",42.875,0.2924,33.19,,,,,,,
15-9-61,09-15-18,"18,450.00",2.994,960,"2,431.92",1.787,2.189,"21,145.48","2,188.21",42.919,0.292,33.18,,,,,,,
14-9-61,09-14-18,"18,550.00",3.045,960,"2,437.83",1.822,2.208,"21,195.03","2,200.36",42.911,0.2917,33.25,,,,,,,
