Buddhist,Date,Gold_Thai,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,,,,,,,
5-2-65,02-05-22,"28,200.00",4.182,"17,090.00","4,450.29",0.844,1.316,"35,160.97","2,110.10",45.576,0.2864,33.38,,,,,,,
4-2-65,02-04-22,"28,200.00",4.239,"16,990.00","4,410.56",0.803,1.311,"34,917.96","2,121.80",45.58,0.286,33.37,,,,,,,
3-2-65,02-03-22,"28,300.00",4.2145,"17,490.00","4,382.44",0.789,1.362,"34,874.67","2,132.02",45.783,0.2856,33.32,,,,,,,
2-2-65,02-02-22,"28,250.00",4.1065,"18,290.00","4,440.94",0.808,1.339,"35,310.20","2,147.41",45.699,0.2879,33.14,,,,,,,
1-2-65,02-01-22,"28,250.00",4.1775,"18,990.00","4,462.12",0.816,1.304,"35,500.01","2,157.87",45.502,0.2895,32.89,,,,,,,
31-1-65,01-31-22,"28,250.00",4.2485,"18,990.00","4,461.65",0.792,1.287,"35,490.83","2,154.73",45.471,0.2893,32.945,,,,,,,
29-1-65,01-29-22,"28,350.00",4.276,"18,990.00","4,464.84",0.809,1.326,"35,551.56","2,139.05",45.474,0.2889,32.87,,,,,,,
28-1-65,01-28-22,"28,300.00",4.289,"18,990.00","4,446.08",0.819,1.343,"35,481.94","2,140.15",45.246,0.2896,32.69,,,,,,,
27-1-65,01-27-22,"28,450.00",4.229,"18,990.00","4,442.18",0.792,1.304,"35,300.89","2,114.84",45.275,0.2898,32.72,,,,,,,
26-1-65,01-26-22,"28,700.00",4.225,"18,990.00","4,435.79",0.79,1.338,"35,135.17","2,147.10",45.129,0.2886,32.77,,,,,,,
25-1-65,01-25-22,"28,650.00",4.1135,"18,990.00","4,437.77",0.769,1.368,"35,229.67","2,171.95",45.019,0.2887,32.66,,,,,,,
24-1-65,01-24-22,"28,600.00",4.1375,"18,990.00","4,429.07",0.78,1.336,"35,077.44","2,179.52",44.925,0.2899,32.44,,,,,,,
22-1-65,01-22-22,"28,550.00",4.219,"18,990.00","4,408.86",0.785,1.334,"34,815.61","2,169.56",45.052,0.2892,32.49,,,,,,,
21-1-65,01-21-22,"28,600.00",4.294,"18,990.00","4,415.95",0.769,1.292,"35,047.44","2,180.62",44.902,0.2893,32.46,,,,,,,
20-1-65,01-20-22,"28,550.00",4.403,"18,990.00","4,392.74",0.795,1.304,"34,864.10","2,181.92",44.51,0.2895,32.31,,,,,,,
19-1-65,01-19-22,"28,400.00",4.309,"18,990.00","4,406.86",0.846,1.317,"34,968.56","2,193.00",44.326,0.2885,32.24,,,,,,,
18-1-65,01-18-22,"28,350.00",4.363,"18,890.00","4,395.12",0.833,1.28,"35,013.26","2,172.20",44.709,0.288,32.48,,,,,,,
17-1-65,01-17-22,"28,550.00",4.424,"18,490.00","4,403.59",0.798,1.307,"34,985.99","2,162.64",44.769,0.2889,32.55,,,,,,,
15-1-65,01-15-22,"28,500.00",4.282,"18,390.00","4,402.95",0.774,1.347,"35,109.95","2,189.56",44.875,0.2888,32.76,,,,,,,
14-1-65,01-14-22,"28,550.00",4.224,"18,390.00","4,416.38",0.788,1.344,"35,078.90","2,180.59",45.15,0.2903,32.805,,,,,,,
13-1-65,01-13-22,"28,650.00",4.2745,"18,390.00","4,409.58",0.768,1.295,"35,055.86","2,205.08",45.147,0.2905,32.875,,,,,,,
12-1-65,01-12-22,"28,600.00",4.3285,"18,390.00","4,381.20",0.775,1.257,"34,855.11","2,210.48",45.616,0.2912,33.255,,,,,,,
11-1-65,01-11-22,"28,550.00",4.3325,"18,390.00","4,361.27",0.765,1.26,"34,799.68","2,191.19",45.479,0.2897,33.36,,,,,,,
10-1-65,01-10-22,"28,550.00",4.335,"18,390.00","4,331.13",0.759,1.243,"34,556.96","2,222.35",45.511,0.2888,33.35,,,,,,,
8-1-65,01-08-22,"28,500.00",4.292,"18,690.00","4,265.11",0.778,1.263,"33,981.79","2,225.02",45.804,0.2916,33.295,,,,,,,
7-1-65,01-07-22,"28,400.00",4.2805,"18,690.00","4,296.40",0.826,1.26,"34,528.48","2,229.13",45.854,0.2909,33.36,,,,,,,
6-1-65,01-06-22,"28,450.00",4.3615,"18,690.00","4,367.43",0.803,1.263,"35,007.94","2,248.31",46.279,0.2907,33.41,,,,,,,
5-1-65,01-05-22,"28,450.00",4.374,"19,090.00","4,369.02",0.831,1.285,"34,924.81","2,259.47",46.153,0.2897,33.34,,,,,,,
4-1-65,01-04-22,"28,400.00",4.3345,"19,690.00","4,380.11",0.795,1.357,"34,920.83","2,242.04",45.629,0.2862,33.05,,,,,,,
3-1-65,01-03-22,"28,650.00",4.239,"19,690.00","4,381.07",0.768,1.345,"34,959.96","2,244.38",46.019,0.2861,33.19,,,,,,,
1-1-65,01-01-22,"28,650.00",4.2685,"19,690.00","4,372.41",0.729,1.357,"34,836.75","2,223.30",46.327,0.2881,33.46,,,,,,,
31-12-64,12-31-21,"28,550.00",4.248,"19,290.00","4,329.38",0.678,1.322,"34,457.51","2,218.36",46.342,0.2882,33.47,,,,,,,
30-12-64,12-30-21,"28,400.00",4.2095,"17,890.00","4,321.07",0.652,1.297,"34,569.01","2,224.51",46.415,0.2883,33.44,,,,,,,
29-12-64,12-29-21,"28,600.00",4.137,"17,490.00","4,351.01",0.657,1.227,"34,604.17","2,219.15",46.318,0.2895,33.27,,,,,,,
28-12-64,12-28-21,"28,650.00",4.0475,"17,990.00","4,356.46",0.698,1.19,"34,790.16","2,240.20",46,0.2911,33.12,,,,,,,
27-12-64,12-27-21,"28,600.00",4.1135,"18,690.00","4,326.60",0.729,1.177,"34,642.42","2,204.00",45.958,0.292,33.025,,,,,,,
25-12-64,12-25-21,"28,600.00",4.222,"18,890.00","4,300.73",0.717,1.181,"34,507.32","2,176.71",45.744,0.2917,32.95,,,,,,,
24-12-64,12-24-21,"28,600.00",4.3265,"18,990.00","4,290.65",0.714,1.237,"34,290.74","2,190.14",45.735,0.2922,32.89,,,,,,,
23-12-64,12-23-21,"28,600.00",4.342,"18,990.00","4,293.21",0.72,1.263,"34,338.89","2,160.61",45.875,0.2915,32.855,,,,,,,
22-12-64,12-22-21,"28,500.00",4.35,"19,890.00","4,284.90",0.715,1.239,"34,428.10","2,148.77",45.647,0.2928,32.87,,,,,,,
21-12-64,12-21-21,"28,500.00",4.3975,"20,090.00","4,274.45",0.722,1.243,"34,328.10","2,136.21",45.71,0.2947,32.94,,,,,,,
20-12-64,12-20-21,"28,450.00",4.3415,"20,090.00","4,256.97",0.735,1.29,"33,933.91","2,142.82",45.475,0.2955,32.91,,,,,,,
18-12-64,12-18-21,"28,350.00",4.2865,"19,490.00","4,249.27",0.688,1.283,"33,948.54","2,149.29",45.278,0.2956,32.94,,,,,,,
17-12-64,12-17-21,"28,350.00",4.3,"19,240.00","4,224.61",0.715,1.268,"33,872.56","2,144.84",45.279,0.2956,32.895,,,,,,,
16-12-64,12-16-21,"28,100.00",4.3325,"19,240.00","4,173.40",0.759,1.288,"33,312.07","2,147.86",45.009,0.2954,32.825,,,,,,,
15-12-64,12-15-21,"28,000.00",4.3275,"19,490.00","4,204.78",0.78,1.227,"33,622.70","2,121.30",44.757,0.2939,32.84,,,,,,,
14-12-64,12-14-21,"28,200.00",4.379,"19,990.00","4,220.37",0.794,1.209,"34,014.38","2,139.09",44.946,0.2926,32.86,,,,,,,
13-12-64,12-13-21,"28,250.00",4.416,"20,890.00","4,248.87",0.846,1.27,"34,308.48","2,136.39",45.194,0.2938,32.79,,,,,,,
11-12-64,12-11-21,"28,300.00",4.4785,"21,740.00","4,255.28",0.793,1.302,"34,397.10","2,168.24",45.21,0.2942,32.69,,,,,,,
10-12-64,12-10-21,"28,200.00",4.5085,"22,490.00","4,248.31",0.785,1.346,"34,472.52","2,165.09",45.204,0.2962,32.61,,,,,,,
9-12-64,12-09-21,"28,150.00",4.4695,"22,990.00","4,242.90",0.752,1.415,"34,499.81","2,192.63",45.082,0.2966,32.64,,,,,,,
8-12-64,12-08-21,"28,300.00",4.558,"22,790.00","4,228.56",0.78,1.366,"34,502.51","2,167.83",45.374,0.2961,32.685,,,,,,,
7-12-64,12-07-21,"28,500.00",4.593,"22,490.00","4,232.99",0.803,1.361,"34,626.16","2,123.49",45.211,0.294,32.52,,,,,,,
6-12-64,12-06-21,"28,500.00",4.449,"22,290.00","4,233.81",0.862,1.306,"34,645.84","2,169.28",44.868,0.2959,32.54,,,,,,,
4-12-64,12-04-21,"28,450.00",4.3375,"21,490.00","4,229.34",0.859,1.32,"34,766.20","2,190.59",44.591,0.298,32.33,,,,,,,
3-12-64,12-03-21,"28,400.00",4.28,"21,390.00","4,206.05",0.902,1.357,"34,618.69","2,181.64",44.519,0.2999,32.26,,,,,,,
2-12-64,12-02-21,"28,400.00",4.2595,"21,990.00","4,191.43",0.893,1.439,"34,550.31","2,153.81",44.467,0.3004,32.11,,,,,,,
1-12-64,12-01-21,"28,300.00",4.201,"22,490.00","4,206.82",0.891,1.437,"34,614.62","2,151.84",44.493,0.2995,32.16,,,,,,,
30-11-64,11-30-21,"28,400.00",4.31,"22,990.00","4,216.52",0.899,1.468,"34,584.19","2,140.54",44.154,0.2988,32.06,,,,,,,
29-11-64,11-29-21,"28,550.00",4.3115,"24,090.00","4,210.77",0.925,1.47,"34,558.50","2,157.22",44.294,0.2974,32.03,,,,,,,
27-11-64,11-27-21,"28,550.00",4.266,"25,090.00","4,201.94",0.913,1.477,"34,432.47","2,192.48",44.423,0.2958,32.11,,,,,,,
26-11-64,11-26-21,"28,350.00",4.2925,"25,490.00","4,191.59",0.899,1.483,"34,336.34","2,181.34",44.321,0.2968,31.92,,,,,,,
25-11-64,11-25-21,"28,200.00",4.329,"25,290.00","4,205.94",0.854,1.528,"34,428.66","2,179.83",44.165,0.2972,31.8,,,,,,,
24-11-64,11-24-21,"28,150.00",4.3465,"22,740.00","4,170.16",0.888,1.494,"34,253.87","2,156.46",44.415,0.2904,31.9,,,,,,,
23-11-64,11-23-21,"28,250.00",4.27,"21,990.00","4,168.61",0.883,1.485,"34,121.91","2,143.74",44.444,0.2893,31.83,,,,,,,
22-11-64,11-22-21,"28,650.00",4.308,"23,990.00","4,121.97",0.892,1.468,"33,906.30","2,162.80",44.243,0.2877,31.72,,,,,,,
20-11-64,11-20-21,"28,650.00",4.2505,"26,740.00","4,098.45",0.91,1.494,"33,945.81","2,164.04",44.023,0.2877,31.61,,,,,,,
19-11-64,11-19-21,"28,650.00",4.281,"27,590.00","4,165.94",0.784,1.44,"34,351.18","2,154.14",43.45,0.2875,31.47,,,,,,,
18-11-64,11-18-21,"28,750.00",4.3135,"27,990.00","4,169.92",0.784,1.516,"34,375.29","2,170.87",43.724,0.2876,31.41,,,,,,,
17-11-64,11-17-21,"28,700.00",4.2425,"28,190.00","4,129.58",0.75,1.587,"34,050.86","2,219.52",43.769,0.2851,31.28,,,,,,,
16-11-64,11-16-21,"28,800.00",4.289,"28,190.00","4,074.99",0.72,1.496,"33,624.74","2,226.51",43.873,0.2859,31.15,,,,,,,
15-11-64,11-15-21,"28,700.00",4.2575,"28,390.00","4,130.55",0.75,1.494,"34,206.40","2,213.43",43.921,0.2849,31.12,,,,,,,
13-11-64,11-13-21,"28,800.00",4.278,"28,390.00","4,150.34",0.774,1.462,"34,572.74","2,210.68",43.882,0.2869,31.07,,,,,,,
12-11-64,11-12-21,"28,750.00",4.2845,"28,390.00","4,228.29",0.795,1.442,"34,785.27","2,206.07",44.168,0.2878,31.16,,,,,,,
11-11-64,11-11-21,"28,600.00",4.3145,"27,990.00","4,210.34",0.79,1.491,"34,578.27","2,199.09",44,0.2877,31.16,,,,,,,
10-11-64,11-10-21,"28,250.00",4.3135,"27,690.00","4,169.14",0.843,1.536,"34,245.11","2,192.03",44.189,0.2882,31.21,,,,,,,
9-11-64,11-09-21,"28,250.00",4.227,"28,090.00","4,177.06",0.793,1.57,"34,163.99","2,188.89",44.236,0.2885,31.18,,,,,,,
8-11-64,11-08-21,"28,400.00",4.179,"28,690.00","4,179.04",0.811,1.567,"34,080.20","2,162.82",44.063,0.2901,31.14,,,,,,,
6-11-64,11-06-21,"28,400.00",4.137,"29,290.00","4,191.98",0.806,1.628,"33,904.89","2,185.74",44.023,0.2907,31.21,,,,,,,
5-11-64,11-05-21,"28,250.00",4.1775,"29,290.00","4,198.10",0.811,1.586,"33,988.75","2,174.42",44.086,0.2927,31.12,,,,,,,
4-11-64,11-04-21,"27,950.00",4.278,"29,490.00","4,206.14",0.819,1.613,"33,855.64","2,176.66",44.09,0.2932,31.16,,,,,,,
3-11-64,11-03-21,"28,100.00",4.3405,"29,490.00","4,185.14",0.801,1.608,"33,860.46","2,211.35",44.345,0.2928,31.2,,,,,,,
2-11-64,11-02-21,"28,150.00",4.5315,"29,390.00","4,188.25",0.776,1.608,"33,932.13","2,183.44",44.326,0.2919,31.26,,,,,,,
30-10-64,10-30-21,"28,050.00",4.5655,"28,990.00","4,185.03",0.805,1.615,"34,044.23","2,194.75",44.467,0.2919,31.3,,,,,,,
29-10-64,10-29-21,"28,150.00",4.491,"28,590.00","4,138.78",0.821,1.581,"33,804.52","2,204.76",44.125,0.2918,31.25,,,,,,,
28-10-64,10-28-21,"28,250.00",4.5195,"28,790.00","4,170.46",0.82,1.564,"34,109.88","2,215.67",44.369,0.2916,31.35,,,,,,,
27-10-64,10-27-21,"28,050.00",4.544,"28,790.00","4,128.42",0.858,1.608,"33,808.30","2,217.69",44.354,0.2919,31.34,,,,,,,
26-10-64,10-26-21,"28,150.00",4.5225,"28,790.00","4,159.18",0.819,1.62,"34,034.18","2,174.70",44.428,0.2922,31.38,,,,,,,
25-10-64,10-25-21,"28,200.00",4.5285,"29,190.00","4,179.80",0.836,1.635,"34,182.38","2,179.02",44.516,0.2928,31.37,,,,,,,
23-10-64,10-23-21,"28,200.00",4.47,"29,490.00","4,174.14",0.819,1.673,"34,058.16","2,189.55",44.333,0.2907,31.41,,,,,,,
22-10-64,10-22-21,"28,150.00",4.6095,"29,490.00","4,139.76",0.832,1.642,"33,788.53","2,148.25",44.568,0.2906,31.43,,,,,,,
21-10-64,10-21-21,"28,150.00",4.6575,"28,990.00","4,141.58",0.868,1.647,"33,668.95","2,161.54",44.499,0.2938,31.49,,,,,,,
20-10-64,10-20-21,"27,950.00",4.6925,"28,590.00","4,130.10",0.806,1.635,"33,721.16","2,123.06",44.173,0.2941,31.36,,,,,,,
19-10-64,10-19-21,"27,900.00",4.693,"28,090.00","4,124.71",0.782,1.663,"33,775.06","2,115.63",44.067,0.2933,31.36,,,,,,,
18-10-64,10-18-21,"27,950.00",4.6723,"28,090.00","4,096.11",0.774,1.702,"33,526.19","2,101.19",43.991,0.2917,31.29,,,,,,,
16-10-64,10-16-21,"27,950.00",4.676,"28,390.00","4,089.95",0.801,1.629,"33,469.89","2,122.72",44.077,0.2914,31.16,,,,,,,
15-10-64,10-15-21,"28,150.00",4.519,"28,890.00","4,074.29",0.803,1.602,"33,444.98","2,112.83",43.919,0.2928,31.11,,,,,,,
14-10-64,10-14-21,"28,050.00",4.5105,"29,090.00","4,075.57",0.821,1.586,"33,500.02","2,087.66",43.445,0.2928,31.09,,,,,,,
13-10-64,10-13-21,"27,650.00",4.5315,"28,990.00","4,034.44",0.83,1.566,"33,222.38","2,110.28",43.383,0.2931,31.24,,,,,,,
12-10-64,10-12-21,"27,800.00",4.502,"28,490.00","3,992.78",0.856,1.58,"33,054.58","2,110.44",43.294,0.2914,31.13,,,,,,,
11-10-64,10-11-21,"28,050.00",4.535,"26,690.00","3,967.25",0.87,1.592,"33,116.04","2,134.63",43.299,0.2928,31.18,,,,,,,
9-10-64,10-09-21,"28,100.00",4.572,"26,190.00","3,963.34",0.854,1.605,"33,127.88","2,135.89",43.305,0.2935,31.13,,,,,,,
8-10-64,10-08-21,"28,100.00",4.7065,"26,240.00","3,969.31",0.88,1.631,"33,087.55","2,148.62",43.071,0.2969,31.16,,,,,,,
7-10-64,10-07-21,"28,100.00",4.7155,"26,490.00","3,917.12",0.851,1.645,"32,681.07","2,133.62",43.471,0.3013,31.19,,,,,,,
6-10-64,10-06-21,"28,100.00",4.6675,"27,490.00","3,879.34",0.82,1.615,"32,346.81","2,145.25",43.718,0.3013,31.35,,,,,,,
5-10-64,10-05-21,"28,150.00",4.686,"27,990.00","3,919.93",0.8,1.62,"32,470.88","2,151.50",43.64,0.3027,31.35,,,,,,,
4-10-64,10-04-21,"27,950.00",4.719,"28,890.00","3,937.60",0.795,1.57,"32,691.50","2,149.11",43.666,0.3035,31.43,,,,,,,
2-10-64,10-02-21,"27,900.00",4.8,"29,790.00","3,916.48",0.798,1.563,"32,601.82","2,122.99",43.575,0.3034,31.42,,,,,,,
1-10-64,10-01-21,"27,900.00",4.665,"29,590.00","3,913.14",0.827,1.547,"32,858.36","2,094.28",43.438,0.3045,31.39,,,,,,,
30-9-64,09-30-21,"27,750.00",4.78,"29,190.00","3,953.50",0.824,1.554,"32,928.16","2,088.27",43.646,0.3024,31.32,,,,,,,
29-9-64,09-29-21,"27,800.00",4.609,"27,590.00","3,949.57",0.811,1.564,"32,825.52","2,109.12",43.583,0.3028,31.28,,,,,,,
28-9-64,09-28-21,"27,800.00",4.519,"25,490.00","3,973.59",0.864,1.598,"32,966.75","2,099.58",43.666,0.3022,31.23,,,,,,,
27-9-64,09-27-21,"27,700.00",4.556,"24,590.00","3,942.96",0.837,1.578,"32,798.84","2,057.74",43.209,0.3032,31.21,,,,,,,
25-9-64,09-25-21,"27,650.00",4.5285,"24,490.00","3,924.52",0.889,1.565,"32,462.40","2,077.99",42.965,0.3034,31.17,,,,,,,
24-9-64,09-24-21,"27,600.00",4.462,"24,890.00","3,915.54",0.881,1.641,"32,354.50","2,082.54",43.151,0.3027,31.31,,,,,,,
23-9-64,09-23-21,"27,950.00",4.483,"25,690.00","3,891.99",0.842,1.615,"31,906.96","2,130.41",43.337,0.3016,31.53,,,,,,,
22-9-64,09-22-21,"28,050.00",4.5,"27,490.00","3,851.93",0.867,1.676,"31,892.35","2,107.77",43.267,0.3018,31.51,,,,,,,
21-9-64,09-21-21,"27,800.00",4.483,"28,490.00","3,844.39",0.875,1.674,"31,512.15","2,109.84",43.146,0.3027,31.45,,,,,,,
20-9-64,09-20-21,"27,550.00",4.446,"28,990.00","3,793.58",0.925,1.633,"31,029.18","2,125.20",43.139,0.3046,31.41,,,,,,,
18-9-64,09-18-21,"27,600.00",4.3385,"29,190.00","3,818.53",0.961,1.669,"31,289.01","2,151.75",43.09,0.306,31.37,,,,,,,
17-9-64,09-17-21,"27,550.00",4.27,"29,190.00","3,863.99",0.903,1.663,"31,352.96","2,149.00",43.272,0.3048,31.3,,,,,,,
16-9-64,09-16-21,"27,900.00",4.294,"28,440.00","3,903.64",0.934,1.7,"31,535.37","2,140.54",43.583,0.303,31.35,,,,,,,
15-9-64,09-15-21,"28,050.00",4.215,"27,890.00","3,842.51",0.905,1.705,"31,065.90","2,128.38",43.292,0.3031,31.31,,,,,,,
14-9-64,09-14-21,"27,800.00",4.246,"27,390.00","3,839.66",0.889,1.67,"31,401.29","2,171.07",43.201,0.3019,31.22,,,,,,,
13-9-64,09-13-21,"27,650.00",4.18,"26,590.00","3,915.80",0.859,1.737,"31,955.94","2,185.20",43.068,0.3004,31.25,,,,,,,
11-9-64,09-11-21,"27,700.00",4.2375,"25,440.00","3,873.71",0.828,1.717,"31,499.75","2,191.70",43.02,0.3001,31.31,,,,,,,
10-9-64,09-10-21,"27,750.00",4.1215,"24,490.00","3,857.07",0.833,1.713,"31,501.89","2,173.69",42.939,0.2988,31.2,,,,,,,
9-9-64,09-09-21,"27,650.00",4.0425,"23,890.00","3,885.55",0.814,1.672,"31,381.12","2,182.71",42.91,0.2976,31.12,,,,,,,
8-9-64,09-08-21,"27,850.00",4.012,"23,790.00","3,921.16",0.858,1.626,"31,504.13","2,160.69",42.786,0.2975,31.15,,,,,,,
7-9-64,09-07-21,"28,000.00",4.057,"23,390.00","3,915.86",0.869,1.612,"31,558.60","2,133.26",42.431,0.298,31.01,,,,,,,
6-9-64,09-06-21,"28,000.00",4.097,"22,890.00","3,918.50",0.86,1.615,"31,485.61","2,130.30",42.631,0.2971,31,,,,,,,
4-9-64,09-04-21,"27,950.00",4.067,"22,590.00","3,939.61",0.808,1.682,"31,472.08","2,066.75",42.795,0.2963,30.87,,,,,,,
3-9-64,09-03-21,"27,800.00",4.1085,"22,290.00","3,911.65",0.831,1.707,"31,420.80","2,005.70",42.652,0.2957,30.82,,,,,,,
2-9-64,09-02-21,"27,750.00",4.1365,"21,890.00","3,916.40",0.826,1.71,"31,466.49","2,074.17",43.011,0.2957,30.885,,,,,,,
1-9-64,09-01-21,"27,700.00",4.0345,"21,790.00","3,920.78",0.847,1.66,"31,428.02","2,037.11",42.882,0.2958,30.7,,,,,,,
31-8-64,08-31-21,"27,750.00",3.99,"21,390.00","3,910.49",0.786,1.621,"31,359.88","2,072.44",42.732,0.2952,30.76,,,,,,,
30-8-64,08-30-21,"27,900.00",3.983,"21,490.00","3,892.59",0.791,1.602,"31,191.20","2,047.57",42.713,0.2932,30.74,,,,,,,
28-8-64,08-28-21,"27,850.00",4.036,"21,790.00","3,878.30",0.799,1.637,"31,093.81","2,007.22",42.776,0.2923,30.72,,,,,,,
27-8-64,08-27-21,"27,750.00",4.08,"21,790.00","3,836.66",0.849,1.541,"30,737.78","2,020.02",42.737,0.2956,30.55,,,,,,,
26-8-64,08-26-21,"27,700.00",3.997,"21,790.00","3,840.27",0.821,1.521,"30,689.65","1,997.32",42.757,0.296,30.69,,,,,,,
25-8-64,08-25-21,"27,950.00",4.026,"21,490.00","3,791.84",0.788,1.525,"30,276.88","2,036.55",42.692,0.2961,30.73,,,,,,,
24-8-64,08-24-21,"28,200.00",4.0265,"20,790.00","3,731.17",0.737,1.589,"30,054.73","2,121.44",42.585,0.2976,30.81,,,,,,,
23-8-64,08-23-21,"28,050.00",4.1445,"20,290.00","3,778.05",0.666,1.597,"30,553.91","2,128.61",42.23,0.2977,30.52,,,,,,,
21-8-64,08-21-21,"28,050.00",4.1075,"19,990.00","3,755.75",0.696,1.566,"30,377.19","2,130.09",42.272,0.2996,30.41,,,,,,,
20-8-64,08-20-21,"28,050.00",4.063,"19,290.00","3,836.83",0.702,1.486,"30,893.78","2,097.63",42.338,0.3031,30.34,,,,,,,
19-8-64,08-19-21,"28,050.00",4.144,"18,990.00","3,862.96",0.815,1.402,"30,968.55","2,140.56",42.208,0.3034,30.25,,,,,,,
18-8-64,08-18-21,"28,000.00",4.0625,"18,990.00","3,851.68",0.614,1.424,"30,989.85","2,144.31",42.092,0.3036,30.23,,,,,,,
17-8-64,08-17-21,"28,150.00",4.1415,"19,490.00","3,844.24",0.565,1.395,"31,141.56","2,089.82",42.458,0.3039,30.46,,,,,,,
16-8-64,08-16-21,"27,950.00",4.16,"19,990.00","3,857.46",0.6,1.529,"31,198.01","2,077.41",42.423,0.3031,30.24,,,,,,,
14-8-64,08-14-21,"27,900.00",4.144,"20,490.00","3,816.22",0.595,1.379,"31,017.54","2,055.64",42.463,0.3043,30.05,,,,,,,
13-8-64,08-13-21,"27,450.00",4.0355,"21,490.00","3,781.88",0.554,1.343,"30,887.42","2,041.46",42.372,0.3056,30.03,,,,,,,
12-8-64,08-12-21,"27,400.00",4.0135,"21,890.00","3,788.73",0.55,1.369,"30,926.77","2,044.07",42.189,0.3039,30,,,,,,,
11-8-64,08-11-21,"27,300.00",4.0795,"21,790.00","3,814.98",0.583,1.363,"31,085.67","2,061.40",42.017,0.3038,29.97,,,,,,,
10-8-64,08-10-21,"27,450.00",4.117,"21,590.00","3,802.23",0.522,1.292,"31,084.88","2,070.07",41.94,0.2997,30.01,,,,,,,
9-8-64,08-09-21,"27,450.00",3.9535,"21,190.00","3,801.62",0.524,1.274,"31,015.01","2,063.16",41.579,0.3001,30,,,,,,,
7-8-64,08-07-21,"27,900.00",4.1065,"20,590.00","3,803.14",0.464,1.329,"31,015.37","2,056.58",41.637,0.3026,29.95,,,,,,,
6-8-64,08-06-21,"28,350.00",4.208,"20,190.00","3,815.05",0.456,1.25,"31,069.58","2,078.14",41.556,0.3034,29.9,,,,,,,
5-8-64,08-05-21,"28,250.00",4.1005,"19,190.00","3,764.71",0.479,1.25,"30,901.18","2,025.43",41.4,0.3039,29.89,,,,,,,
4-8-64,08-04-21,"28,250.00",4.106,"18,940.00","3,712.20",0.477,1.163,"30,362.78","1,979.88",41.271,0.3031,29.87,,,,,,,
3-8-64,08-03-21,"28,150.00",4.2055,"18,840.00","3,698.02",0.469,1.147,"30,204.25","1,974.06",41.357,0.303,29.91,,,,,,,
2-8-64,08-02-21,"28,200.00",4.3215,"18,690.00","3,764.61",0.458,1.164,"30,627.47","1,944.43",41.324,0.3026,29.92,,,,,,,
31-7-64,07-31-21,"28,200.00",4.208,"18,490.00","3,733.27",0.464,1.164,"30,417.64","1,964.58",41.194,0.303,29.99,,,,,,,
30-7-64,07-30-21,"28,300.00",4.1515,"17,790.00","3,736.19",0.446,1.172,"30,415.09","1,972.20",41.311,0.3014,30.08,,,,,,,
29-7-64,07-29-21,"28,150.00",4.075,"17,290.00","3,750.01",0.426,1.138,"30,492.07","1,921.36",41.154,0.2999,30.09,,,,,,,
28-7-64,07-28-21,"27,950.00",3.911,"16,990.00","3,723.03",0.421,1.143,"30,283.23","1,942.09",40.967,0.2999,30.02,,,,,,,
27-7-64,07-27-21,"27,900.00",3.8295,"16,790.00","3,694.03",0.427,1.108,"30,155.92","1,965.49",41.006,0.3004,30.01,,,,,,,
26-7-64,07-26-21,"28,050.00",3.827,"16,640.00","3,693.42",0.414,1.083,"30,046.73","1,919.55",40.979,0.2987,29.99,,,,,,,
24-7-64,07-24-21,"28,000.00",3.8,"16,640.00","3,698.08",0.424,1.071,"30,200.20","1,825.60",40.96,0.3,29.88,,,,,,,
23-7-64,07-23-21,"28,000.00",3.8005,"16,640.00","3,684.28",0.412,1.048,"30,159.00","1,797.60",41.134,0.2983,29.98,,,,,,,
22-7-64,07-22-21,"27,900.00",3.796,"16,640.00","3,722.39",0.439,1.023,"30,314.26","1,744.58",41.064,0.2976,30.01,,,,,,,
21-7-64,07-21-21,"28,000.00",3.768,"16,640.00","3,713.65",0.45,1.04,"30,216.00","1,728.68",41.138,0.2979,29.97,,,,,,,
20-7-64,07-20-21,"28,100.00",3.754,"16,540.00","3,696.25",0.445,1.043,"30,191.38","1,705.45",40.994,0.2986,29.99,,,,,,,
19-7-64,07-19-21,"28,100.00",3.7245,"16,490.00","3,666.41",0.455,1.096,"29,919.09","1,684.88",41.013,0.2982,29.99,,,,,,,
17-7-64,07-17-21,"28,050.00",3.675,"16,390.00","3,675.27",0.461,1.113,"30,123.91","1,697.35",41.104,0.2985,29.93,,,,,,,
16-7-64,07-16-21,"28,200.00",3.6485,"16,390.00","3,656.08",0.458,1.085,"29,988.21","1,691.70",40.936,0.2999,29.97,,,,,,,
15-7-64,07-15-21,"28,100.00",3.5605,"16,340.00","3,659.13",0.477,1.1,"30,032.55","1,704.34",40.902,0.2978,29.99,,,,,,,
14-7-64,07-14-21,"27,850.00",3.5665,"16,290.00","3,705.98",0.471,1.102,"30,229.81","1,692.60",40.936,0.2974,30.12,,,,,,,
13-7-64,07-13-21,"27,850.00",3.5115,"16,240.00","3,683.05",0.491,1.099,"29,997.95","1,714.47",40.89,0.2979,30.07,,,,,,,
12-7-64,07-12-21,"27,800.00",3.525,"16,240.00","3,694.73",0.504,1.128,"30,233.03","1,716.16",41.05,0.2965,29.99,,,,,,,
10-7-64,07-10-21,"27,700.00",3.547,"16,190.00","3,670.94",0.477,1.085,"29,989.56","1,720.60",40.961,0.2954,30.02,,,,,,,
