Date,Y,GOLD,BOND10THB,OIL,SET,USD_THB,XAU_USD
29-10-2018,"19,350.00","1,231.90",2.8,67.66,"1,632.26",32.99,"1,234.16"
25-10-2018,"19,250.00","1,234.70",2.8,66.47,"1,605.91",32.93,"1,234.59"
24-10-2018,"19,150.00","1,236.60",2.8,66.32,"1,641.61",32.855,"1,231.06"
22-10-2018,"18,950.00","1,225.10",2.78,69.6,"1,669.82",32.55,"1,228.61"
18-10-2018,"18,900.00","1,228.60",2.75,69.94,"1,692.15",32.53,"1,222.35"
17-10-2018,"18,900.00","1,225.50",2.74,72.07,"1,708.09",32.5,"1,224.08"
16-10-2018,"18,950.00","1,228.00",2.75,71.54,"1,697.56",32.65,"1,227.12"
11-10-2018,"18,650.00","1,227.70",2.75,72.54,"1,679.27",33,"1,195.01"
10-10-2018,"18,550.00","1,197.90",2.775,74.65,"1,709.34",32.95,"1,189.59"
09-10-2018,"18,600.00","1,192.70",2.8,74.14,"1,699.99",32.92,"1,189.01"
08-10-2018,"18,650.00","1,192.20",2.78,74.4,"1,719.71",32.78,"1,203.14"
04-10-2018,"18,500.00","1,203.70",2.68,76.05,"1,735.74",32.51,"1,197.35"
03-10-2018,"18,500.00","1,201.40",2.69,74.95,"1,753.79",32.34,"1,203.39"
02-10-2018,"18,250.00","1,207.00",2.71,75.12,"1,757.33",32.27,"1,189.20"
01-10-2018,"18,250.00","1,192.70",2.68,73.07,"1,762.30",32.315,"1,192.55"
27-09-2018,"18,450.00","1,186.80",2.69,71.86,"1,751.70",32.44,"1,194.80"
26-09-2018,"18,500.00","1,198.90",2.69,71.91,"1,752.52",32.4,"1,201.23"
25-09-2018,"18,450.00","1,205.50",2.71,71.94,"1,753.66",32.42,"1,198.84"
24-09-2018,"18,450.00","1,203.10",2.71,70.75,"1,751.29",32.39,"1,198.56"
20-09-2018,"18,550.00","1,212.10",2.72,70.98,"1,757.42",32.405,"1,204.16"
19-09-2018,"18,550.00","1,208.80",2.74,69.46,"1,749.63",32.56,"1,197.84"
18-09-2018,"18,550.00","1,202.80",2.7,68.58,"1,718.49",32.595,"1,202.14"
17-09-2018,"18,550.00","1,206.40",2.72,68.7,"1,717.99",32.67,"1,193.18"
13-09-2018,"18,650.00","1,206.60",2.71,70.02,"1,691.04",32.71,"1,207.30"
12-09-2018,"18,600.00","1,212.40",2.725,69.61,"1,672.04",32.78,"1,198.93"
11-09-2018,"18,600.00","1,203.50",2.675,67.41,"1,690.65",32.825,"1,195.73"
10-09-2018,"18,650.00","1,200.40",2.64,67.64,"1,686.78",32.79,"1,195.12"
06-09-2018,"18,650.00","1,205.60",2.66,68.34,"1,685.38",32.78,"1,197.19"
05-09-2018,"18,600.00","1,202.50",2.67,69.09,"1,709.26",32.81,"1,191.18"
04-09-2018,"18,650.00","1,197.20",2.645,69.49,"1,722.56",32.68,"1,201.29"
30-08-2018,"18,700.00","1,206.30",2.64,69.37,"1,726.28",32.7,"1,206.32"
29-08-2018,"18,650.00","1,212.60",2.64,68.23,"1,721.36",32.58,"1,201.28"
28-08-2018,"18,650.00","1,206.60",2.62,68.6,"1,723.96",32.56,"1,211.45"
27-08-2018,"18,700.00","1,217.70",2.635,68.2,"1,710.04",32.59,"1,206.92"
23-08-2018,"18,600.00","1,191.60",2.62,67.72,"1,705.63",32.69,"1,195.83"
22-08-2018,"18,550.00","1,202.80",2.62,65.72,"1,695.94",32.65,"1,196.68"
21-08-2018,"18,600.00","1,203.00",2.63,65.44,"1,703.82",32.93,"1,190.59"
20-08-2018,"18,700.00","1,197.30",2.615,65.21,"1,698.97",33.17,"1,183.71"
16-08-2018,"18,550.00","1,180.70",2.625,64.35,"1,673.33",33.32,"1,175.73"
15-08-2018,"18,900.00","1,183.00",2.62,65.92,"1,688.64",33.29,"1,194.50"
14-08-2018,"18,950.00","1,201.50",2.61,66.75,"1,692.77",33.36,"1,194.17"
09-08-2018,"19,150.00","1,220.00",2.62,65.95,"1,722.69",33.23,"1,213.89"
08-08-2018,"19,150.00","1,222.00",2.65,68.26,"1,709.16",33.22,"1,210.70"
07-08-2018,"19,150.00","1,218.70",2.64,67.89,"1,701.01",33.365,"1,207.67"
06-08-2018,"19,200.00","1,215.80",2.64,67.55,"1,718.00",33.24,"1,214.10"
02-08-2018,"19,200.00","1,216.00",2.645,66.63,"1,716.33",33.15,"1,215.25"
01-08-2018,"19,250.00","1,224.70",2.6,67.34,"1,705.48",33.2,"1,224.00"
31-07-2018,"19,300.00","1,232.70",2.63,68.83,"1,704.04",33.3,"1,221.73"
26-07-2018,"19,400.00","1,222.40",2.6,68.05,"1,700.53",33.24,"1,231.31"
25-07-2018,"19,400.00","1,231.70",2.63,67.43,"1,678.63",33.37,"1,224.31"
24-07-2018,"19,450.00","1,224.20",2.64,66.68,"1,684.20",33.445,"1,225.06"
23-07-2018,"19,500.00","1,224.40",2.67,66.59,"1,672.11",33.32,"1,231.28"
19-07-2018,"19,400.00","1,222.90",2.66,67.96,"1,641.22",33.3,"1,227.42"
18-07-2018,"19,450.00","1,227.30",2.615,66.72,"1,632.17",33.325,"1,227.73"
17-07-2018,"19,600.00","1,227.00",2.63,67.11,"1,624.68",33.26,"1,240.83"
16-07-2018,"19,650.00","1,240.80",2.63,69.52,"1,638.35",33.295,"1,241.76"
12-07-2018,"19,700.00","1,247.70",2.66,69.21,"1,634.73",33.32,"1,242.06"
11-07-2018,"19,750.00","1,242.30",2.6,72.67,"1,631.63",33.17,"1,255.81"
10-07-2018,"19,750.00","1,256.70",2.63,72.19,"1,629.01",33.07,"1,257.69"
09-07-2018,"19,750.00","1,258.50",2.6,71.59,"1,626.11",33.13,"1,255.12"
05-07-2018,"19,750.00","1,258.40",2.58,71.68,"1,626.78",33.155,"1,256.90"
03-07-2018,"19,600.00","1,257.70",2.61,71.75,"1,607.20",33.16,"1,242.21"
02-07-2018,"19,650.00","1,242.90",2.62,72,"1,597.01",32.985,"1,253.50"
28-06-2018,"19,650.00","1,249.50",2.58,70.7,"1,623.67",33.05,"1,251.91"
27-06-2018,"19,650.00","1,253.60",2.61,69.46,"1,631.39",33.025,"1,258.21"
26-06-2018,"19,800.00","1,260.50",2.64,67.23,"1,615.79",32.94,"1,265.72"
25-06-2018,"19,850.00","1,267.30",2.665,67.55,"1,641.02",32.915,"1,272.66"
21-06-2018,"19,750.00","1,268.60",2.68,64.9,"1,663.63",32.81,"1,268.58"
20-06-2018,"19,800.00","1,269.70",2.65,64.93,"1,647.22",32.75,"1,274.75"
19-06-2018,"19,850.00","1,277.30",2.66,65.7,"1,667.47",32.675,"1,278.41"
18-06-2018,"19,850.00","1,280.70",2.61,64.22,"1,694.24",32.62,"1,279.16"
14-06-2018,"19,750.00","1,303.10",2.595,66.49,"1,714.52",32.14,"1,299.85"
13-06-2018,"19,750.00","1,303.10",2.59,65.94,"1,726.47",32.09,"1,295.47"
12-06-2018,"19,750.00","1,299.60",2.57,66.03,"1,725.91",32.065,"1,300.09"
11-06-2018,"19,750.00","1,304.50",2.56,65.5,"1,723.80",32.01,"1,299.17"
07-06-2018,"19,600.00","1,301.30",2.58,65.03,"1,743.63",31.92,"1,296.41"
06-06-2018,"19,650.00","1,300.90",2.58,65.43,"1,737.23",31.935,"1,297.15"
05-06-2018,"19,600.00","1,300.60",2.635,64.93,"1,722.38",32,"1,292.34"
04-06-2018,"19,650.00","1,296.40",2.63,65.65,"1,718.92",31.995,"1,293.16"
31-05-2018,"19,750.00","1,303.00",2.685,68.1,"1,730.02",32.02,"1,301.51"
30-05-2018,"19,800.00","1,306.00",2.67,66.7,"1,717.50",32.1,"1,299.02"
24-05-2018,"19,700.00","1,304.00",2.7,71.76,"1,747.17",32.105,"1,294.06"
23-05-2018,"19,650.00","1,293.30",2.755,71.93,"1,756.20",31.995,"1,291.50"
22-05-2018,"19,650.00","1,290.60",2.77,72.62,"1,769.23",32.165,"1,292.85"
21-05-2018,"19,700.00","1,292.30",2.71,71.5,"1,761.04",32.185,"1,290.90"
17-05-2018,"19,650.00","1,290.00",2.64,71.62,"1,752.24",32.03,"1,291.13"
16-05-2018,"19,700.00","1,290.20",2.62,71.14,"1,757.90",32.12,"1,290.32"
15-05-2018,"19,850.00","1,290.10",2.57,71.22,"1,773.41",31.91,"1,313.09"
14-05-2018,"19,950.00","1,313.20",2.555,70.5,"1,770.32",31.875,"1,318.56"
10-05-2018,"20,000.00","1,321.80",2.61,71.15,"1,762.33",32.13,"1,312.12"
09-05-2018,"19,900.00","1,312.80",2.61,69.97,"1,761.19",31.94,"1,314.46"
08-05-2018,"19,850.00","1,315.30",2.51,69.93,"1,780.49",31.855,"1,313.57"
07-05-2018,"19,800.00","1,314.10",2.495,69.69,"1,785.65",31.73,"1,315.03"
03-05-2018,"19,700.00","1,312.80",2.52,67.57,"1,786.55",31.77,"1,305.18"
02-05-2018,"19,650.00","1,305.50",2.475,67.34,"1,777.27",31.7,"1,304.38"
30-04-2018,"19,750.00","1,316.00",2.46,68.04,"1,782.10",31.485,"1,322.81"
26-04-2018,"19,800.00","1,318.00",2.5,67.89,"1,780.01",31.53,"1,322.39"
25-04-2018,"19,800.00","1,324.20",2.47,67.64,"1,781.28",31.46,"1,330.12"
24-04-2018,"19,850.00","1,332.00",2.48,68.78,"1,796.50",31.54,"1,324.71"
23-04-2018,"19,850.00","1,326.10",2.445,68.05,"1,800.78",31.34,"1,335.81"
19-04-2018,"19,950.00","1,348.50",2.46,68.73,"1,778.20",31.205,"1,349.33"
18-04-2018,"19,900.00","1,352.40",2.45,66.69,"1,761.83",31.21,"1,347.50"
17-04-2018,"19,900.00","1,350.40",2.43,66.4,"1,766.82",31.22,"1,345.65"
12-04-2018,"19,950.00","1,337.60",2.43,66.69,"1,764.20",31.12,"1,352.70"
11-04-2018,"19,800.00","1,356.30",2.435,65.42,"1,763.31",31.195,"1,339.94"
10-04-2018,"19,750.00","1,343.10",2.435,63.31,"1,757.00",31.28,"1,336.87"
09-04-2018,"19,750.00","1,339.80",2.44,62.03,"1,737.08",31.25,"1,333.14"
05-04-2018,"19,700.00","1,329.70",2.45,63.63,"1,735.74",31.22,"1,333.02"
04-04-2018,"19,700.00","1,337.10",2.445,63.53,"1,767.46",31.19,"1,332.82"
03-04-2018,"19,800.00","1,336.70",2.44,62.82,"1,773.70",31.24,"1,340.69"
02-04-2018,"19,650.00","1,345.00",2.44,64.84,"1,774.72",31.19,"1,326.20"
28-03-2018,"19,900.00","1,329.30",2.45,64.65,"1,797.84",31.22,"1,345.74"
27-03-2018,"19,950.00","1,351.10",2.45,65.41,"1,807.79",31.13,"1,353.51"
26-03-2018,"19,900.00","1,353.60",2.445,65.81,"1,797.27",31.18,"1,347.91"
22-03-2018,"19,650.00","1,329.00",2.455,65.29,"1,809.00",31.17,"1,332.15"
21-03-2018,"19,450.00","1,332.00",2.465,63.53,"1,806.92",31.2,"1,311.28"
20-03-2018,"19,500.00","1,310.60",2.455,62.2,"1,793.62",31.19,"1,317.00"
19-03-2018,"19,450.00","1,316.50",2.435,62.3,"1,812.33",31.215,"1,313.94"
15-03-2018,"19,600.00","1,316.80",2.415,61,"1,815.12",31.16,"1,324.39"
14-03-2018,"19,650.00","1,324.70",2.425,60.88,"1,805.22",31.24,"1,326.42"
13-03-2018,"19,650.00","1,326.70",2.42,61.33,"1,797.80",31.3,"1,322.81"
12-03-2018,"19,650.00","1,323.30",2.42,61.95,"1,789.16",31.335,"1,323.69"
08-03-2018,"19,750.00","1,322.70",2.395,61.22,"1,785.44",31.325,"1,325.84"
07-03-2018,"19,800.00","1,326.20",2.39,62.13,"1,797.04",31.31,"1,334.50"
06-03-2018,"19,700.00","1,339.50",2.405,62.43,"1,812.27",31.42,"1,320.36"
05-03-2018,"19,750.00","1,321.00",2.4,61.37,"1,812.27",31.43,"1,323.75"
28-02-2018,"19,700.00","1,319.30",2.425,62.7,"1,828.62",31.48,"1,318.53"
27-02-2018,"19,850.00","1,318.90",2.415,63.85,"1,842.92",31.28,"1,333.13"
26-02-2018,"19,850.00","1,334.70",2.44,63.47,"1,811.54",31.4,"1,327.56"
22-02-2018,"19,850.00","1,333.70",2.45,61.17,"1,801.08",31.545,"1,323.93"
21-02-2018,"19,900.00","1,326.20",2.455,61.38,"1,812.49",31.515,"1,329.82"
20-02-2018,"20,000.00","1,331.20",2.445,61.51,"1,811.16",31.41,"1,346.74"
15-02-2018,"20,050.00","1,356.60",2.45,60.55,"1,799.69",31.335,"1,350.78"
14-02-2018,"19,850.00","1,353.00",2.415,58.88,"1,805.68",31.47,"1,329.53"
13-02-2018,"19,850.00","1,331.90",2.435,59.24,"1,804.64",31.65,"1,322.29"
12-02-2018,"19,850.00","1,325.00",2.45,58.77,"1,790.00",31.705,"1,315.04"
08-02-2018,"19,800.00","1,321.00",2.425,61.45,"1,787.24",31.66,"1,318.61"
07-02-2018,"19,850.00","1,320.70",2.42,63.63,"1,801.94",31.51,"1,325.16"
06-02-2018,"20,150.00","1,326.60",2.395,63.15,"1,775.42",31.64,"1,339.68"
05-02-2018,"19,850.00","1,343.10",2.38,64.69,"1,798.42",31.47,"1,332.32"
01-02-2018,"20,000.00","1,352.20",2.38,64.53,"1,833.53",31.34,"1,345.40"
31-01-2018,"19,950.00","1,348.20",2.385,63.68,"1,820.35",31.41,"1,338.87"
30-01-2018,"19,950.00","1,341.80",2.38,65.39,"1,834.37",31.43,"1,340.67"
29-01-2018,"20,050.00","1,344.00",2.345,66.01,"1,835.90",31.35,"1,350.07"
25-01-2018,"20,250.00","1,346.40",2.34,65.65,"1,843.30",31.54,"1,358.48"
24-01-2018,"20,150.00","1,357.00",2.35,64.25,"1,831.39",31.815,"1,341.45"
23-01-2018,"20,150.00","1,341.40",2.37,63.85,"1,830.92",31.84,"1,334.45"
22-01-2018,"20,150.00","1,333.00",2.37,63.5,"1,819.14",31.84,"1,334.88"
18-01-2018,"20,100.00","1,327.00",2.36,64,"1,836.35",31.95,"1,327.75"
17-01-2018,"20,250.00","1,327.40",2.305,63.82,"1,819.13",31.93,"1,338.29"
16-01-2018,"20,250.00","1,339.00",2.305,64.33,"1,829.09",31.93,"1,340.06"
11-01-2018,"20,050.00","1,323.60",2.34,63.34,"1,795.08",32.16,"1,316.89"
10-01-2018,"20,050.00","1,317.50",2.39,63.31,"1,803.14",32.27,"1,313.28"
09-01-2018,"20,150.00","1,313.30",2.345,61.89,"1,795.89",32.23,"1,320.63"
08-01-2018,"20,150.00","1,321.20",2.33,61.59,"1,799.59",32.16,"1,320.04"
04-01-2018,"20,050.00","1,324.40",2.36,61.83,"1,786.64",32.34,"1,312.53"
03-01-2018,"20,050.00","1,315.50",2.355,60.37,"1,759.61",32.445,"1,318.16"
28-12-2017,"20,000.00","1,297.50",2.37,59.58,"1,755.55",32.81,"1,287.31"
27-12-2017,"19,950.00","1,292.00",2.39,59.83,"1,756.16",32.77,"1,283.64"
26-12-2017,"19,850.00","1,287.80",2.4,58.48,"1,751.05",32.76,"1,274.91"
21-12-2017,"19,550.00","1,270.30",2.43,58.05,"1,739.54",32.72,"1,265.62"
20-12-2017,"19,500.00","1,268.80",2.42,57.68,"1,734.45",32.75,"1,261.69"
19-12-2017,"19,500.00","1,264.80",2.43,57.34,"1,727.22",32.64,"1,261.70"
18-12-2017,"19,300.00","1,265.40",2.42,57.4,"1,720.41",32.51,"1,253.79"
14-12-2017,"19,400.00","1,255.50",2.44,56.67,"1,709.52",32.53,"1,255.54"
13-12-2017,"19,250.00","1,258.10",2.44,57.43,"1,704.01",32.6,"1,243.88"
12-12-2017,"19,300.00","1,246.30",2.41,58.11,"1,709.54",32.61,"1,242.25"
07-12-2017,"19,600.00","1,249.50",2.37,56.09,"1,693.81",32.63,"1,264.26"
06-12-2017,"19,600.00","1,265.20",2.385,57.53,"1,694.96",32.62,"1,266.62"
04-12-2017,"19,800.00","1,279.10",2.39,58.44,"1,704.70",32.59,"1,272.93"
30-11-2017,"19,850.00","1,277.90",2.35,57.45,"1,702.54",32.57,"1,283.88"
29-11-2017,"20,000.00","1,286.90",2.37,57.84,"1,710.33",32.59,"1,293.90"
28-11-2017,"20,050.00","1,298.00",2.41,57.99,"1,696.06",32.62,"1,294.85"
27-11-2017,"20,000.00","1,293.90",2.42,58.92,"1,693.99",32.68,"1,288.57"
22-11-2017,"19,900.00","1,291.90",2.38,57.26,"1,715.29",32.76,"1,280.38"
21-11-2017,"19,950.00","1,280.60",2.38,56.51,"1,716.74",32.82,"1,276.70"
20-11-2017,"20,100.00","1,276.60",2.39,56.8,"1,715.02",32.83,"1,292.68"
16-11-2017,"20,000.00","1,278.80",2.38,55.51,"1,692.79",33.01,"1,278.47"
15-11-2017,"20,050.00","1,278.00",2.385,55.25,"1,700.05",33.05,"1,281.00"
14-11-2017,"20,050.00","1,280.70",2.385,56.96,"1,688.96",33.07,"1,278.17"
13-11-2017,"20,050.00","1,278.90",2.38,57.16,"1,686.89",33.07,"1,275.16"
09-11-2017,"20,100.00","1,286.00",2.32,57.07,"1,718.02",33.12,"1,281.62"
08-11-2017,"20,050.00","1,282.10",2.31,57.22,"1,714.30",33.135,"1,275.85"
07-11-2017,"20,100.00","1,276.40",2.3,57.49,"1,716.26",33.1,"1,281.82"
06-11-2017,"20,000.00","1,282.60",2.31,56.2,"1,703.17",33.17,"1,269.49"
02-11-2017,"20,100.00","1,277.50",2.34,54.52,"1,714.62",33.14,"1,274.91"
01-11-2017,"20,000.00","1,275.20",2.38,54.86,"1,728.80",33.24,"1,270.88"
31-10-2017,"20,100.00","1,271.80",2.38,54.29,"1,721.02",33.23,"1,276.29"
30-10-2017,"20,050.00","1,277.60",2.38,54.35,"1,720.12",33.22,"1,273.59"
25-10-2017,"20,100.00","1,278.60",2.32,52.75,"1,708.37",33.18,"1,276.85"
24-10-2017,"20,150.00","1,278.00",2.29,52.08,"1,694.33",33.195,"1,282.01"
19-10-2017,"20,100.00","1,292.00",2.26,52.26,"1,707.70",33.15,"1,281.25"
18-10-2017,"20,250.00","1,282.80",2.26,52.17,"1,723.43",33.12,"1,285.18"
17-10-2017,"20,300.00","1,286.90",2.25,52.2,"1,726.29",33.06,"1,295.32"
16-10-2017,"20,400.00","1,297.20",2.24,51.7,"1,719.67",33.05,"1,303.88"
12-10-2017,"20,300.00","1,296.00",2.245,51.29,"1,718.06",33.18,"1,292.01"
11-10-2017,"20,300.00","1,294.60",2.29,51.24,"1,714.73",33.25,"1,287.91"
10-10-2017,"20,350.00","1,290.70",2.32,49.87,"1,694.53",33.37,"1,284.35"
09-10-2017,"20,250.00","1,286.80",2.31,49.65,"1,698.73",33.47,"1,275.45"
05-10-2017,"20,150.00","1,270.60",2.31,50.2,"1,689.91",33.35,"1,275.16"
04-10-2017,"20,150.00","1,277.50",2.31,50.5,"1,693.92",33.385,"1,271.64"
03-10-2017,"20,200.00","1,274.50",2.36,50.92,"1,691.73",33.42,"1,270.71"
02-10-2017,"20,200.00","1,273.10",2.32,51.84,"1,677.22",33.31,"1,279.50"
28-09-2017,"20,300.00","1,290.10",2.29,52.35,"1,672.62",33.31,"1,281.11"
27-09-2017,"20,450.00","1,285.10",2.29,52.4,"1,671.15",33.21,"1,293.61"
26-09-2017,"20,550.00","1,297.30",2.22,52.12,"1,671.81",33.095,"1,309.90"
25-09-2017,"20,300.00","1,314.20",2.27,50.68,"1,660.55",33.07,"1,297.67"
21-09-2017,"20,450.00","1,294.10",2.34,50.72,"1,671.29",33.1,"1,301.02"
20-09-2017,"20,550.00","1,304.80",2.35,49.84,"1,671.96",33.08,"1,310.94"
19-09-2017,"20,500.00","1,314.70",2.36,49.91,"1,673.13",33.09,"1,307.30"
18-09-2017,"20,700.00","1,310.50",2.34,49.85,"1,663.34",33.1,"1,320.50"
14-09-2017,"20,750.00","1,333.70",2.35,49.31,"1,646.37",33.14,"1,323.56"
13-09-2017,"20,850.00","1,327.60",2.315,48.34,"1,648.04",33.11,"1,331.95"
12-09-2017,"20,850.00","1,336.20",2.255,48.12,"1,641.50",33.12,"1,327.86"
11-09-2017,"21,000.00","1,331.70",2.24,47.58,"1,637.67",33.12,"1,337.45"
07-09-2017,"20,950.00","1,354.00",2.28,49.14,"1,623.97",33.14,"1,334.27"
06-09-2017,"21,000.00","1,339.00",2.28,48.59,"1,620.86",33.17,"1,339.55"
05-09-2017,"20,950.00","1,345.00",2.3,47.28,"1,620.70",33.16,"1,335.07"
31-08-2017,"20,500.00","1,326.90",2.39,45.95,"1,611.53",33.2,"1,308.80"
30-08-2017,"20,650.00","1,314.10",2.37,46.31,"1,617.83",33.19,"1,309.26"
29-08-2017,"20,700.00","1,314.80",2.38,46.86,"1,586.68",33.18,"1,317.75"
28-08-2017,"20,350.00","1,320.50",2.4,47.89,"1,579.09",33.25,"1,292.76"
24-08-2017,"20,350.00","1,291.30",2.41,48.36,"1,575.55",33.35,"1,289.98"
23-08-2017,"20,250.00","1,296.00",2.44,47.64,"1,574.90",33.24,"1,285.56"
22-08-2017,"20,300.00","1,290.40",2.42,47.45,"1,571.78",33.25,"1,291.18"
21-08-2017,"20,250.00","1,297.10",2.39,48.72,"1,568.89",33.22,"1,283.60"
17-08-2017,"20,250.00","1,293.80",2.405,46.8,"1,568.89",33.27,"1,283.61"
16-08-2017,"20,100.00","1,290.00",2.45,47.72,"1,566.83",33.3,"1,271.87"
15-08-2017,"20,100.00","1,276.90",2.4,47.49,"1,567.41",33.26,"1,282.36"
10-08-2017,"20,050.00","1,292.50",2.33,49.68,"1,571.83",33.25,"1,277.56"
09-08-2017,"19,950.00","1,283.20",2.36,49,"1,577.95",33.27,"1,261.41"
08-08-2017,"19,900.00","1,266.10",2.38,49.31,"1,575.37",33.29,"1,257.61"
07-08-2017,"19,900.00","1,262.90",2.37,49.72,"1,579.32",33.27,"1,259.03"
03-08-2017,"19,950.00","1,275.30",2.39,49.74,"1,580.24",33.25,"1,266.46"
02-08-2017,"20,000.00","1,272.60",2.4,49,"1,580.27",33.29,"1,268.80"
01-08-2017,"20,050.00","1,275.20",2.435,50.3,"1,573.92",33.3,"1,268.80"
31-07-2017,"20,000.00","1,275.60",2.49,49.97,"1,582.22",33.37,"1,270.16"
27-07-2017,"19,900.00","1,265.00",2.49,48.79,"1,584.74",33.41,"1,260.50"
26-07-2017,"19,850.00","1,260.50",2.51,48.64,"1,583.52",33.47,"1,250.00"
25-07-2017,"19,850.00","1,250.30",2.46,46.63,"1,578.64",33.4,"1,254.77"
24-07-2017,"19,850.00","1,255.20",2.48,45.78,"1,574.45",33.44,"1,255.66"
20-07-2017,"19,750.00","1,244.10",2.49,47.27,"1,577.52",33.61,"1,241.03"
19-07-2017,"19,800.00","1,240.60",2.485,46.48,"1,574.71",33.58,"1,242.58"
18-07-2017,"19,700.00","1,242.00",2.5,46.17,"1,575.35",33.62,"1,233.84"
17-07-2017,"19,700.00","1,233.30",2.505,46.89,"1,581.45",33.77,"1,228.60"
13-07-2017,"19,700.00","1,216.40",2.49,45.62,"1,581.43",33.95,"1,220.21"
12-07-2017,"19,650.00","1,219.20",2.53,45.9,"1,572.43",34.075,"1,217.95"
11-07-2017,"19,650.00","1,216.50",2.56,44.76,"1,570.30",34.12,"1,214.59"
06-07-2017,"19,800.00","1,224.60",2.5,45.87,"1,575.15",34,"1,227.06"
05-07-2017,"19,800.00","1,226.50",2.47,47.25,"1,575.78",33.99,"1,223.55"
03-07-2017,"20,000.00","1,220.10",2.51,46.51,"1,577.18",33.925,"1,241.46"
29-06-2017,"20,150.00","1,245.20",2.46,45.12,"1,586.91",33.96,"1,249.18"
28-06-2017,"20,150.00","1,249.60",2.43,43.89,"1,586.51",33.97,"1,247.37"
27-06-2017,"20,050.00","1,247.30",2.42,43.65,"1,589.47",33.97,"1,243.65"
26-06-2017,"20,200.00","1,245.20",2.41,43.38,"1,585.84",33.94,"1,258.13"
22-06-2017,"20,200.00","1,250.90",2.44,42.72,"1,578.26",34.01,"1,245.55"
21-06-2017,"20,100.00","1,246.40",2.51,43.61,"1,577.29",34.02,"1,243.16"
20-06-2017,"20,100.00","1,243.90",2.49,44.33,"1,583.74",33.97,"1,244.04"
19-06-2017,"20,150.00","1,245.40",2.46,44.89,"1,579.74",33.94,"1,254.00"
15-06-2017,"20,100.00","1,255.60",2.46,44.9,"1,575.28",33.9,"1,260.70"
14-06-2017,"20,400.00","1,262.70",2.51,46.13,"1,574.09",33.91,"1,266.28"
13-06-2017,"20,450.00","1,268.40",2.55,46.22,"1,565.41",34.055,"1,264.75"
12-06-2017,"20,500.00","1,267.70",2.54,45.8,"1,566.85",34.06,"1,267.42"
08-06-2017,"20,750.00","1,283.50",2.56,45.85,"1,567.76",34.06,"1,287.45"
07-06-2017,"20,800.00","1,289.50",2.555,47.98,"1,571.14",33.96,"1,294.39"
06-06-2017,"20,650.00","1,297.00",2.585,47.4,"1,568.18",34,"1,280.26"
05-06-2017,"20,600.00","1,282.50",2.565,47.71,"1,572.50",34.05,"1,279.34"
01-06-2017,"20,500.00","1,268.00",2.67,48.84,"1,562.08",34.04,"1,268.89"
31-05-2017,"20,400.00","1,271.60",2.69,49.88,"1,572.06",34.14,"1,263.05"
30-05-2017,"20,500.00","1,265.70",2.66,50.23,"1,569.84",34.115,"1,267.24"
25-05-2017,"20,450.00","1,255.10",2.68,51.47,"1,569.07",34.33,"1,258.49"
24-05-2017,"20,450.00","1,258.40",2.73,51.71,"1,565.77",34.43,"1,251.26"
23-05-2017,"20,550.00","1,251.10",2.73,51.29,"1,560.84",34.32,"1,260.13"
22-05-2017,"20,400.00","1,260.40",2.73,50.93,"1,553.67",34.28,"1,256.10"
18-05-2017,"20,550.00","1,246.80",2.71,49.25,"1,544.35",34.48,"1,261.56"
17-05-2017,"20,300.00","1,261.40",2.71,48.53,"1,547.51",34.48,"1,237.31"
16-05-2017,"20,200.00","1,237.20",2.73,49.12,"1,537.36",34.54,"1,231.46"
15-05-2017,"20,200.00","1,230.80",2.745,48.19,"1,541.56",34.65,"1,228.40"
11-05-2017,"20,150.00","1,225.00",2.755,47.81,"1,562.89",34.76,"1,218.74"
09-05-2017,"20,200.00","1,222.10",2.755,46.92,"1,570.61",34.645,"1,226.12"
08-05-2017,"20,250.00","1,226.60",2.765,46.69,"1,568.00",34.66,"1,225.67"
04-05-2017,"20,400.00","1,228.50",2.75,47.96,"1,565.77",34.55,"1,238.66"
03-05-2017,"20,550.00","1,238.50",2.74,48.52,"1,565.66",34.47,"1,256.71"
02-05-2017,"20,600.00","1,257.80",2.745,49.09,"1,566.59",34.59,"1,256.51"
27-04-2017,"20,700.00","1,265.20",2.75,49.52,"1,566.83",34.49,"1,268.80"
26-04-2017,"20,650.00","1,270.20",2.76,49.71,"1,562.32",34.42,"1,264.41"
25-04-2017,"20,750.00","1,265.50",2.71,49.22,"1,567.50",34.36,"1,276.96"
24-04-2017,"20,800.00","1,277.90",2.66,49.68,"1,571.16",34.38,"1,269.88"
20-04-2017,"20,850.00","1,283.30",2.64,50.63,"1,566.70",34.39,"1,280.06"
19-04-2017,"20,900.00","1,282.20",2.6,52.36,"1,573.88",34.33,"1,290.21"
18-04-2017,"20,900.00","1,291.70",2.63,52.75,"1,579.62",34.28,"1,284.94"
17-04-2017,"20,950.00","1,286.70",2.68,52.97,"1,585.78",34.36,"1,292.96"
12-04-2017,"20,850.00","1,288.30",2.67,53.4,"1,584.97",34.55,"1,274.51"
11-04-2017,"20,600.00","1,277.20",2.68,53.13,"1,582.51",34.61,"1,255.23"
10-04-2017,"20,600.00","1,255.60",2.665,52.31,"1,580.96",34.62,"1,254.26"
07-04-2017,"20,800.00","1,253.90",2.66,51.7,"1,580.16",34.57,"1,252.11"
05-04-2017,"20,500.00","1,258.20",2.7,51.18,"1,584.64",34.47,"1,255.73"
