BVN,EUR_USD,Crude_Oil,JPY_THB,NYSE,TenBond_THB,USD_THB
15.63,1.12,60.86,0.29,12767,2.61,31.56
15.5,1.12,61.65,0.29,12883.1,2.6,31.81
15.59,1.12,62.02,0.29,13037.9,2.62,31.91
15.68,1.12,61.44,0.29,12977.3,2.65,31.88
15.92,1.12,62.17,0.29,12939,2.64,31.91
16.01,1.12,61.55,0.29,13027.5,2.64,32.01
15.64,1.12,63.61,0.29,12992.7,2.65,32
15.55,1.12,63.58,0.29,12923.7,2.65,31.92
15.4,1.12,62.95,0.29,12907.1,2.6,31.91
15.4,1.12,65.13,0.29,12993.9,2.63,32.07
15.86,1.11,65.81,0.29,12916.7,2.6,32.05
15.8,1.12,66.17,0.29,12900.4,2.63,31.99
16.56,1.12,65.75,0.29,12912.2,2.64,31.9
16.48,1.13,64,0.29,12984.3,2.67,31.83
17,1.12,63.75,0.29,12955.7,2.67,31.79
17.41,1.13,64.32,0.29,12892.6,2.66,31.84
17.59,1.13,63.71,0.29,12867.3,2.66,31.78
16.54,1.13,64.48,0.28,12892,2.62,31.78
16.73,1.13,64.22,0.28,12833.3,2.63,31.88
16.68,1.13,64.4,0.28,12819.1,2.63,31.74
17.37,1.13,62.5,0.29,12840.4,2.64,31.77
17.29,1.12,62.64,0.29,12775.8,2.66,31.88
17.19,1.12,61.81,0.29,12691.8,2.6,31.74
17.6,1.12,60.24,0.29,12601.2,2.63,31.79
17.52,1.12,59.53,0.28,12635.2,2.6,31.68
17.51,1.12,59.4,0.29,12598.5,2.6,31.68
17.26,1.12,60.03,0.28,12526.5,2.58,31.87
17.41,1.13,59.12,0.29,12709.3,2.58,31.91
16.79,1.13,58.98,0.29,12659,2.61,31.63
17.09,1.13,59.87,0.29,12749.6,2.62,31.55
17.24,1.14,59.99,0.29,12826.1,2.61,31.72
17,1.14,59.02,0.29,12732.3,2.58,31.74
17.1,1.14,59.01,0.29,12679.1,2.61,31.65
16.88,1.13,58.45,0.29,12668.8,2.64,31.69
16.6,1.13,58.51,0.29,12621.7,2.67,31.71
16.34,1.13,58.35,0.28,12576.8,2.67,31.63
16.51,1.13,57.09,0.28,12513.5,2.68,31.77
16.13,1.13,56.76,0.28,12638.2,2.65,31.61
16.53,1.13,56.2,0.28,12729,2.66,31.65
16.72,1.13,56.28,0.28,12698.2,2.61,31.68
16.49,1.13,56.45,0.28,12671.2,2.61,31.86
16.55,1.14,55.83,0.28,12680.9,2.6,31.85
16.45,1.14,57.22,0.29,12685.3,2.59,31.79
16.54,1.14,57,0.28,12746.4,2.57,31.59
16.8,1.14,55.95,0.28,12654.4,2.56,31.45
16.71,1.14,55.46,0.28,12644,2.59,31.28
16.56,1.13,57.17,0.28,12627.6,2.58,31.27
16.08,1.13,56.84,0.28,12503.5,2.58,31.32
16.14,1.13,57.24,0.28,12422.2,2.64,31.22
16.17,1.13,55.94,0.28,12462.9,2.63,31.09
16.07,1.13,54.48,0.28,12366.3,2.65,31.15
16.03,1.13,53.96,0.28,12252.9,2.69,31.34
15.72,1.13,53.35,0.28,12345.5,2.67,31.4
15.46,1.13,52.47,0.28,12409,2.69,31.32
15.66,1.13,52.59,0.28,12315.5,2.73,31.43
15.5,1.14,53.94,0.28,12312.3,2.7,31.21
15.73,1.14,54.86,0.28,12223,2.76,31.26
15.69,1.15,55.32,0.28,12130,2.77,31.31
15.57,1.14,54.01,0.28,12080.4,2.71,31.3
15.39,1.15,54.28,0.28,12040.7,2.67,31.23
15.24,1.14,53.24,0.29,12106.4,2.67,31.26
15.36,1.14,52.12,0.29,12006.2,2.64,31.46
15.17,1.14,53.56,0.29,12044.5,2.62,31.53
14.92,1.13,53.17,0.29,12075.4,2.57,31.52
15.2,1.14,52.45,0.29,12070.9,2.56,31.72
15.02,1.14,52.95,0.29,11873.8,2.58,31.69
15.82,1.14,53.73,0.29,11885,2.61,31.78
15.96,1.14,52.23,0.29,11798,2.61,31.8
15.92,1.14,52.3,0.29,11783.5,2.51,31.77
16.2,1.14,52,0.29,11806.8,2.5,31.7
16.2,1.15,50.78,0.29,11731.5,2.5,31.91
16.69,1.15,51.73,0.29,11681.9,2.52,31.92
16.63,1.15,52.28,0.29,11539.4,2.48,31.9
16.41,1.15,52.18,0.29,11304.4,2.46,31.94
16.12,1.15,48.73,0.29,11345.7,2.49,31.96
16.21,1.14,48.3,0.29,11238.8,2.5,31.96
15.99,1.14,46.9,0.3,11343.9,2.47,31.96
16.66,1.13,46.26,0.29,11081.9,2.48,32.25
16.25,1.15,45.8,0.29,10801.5,2.45,32.27
16.22,1.14,45.44,0.3,10976.2,2.45,32.05
15.9,1.14,46.58,0.3,11199.3,2.46,32.53
15.98,1.14,42.85,0.29,11338.4,2.45,32.58
15.68,1.14,45.45,0.29,11540.2,2.43,32.64
14.74,1.14,46.25,0.29,11594.1,2.43,32.62
14.95,1.14,47.39,0.29,11716.1,2.44,32.65
15.33,1.14,45.93,0.29,11845.4,2.44,32.75
15.1,1.13,49.16,0.29,11976.3,2.44,32.72
15,1.13,51.25,0.29,11983,2.45,32.8
14.97,1.14,52.83,0.29,11982.8,2.45,32.83
14.88,1.14,51.2,0.29,11922.7,2.44,32.77
14.64,1.13,51.95,0.29,12156.8,2.44,32.77
14.55,1.14,50.89,0.29,12043.4,2.44,32.85
14.42,1.14,51.76,0.29,12555,2.46,32.89
14.06,1.14,52.93,0.29,12602.9,2.45,32.84
14.15,1.13,53.13,0.29,12373,2.45,32.85
13.58,1.14,52.45,0.29,12385,2.45,32.74
13.82,1.13,51.27,0.29,12225.7,2.44,32.8
14.32,1.14,50.31,0.29,12135.4,2.46,32.97
14.15,1.14,52.09,0.29,12111.2,2.47,32.91
14.6,1.13,51.54,0.29,12034.7,2.46,32.9
14.61,1.13,50.62,0.29,12108.7,2.44,33.05
14.79,1.13,54.66,0.29,12158,2.44,33.03
14.48,1.14,53.39,0.29,12388.1,2.42,33.08
14.02,1.14,57.39,0.29,12329.4,2.43,32.97
13.67,1.15,56.72,0.29,12215.2,2.42,32.97
13.69,1.14,56.58,0.29,12398.9,2.42,32.94
13.72,1.13,56.02,0.29,12358.9,2.41,32.87
13.72,1.13,55.27,0.29,12517.7,2.4,32.96
13.83,1.13,58.88,0.29,12566.3,2.39,32.96
14.18,1.12,60.7,0.29,12564.8,2.41,32.96
14.18,1.13,60.75,0.29,12414,2.4,33.17
13.98,1.14,61.74,0.29,12364.4,2.41,33.06
13.93,1.14,62.7,0.29,12208.1,2.43,32.97
13.88,1.14,62.99,0.29,12198.6,2.43,32.93
13.88,1.14,64.88,0.29,11961.6,2.42,32.93
13.53,1.13,66.32,0.29,12084.5,2.44,32.85
14.31,1.13,66.68,0.29,12006.8,2.44,33.11
14.3,1.14,67.55,0.29,12023.5,2.45,33.27
14.18,1.14,66.95,0.29,12274.4,2.46,33.28
14.37,1.14,66.36,0.29,12474.1,2.45,32.99
14.17,1.14,66.17,0.3,12469.7,2.43,32.93
14.1,1.15,69.41,0.3,12570.7,2.45,32.93
14.4,1.15,68.68,0.29,12612.2,2.42,32.86
12.9,1.15,70.03,0.29,12425.7,2.44,32.55
13.03,1.15,72.17,0.29,12952.1,2.45,32.62
12.8,1.16,71.72,0.29,12970.2,2.46,32.53
13.22,1.16,70.99,0.29,12955.7,2.43,32.5
13.63,1.15,74.66,0.29,13043.5,2.42,32.65
13.34,1.15,74.21,0.29,13089.2,2.4,32.95
13.38,1.15,74.4,0.29,13146.3,2.38,32.92
13.2,1.15,74.67,0.29,13071.4,2.39,32.78
13.31,1.15,76.18,0.29,13112,2.38,32.7
13.47,1.16,73.29,0.29,13164.8,2.39,32.51
13.52,1.16,72.18,0.29,13203.9,2.38,32.32
13.35,1.17,72.01,0.28,13235.2,2.35,32.42
13.26,1.18,72.09,0.28,13243.4,2.35,32.44
12.78,1.17,72.25,0.29,13183.7,2.34,32.4
12.38,1.18,71.14,0.29,13105.1,2.35,32.42
12.84,1.18,70.2,0.29,13044.9,2.37,32.39
13,1.17,71.39,0.29,13059.2,2.37,32.35
13.19,1.17,69.71,0.29,13042.4,2.38,32.41
12.16,1.17,68.8,0.29,13022.6,2.36,32.56
12.46,1.16,68.93,0.29,12896.8,2.31,32.6
12.22,1.17,68.79,0.29,12952.1,2.31,32.67
12.36,1.16,70.24,0.29,12898.4,2.32,32.61
12.38,1.16,67.53,0.29,12944,2.29,32.71
12.4,1.16,67.82,0.29,12976,2.34,32.83
12.61,1.16,67.88,0.29,13007.4,2.39,32.79
12.7,1.16,69.43,0.3,13094.8,2.35,32.8
12.7,1.16,69.89,0.3,13098.9,2.33,32.81
13.07,1.16,70.06,0.3,13125.3,2.38,32.68
12.83,1.17,69.71,0.29,13043.4,2.36,32.72
12.7,1.17,68.54,0.29,12968.8,2.36,32.78
12.63,1.17,68.93,0.3,12978.6,2.36,32.7
12.73,1.17,68.57,0.3,13007.6,2.37,32.58
12.17,1.16,67.9,0.29,12998,2.39,32.56
12.27,1.15,68.07,0.29,12930.1,2.4,32.59
11.8,1.16,66.08,0.29,12839.7,2.4,32.9
12.12,1.16,66.62,0.29,12784.8,2.41,32.69
12.89,1.15,65.91,0.3,12752.5,2.43,32.65
13.18,1.14,65.47,0.3,12792,2.42,32.93
13.45,1.14,64.95,0.3,12868.1,2.43,33.17
13.64,1.13,66.62,0.3,12995.9,2.42,33.17
13.7,1.13,67.42,0.3,12939.8,2.42,33.32
13.65,1.14,66.74,0.3,12893.9,2.43,33.29
13.62,1.15,69.09,0.3,12818.6,2.44,33.36
13.57,1.16,68.65,0.3,12949.9,2.44,33.25
13.69,1.16,68.99,0.3,12903.4,2.41,33.22
13.76,1.16,67.86,0.3,12929.8,2.39,33.24
13.29,1.17,68.43,0.3,12836.4,2.37,33.3
13.25,1.17,70.05,0.3,12836.6,2.39,33.15
13.1,1.17,69.38,0.3,12788.5,2.39,33.2
12.73,1.17,68.77,0.3,12778.2,2.41,33.3
13.07,1.17,67.8,0.3,12786.4,2.35,33.24
13,1.17,68.17,0.3,12786.3,2.37,33.37
13.05,1.17,69.39,0.3,12731.5,2.41,33.45
12.44,1.16,69,0.3,12758.5,2.42,33.32
12.59,1.16,67.61,0.3,12744.8,2.4,33.48
12.55,1.17,68.03,0.3,12746.7,2.4,33.3
12.67,1.17,70.52,0.3,12738,2.38,33.33
13.12,1.17,70.38,0.3,12712.3,2.38,33.26
13.65,1.17,70.6,0.29,12578.9,2.39,33.3
13.34,1.17,74.2,0.3,12553.8,2.39,33.2
13.5,1.17,73.87,0.3,12542.3,2.38,33.32
13.72,1.17,73.16,0.29,12430.7,2.39,33.17
13.45,1.17,74.23,0.3,12537.2,2.39,33.13
13.73,1.17,74.08,0.3,12412.2,2.38,33.2
13.89,1.16,73.62,0.3,12528.4,2.34,33.16
13.8,1.17,73.33,0.3,12501.3,2.32,33.16
14.69,1.16,72.27,0.3,12585,2.31,32.99
14.86,1.16,70.68,0.3,12653.3,2.3,33.15
14.75,1.16,68.21,0.3,12620.4,2.34,33.05
14.4,1.17,68.75,0.3,12676.4,2.38,33.03
14.57,1.17,65.93,0.3,12708.6,2.38,32.94
14.46,1.16,65.34,0.3,12660.7,2.38,32.92
14.63,1.16,65.11,0.3,12727.4,2.38,32.9
15.29,1.16,65.82,0.3,12812.1,2.33,32.81
15.45,1.16,64.4,0.3,12856.1,2.34,32.75
15.97,1.16,67,0.3,12861.7,2.32,32.68
15.79,1.16,66.62,0.3,12845.1,2.29,32.62
15.78,1.18,66.01,0.3,12778.2,2.29,32.21
16.09,1.17,66.05,0.3,12797.9,2.29,32.14
15.92,1.18,65.56,0.29,12696.5,2.26,32.09
15.88,1.18,65.98,0.29,12606.2,2.26,32.07
15.53,1.18,65.07,0.29,12514.3,2.25,32.01
15.55,1.18,65.51,0.29,12646.6,2.24,32.02
15.84,1.17,65.71,0.29,12715.3,2.24,31.92
15.79,1.17,68.24,0.29,12701.6,2.25,31.94
15.66,1.15,66.85,0.29,12832.2,2.29,32.02
15.58,1.17,70.65,0.29,12771.6,2.32,32.1
15.5,1.17,71.83,0.29,12735.1,2.31,31.99
15.16,1.18,72.11,0.3,12741.5,2.3,32.11
15.41,1.18,72.53,0.29,12710.6,2.31,32
15.5,1.18,71.47,0.29,12711.9,2.31,32.17
15.38,1.18,71.6,0.29,12791.9,2.36,32.19
15.65,1.18,71.56,0.29,12748.9,2.32,32.09
15.77,1.18,71.02,0.29,12660.2,2.34,32.03
15.68,1.19,71.15,0.29,12565.2,2.29,32.12
15.12,1.19,70.54,0.29,12493.4,2.29,31.91
15.3,1.19,71.45,0.29,12335.4,2.22,31.88
15.46,1.19,71.23,0.29,12395.5,2.27,31.97
15.61,1.19,70.05,0.29,12486.1,2.31,32.13
16.15,1.2,69.85,0.29,12490.2,2.34,31.94
15.85,1.2,68.5,0.29,12615.4,2.35,31.73
15.85,1.2,67.68,0.29,12567.7,2.36,31.62
15.89,1.2,67.49,0.29,12539.6,2.34,31.77
16.16,1.21,68.15,0.29,12491.4,2.34,31.7
16.08,1.21,68.21,0.29,12659.9,2.35,31.57
16.45,1.21,68.03,0.29,12618.1,2.32,31.49
16.52,1.22,67.75,0.29,12670.9,2.26,31.61
16.6,1.22,68.95,0.29,12714.6,2.24,31.53
16.55,1.22,68.22,0.29,12737.1,2.26,31.46
16.55,1.23,68.26,0.29,12680.4,2.28,31.54
16.36,1.23,68.75,0.29,12559,2.28,31.34
16.46,1.24,66.68,0.29,12380.6,2.3,31.23
16.21,1.24,66.42,0.29,12412.9,2.33,31.21
16.03,1.24,66.75,0.29,12511.6,2.34,31.21
15.91,1.24,63.3,0.29,12512.4,2.39,31.22
15.95,1.23,62,0.29,12218.9,2.37,31.12
15.84,1.23,63.6,0.29,12356.2,2.38,31.28
15.8,1.22,63.59,0.29,12325.3,2.4,31.25
14.88,1.23,64.69,0.29,12466.4,2.44,31.26
14.55,1.23,64.7,0.29,12327.1,2.41,31.22
14.64,1.23,65.53,0.29,12413.6,2.44,31.19
14.98,1.24,65.9,0.29,12574.2,2.42,31.31
15.03,1.24,64.28,0.29,12663.7,2.39,31.22
14.85,1.23,65.5,0.29,12663.2,2.4,31.13
14.65,1.23,63.72,0.3,12755.5,2.41,31.18
14.28,1.23,62.1,0.3,12752.7,2.45,31.32
14.41,1.22,62.23,0.3,12788.2,2.4,31.17
14.65,1.23,61.19,0.3,12874.5,2.4,31.2
14.99,1.23,60.95,0.29,12938.5,2.39,31.19
15.12,1.23,60.87,0.29,12930.4,2.33,31.22
15.57,1.24,61.37,0.29,12725.2,2.36,31.21
15.28,1.24,62.1,0.29,12634,2.38,31.16
15.18,1.23,60.27,0.29,12498.5,2.37,31.24
15.69,1.23,61.33,0.29,12644.4,2.37,31.3
15.99,1.24,62.3,0.29,12852.1,2.37,31.34
15.46,1.24,61.55,0.29,12986.9,2.39,31.33
15.64,1.23,62.79,0.29,12922.2,2.4,31.31
15.94,1.22,64.06,0.3,12766.1,2.44,31.42
15.92,1.22,63.6,0.3,12732.8,2.49,31.43
15.69,1.23,62.6,0.3,12777.4,2.49,31.5
15.49,1.23,61.34,0.3,12817.1,2.51,31.48
15.56,1.23,61.63,0.29,12826.9,2.46,31.28
15.3,1.23,61.63,0.29,12817.2,2.48,31.4
16.03,1.23,61.45,0.29,12515.5,2.5,31.5
16.12,1.24,60.71,0.29,12512.3,2.49,31.55
15.02,1.25,58.98,0.29,12701.9,2.49,31.52
15.19,1.24,59.35,0.29,12697,2.5,31.41
14.72,1.24,61.7,0.29,12974.2,2.51,31.3
14.87,1.23,63.92,0.29,13294.4,2.51,31.34
15.21,1.23,65.1,0.29,13416.8,2.52,31.47
15.5,1.24,65.99,0.29,13441.2,2.49,31.65
15.48,1.25,64.76,0.29,13592.8,2.53,31.66
15.8,1.25,64.03,0.29,13547.3,2.56,31.51
16,1.24,65.53,0.29,13548.9,2.52,31.47
15.8,1.24,66.18,0.29,13520.1,2.5,31.32
15.89,1.24,65.25,0.29,13461.9,2.47,31.41
15.32,1.24,65.88,0.29,13388.3,2.49,31.43
15.05,1.24,64.42,0.29,13343,2.51,31.35
15.07,1.23,63.88,0.29,13341.8,2.52,31.45
14.99,1.23,63.61,0.29,13282.5,2.46,31.54
14.75,1.23,63.74,0.29,13343.8,2.43,31.82
14.82,1.22,64.07,0.29,13106.6,2.42,31.84
14.65,1.22,63.89,0.29,13108.2,2.41,31.84
14.16,1.23,64.43,0.29,13123.8,2.41,31.92
14.37,1.23,63.5,0.29,13096.6,2.43,31.95
14.83,1.19,63.41,0.29,12860.9,2.44,31.93
14.16,1.19,61.61,0.29,12878.4,2.51,31.93
14.15,1.2,61.9,0.29,12839.5,2.49,32.16
14.06,1.2,60.39,0.29,12808.9,2.46,32.27
13.97,1.19,59.91,0.29,12794.1,2.45,32.23
13.8,1.19,59.53,0.28,12804,2.46,32.16
13.81,1.19,59.79,0.29,12771.2,2.51,32.58
13.53,1.19,58.4,0.29,12782.6,2.55,32.69
13.28,1.19,58.21,0.29,12803.2,2.54,32.81
13.2,1.19,58.02,0.29,12760.5,2.52,32.77
12.89,1.18,57.66,0.29,12650.1,2.56,32.76
13.01,1.18,57.3,0.29,12706.8,2.56,32.72
13.19,1.18,57.37,0.29,12709.1,2.59,32.72
13,1.18,57.15,0.29,12680.7,2.57,32.75
12.85,1.18,56.7,0.29,12517.7,2.65,32.64
12.9,1.17,57.45,0.29,12550.2,2.67,32.51
13.26,1.18,58.02,0.29,12635.7,2.69,32.51
13.48,1.18,56,0.29,12685.8,2.66,32.53
13.85,1.18,57.45,0.29,12636.7,2.63,32.6
13.97,1.19,58.32,0.29,12596.4,2.66,32.61
13.97,1.19,57.42,0.29,12529.5,2.68,32.63
13.9,1.19,57.41,0.29,12412.1,2.73,32.62
14.21,1.18,57.73,0.29,12421.3,2.73,32.6
14.3,1.18,57.86,0.29,12423.7,2.73,32.59
14.29,1.19,58.95,0.29,12406.1,2.71,32.65
14.37,1.19,58.05,0.29,12352.6,2.71,32.57
13.99,1.19,57.12,0.29,12306.7,2.71,32.59
13.74,1.17,56.38,0.29,12281.3,2.73,32.62
13.51,1.17,56.69,0.29,12258.8,2.75,32.68
13.6,1.18,55.25,0.29,12222.1,2.76,32.68
13.85,1.18,55.3,0.29,12316.8,2.76,32.76
13.71,1.18,55.06,0.29,12281.2,2.76,32.82
13.85,1.18,56.72,0.29,12324.4,2.77,32.83
14.16,1.17,56.9,0.29,12326.3,2.77,32.91
14.22,1.17,57.02,0.29,12361.2,2.78,33.01
14.49,1.16,56.85,0.29,12398.8,2.75,33.05
14.55,1.16,56.96,0.29,12383.9,2.74,33.07
13.85,1.16,57.27,0.29,12333.8,2.75,33.07
13.66,1.16,54.65,0.29,12349.4,2.73,33.1
13.71,1.16,54.08,0.29,12339.6,2.75,33.12
13.8,1.17,54.16,0.29,12406.2,2.76,33.14
14.22,1.16,52.8,0.29,12406,2.71,33.1
14.15,1.17,52.56,0.29,12408,2.66,33.24
14.22,1.18,51.89,0.29,12336.1,2.66,33.23
14.33,1.17,51.42,0.29,12371.3,2.66,33.22
14.81,1.19,52.05,0.29,12355.2,2.64,33.23
14.8,1.18,51.94,0.29,12366,2.6,33.18
14.62,1.18,51.93,0.29,12347.2,2.63,33.2
14.56,1.18,51.43,0.29,12329.6,2.68,33.11
13.69,1.18,50.94,0.29,12298.1,2.67,33.15
13.89,1.18,49.55,0.3,12274.7,2.68,33.12
13.91,1.17,49.88,0.29,12209.2,2.67,33.06
13.72,1.17,50.16,0.3,12179.3,2.66,33.05
13.6,1.17,50.59,0.3,12147.6,2.7,33.25
13.21,1.18,51.64,0.3,12154.5,2.63,33.37
12.9,1.18,51.58,0.3,12142.1,2.72,33.35
12.8,1.17,52.05,0.3,12144.1,2.72,33.39
13.09,1.18,52.09,0.3,12134.5,2.72,33.42
12.9,1.18,52.12,0.3,12140.2,2.74,33.31
12.98,1.2,50.68,0.3,12137.5,2.75,33.4
13.2,1.19,50.73,0.3,12126.2,2.78,33.31
12.94,1.19,50.72,0.3,12094.8,2.78,33.21
12.82,1.2,49.84,0.29,12065.3,2.78,33.1
12.57,1.2,49.91,0.29,12042.5,2.8,33.07
13.05,1.19,49.85,0.29,12049.7,2.8,33.1
13.08,1.19,49.72,0.3,11943.5,2.76,33.1
13.07,1.19,49.31,0.3,11874,2.78,33.08
13.18,1.2,48.34,0.3,11859.3,2.78,33.09
13.02,1.2,47.58,0.3,11894.9,2.78,33.1
13.24,1.2,49.09,0.3,11898,2.77,33.06
13.3,1.19,48.59,0.3,11833.9,2.81,33.14
13.78,1.19,47.28,0.31,11783.4,2.81,33.11
13.95,1.19,47.08,0.31,11733.8,2.83,33.12
13.95,1.19,45.95,0.31,11831,2.86,33.07
13.63,1.2,46.31,0.3,11804.9,2.8,33.17
13.54,1.2,46.86,0.3,11806.9,2.78,33.16
13.78,1.19,47.89,0.3,11770.6,2.75,33.18
13.66,1.18,47.62,0.3,11743.4,2.75,33.2
13.93,1.18,48.36,0.31,11700.1,2.74,33.19
13.2,1.18,47.64,0.3,11702,2.73,33.18
13.07,1.18,47.45,0.3,11839.9,2.73,33.25
12.85,1.18,48.72,0.31,11868.2,2.69,33.34
12.88,1.17,46.93,0.3,11861.2,2.67,33.35
12.77,1.18,46.8,0.31,11754.4,2.69,33.24
12.55,1.17,47.72,0.3,11906.6,2.7,33.25
12.37,1.18,47.49,0.3,11987.8,2.71,33.22
12.41,1.18,48.52,0.3,11968.5,2.68,33.25
11.93,1.18,49,0.3,11979.1,2.68,33.27
12.04,1.18,49.31,0.3,11976.2,2.69,33.3
12.18,1.19,49.59,0.3,11977.9,2.68,33.26
12.29,1.18,48.8,0.3,11983.8,2.71,33.24
11.97,1.17,49.85,0.3,11973.1,2.72,33.27
12.15,1.17,48.7,0.3,11918.5,2.7,33.29
12.21,1.16,48.51,0.3,11944.5,2.67,33.25
12.45,1.16,46.46,0.3,11956.3,2.69,33.29
12.43,1.17,45.62,0.3,11894.3,2.7,33.37
12.29,1.16,46.91,0.3,11878.8,2.75,33.41
12.34,1.15,47.09,0.3,11894.7,2.77,33.47
12.37,1.16,46.25,0.3,11844,2.78,33.4
12.38,1.15,45.99,0.3,11832.8,2.78,33.44
12.05,1.15,46.68,0.3,11794.4,2.76,33.56
12.08,1.14,46.08,0.3,11748.2,2.72,33.61
12.14,1.14,45.44,0.3,11713.7,2.76,33.58
12.07,1.15,45.74,0.3,11766.1,2.75,33.62
11.89,1.14,44.58,0.3,11801.5,2.69,33.77
11.82,1.14,45.35,0.3,11777.6,2.65,33.94
11.7,1.14,45.65,0.3,11835.5,2.68,33.95
11.57,1.14,46.28,0.3,11771.1,2.68,34.08
11.39,1.14,44.89,0.3,11765.8,2.74,34.12
11.54,1.14,44.89,0.3,11761.5,2.65,34.07
11.67,1.14,43.7,0.3,11716.6,2.71,34
11.27,1.13,43.49,0.3,11704.1,2.7,33.99
11.25,1.12,43.16,0.3,11742.5,2.71,33.93
10.93,1.12,42.8,0.3,11801.2,2.73,33.99
10.87,1.12,42.55,0.3,11801.8,2.74,33.96
11.07,1.12,43.38,0.3,11745.3,2.74,33.97
11.53,1.11,44.11,0.3,11703.2,2.78,33.97
11.43,1.11,44.68,0.31,11810.9,2.7,33.94
11.57,1.12,44.25,0.31,11770.1,2.7,33.98
11.64,1.11,44.69,0.31,11749.4,2.7,34.01
11.25,1.12,45.94,0.3,11678.9,2.73,34.02
11.28,1.12,46.01,0.31,11677.8,2.8,33.97
11.25,1.12,45.8,0.31,11661.9,2.9,33.94
11.25,1.12,45.71,0.31,11702.1,2.93,33.96
11.16,1.12,47.98,0.31,11616.2,2.93,33.9
11.89,1.13,47.4,0.31,11610.9,2.88,33.91
11.5,1.13,48.04,0.31,11607,2.87,34.06
12.27,1.12,48.63,0.31,11625.3,2.9,34.06
12.39,1.12,49.65,0.31,11641.4,2.9,34.08
12.8,1.12,49.93,0.31,11605.3,2.89,33.96
12.66,1.12,48.75,0.31,11602.4,2.83,34
12.36,1.12,51.25,0.31,11574.8,2.8,34.16
12.53,1.12,51.44,0.31,11475,2.73,34.04
12.44,1.12,51.04,0.31,11392.9,2.73,34.14
12.37,1.12,50.6,0.31,11523,2.74,34.12
12.34,1.12,49.28,0.31,11635,2.76,34.14
12.28,1.11,48.93,0.31,11547.4,2.76,34.33
11.95,1.12,48.23,0.31,11571.7,2.74,34.43
11.97,1.11,48.82,0.31,11602.4,2.74,34.32
12.53,1.1,47.85,0.31,11607.3,2.67,34.28
12.45,1.09,47.81,0.31,11554.1,2.67,34.51
12.24,1.09,46.49,0.31,11544.1,2.67,34.48
12.48,1.09,45.51,0.3,11550.4,2.67,34.48
12.75,1.1,47.6,0.31,11579.3,2.67,34.54
12.59,1.09,49.27,0.31,11601.3,2.66,34.65
12.82,1.09,49.22,0.31,11594.7,2.64,34.77
12.5,1.09,49.36,0.31,11573.7,2.67,34.65
12.36,1.09,49.22,0.31,11515,2.65,34.62
11.82,1.09,49.68,0.31,11419.5,2.64,34.55
11.78,1.09,50.71,0.31,11375.7,2.65,34.59
11.93,1.09,50.63,0.31,11402,2.56,34.58
11.72,1.07,52.36,0.31,11426.8,2.59,34.49
11.93,1.07,52.75,0.31,11351.7,2.4,34.42
11.72,1.07,52.97,0.31,11460.2,2.35,34.36
11.8,1.06,53.4,0.31,11456.2,2.3,34.38
11.95,1.06,52.31,0.32,11454.1,2.19,34.4
12.38,1.06,51.7,0.32,11501.6,2.2,34.39
12.24,1.06,51.18,0.32,11463.8,2.19,34.33
12.52,1.07,50.24,0.32,11495.3,2.19,34.28
12.29,1.07,50.32,0.32,11497.8,2.19,34.36
12.37,1.07,49.6,0.31,11494.9,2.2,34.55
11.93,1.08,48.47,0.31,11463.7,2.16,34.62
12.07,1.08,47.89,0.31,11403.7,2.21,34.47
12.41,1.09,48.12,0.31,11341.3,2.18,34.35
12.18,1.08,47.67,0.31,11440.9,2.12,34.44
11.96,1.08,48.15,0.31,11410.5,2.16,34.41
12.3,1.08,48.16,0.31,11406.6,2.14,34.44
12.47,1.08,47.93,0.31,11598.6,2.12,34.37
12.57,1.07,48.7,0.31,11582.7,2.12,34.55
12.66,1.07,48.79,0.31,11614.9,2.17,34.59
12.37,1.08,49.01,0.31,11619.1,2.23,34.55
12.58,1.07,48.76,0.31,11490.3,2.21,34.72
12.75,1.06,48.45,0.31,11479,2.23,34.65
12.7,1.07,48.45,0.31,11507.2,2.27,34.85
12.81,1.07,49.61,0.31,11510.9,2.36,34.92
12.9,1.06,52.79,0.31,11511.8,2.3,35.08
13,1.06,53.17,0.31,11547.8,2.26,35.32
11.87,1.06,52.58,0.31,11575.9,2.24,35.29
11.8,1.05,53.69,0.31,11633.6,2.21,35.33
11.93,1.05,53.95,0.31,11528.9,2.15,35.37
11.55,1.06,54.04,0.31,11531.4,2.16,35.14
11.5,1.06,54.02,0.31,11556.1,2.15,35.07
11.6,1.06,54.33,0.31,11587,2.19,35.05
11.61,1.06,53.91,0.31,11544.2,2.18,34.99
12.23,1.05,54.26,0.31,11517.9,2.18,34.84
12.32,1.06,53.48,0.31,11468,2.19,34.91
12.64,1.07,53.47,0.31,11519.3,2.22,34.97
13.01,1.06,53.01,0.31,11469.1,2.2,35.03
13.2,1.06,53,0.31,11419.1,2.26,35.03
12.9,1.06,52.91,0.31,11347.9,2.28,35.02
13.03,1.07,53.15,0.31,11222.1,2.27,35.01
13.44,1.07,51.64,0.31,11278.4,2.28,35.03
13.75,1.08,53.81,0.31,11268,2.27,35.02
13.55,1.08,53.68,0.31,11196.1,2.32,35.06
14.1,1.08,53.57,0.31,11195.5,2.22,35.06
13.64,1.07,52.76,0.31,11228.4,2.24,35.04
14.48,1.07,52.6,0.31,11311.3,2.19,35.02
