BVN,EUR_USD,Crude_Oil,JPY_THB,NYSE,TenBond_THB,USD_THB
11.23,1.26,84.98,0.3,10227.2,3.43,32.39
11.52,1.27,85.2,0.31,10212.9,3.46,32.41
11.75,1.27,84.39,0.3,10004.8,3.45,32.47
11.23,1.27,87.73,0.3,10083.9,3.45,32.4
11.75,1.25,90.45,0.3,10194,3.48,32.41
11.22,1.27,89.77,0.3,10317.5,3.5,32.41
11.32,1.26,91.38,0.3,10397.4,3.52,32.53
11.02,1.26,90.74,0.3,10615,3.51,32.57
10.97,1.27,91.36,0.3,10605.3,3.51,32.61
11.19,1.27,94.34,0.3,10671.7,3.48,32.43
11.51,1.28,93.35,0.3,10579.5,3.48,32.42
11.58,1.28,92.47,0.3,10557.3,3.49,32.42
11.88,1.28,92.89,0.3,10688.6,3.49,32.38
12.43,1.29,91.72,0.3,10745,3.5,32.28
12.59,1.28,90.7,0.3,10727.8,3.46,32.29
12.38,1.29,92.22,0.29,10732.3,3.5,32.18
12.21,1.29,92.97,0.3,10863.6,3.53,32.23
12.55,1.3,93.97,0.3,10818.8,3.51,32.25
12.73,1.29,94.71,0.3,10861.2,3.52,32.17
12.62,1.3,92.81,0.3,10978.6,3.48,32.21
12.74,1.29,92.13,0.3,11046.4,3.47,32.31
13.28,1.29,93.05,0.3,10998.4,3.48,32.17
13.18,1.29,92.79,0.3,10993.2,3.49,32.24
12.89,1.29,93.11,0.3,10890.5,3.49,32.17
13,1.31,94.57,0.3,10909.9,3.5,32.17
12.95,1.31,95.07,0.3,10965.3,3.5,32.06
12.88,1.37,92.3,0.3,10946.7,3.51,32.04
13.15,1.37,92.58,0.3,10994.1,3.52,32.07
14.13,1.36,93.96,0.3,11019.9,3.47,32.03
14.45,1.36,93.6,0.31,11070.2,3.44,31.91
13.78,1.32,94.56,0.31,11023.8,3.43,31.93
13.61,1.32,93.75,0.31,10999.7,3.44,31.88
13.59,1.32,93.88,0.31,11042.1,3.43,31.91
13.39,1.32,93.36,0.31,11016.4,3.44,31.95
13.66,1.32,93.34,0.31,10976.7,3.4,31.93
13.04,1.33,93.89,0.31,10973,3.4,31.96
13.14,1.33,93.49,0.31,10958.1,3.42,32
13.2,1.33,94.7,0.31,10909.3,3.45,31.91
12.64,1.34,96.56,0.31,10901,3.55,31.82
12.86,1.34,97.1,0.31,10824.3,3.56,31.84
13.14,1.34,95.5,0.31,10833.5,3.57,31.82
13.24,1.34,97.3,0.31,10756.3,3.58,31.94
12.95,1.34,97.2,0.31,10731.9,3.58,32.07
11.98,1.34,97.64,0.31,10709.1,3.55,32.07
12.19,1.34,96.89,0.32,10591.1,3.57,32.23
11.51,1.34,98.41,0.32,10677,3.56,32.16
12.12,1.34,97.67,0.31,10728.9,3.59,32.13
11.78,1.34,97.7,0.31,10692.2,3.59,32.13
11.53,1.34,99.47,0.31,10699.8,3.58,32.17
11.68,1.34,101.03,0.31,10866.3,3.53,31.94
11.55,1.34,101.6,0.31,10958,3.5,31.82
11.44,1.34,101.87,0.31,11005.3,3.52,31.79
10.89,1.34,102.04,0.31,10984.4,3.59,31.81
11.09,1.35,103.2,0.31,11038.6,3.57,31.82
11.15,1.35,101.96,0.31,11038.9,3.56,31.77
11.19,1.35,104.58,0.31,11027.4,3.59,31.76
11.36,1.35,102.97,0.31,10988.9,3.63,31.88
11.37,1.35,103.72,0.32,10951.2,3.67,32.13
11.47,1.35,101.49,0.32,10908.4,3.68,32.17
11.06,1.35,100.21,0.32,10982.7,3.68,32.09
12.04,1.36,100.93,0.32,11006.4,3.69,32.12
11.4,1.36,100.46,0.32,10995.7,3.71,32.12
11.35,1.36,101.95,0.32,10980.2,3.74,32.11
12.13,1.36,103.39,0.32,10928,3.75,32.18
11.89,1.36,104.06,0.32,10941.8,3.78,32.17
11.82,1.36,104.27,0.32,11008.8,3.74,32.4
11.79,1.36,105.21,0.32,11072,3.73,32.34
11.72,1.37,105.69,0.32,11070.4,3.72,32.35
11.82,1.37,105.64,0.32,11044.7,3.71,32.35
11.34,1.37,106.71,0.32,11002.4,3.74,32.4
11.43,1.36,106.14,0.32,10969.2,3.76,32.42
10.68,1.36,106.02,0.32,10934.8,3.74,32.45
10.63,1.36,107.42,0.32,10951.8,3.76,32.43
10.99,1.36,106.6,0.32,10902.7,3.77,32.43
10.87,1.36,106.11,0.32,10997.4,3.71,32.41
10.83,1.36,106.6,0.32,11017,3.7,32.41
10.39,1.36,106.59,0.32,11014,3.74,32.45
10.18,1.36,106.88,0.32,10992,3.69,32.41
9.88,1.35,106.84,0.32,10890.1,3.73,32.47
10.09,1.36,104.3,0.32,10849.6,3.68,32.34
10.03,1.35,104.46,0.32,10855.3,3.68,32.37
10.21,1.36,102.44,0.32,10836.7,3.7,32.43
10.12,1.35,102.37,0.32,10886.3,3.67,32.45
10.15,1.36,102.44,0.32,10906.9,3.66,32.38
10.35,1.37,102.92,0.32,10865.2,3.68,32.61
10.42,1.36,103.51,0.32,10788.5,3.68,32.64
10.53,1.36,103.06,0.32,10752.4,3.71,32.83
10.62,1.36,104.14,0.32,10760.5,3.73,32.81
10.25,1.36,104.34,0.32,10734.5,3.68,32.78
10.14,1.36,103.71,0.32,10716.5,3.66,32.67
10.57,1.36,103.85,0.32,10715.4,3.77,32.6
10.79,1.36,102.96,0.32,10713.5,3.63,32.56
10.76,1.37,102.6,0.32,10649.1,3.54,32.55
10.84,1.37,102.13,0.32,10618.4,3.51,32.46
10.9,1.37,101.56,0.32,10570.3,3.5,32.51
10.89,1.37,102.03,0.32,10601.6,3.54,32.46
10.93,1.37,101.91,0.32,10573.8,3.41,32.44
10.92,1.37,100.12,0.32,10572.8,3.39,32.5
10.88,1.37,100.27,0.32,10636.5,3.5,32.39
11.1,1.37,100.82,0.32,10698.7,3.55,32.58
11.23,1.38,99.38,0.32,10599.5,3.49,32.47
11.2,1.39,99.17,0.32,10625.4,3.55,32.38
11.6,1.39,100.76,0.32,10621,3.61,32.33
11.73,1.39,100.89,0.32,10625,3.61,32.35
12.7,1.38,100.49,0.31,10578,3.57,32.21
12.85,1.38,101.93,0.31,10555.5,3.52,32.25
12.68,1.38,101.54,0.32,10538.2,3.48,32.22
13.02,1.38,101.86,0.32,10552,3.49,32.35
12.57,1.38,104.36,0.32,10598,3.5,32.3
12.47,1.38,104.54,0.31,10594.7,3.53,32.3
12.5,1.38,103.84,0.31,10569.2,3.53,32.23
12.62,1.38,103.76,0.31,10533.3,3.53,32.16
12.81,1.38,103.34,0.32,10494.4,3.56,32.2
13,1.38,102.35,0.32,10450.6,3.59,32.26
13.1,1.39,100.69,0.32,10343.7,3.59,32.26
12.95,1.38,100.38,0.32,10479.6,3.66,32.24
13.28,1.37,99.29,0.32,10411.3,3.73,32.44
13.19,1.37,99.64,0.31,10641.3,3.73,32.47
12.89,1.38,101.69,0.31,10619.2,3.74,32.41
12.98,1.38,101.34,0.31,10585.1,3.69,32.33
12.8,1.38,100.3,0.32,10483.7,3.7,32.46
12.16,1.37,99.18,0.32,10398.4,3.72,32.51
12.04,1.38,99.43,0.32,10360.6,3.75,32.53
12.7,1.38,99.49,0.32,10417.1,3.8,32.56
12.72,1.38,98.59,0.32,10397.7,3.8,32.44
12.66,1.38,100.39,0.32,10401.1,3.78,32.35
13.12,1.38,99.53,0.32,10456.7,3.78,32.36
12.88,1.38,97.97,0.32,10338,3.74,32.28
13.17,1.39,99.39,0.32,10441.5,3.68,32.08
13.46,1.39,98.25,0.32,10384.9,3.68,32.22
13.94,1.39,98.1,0.32,10326.7,3.68,32.27
13.8,1.39,99.48,0.32,10282.1,3.73,32.32
13.3,1.39,100.94,0.32,10438,3.73,32.37
13.08,1.39,102.75,0.31,10386.6,3.77,32.36
13.01,1.39,101.97,0.31,10492.9,3.76,32.35
12.73,1.39,101.04,0.31,10491.2,3.77,32.32
12.96,1.39,104.89,0.31,10545.9,3.74,32.23
13.07,1.37,103,0.32,10506.6,3.7,32.26
12.99,1.37,102.15,0.32,10404.8,3.67,32.49
12.98,1.38,102.57,0.32,10349.3,3.69,32.51
12.49,1.37,102.04,0.32,10403.4,3.69,32.54
12.86,1.37,102.8,0.32,10340.4,3.73,32.55
12.92,1.37,102.29,0.32,10356.5,3.75,32.52
13.26,1.37,102.87,0.32,10370.6,3.77,32.49
13.58,1.37,103.41,0.32,10321.6,3.77,32.52
13.11,1.37,103.14,0.32,10316.9,3.79,32.54
12.81,1.37,100.32,0.32,10258,3.82,32.5
13.01,1.38,100.27,0.32,10291.1,3.84,32.46
12.98,1.37,100.46,0.32,10308.8,3.86,32.21
12.3,1.36,100.05,0.32,10134,3.9,32.51
12.48,1.36,97.97,0.32,10173.8,3.94,32.7
11.4,1.36,97.25,0.32,10048.1,3.96,32.75
11.23,1.36,97.67,0.32,9974.1,3.97,32.78
11.41,1.35,96.53,0.32,9837.7,4,32.71
11.58,1.35,97.97,0.32,9796.8,3.99,32.72
11.71,1.35,97.42,0.33,9779.4,3.98,32.93
12.67,1.36,97.17,0.32,9962.4,4.01,32.96
12.69,1.37,95.66,0.32,10014.4,3.99,32.92
13.06,1.37,96.9,0.32,10003.1,4.01,32.86
12.7,1.37,97.37,0.32,9981.4,3.97,32.86
13.49,1.37,96.69,0.32,10043.7,3.95,32.84
13.27,1.37,95.2,0.32,10222.1,3.97,32.88
13.08,1.35,94,0.31,10331.8,3.98,32.89
12.69,1.36,94.17,0.32,10368.2,3.95,32.84
12.5,1.36,94.29,0.31,10343.2,3.96,32.79
12.26,1.36,92.65,0.31,10379.2,3.98,32.75
12.06,1.36,91.51,0.31,10374.7,4.02,32.85
11.6,1.37,92.83,0.32,10351,4.07,32.78
11.83,1.37,92.3,0.32,10280.6,4.03,32.95
11.45,1.37,92.58,0.32,10371.1,4.05,33.05
11.37,1.36,93.96,0.32,10340.1,4.08,33.02
11.47,1.36,93.6,0.32,10324.8,4,33.04
