Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,Copper,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
19500,21857.73,2284.96,41.33,1.1363,42.85,14.732,85.87,"2,515.00",2.654,"2,629.68",0.2949,15.98,"1,631.81","11,338.40",32.58,2.45
19400,22317.28,2335.22,41.26,1.137,45.45,14.714,85.85,"2,510.00",2.66,"2,658.70",0.2933,15.68,"1,634.10","11,540.20",32.635,2.43
19350,22871.74,2334.65,41.34,1.1447,46.25,14.78,85.35,"2,510.00",2.7,"2,658.23",0.2938,14.74,"1,640.47","11,594.10",32.62,2.43
19250,23224.12,2342.31,41.3,1.1377,47.39,14.599,85.07,"2,510.00",2.6825,"2,664.44",0.2948,14.95,"1,656.60","11,716.10",32.65,2.435
19250,23693.33,2323.5,41.37,1.1361,45.93,14.64,85.35,"2,500.00",2.6635,"2,630.86",0.2937,15.33,"1,655.09","11,845.40",32.75,2.435
19250,23769.13,2340.52,41.4,1.1346,49.16,14.664,84.93,"2,500.00",2.7425,"2,691.26",0.2938,15.1,"1,645.42","11,976.30",32.72,2.44
19150,23986.83,2367.91,41.34,1.1308,51.25,14.57,84.94,"2,490.00",2.748,"2,663.51",0.2911,15,"1,672.85","11,983.00",32.8,2.45
19200,24408.04,2366.19,41.49,1.1362,52.83,14.762,84.27,"2,485.00",2.7595,"2,782.43",0.2907,14.97,"1,675.84","11,982.80",32.83,2.445
19200,24575.86,2409.03,41.37,1.1369,51.2,14.745,84.54,"2,485.00",2.7885,"2,790.50",0.2905,14.88,"1,673.65","11,922.70",32.77,2.44
19250,24509.09,2415.28,40.99,1.1317,51.95,14.578,85.29,"2,485.00",2.7675,"2,737.76",0.2896,14.64,"1,677.45","12,156.80",32.77,2.44
19250,24719.91,2422.47,41.31,1.1361,50.89,14.548,85.6,"2,485.00",2.74,"2,736.97",0.2883,14.55,"1,670.46","12,043.40",32.85,2.44
19150,24918.82,2439.64,42.01,1.1401,51.76,14.476,85.49,"2,485.00",2.7315,"2,691.45",0.2891,14.42,"1,675.09","12,555.00",32.89,2.46
19200,24737.42,2432.38,41.69,1.1377,52.93,14.507,85.52,"2,475.00",2.7545,"2,663.75",0.2894,14.06,"1,672.14","12,602.90",32.835,2.45
19050,25752.56,2468.19,41.74,1.1345,53.13,14.383,85.4,"2,475.00",2.7645,"2,649.97",0.2906,14.15,"1,651.07","12,373.00",32.85,2.45
19000,25779.57,2445.33,42.1,1.1354,52.45,14.27,85.47,"2,460.00",2.805,"2,633.36",0.2915,13.58,"1,638.83","12,385.00",32.74,2.445
19000,25307.14,2408.61,42.1,1.1315,51.27,14.309,85.85,"2,450.00",2.83,"2,657.74",0.2914,13.82,"1,632.26","12,225.70",32.8,2.435
18950,25343.65,2417.16,42.21,1.1395,50.31,14.325,85.54,"2,450.00",2.784,"2,654.60",0.2898,14.32,"1,637.48","12,135.40",32.97,2.455
18950,24832.84,2401.32,42.13,1.1367,52.09,14.143,85.24,"2,450.00",2.791,"2,730.74",0.2883,14.15,"1,605.91","12,111.20",32.91,2.465
19050,24557.02,2390.38,42.4,1.1291,51.54,14.229,85.79,"2,450.00",2.725,"2,718.54",0.2891,14.6,"1,641.61","12,034.70",32.9,2.455
19050,24364.13,2376.54,42.51,1.1326,50.62,14.322,85.8,"2,450.00",2.7575,"2,693.52",0.2902,14.61,"1,669.82","12,108.70",33.05,2.435
19100,24336.4,2353,42.47,1.1343,54.66,14.531,85.58,"2,450.00",2.7745,"2,737.90",0.2901,14.79,"1,680.12","12,158.00",33.03,2.435
19000,24541.65,2346.57,42.18,1.1403,53.39,14.32,84.68,"2,450.00",2.7875,"2,730.05",0.2903,14.48,"1,692.15","12,388.10",33.08,2.415
18950,24618.68,2389.33,42.34,1.1371,57.39,14.425,85.3,"2,450.00",2.7655,"2,773.93",0.2911,14.02,"1,708.09","12,329.40",32.97,2.425
18950,25392.61,2392.32,42.17,1.1453,56.72,14.402,84.84,"2,450.00",2.7985,"2,794.10",0.2931,13.67,"1,697.56","12,215.20",32.97,2.42
18900,25242.35,2401.6,42.09,1.1403,56.58,14.289,84.81,"2,450.00",2.78,"2,774.13",0.2919,13.69,"1,709.34","12,398.90",32.94,2.42
18750,25061.48,2426.44,42.83,1.133,56.02,14.135,84.94,"2,450.00",2.7595,"2,738.40",0.2927,13.72,"1,699.99","12,358.90",32.87,2.41
18700,25388.08,2421.14,42.76,1.1309,55.27,13.983,85.64,"2,450.00",2.74,"2,726.37",0.2928,13.72,"1,719.71","12,517.70",32.955,2.395
18800,25321.21,2405.92,42.62,1.129,58.88,13.995,85.77,"2,560.00",2.675,"2,717.58",0.2915,13.83,"1,726.41","12,566.30",32.96,2.39
18900,25959.33,2448.88,42.85,1.1219,60.7,14.169,85.74,"2,470.00",2.678,"2,705.60",0.2902,14.18,"1,735.74","12,564.80",32.96,2.405
19000,26149.11,2452.77,43.07,1.1331,60.75,14.432,85.33,"2,470.00",2.6925,"2,640.68",0.2902,14.18,"1,762.30","12,414.00",33.17,2.4
19100,25788.46,2450.08,43.11,1.1364,61.74,14.535,84.73,"2,480.00",2.728,"2,682.65",0.2894,13.98,"1,757.60","12,364.40",33.06,2.41
19150,25452.83,2456.36,42.95,1.1427,62.7,14.646,84.41,"2,490.00",2.742,"2,667.86",0.2916,13.93,"1,751.70","12,208.10",32.97,2.425
19100,25261.47,2440.86,42.79,1.1406,62.99,14.769,84.04,"2,500.00",2.7645,"2,674.88",0.2907,13.88,"1,752.52","12,198.60",32.93,2.425
19000,25142.08,2447.49,42.29,1.1391,64.88,14.285,83.63,"2,505.00",2.802,"2,737.87",0.2893,13.88,"1,753.66","11,961.60",32.93,2.415
19150,25008.82,2411.32,42.26,1.1311,66.32,14.472,85.14,"2,535.00",2.672,"2,773.94",0.2903,13.53,"1,751.29","12,084.50",32.85,2.44
19250,24482.04,2391.26,42.58,1.1345,66.68,14.455,84.5,"2,535.00",2.6735,"2,775.66",0.2909,14.31,"1,758.80","12,006.80",33.11,2.435
19250,24818.98,2381.05,42.33,1.1372,67.55,14.705,84.89,"2,560.00",2.7235,"2,802.00",0.2901,14.3,"1,757.42","12,023.50",33.27,2.45
19150,24770.25,2390.03,42.22,1.1408,66.95,14.626,83.87,"2,560.00",2.747,"2,811.67",0.2935,14.18,"1,749.63","12,274.40",33.28,2.455
19150,24736.54,2339.24,42.42,1.1376,66.36,14.698,84.16,"2,570.00",2.7525,"2,767.05",0.2943,14.37,"1,718.49","12,474.10",32.99,2.445
19050,25172.88,2394.88,42.64,1.1392,66.17,14.793,84.07,"2,590.00",2.747,"2,873.90",0.2962,14.17,"1,717.99","12,469.70",32.925,2.43
18850,25492.14,2438.78,42.55,1.147,69.41,14.655,83.42,"2,590.00",2.761,"2,882.51",0.2955,14.1,"1,724.83","12,570.70",32.93,2.45
18850,25421.09,2453.25,42.49,1.1507,68.68,14.62,83.78,"2,590.00",2.777,"2,877.53",0.293,14.4,"1,691.04","12,612.20",32.855,2.415
18800,25645.56,2471.69,42.61,1.1451,70.03,14.607,84.07,"2,590.00",2.7325,"2,902.54",0.2941,12.9,"1,690.65","12,425.70",32.55,2.435
18800,25705.87,2498.67,42.83,1.15,72.17,14.646,83.63,"2,590.00",2.775,"2,919.35",0.2917,13.03,"1,686.78","12,952.10",32.62,2.45
18850,25351.53,2480.3,42.94,1.1575,71.72,14.73,83.57,"2,590.00",2.7815,"2,926.29",0.2899,12.8,"1,687.95","12,970.20",32.53,2.455
18750,25407.63,2471.23,43.29,1.158,70.99,14.624,83.47,"2,580.00",2.7795,"2,910.03",0.291,13.22,"1,709.26","12,955.70",32.5,2.425
18450,26441.73,2499.97,43.32,1.1491,74.66,14.389,82.62,"2,575.00",2.814,"2,911.65",0.289,13.63,"1,722.56","13,043.50",32.65,2.42
18500,26469.19,2483.75,43.08,1.1491,74.21,14.345,82.68,"2,565.00",2.7685,"2,916.98",0.2893,13.34,"1,721.94","13,089.20",32.95,2.395
18550,26399.45,2515.17,42.98,1.152,74.4,14.655,82.17,"2,565.00",2.7685,"2,921.75",0.292,13.38,"1,714.48","13,146.30",32.92,2.38
18500,26632.77,2526.25,42.63,1.1513,74.67,14.63,82.18,"2,565.00",2.7895,"2,921.83",0.291,13.2,"1,726.28","13,071.40",32.78,2.39
18400,26784.08,2541.67,42.07,1.1478,76.18,14.65,81.89,"2,550.00",2.823,"2,936.76",0.2909,13.31,"1,721.36","13,112.00",32.7,2.38
18150,26598.36,2587.9,42.1,1.1609,73.29,14.689,81.25,"2,540.00",2.801,"2,919.73",0.2886,13.47,"1,723.96","13,164.80",32.51,2.385
18150,26407.66,2581.06,42.44,1.1641,72.18,14.28,83,"2,530.00",2.774,"2,906.60",0.2873,13.52,"1,710.04","13,203.90",32.315,2.38
18350,26418.27,2572.11,42.7,1.174,72.01,14.352,83.19,"2,505.00",2.816,"2,890.74",0.2841,13.35,"1,701.31","13,235.20",32.42,2.345
18400,26536.86,2573.99,42.75,1.1767,72.09,14.485,83.01,"2,505.00",2.814,"2,903.83",0.2842,13.26,"1,705.63","13,243.40",32.44,2.345
18350,26601.58,2574.27,42.55,1.1748,72.25,14.277,84.04,"2,505.00",2.82,"2,906.38",0.2861,12.78,"1,695.94","13,183.70",32.4,2.34
18350,26705.25,2568.58,42.33,1.1751,71.14,14.309,83.93,"2,490.00",2.834,"2,896.85",0.2877,12.38,"1,703.82","13,105.10",32.42,2.35
18500,26726.25,2583.77,42.91,1.1776,70.2,14.343,84.28,"2,475.00",2.755,"2,871.57",0.2868,12.84,"1,698.97","13,044.90",32.39,2.37
18450,26519.39,2581.14,42.61,1.1671,71.39,14.262,84.5,"2,450.00",2.721,"2,881.39",0.2875,13,"1,688.01","13,059.20",32.35,2.37
18450,26287.84,2566.93,42.81,1.1667,69.71,14.165,84.62,"2,430.00",2.7275,"2,868.26",0.2882,13.19,"1,673.33","13,042.40",32.405,2.375
18450,26076.21,2514.28,42.88,1.1684,68.8,14.182,84.96,"2,415.00",2.5925,"2,891.59",0.2875,12.16,"1,688.64","13,022.60",32.56,2.36
18450,26151.66,2514.84,42.7,1.1623,68.93,14.075,84.88,"2,415.00",2.599,"2,896.96",0.2885,12.46,"1,692.77","12,896.80",32.595,2.305
18550,26169.56,2527.07,42.76,1.169,68.79,14.193,84.72,"2,415.00",2.6845,"2,898.37",0.29,12.22,"1,718.50","12,952.10",32.67,2.305
18550,26083.94,2469.32,42.68,1.1627,70.24,14.291,84.66,"2,415.00",2.6955,"2,908.94",0.2924,12.36,"1,709.16","12,898.40",32.61,2.32
18500,25841.14,2469.74,42.75,1.1594,67.53,14.189,84.43,"2,415.00",2.617,"2,900.62",0.292,12.38,"1,718.00","12,944.00",32.71,2.29
18550,25991.91,2464.3,42.4,1.156,67.82,14.182,84.45,"2,440.00",2.6265,"2,901.45",0.2909,12.4,"1,708.19","12,976.00",32.825,2.34
18600,25951.02,2465.98,42.41,1.1624,67.88,14.171,84.71,"2,440.00",2.6255,"2,884.69",0.2939,12.61,"1,716.33","13,007.40",32.79,2.39
18500,25919.84,2500.78,42.15,1.1581,69.43,14.11,84.11,"2,460.00",2.597,"2,862.35",0.2952,12.7,"1,705.48","13,094.80",32.8,2.345
18550,25916.07,2524.48,42.06,1.1623,69.89,14.534,82.86,"2,470.00",2.6505,"2,860.29",0.2958,12.7,"1,704.04","13,098.90",32.81,2.33
18600,25964.85,2511.79,42.64,1.1596,70.06,14.56,82.58,"2,480.00",2.6875,"2,860.99",0.2967,13.07,"1,700.53","13,125.30",32.68,2.38
18600,26099.01,2535.39,42.59,1.1671,69.71,14.815,82.44,"2,480.00",2.723,"2,861.51",0.2943,12.83,"1,678.63","13,043.40",32.72,2.36
18550,26082.53,2527.64,41.95,1.1707,68.54,14.72,81.76,"2,480.00",2.7345,"2,853.93",0.2943,12.7,"1,684.20","12,968.80",32.775,2.355
18550,26092.7,2531.73,41.97,1.1695,68.93,14.915,81.52,"2,480.00",2.718,"2,838.32",0.295,12.63,"1,672.11","12,978.60",32.7,2.36
18550,25882.71,2508.8,41.85,1.1678,68.57,14.886,81.29,"2,490.00",2.705,"2,831.44",0.2953,12.73,"1,651.36","13,007.60",32.58,2.37
18400,25688.58,2494.53,42.16,1.1631,67.9,14.49,81.26,"2,560.00",2.6495,"2,827.95",0.2925,12.17,"1,641.22","12,998.00",32.56,2.39
18500,25714.86,2503.41,42.2,1.154,68.07,14.766,81.65,"2,560.00",2.6725,"2,827.88",0.2935,12.27,"1,632.17","12,930.10",32.59,2.4
18450,25825.06,2485.64,42.15,1.1596,66.08,14.759,81.12,"2,565.00",2.6915,"2,839.64",0.2927,11.8,"1,624.68","12,839.70",32.9,2.395
18500,25786.99,2497.87,42.16,1.157,66.62,14.761,80.91,"2,570.00",2.674,"2,856.79",0.2924,12.12,"1,638.35","12,784.80",32.69,2.41
18600,25727.7,2489.39,42.23,1.1482,65.91,14.784,80.64,"2,570.00",2.663,"2,840.29",0.295,12.89,"1,645.33","12,752.50",32.65,2.43
18500,25550.8,2473.63,42.17,1.1442,65.47,14.655,80.05,"2,570.00",2.6245,"2,829.62",0.296,13.18,"1,634.73","12,792.00",32.93,2.42
18450,25294.97,2448.93,42.33,1.1377,64.95,14.465,80.13,"2,570.00",2.5925,"2,800.48",0.2964,13.45,"1,631.63","12,868.10",33.17,2.43
18800,25235.37,2472.34,42.37,1.1345,66.62,15.069,81.29,"2,570.00",2.69,"2,821.17",0.2996,13.64,"1,629.01","12,995.90",33.17,2.42
18850,25215.69,2477.55,42.59,1.1344,67.42,14.991,79.35,"2,570.00",2.743,"2,809.73",0.3004,13.7,"1,626.11","12,939.80",33.32,2.42
19050,25401.19,2518.24,42.63,1.141,66.74,15.453,79.52,"2,565.00",2.774,"2,835.49",0.299,13.65,"1,598.76","12,893.90",33.29,2.425
19050,25615.72,2505.47,42.97,1.1526,69.09,15.361,78.53,"2,565.00",2.761,"2,817.73",0.3014,13.62,"1,626.78","12,818.60",33.36,2.44
19100,25437.43,2520.39,43.22,1.1598,68.65,15.471,78.75,"2,555.00",2.758,"2,820.68",0.2992,13.57,"1,607.20","12,949.90",33.25,2.44
19050,25360.37,2505.69,43.34,1.1571,68.99,15.341,78.7,"2,520.00",2.7375,"2,799.17",0.3017,13.69,"1,597.01","12,903.40",33.22,2.41
19100,25256.45,2519.52,43.52,1.1583,67.86,15.395,78.88,"2,450.00",2.759,"2,804.55",0.2991,13.76,"1,604.51","12,929.80",33.24,2.385
19150,25461.63,2501.36,43.58,1.166,68.43,15.562,79.06,"2,430.00",2.8325,"2,809.37",0.2982,13.29,"1,623.67","12,836.40",33.3,2.37
19200,25345.21,2498.03,43.71,1.1691,70.05,15.505,78.87,"2,410.00",2.796,"2,811.35",0.299,13.25,"1,631.39","12,836.60",33.15,2.385
19300,25468.55,2494.14,43.82,1.1706,69.38,15.572,78.85,"2,410.00",2.8615,"2,789.34",0.2982,13.1,"1,615.79","12,788.50",33.2,2.39
19300,25183.7,2457.17,43.88,1.1728,68.77,15.483,78.94,"2,410.00",2.804,"2,801.43",0.297,12.73,"1,641.02","12,778.20",33.3,2.41
19350,25092.43,2467.34,43.79,1.1684,67.8,15.408,79.1,"2,390.00",2.742,"2,796.93",0.2971,13.07,"1,641.58","12,786.40",33.24,2.35
19400,25036.9,2444.42,43.78,1.1692,68.17,15.509,79.57,"2,390.00",2.7515,"2,783.14",0.2999,13,"1,663.63","12,786.30",33.37,2.37
19250,25041.14,2411.51,43.56,1.173,69.39,15.342,79.37,"2,390.00",2.7175,"2,779.82",0.2996,13.05,"1,647.22","12,731.50",33.445,2.41
19300,25139.15,2394.03,43.52,1.1644,69,15.575,79.83,"2,380.00",2.7655,"2,768.51",0.2998,12.44,"1,667.47","12,758.50",33.32,2.42
19350,25133.79,2378.84,43.69,1.1639,67.61,15.583,78.87,"2,380.00",2.7445,"2,737.68",0.2998,12.59,"1,694.24","12,744.80",33.48,2.4
19500,25033.92,2363.64,44.02,1.166,68.03,15.806,78.82,"2,380.00",2.7655,"2,724.19",0.2997,12.55,"1,706.52","12,746.70",33.3,2.4
19550,25025.58,2383.65,44.05,1.1711,70.52,15.84,78.54,"2,380.00",2.776,"2,733.27",0.2976,12.67,"1,714.52","12,738.00",33.325,2.38
19550,24926.07,2398.54,43.86,1.1676,70.38,15.944,78.47,"2,380.00",2.776,"2,704.95",0.2953,13.12,"1,726.47","12,712.30",33.26,2.38
19600,24802.9,2382.66,44.01,1.1669,70.6,15.817,78.15,"2,370.00",2.7505,"2,727.13",0.2949,13.65,"1,725.91","12,578.90",33.295,2.39
19650,24789.48,2379.56,44.06,1.1674,74.2,16.077,78.61,"2,370.00",2.83,"2,698.69",0.2961,13.34,"1,723.80","12,553.80",33.2,2.39
19650,24519.2,2372.18,44.05,1.1745,73.87,16.049,78.4,"2,370.00",2.8235,"2,728.45",0.2965,13.5,"1,735.78","12,542.30",33.32,2.38
19650,24352.47,2327.72,43.92,1.1748,73.16,16.018,78.21,"2,370.00",2.8305,"2,722.12",0.2948,13.72,"1,743.63","12,430.70",33.17,2.385
19650,24285.82,2370.01,43.88,1.169,74.23,16.09,78.31,"2,370.00",2.935,"2,742.94",0.2979,13.45,"1,737.23","12,537.20",33.13,2.385
19500,24359.39,2337.86,43.58,1.1655,74.08,15.839,78.14,"2,360.00",2.945,"2,760.79",0.2999,13.73,"1,730.02","12,412.20",33.2,2.38
19550,24161.53,2323.82,43.5,1.1641,73.62,16.115,78.32,"2,350.00",2.9695,"2,769.28",0.3001,13.89,"1,717.50","12,528.40",33.155,2.34
19550,24323.93,2332.85,43.35,1.1651,73.33,15.995,77.77,"2,340.00",2.97,"2,769.73",0.3004,13.8,"1,735.95","12,501.30",33.16,2.32
19550,24064.19,2357.68,43.36,1.1569,72.27,16.077,77.96,"2,335.00",2.998,"2,752.01",0.3,14.69,"1,747.17","12,585.00",32.985,2.31
19550,24303.11,2372.27,43.69,1.1555,70.68,16.248,77.83,"2,335.00",3.01,"2,765.79",0.2992,14.86,"1,756.20","12,653.30",33.15,2.3
19700,24281.89,2343.4,43.76,1.1647,68.21,16.349,77.26,"2,325.00",2.996,"2,777.78",0.2985,14.75,"1,769.23","12,620.40",33.05,2.34
19750,24463.73,2384.5,43.67,1.1704,68.75,16.511,77.53,"2,325.00",3.049,"2,783.21",0.3,14.4,"1,761.04","12,676.40",33.025,2.38
19700,24526.97,2384.67,43.6,1.1659,65.93,16.349,77.13,"2,325.00",3.04,"2,787.94",0.2997,14.57,"1,752.57","12,708.60",32.94,2.38
19650,24639.21,2417.7,43.24,1.1604,65.34,16.314,77.62,"2,315.00",3.0545,"2,785.60",0.2999,14.46,"1,752.24","12,660.70",32.915,2.38
19700,24771.17,2392.03,43.13,1.1572,65.11,16.304,77.8,"2,315.00",3.053,"2,780.18",0.3005,14.63,"1,757.90","12,727.40",32.9,2.38
19750,24763.59,2420.13,43.26,1.159,65.82,16.484,78.12,"2,330.00",3.1375,"2,765.84",0.2994,15.29,"1,773.41","12,812.10",32.81,2.33
19750,24944.28,2462.18,43.26,1.1624,64.4,16.535,77.52,"2,340.00",3.1455,"2,774.84",0.2991,15.45,"1,770.32","12,856.10",32.75,2.34
19850,25116.71,2483.22,42.73,1.1609,67,17.186,77.28,"2,340.00",3.2125,"2,753.25",0.2973,15.97,"1,749.94","12,861.70",32.675,2.32
19650,25254.65,2497.83,42.96,1.1568,66.62,17.059,75.84,"2,340.00",3.262,"2,720.98",0.2975,15.79,"1,762.33","12,845.10",32.62,2.29
19650,25328.65,2518.47,42.91,1.1791,66.01,16.871,76.31,"2,330.00",3.2545,"2,702.43",0.2968,15.78,"1,761.19","12,778.20",32.21,2.29
19650,25346.82,2517.21,42.9,1.1745,66.05,16.897,76.87,"2,320.00",3.25,"2,723.60",0.2956,16.09,"1,780.49","12,797.90",32.14,2.29
19650,25336.67,2513.76,42.95,1.1784,65.56,16.785,76.79,"2,305.00",3.3075,"2,730.94",0.2912,15.92,"1,785.65","12,696.50",32.09,2.26
19600,25209.29,2537.52,43,1.1766,65.98,16.73,77.51,"2,275.00",3.2815,"2,713.98",0.2913,15.88,"1,786.87","12,606.20",32.065,2.26
19500,25192.14,2550.56,42.8,1.18,65.07,16.685,77.53,"2,275.00",3.28,"2,738.34",0.2906,15.53,"1,786.55","12,514.30",32.01,2.25
19550,24854.14,2540.47,42.78,1.1774,65.51,16.513,77.75,"2,260.00",3.209,"2,725.95",0.2901,15.55,"1,777.27","12,646.60",32.015,2.24
19550,24727.55,2507.95,42.69,1.1717,65.71,16.423,78.6,"2,260.00",3.0955,"2,717.35",0.2919,15.84,"1,782.10","12,715.30",31.92,2.24
19650,24620.79,2528.88,42.57,1.1665,68.24,16.507,78.88,"2,260.00",3.05,"2,719.71",0.2918,15.79,"1,777.38","12,701.60",31.935,2.245
19700,24467.83,2505.71,42.52,1.154,66.85,16.387,79.37,"2,250.00",3.102,"2,712.62",0.2897,15.66,"1,780.01","12,832.20",32.02,2.29
19650,24781.29,2537.26,42.8,1.172,70.65,16.668,78.3,"2,250.00",3.069,"2,718.59",0.2906,15.58,"1,781.28","12,771.60",32.1,2.32
19600,24877.36,2556.03,42.85,1.1695,71.83,16.474,78.61,"2,250.00",3.122,"2,733.37",0.2947,15.5,"1,796.50","12,735.10",31.99,2.31
19550,24757.71,2573.09,42.99,1.1778,72.11,16.543,78.1,"2,250.00",3.1005,"2,722.70",0.296,15.16,"1,800.78","12,741.50",32.105,2.3
19550,25047.55,2595.79,43.19,1.1792,72.53,16.52,78.28,"2,250.00",3.065,"2,705.02",0.2929,15.41,"1,797.31","12,710.60",31.995,2.31
19600,24883.06,2584.56,43.35,1.1764,71.47,16.429,78.51,"2,250.00",3.0835,"2,678.12",0.2919,15.5,"1,778.20","12,711.90",32.165,2.31
19550,24707.72,2567.93,43.39,1.1796,71.6,16.463,78.49,"2,250.00",3.078,"2,669.36",0.2889,15.38,"1,761.83","12,791.90",32.185,2.36
19550,24752.4,2566.18,43.22,1.1808,71.56,16.36,78.84,"2,250.00",3.0605,"2,621.45",0.2897,15.65,"1,766.82","12,748.90",32.09,2.32
19600,24722.32,2573.17,43.4,1.1837,71.02,16.277,79.41,"2,250.00",3.088,"2,628.08",0.2908,15.77,"1,764.20","12,660.20",32.03,2.34
19750,24809.55,2597.46,43.25,1.1925,71.15,16.542,79.48,"2,250.00",3.111,"2,654.24",0.2893,15.68,"1,763.31","12,565.20",32.12,2.29
19850,24879.37,2592.14,43.2,1.1947,70.54,16.69,79.05,"2,250.00",3.1095,"2,643.64",0.29,15.12,"1,757.00","12,493.40",31.91,2.29
19850,24758.64,2558.96,43.23,1.1917,71.45,16.729,79.08,"2,250.00",3.061,"2,675.05",0.2912,15.3,"1,737.08","12,335.40",31.875,2.22
19900,24591.66,2578.81,43.53,1.1852,71.23,16.526,79.58,"2,250.00",3.0685,"2,675.47",0.2908,15.46,"1,735.74","12,395.50",31.97,2.27
19800,24399.18,2575.08,43.25,1.1863,70.05,16.509,79.79,"2,250.00",3.085,"2,651.65",0.2917,15.61,"1,767.46","12,486.10",32.13,2.31
19700,24317.66,2616.68,42.96,1.1953,69.85,16.558,79.61,"2,250.00",3.0915,"2,634.92",0.292,16.15,"1,773.70","12,490.20",31.94,2.34
19600,23865.22,2620.74,42.93,1.1989,68.5,16.448,79.81,"2,250.00",3.0635,"2,680.80",0.2927,15.85,"1,774.72","12,615.40",31.73,2.35
19600,23836.23,2619.42,43.14,1.1951,67.68,16.404,79.64,"2,250.00",3.051,"2,675.40",0.2931,15.85,"1,783.72","12,567.70",31.62,2.36
19550,24097.63,2601.42,43.15,1.1992,67.49,16.153,80.65,"2,240.00",3.0705,"2,692.56",0.2912,15.89,"1,797.84","12,539.60",31.77,2.34
19650,24410.41,2609.99,43.41,1.2076,68.15,16.535,80.58,"2,240.00",3.072,"2,701.16",0.29,16.16,"1,807.79","12,491.40",31.7,2.34
19700,24342.14,2600.43,44,1.2125,68.21,16.529,80.09,"2,240.00",3.14,"2,710.11",0.2893,16.08,"1,797.27","12,659.90",31.57,2.35
19700,24128.72,2604.28,43.93,1.2105,68.03,16.589,79.65,"2,240.00",3.144,"2,692.74",0.2888,16.45,"1,780.88","12,618.10",31.485,2.315
19700,24070.2,2604.97,43.97,1.2161,67.75,16.725,79.77,"2,240.00",3.1445,"2,653.83",0.2887,16.52,"1,809.00","12,670.90",31.61,2.255
19750,24579.94,2630.91,43.95,1.2232,68.95,16.638,79.57,"2,240.00",3.1155,"2,638.41",0.289,16.6,"1,806.92","12,714.60",31.53,2.24
19750,24488.07,2638.8,43.94,1.2209,68.22,17.135,79.57,"2,240.00",3.1395,"2,617.18",0.289,16.55,"1,793.62","12,737.10",31.46,2.26
19800,24657.39,2631.9,43.99,1.2289,68.26,17.241,78.03,"2,230.00",3.1385,"2,645.82",0.2882,16.55,"1,812.33","12,680.40",31.54,2.28
19850,24711.3,2599.72,44.32,1.2346,68.75,17.215,78.01,"2,230.00",3.17,"2,657.36",0.289,16.36,"1,813.00","12,559.00",31.34,2.28
19800,24820.85,2570.72,44.59,1.2373,66.68,16.783,78.5,"2,230.00",3.097,"2,584.04",0.2902,16.46,"1,815.12","12,380.60",31.23,2.3
19800,24681.79,2578.83,44.75,1.2369,66.42,16.672,80.28,"2,230.00",3.108,"2,614.41",0.291,16.21,"1,805.22","12,412.90",31.205,2.33
19850,24302.82,2577.33,44.12,1.2378,66.75,16.701,80.73,"2,230.00",3.1225,"2,611.30",0.2908,16.03,"1,797.80","12,511.60",31.21,2.34
19650,24198.95,2569.97,44.18,1.2368,63.3,16.487,81.06,"2,230.00",3.11,"2,667.57",0.2907,15.91,"1,789.16","12,512.40",31.22,2.39
19650,24037.52,2536.42,44.04,1.232,62,16.453,81.03,"2,215.00",3.0565,"2,619.35",0.2916,15.95,"1,784.88","12,218.90",31.12,2.37
19600,24313.91,2531.15,43.94,1.2279,63.6,16.331,81.18,"2,165.00",3.044,"2,646.71",0.2915,15.84,"1,785.44","12,356.20",31.28,2.38
19600,23654.15,2580.03,43.83,1.224,63.59,16.436,81.06,"2,150.00",3.0345,"2,691.36",0.2912,15.8,"1,797.04","12,325.30",31.25,2.4
19600,23949.18,2604.72,44.04,1.2278,64.69,16.306,81.73,"2,090.00",3.075,"2,714.99",0.2929,14.88,"1,812.27","12,466.40",31.255,2.44
19800,23883.08,2626.01,44.19,1.2269,64.7,16.581,81.2,"2,090.00",3.0395,"2,715.05",0.2926,14.55,"1,812.27","12,327.10",31.22,2.41
19850,24276.62,2638.33,44.3,1.2308,65.53,16.725,81.32,"2,080.00",2.9985,"2,741.38",0.2921,14.64,"1,821.17","12,413.60",31.19,2.44
19800,23825.74,2617.71,44.08,1.2403,65.9,16.615,81.34,"2,045.00",2.984,"2,750.57",0.2924,14.98,"1,828.62","12,574.20",31.305,2.42
19700,23995.18,2587.77,44.13,1.2444,64.28,16.405,80.95,"2,020.00",2.9795,"2,754.27",0.2931,15.03,"1,842.92","12,663.70",31.22,2.39
19550,24526.01,2632.1,44.06,1.2348,65.5,16.587,81.13,"2,020.00",3.023,"2,774.06",0.2927,14.85,"1,811.54","12,663.20",31.13,2.4
19350,24723.49,2631.87,43.66,1.2302,63.72,16.204,80.99,"2,020.00",3.0785,"2,792.31",0.2959,14.65,"1,792.83","12,755.50",31.18,2.405
19400,24650.64,2611.91,43.74,1.2337,62.1,16.317,80.49,"2,020.00",3.0385,"2,790.54",0.295,14.28,"1,801.08","12,752.70",31.32,2.45
19350,24893.69,2641.35,43.47,1.2242,62.23,16.36,80.92,"2,020.00",3.076,"2,732.75",0.2974,14.41,"1,812.49","12,788.20",31.17,2.4
