Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,Copper,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
26750,30155.92,2007.22,40.77,1.2188,48.09,25.56,73.23,"16,640.00",3.5545,"3,696.25",0.2914,12.72,"1,431.26","14,516.70",30.22,1.41
26550,30046.73,2020.02,40.37,1.2163,46.79,25.16,73.44,"16,640.00",3.5115,"3,666.41",0.2921,13.01,"1,416.84","14,408.90",30.09,1.385
26700,30200.2,1997.32,40.49,1.2244,47.93,26.1909,71.56,"16,640.00",3.5775,"3,675.27",0.2909,13.12,"1,429.44","14,402.30",29.83,1.4
26800,30159,2036.55,40.2,1.2242,48.54,25.795,72.81,"16,640.00",3.628,"3,656.08",0.2893,12.62,"1,397.53","14,214.90",29.79,1.41
26450,30314.26,2121.44,40.46,1.2268,48.43,26.06,72.74,"16,540.00",3.6,"3,659.13",0.2889,11.84,"1,369.96","14,355.30",30.03,1.35
26350,30216,2128.61,40.57,1.2199,47.85,25.375,73.49,"16,490.00",3.5645,"3,668.28",0.2898,12.38,"1,363.58","14,394.30",30.05,1.375
26250,30191.38,2130.09,40.45,1.2152,47.6,24.52,75.66,"16,390.00",3.543,"3,653.78",0.2898,12.52,"1,345.76","14,374.10",30.1,1.41
26000,29919.09,2097.63,40.12,1.2143,46.99,23.84,76.62,"16,390.00",3.501,"3,634.18",0.2892,12.35,"1,356.41","14,217.20",30.08,1.495
26100,30123.91,2140.56,39.96,1.2131,46.73,23.935,76.73,"16,340.00",3.5355,"3,638.55",0.2888,11.85,"1,360.94","14,188.20",30.07,1.495
26500,29997.95,2089.82,40.35,1.2137,45.66,24.505,76.58,"16,290.00",3.5955,"3,635.50",0.2884,11.66,"1,330.49","14,146.60",30.08,1.5
26050,29920.83,2055.64,40.36,1.2083,44.99,24.11,76.8,"16,240.00",3.4935,"3,594.52",0.2884,10.84,"1,353.65","14,198.50",30.21,1.49
25850,29695.09,2041.46,40.62,1.2115,44.38,24.015,76.15,"16,090.00",3.482,"3,566.82",0.2881,10.55,"1,281.41","14,191.60",30.25,1.54
25500,29854.51,2061.4,40.39,1.207,45.34,22.725,76.01,"16,090.00",3.4785,"3,579.31",0.2893,10.96,"1,265.84","14,249.50",30.34,1.565
25900,29911.33,2070.07,40.46,1.1957,45.9,23.275,78.85,"16,090.00",3.421,"3,559.41",0.2897,11.08,"1,234.61","13,998.20",30.29,1.59
25950,30058.87,2056.58,40.54,1.1914,44.82,23.27,78.01,"16,090.00",3.347,"3,612.09",0.2911,11.61,"1,223.67","13,827.00",30.34,1.555
26250,29746.11,2078.14,40.45,1.1891,42.84,23.59,77.7,"16,090.00",3.32,"3,610.31",0.2906,11.6,"1,210.06","13,863.20",30.35,1.585
26750,29332.82,2025.43,40.19,1.1842,42.46,24.165,77.99,"16,090.00",3.274,"3,600.16",0.2901,11.36,"1,196.64","13,808.60",30.3,1.58
26700,29437.57,1979.88,40.28,1.1853,41.7,24.095,77.34,"16,090.00",3.295,"3,552.57",0.2901,11.54,"1,204.05","13,949.10",30.37,1.605
26800,29370.92,1974.06,40.24,1.1875,41.61,24.315,77.7,"15,890.00",3.2125,"3,563.22",0.2914,11.18,"1,200.43","13,982.20",30.31,1.59
26800,29875.4,1944.43,39.96,1.1853,41.35,24.4916,77.07,"15,440.00",3.202,"3,583.04",0.2926,11,"1,207.42","13,761.30",30.16,1.545
26900,29800.15,1964.58,39.85,1.1863,41.44,24.78,76.86,"15,090.00",3.21,"3,508.34",0.292,11.67,"1,201.45","13,551.50",30.2,1.54
27000,29672.36,1972.2,39.78,1.1852,40.17,24.675,76.29,"14,790.00",3.227,"3,485.74",0.2894,12.06,"1,212.49","13,708.00",30.17,1.605
26850,29203.9,1921.36,39.66,1.1829,40.94,24.245,76.58,"14,690.00",3.2,"3,336.25",0.2884,12.36,"1,214.63","13,218.70",30.22,1.61
26700,29231.91,1942.09,40.12,1.1805,41.47,24.275,77.3,"14,690.00",3.14,"3,296.20",0.2879,12.76,"1,217.10","13,199.10",30.36,1.59
26900,29524.35,1965.49,40.25,1.181,41.79,24.22,77.62,"14,990.00",3.159,"3,293.59",0.2875,12.67,"1,205.33","12,979.00",30.63,1.64
28200,29467.9,1825.6,40.33,1.1882,37.34,25.615,75.52,"14,690.00",3.1645,"3,277.17",0.2881,12.61,"1,221.88","12,662.20",30.76,1.64
28150,28399.13,1797.6,40.45,1.1826,38.54,25.36,77.39,"14,590.00",3.1125,"3,342.48",0.2959,12.43,"1,245.40","12,429.30",30.99,1.675
27900,28083.37,1744.58,40.26,1.1725,39.17,23.94,79.55,"13,990.00",3.1025,"3,403.15",0.2966,12.8,"1,255.05","12,502.30",31.12,1.685
27800,27138.69,1705.45,40.2,1.164,37.03,24.08,78.73,"13,690.00",3.0905,"3,441.42",0.2967,12.5,"1,269.49","12,415.40",31.16,1.675
27650,26691.28,1684.88,40.34,1.1658,35.24,23.655,80.02,"13,390.00",3.055,"3,438.50",0.297,12.88,"1,279.79","12,817.90",31.22,1.695
27600,26572.27,1697.35,40.36,1.1674,36.07,23.245,80.19,"13,490.00",3.068,"3,439.91",0.2981,12.8,"1,269.85","12,936.40",31.27,1.71
27700,26480.98,1691.7,40.58,1.1746,37.39,23.39,80.15,"13,890.00",3.081,"3,439.38",0.2988,12.92,"1,248.25","13,199.90",31.23,1.7
28100,27102.14,1704.34,40.72,1.1796,38.97,24.37,78.39,"14,390.00",3.088,"3,493.66",0.2997,12.87,"1,251.89","13,040.10",31.27,1.67
28150,27651.18,1692.6,40.72,1.181,38.59,24.275,78.34,"14,390.00",3.0915,"3,493.50",0.2988,12.79,"1,244.23","13,092.20",31.32,1.69
28100,28185.82,1714.47,40.87,1.1858,39.69,24.63,77.65,"14,540.00",3.1415,"3,453.72",0.2984,12.16,"1,259.08","13,018.50",31.19,1.735
28200,28197.42,1716.16,41,1.1862,40.04,25.04,77.01,"14,640.00",3.1955,"3,515.47",0.2994,12.54,"1,266.77","13,169.30",31.23,1.73
28200,28270.66,1720.6,40.45,1.1822,41.22,24.655,77.18,"14,690.00",3.1415,"3,459.67",0.2982,12.21,"1,251.23","13,137.20",31.2,1.73
28000,28245.85,1701.93,40.41,1.1769,40.65,24.3797,77.97,"14,640.00",3.0835,"3,434.28",0.2981,12.12,"1,251.67","13,143.20",31.18,1.73
28000,28633.55,1725.75,40.27,1.1722,40.69,24.175,78.52,"13,990.00",3.0605,"3,384.56",0.2958,12.55,"1,255.79","13,212.00",31.22,1.73
28050,28570.72,1761.68,40.31,1.1708,40.88,24.275,78.67,"13,790.00",3.0875,"3,408.74",0.2959,12.5,"1,271.19","13,190.60",31.145,1.73
27900,28323.4,1772.64,40.51,1.1747,41.13,24.2875,78.45,"13,840.00",3.0505,"3,385.87",0.296,12.44,"1,271.36","13,042.30",31.27,1.74
27900,28731.3,1797.64,40.44,1.1746,40.19,24.165,78.33,"13,890.00",3.0415,"3,341.21",0.2963,12.09,"1,293.77","12,837.90",31.21,1.71
28200,28671.12,1800.14,40.43,1.1759,40.4,25.11,79.39,"13,890.00",3.042,"3,350.92",0.2966,12.45,"1,287.74","12,949.60",31.24,1.61
28000,28533.61,1814.99,40.36,1.1762,41.31,23.845,79.36,"13,090.00",3.0315,"3,333.90",0.2963,12.37,"1,289.60","12,701.90",31.25,1.63
27800,28348.86,1801.8,40.36,1.1735,39.99,23.875,80.75,"13,390.00",2.927,"3,236.66",0.2939,12.08,"1,287.01","12,602.60",31.3,1.6
27800,27971.36,1764.96,40.23,1.1782,39.83,23.035,78.52,"13,590.00",2.9635,"3,226.14",0.2944,12.16,"1,276.93","12,677.50",31.61,1.555
28200,28214.24,1771.57,40.63,1.1719,39.35,24.385,80.84,"13,790.00",3.016,"3,320.11",0.2959,12.24,"1,285.16","12,485.40",31.615,1.55
28300,27536.39,1763.51,40.69,1.1743,38.6,23.7835,78.21,"13,990.00",2.9955,"3,295.75",0.2958,11.8,"1,290.16","12,293.90",31.67,1.58
28150,27940.63,1765.03,40.82,1.1666,39.9,23.225,79.23,"13,990.00",3,"3,285.57",0.2997,11.35,"1,295.01","12,314.60",31.65,1.59
28300,27514.64,1788.92,40.66,1.1638,39.16,24.2243,81.02,"13,890.00",2.9885,"3,357.38",0.2989,11.95,"1,279.24","12,630.50",31.59,1.59
28200,27560.24,1803.62,40.63,1.1671,40.58,23.675,80.36,"13,690.00",2.976,"3,346.86",0.2996,11.85,"1,320.63","12,575.20",31.57,1.55
27800,27362.14,1774.8,40.32,1.166,40.07,22.8765,84.33,"13,690.00",2.96,"3,411.23",0.2992,11.97,"1,312.75","12,617.50",31.39,1.55
27750,26694.51,1774.57,40.29,1.1708,40.15,23.155,77.91,"13,740.00",3.06,"3,407.73",0.2991,12.15,"1,328.70","12,937.60",31.295,1.57
27800,26716.09,1784.38,40.2,1.177,39.6,22.895,76.71,"13,890.00",3.043,"3,363.56",0.3,12.02,"1,335.30","12,866.20",31.12,1.595
28200,27413.6,1814.66,40,1.1848,39.76,24.4005,72.88,"13,990.00",3.1,"3,352.70",0.2988,11.8,"1,322.48","13,013.50",31.19,1.575
28300,27170.34,1817.17,40.1,1.1848,39.63,24.725,71.98,"14,190.00",3.0845,"3,412.56",0.2991,12.53,"1,317.74","13,011.00",31.1,1.55
28550,27484.71,1855.58,40.18,1.1816,40.98,26.7967,72.15,"14,190.00",3.036,"3,369.82",0.2972,12.61,"1,324.81","12,868.30",31.19,1.55
28650,27864.87,1847.44,40.44,1.185,40.97,27.085,72.04,"14,290.00",3.0435,"3,453.60",0.2977,13.08,"1,305.22","12,780.00",31.3,1.545
28650,27834.18,1849.75,40.32,1.1865,40.19,27.315,72.05,"14,490.00",3.0695,"3,564.74",0.2962,13.25,"1,305.82","12,924.50",31.31,1.54
28800,28031.69,1846.75,40.2,1.184,38.35,27.235,72.48,"14,490.00",3.0485,"3,507.44",0.2961,13.04,"1,296.37","12,806.20",31.31,1.515
28850,28139.76,1832.4,40.2,1.1814,37.28,27.147,72.47,"14,390.00",2.9735,"3,509.73",0.296,13.86,"1,331.54","13,022.50",31.26,1.51
28750,27718.74,1846.24,40.09,1.1801,37.32,26.7649,72.16,"13,690.00",3.0515,"3,494.69",0.2947,13.76,"1,321.38","13,253.80",31.41,1.49
28750,27613.86,1852.3,40.09,1.1777,37.01,26.8776,72.51,"13,290.00",3.0055,"3,485.14",0.2949,14.24,"1,329.82","13,032.00",31.4,1.49
28650,28022.51,1861.16,40.66,1.1833,37.8,26.989,72.07,"13,290.00",3.074,"3,449.97",0.2943,13.72,"1,345.56","13,134.40",31.4,1.47
28550,27711.71,1836.9,40.77,1.185,36.79,26.6267,72.77,"13,290.00",2.962,"3,435.95",0.2962,13.62,"1,349.08","13,115.40",31.34,1.49
28750,29090.7,1900.53,41.84,1.1852,41.63,27.4325,70.63,"13,290.00",3.007,"3,418.09",0.2954,13.73,"1,327.16","13,066.10",31.08,1.49
29000,28439.61,1892.41,41.54,1.1936,42.83,28.265,69.97,"12,990.00",3.047,"3,386.01",0.2961,13.05,"1,331.92","13,006.20",31.1,1.5
28800,28643.66,1919.92,41.48,1.1899,42.91,27.5375,70.61,"12,390.00",3.0345,"3,360.48",0.2951,13.17,"1,336.13","13,029.90",31.3,1.495
28550,28601.29,1932.3,41.32,1.1822,42.98,27.0527,71.53,"12,190.00",3.012,"3,392.51",0.2928,13.67,"1,335.52","12,905.00",31.27,1.52
28650,28384.07,1911.66,41.3,1.1831,43.45,27.5189,71.31,"12,190.00",2.983,"3,387.04",0.2944,13.5,"1,330.60","12,782.10",31.46,1.515
28550,28257.88,1906.69,41.36,1.1834,43.39,26.475,72.82,"12,190.00",2.9535,"3,380.86",0.2935,13.19,"1,314.99","12,751.30",31.49,1.53
28750,28347.42,1917.78,41.17,1.1793,42.36,26.545,72.51,"12,290.00",2.9335,"3,368.66",0.2953,13.48,"1,345.09","12,931.10",31.57,1.485
28750,28077.58,1884.85,41.3,1.1787,42.48,26.764,72.83,"12,390.00",2.939,"3,372.95",0.2956,14,"1,346.60","12,967.90",31.41,1.505
28850,27758.13,1887.73,41.51,1.186,42.75,27.264,71.07,"12,490.00",3,"3,355.46",0.2971,13.53,"1,348.81","12,942.30",31.28,1.525
28750,27622.68,1874.75,40.98,1.1839,42.74,26.715,72.33,"12,490.00",2.9865,"3,356.04",0.2978,13.22,"1,356.97","12,864.70",31.15,1.565
29300,27811.26,1933.46,41.26,1.1931,42.6,27.7226,71.81,"12,490.00",2.983,"3,340.05",0.2971,12.69,"1,380.97","12,914.70",31.15,1.555
29250,27853.48,1916.49,40.79,1.187,42.79,27.455,72.53,"12,190.00",2.913,"3,323.17",0.2952,12.55,"1,366.83","12,984.90",31.13,1.59
28450,27970.05,1928.38,40.74,1.184,42.24,26.6418,73.81,"11,990.00",2.8645,"3,317.37",0.2961,13.35,"1,358.62","12,797.80",31.05,1.59
28550,27828.93,1950.88,40.55,1.1815,42.33,27.523,71.32,"11,440.00",2.8005,"3,289.92",0.2939,13.08,"1,353.27","12,655.70",31.09,1.62
28300,27922.51,1954.36,40.49,1.1786,42.57,25.5835,74.94,"11,190.00",2.8575,"3,270.45",0.2918,13,"1,354.23","12,708.50",31.13,1.64
29800,27488.21,1917.17,40.7,1.174,41.5,28.4634,76.48,"10,965.00",2.832,"3,231.76",0.2902,12.71,"1,351.50","12,713.70",31.21,1.63
30250,27321.68,1924.55,40.92,1.1788,41.97,28.935,72.11,"10,965.00",2.8145,"3,227.22",0.291,11.59,"1,332.87","12,548.90",31.12,1.71
29750,27170.82,1928.96,40.71,1.1877,42.19,26.991,69.51,"10,190.00",2.904,"3,218.58",0.2923,12.49,"1,361.75","12,509.30",31.03,1.69
29350,26924.78,1928.93,40.59,1.1863,41.56,26.015,75.76,"9,740.00",2.9045,"3,271.64",0.2936,12.17,"1,357.99","12,491.50",31.04,1.55
28950,26664.61,1920.4,40.81,1.1802,40.78,24.245,77.48,"9,190.00",2.92,"3,254.86",0.2952,12.47,"1,371.91","12,533.50",31.19,1.53
28900,26409.33,1897.63,41.1,1.1765,40.34,23.5257,81.43,"8,940.00",2.8975,"3,268.52",0.2944,10.78,"1,389.18","12,488.70",31.38,1.48
29000,26367.42,1947.55,40.84,1.1846,41.32,24.415,83.35,"8,890.00",2.9105,"3,224.29",0.2939,10.84,"1,357.21","12,567.20",31.43,1.46
28950,26388.44,1953.62,40.71,1.1788,41.13,24.605,81.12,"8,890.00",2.9215,"3,224.21",0.2935,10.82,"1,345.62","12,508.70",31.48,1.475
28100,26533.41,1959.04,40.42,1.1718,41.06,22.695,80.69,"8,890.00",2.9145,"3,208.36",0.2943,10.6,"1,344.54","12,492.10",31.72,1.46
27750,26955.97,1975.32,40.27,1.1597,41.95,23.065,83.58,"8,915.00",2.9215,"3,225.98",0.2993,9.52,"1,320.73","12,413.10",31.62,1.46
27550,26824.56,2015.03,40.2,1.1575,41.54,21.3034,81.91,"8,840.00",2.9265,"3,141.11",0.2993,9.18,"1,335.55","12,395.80",31.59,1.445
27150,26833.14,1994.14,40.25,1.1528,40.65,19.93,82.23,"8,665.00",2.9635,"3,205.08",0.2993,9.22,"1,317.72","12,310.20",31.79,1.43
27050,26660.29,1979.63,39.84,1.1447,40.64,19.3538,91.3,"8,715.00",2.921,"3,152.47",0.2968,9.35,"1,362.42","12,377.60",31.7,1.46
26900,26774.62,1971.05,39.8,1.141,40.72,19.155,93.5,"8,840.00",2.9065,"3,153.07",0.2951,9.14,"1,359.55","11,989.40",31.71,1.47
26950,26746.57,1974.46,39.69,1.1384,40.97,19.425,93.82,"8,890.00",2.898,"3,166.44",0.2952,9.52,"1,359.30","12,159.80",31.54,1.59
26850,27009.81,1970.38,39.59,1.1411,40.55,19.205,93.2,"8,890.00",2.894,"3,143.64",0.2965,9.55,"1,376.89","11,935.30",31.54,1.54
26700,26044.17,1936.66,39.43,1.14,39.6,19.115,93.81,"8,790.00",2.939,"3,105.92",0.2952,9.43,"1,359.68","12,023.60",31.4,1.55
26600,26225.07,1986.13,39.5,1.1343,40.35,18.6925,94.25,"8,690.00",2.916,"3,050.20",0.2955,9.2,"1,362.78","12,056.20",31.32,1.535
26600,25690.35,1981.91,39.41,1.13,39.58,18.695,95.83,"8,515.00",2.9195,"3,018.59",0.2951,9.24,"1,374.59","12,088.70",31.23,1.5
26550,26094.92,2000.28,39.35,1.1285,40.87,18.645,96.56,"8,440.00",2.8425,"3,073.20",0.2939,9.13,"1,373.50","11,907.80",31.23,1.41
26450,25950.06,2009.07,39.17,1.1273,40.48,18.34,98.21,"8,390.00",2.785,"3,046.60",0.2928,8.93,"1,413.20","11,736.80",31.11,1.46
26150,26172.01,2040.23,38.86,1.1308,40.68,18.245,97.54,"8,740.00",2.79,"3,114.40",0.2921,8.92,"1,417.04","11,683.10",31.04,1.525
25900,25936.45,1989.75,38.72,1.1252,39.78,17.96,98.14,"8,740.00",2.759,"3,138.70",0.2913,9.06,"1,449.76","11,796.40",30.91,1.51
26000,25879.38,1969.63,38.33,1.1233,39.84,18.17,97.97,"8,590.00",2.7305,"3,094.42",0.2902,9.2,"1,361.64","11,680.40",30.89,1.48
25800,25512.43,1968.84,37.99,1.1242,39.64,17.82,99.28,"8,440.00",2.698,"3,140.29",0.2891,9.36,"1,355.39","11,956.30",30.91,1.58
25750,25152.45,1927.83,38.16,1.1227,37.96,17.8135,99.41,"8,140.00",2.67,"3,101.64",0.289,9.45,"1,333.70","12,157.40",30.91,1.72
25700,25641.69,1953.07,38.39,1.1218,39.09,17.7974,99.3,"7,990.00",2.675,"3,136.13",0.286,9.05,"1,356.02","11,963.30",30.87,1.72
25650,25365.22,1923.66,38.35,1.1251,38.05,17.4825,100.57,"7,990.00",2.6445,"3,131.00",0.2868,8.62,"1,339.18","12,240.30",30.94,1.77
25750,25992.96,1994.31,38.71,1.1308,39.99,17.86,98.37,"7,990.00",2.666,"2,993.76",0.288,8.37,"1,335.87","11,994.50",30.96,1.82
25600,26159.39,1990.09,38.6,1.1259,40.68,17.84,98.59,"7,990.00",2.66,"3,123.53",0.2884,8.54,"1,309.92","12,193.40",30.98,1.9
25600,25865.08,1989.16,38.3,1.1185,39.18,17.6536,98.41,"7,990.00",2.62,"3,213.42",0.2882,8.91,"1,330.84","12,304.10",31.1,1.885
25300,26213.1,2019.13,38.65,1.1205,38.85,17.53,99,"7,990.00",2.612,"3,199.92",0.2901,8.14,"1,311.36","11,565.80",31.14,1.895
25350,26016.45,1991.12,39.1,1.1244,37.74,17.485,98.76,"7,990.00",2.5995,"3,098.90",0.2895,8.95,"1,308.96","12,090.10",31.13,1.92
25350,26330.52,1997.96,39.15,1.1264,37.93,17.43,98.74,"7,990.00",2.5725,"3,064.78",0.2903,8.61,"1,290.11","12,616.60",31.02,1.96
25300,26326.68,2020.12,39.1,1.1325,37.05,17.3775,99.14,"8,190.00",2.6035,"3,038.78",0.2905,9.11,"1,287.06","12,734.50",30.97,1.985
25300,25270.39,2014.32,38.81,1.1245,36.03,17.4572,98.89,"8,190.00",2.5975,"3,025.17",0.2911,8.15,"1,286.63","12,175.10",31.13,1.995
25250,26282.51,2082.58,39.68,1.1373,39.09,18.1238,96.56,"8,490.00",2.6735,"3,046.61",0.2897,8.3,"1,297.03","11,900.20",31.31,1.94
25350,27251.89,2088.82,39.86,1.134,38.5,17.5331,97.5,"8,640.00",2.6185,"3,015.65",0.2881,7.92,"1,277.41","11,799.90",31.49,1.975
25150,27232.93,2147.48,39.95,1.1289,39.41,17.3865,96.55,"8,840.00",2.56,"3,004.08",0.2888,8.22,"1,265.23","11,751.00",31.55,1.99
25500,26836.8,2091.36,39.79,1.1172,37.33,17.76,95.67,"8,840.00",2.509,"2,948.05",0.2908,8.3,"1,287.70","11,935.90",31.66,1.99
25500,26226.49,2064.35,39.7,1.1137,36.76,17.75,95.02,"8,840.00",2.4745,"2,969.95",0.2906,7.95,"1,297.93","11,787.60",31.84,2
25950,25582.52,2003.81,39.58,1.1097,35.56,18.285,96.3,"8,740.00",2.4585,"2,953.63",0.2866,8.08,"1,282.57","11,636.50",31.88,2
26000,25342.99,1994.57,39.29,1.1078,35.21,17.885,98.84,"8,740.00",2.426,"2,948.59",0.2898,8.17,"1,267.46","11,325.10",31.92,1.99
25750,25324.15,1955.09,39.28,1.1005,33.68,17.43,99.21,"8,490.00",2.408,"2,913.86",0.2945,8.26,"1,271.22","11,393.90",31.88,2.02
25700,25697.36,1992.41,39.14,1.0983,32.1,17.2765,99.86,"8,490.00",2.411,"2,829.95",0.2948,8.15,"1,274.21","11,408.60",31.97,1.995
25700,25298.63,1963.55,39.31,1.0899,34.14,17.12,101.05,"8,590.00",2.3975,"2,794.54",0.296,8.66,"1,266.61","11,374.20",31.85,2.05
26000,24781.84,1961.75,38.97,1.0949,33.3,17.123,101.05,"8,890.00",2.4275,"2,865.86",0.2961,8.57,"1,245.90","11,282.90",31.82,2.005
25900,24461.98,1919.66,38.94,1.0979,33.95,17.01,99.96,"8,990.00",2.4605,"2,915.46",0.2965,8.2,"1,247.52","10,927.40",31.93,1.98
26100,24564.27,1955.71,38.95,1.0928,33.53,17.51,100.4,"8,990.00",2.41,"2,908.83",0.2966,7.9,"1,241.94","10,661.90",32.01,2.05
26150,24455.94,1924.54,39.09,1.0913,31.89,17.44,101.46,"8,940.00",2.4245,"2,883.14",0.2958,8.02,"1,230.34","11,035.20",32.07,2.13
26100,24577.48,1924.01,39.04,1.0816,32.83,16.995,104,"8,690.00",2.3375,"2,868.88",0.2957,8.34,"1,226.16","11,244.20",32.1,2.19
26400,24059.98,1891.17,38.76,1.0805,29.53,16.635,109.18,"8,590.00",2.362,"2,930.91",0.2961,8.33,"1,253.92","11,281.30",32.08,2.165
26050,23454.83,1886.93,39.23,1.0819,27.64,15.8754,110.26,"8,590.00",2.353,"2,918.46",0.2983,8.45,"1,252.50","11,196.90",32.1,2.17
25800,23049.06,1886.5,39.24,1.0848,25.56,15.5625,110.2,"8,690.00",2.3355,"2,909.96",0.2991,8.49,"1,229.21","11,189.00",32.2,2.17
25700,23702.16,1905.49,39.35,1.0838,25.3,15.446,109.69,"8,565.00",2.4095,"2,854.65",0.2989,7.76,"1,202.00","11,473.20",32.35,2.16
25800,24256.45,1876.85,39.95,1.0833,24.49,15.505,112.33,"7,390.00",2.379,"2,812.64",0.2999,7.15,"1,150.86","11,546.40",32.37,2.21
25950,24107.82,1858.5,40,1.0836,23.35,15.35,113.95,"7,240.00",2.3325,"2,810.42",0.3001,7.17,"1,113.91","11,462.40",32.39,2.16
25800,23958.88,1889.62,40.3,1.0907,21.24,14.7976,114.8,"7,240.00",2.321,"2,787.89",0.3012,7.3,"1,108.79","11,106.00",32.41,2.18
25950,24585.57,1905.91,40.41,1.0872,15.64,15.27,112.17,"7,240.00",2.377,"2,784.81",0.3041,7.86,"1,087.35","11,000.70",32.47,2.18
25950,24490.37,1883.13,40.34,1.0819,13.35,15.1945,112.51,"7,240.00",2.3425,"2,845.62",0.3043,7.74,"1,112.83","10,961.20",32.47,2.17
25900,24357.17,1857.43,40.37,1.0829,12.96,15.2025,112.86,"6,990.00",2.3475,"2,842.43",0.3036,7.43,"1,074.64","10,920.00",32.44,2.16
26150,23866.15,1863.93,40.11,1.0809,16.84,15.2594,113.23,"6,990.00",2.36,"2,799.34",0.304,7.15,"1,063.23","10,763.70",32.34,2.155
26150,23628.24,1871.71,39.92,1.0778,16.78,15.255,113.43,"6,990.00",2.3145,"2,795.64",0.304,7.61,"1,064.33","11,016.90",32.37,2.18
25900,23543.09,1863.02,39.92,1.0824,14.2,15.0931,113.65,"7,290.00",2.2935,"2,805.10",0.3028,7.28,"1,045.65","11,101.30",32.52,2.25
25700,23437.34,1830.05,39.98,1.0857,13.12,14.88,113.32,"7,890.00",2.2725,"2,782.46",0.3017,7.21,"1,077.65","10,882.80",32.51,2.25
25800,23365.25,1835.29,40.43,1.0862,-14,15.3175,110.86,"8,290.00",2.321,"2,685.00",0.3007,7.61,"1,019.07","10,862.00",32.49,2.26
25600,24095.1,1826.81,40.57,1.0875,17.73,15.1455,111,"8,190.00",2.348,"2,578.28",0.3002,8,"1,053.04","11,151.20",32.68,2.24
25900,23817.15,1806.87,40.71,1.0835,20,15.5449,110.77,"8,190.00",2.341,"2,514.92",0.3017,7.45,"1,045.09","11,136.60",32.7,2.255
26000,23543.66,1797.83,40.92,1.0911,20.15,15.4867,111.42,"8,190.00",2.302,"2,458.54",0.3018,7.49,"1,072.30","10,641.50",32.66,2.315
25900,23600.72,1845.05,41.18,1.098,20.72,15.7592,110.18,"8,190.00",2.337,"2,614.69",0.3014,7.22,"1,008.06","10,264.10",32.7,2.3
26050,23690.57,1848.68,40.92,1.0914,22.36,15.3609,111.31,"8,090.00",2.3365,"2,558.98",0.302,7,"1,184.16","10,012.50",32.69,2.38
25500,23698.93,1813.48,40.75,1.0941,24.6,15.4744,109.77,"9,190.00",2.305,"2,555.87",0.3038,7.25,"1,268.56","9,815.30",32.73,2.415
25150,23690.66,1804.34,40.54,1.0891,26.28,14.9737,110.07,"9,390.00",2.265,"2,501.29",0.3049,6.92,"1,272.95","10,387.70",33.03,2.415
25200,22893.47,1776.24,40.39,1.0813,24.3,15.0114,112.33,"9,390.00",2.1895,"2,457.77",0.3034,7.24,"1,361.44","10,238.10",32.94,2.43
24850,21285.93,1694.44,40.83,1.0858,24.81,14.4955,111.51,"9,390.00",2.2115,"2,344.44",0.3016,7.93,"1,357.72","10,135.70",33.11,2.43
24650,20819.46,1629.55,40.98,1.0964,21.22,13.9484,113.75,"7,990.00",2.185,"2,290.71",0.3013,8.52,"1,355.99","10,060.50",32.67,2.425
24700,22208.42,1626.07,40.56,1.1049,20.23,14.0569,115.42,"7,190.00",2.192,"2,431.94",0.3035,7.69,"1,348.46","9,749.80",32.54,2.455
24700,21678.22,1589.99,40.48,1.1136,20.93,14.535,113.1,"7,690.00",2.161,"2,393.48",0.305,7.6,"1,369.83","9,276.60",32.63,2.48
24500,21898.47,1638.69,39.82,1.103,23.29,14.405,113.03,"8,290.00",2.1845,"2,436.50",0.3084,7.51,"1,425.56","9,014.60",32.75,2.47
24250,21468.38,1574.29,38.93,1.0881,24.25,14.5,112.01,"8,890.00",2.204,"2,425.66",0.302,7.6,"1,436.24","9,577.90",32.76,2.47
24500,21050.34,1556.21,38.53,1.0789,24.37,14.31,111.59,"9,890.00",2.1995,"2,508.59",0.2996,6.44,"1,473.57","9,313.80",32.83,2.44
24350,19722.19,1554.55,37.9,1.0726,23.87,13.28,114.01,"10,190.00",2.087,"2,569.99",0.2988,7.62,"1,480.53","9,562.50",32.7,2.46
23150,19028.36,1514.92,38.12,1.0696,22.52,12.6,120.14,"10,690.00",2.1465,"2,630.86",0.2954,6.44,"1,504.48","9,726.20",32.6,2.45
22700,20253.15,1568.95,37.45,1.0691,24.73,12.0971,121.42,"10,690.00",2.1485,"2,825.60",0.2947,5.12,"1,517.78","10,852.00",32.61,2.475
22900,19830.01,1467.66,37.88,1.0915,22.3,11.9598,121.75,"10,490.00",2.1625,"2,863.89",0.2956,6.87,"1,521.00","10,445.40",32.16,2.47
23350,20188.69,1524.87,38.75,1.0997,26.94,12.6096,120.4,"8,490.00",2.317,"3,045.75",0.296,7.88,"1,537.16","10,466.70",32.15,2.47
22600,20487.05,1513.6,39.44,1.1183,28.69,12.845,115.8,"6,690.00",2.386,"3,096.46",0.2931,9.68,"1,539.31","11,523.90",31.84,2.455
23200,20917.53,1551.64,39.09,1.1085,33.75,15.0942,105.31,"5,490.00",2.51,"2,974.28",0.3001,9.91,"1,530.59","11,748.60",31.76,2.46
