Date_Y,Y,Date_Copper,Copper,Date_Rhodium,Rhodium,Date_SP,SP,Date_DJI_Date,DJI_Date,Date_Set,Set,Date_GBP_THB,GBP_THB,Date_USD_THB,USD_THB,Date_EURUSD,EURUSD,Oil_Date,Oil,Date_USATen,USATen
20-11-2019,20950,23-09-2019,2.59,07-11-2019,3555,07-05-2019,2984.25,07-05-2019,26867.75,05-02-2019,2464.22,30-08-2019,37.28,30-08-2019,30.64,30-08-2019,1.1056,19-09-2019,58.2,26-08-2019,1.478
19-11-2019,20900,20-09-2019,2.61,07-10-2019,3490,07-03-2019,2978.08,07-03-2019,26832.32,30-04-2019,2447.07,29-08-2019,37.38,29-08-2019,30.64,29-08-2019,1.1077,18-09-2019,58.81,23-08-2019,1.613
18-11-2019,20900,19-09-2019,2.61,07-09-2019,3420,07-02-2019,2964.66,07-02-2019,26719.53,29-04-2019,2443.32,28-08-2019,37.58,28-08-2019,30.63,28-08-2019,1.1091,17-09-2019,61.96,22-08-2019,1.588
15-11-2019,20900,18-09-2019,2.63,07-08-2019,3380,07-01-2019,2971.41,07-01-2019,26805.86,26-04-2019,2456.78,27-08-2019,37.37,27-08-2019,30.6,27-08-2019,1.1103,16-09-2019,61.48,21-08-2019,1.557
14-11-2019,20850,17-09-2019,2.63,07-05-2019,3340,28-06-2019,2932.94,28-06-2019,26605.93,25-04-2019,2458.07,26-08-2019,37.52,26-08-2019,30.68,26-08-2019,1.1145,13-09-2019,55.15,20-08-2019,1.591
13-11-2019,20850,16-09-2019,2.7,07-04-2019,3340,27-06-2019,2919.66,27-06-2019,26523.72,24-04-2019,2460.26,23-08-2019,37.73,23-08-2019,30.81,23-08-2019,1.1079,09-12-2019,55.93,19-08-2019,1.572
11-12-2019,20850,13-09-2019,2.64,07-03-2019,3340,26-06-2019,2926.07,26-06-2019,26599.42,23-04-2019,2461.42,22-08-2019,37.34,22-08-2019,30.79,22-08-2019,1.1085,09-11-2019,57.89,16-08-2019,1.523
11-11-2019,21000,09-12-2019,2.63,07-02-2019,3340,25-06-2019,2945.78,25-06-2019,26731.61,22-04-2019,2465.13,21-08-2019,37.45,21-08-2019,30.79,21-08-2019,1.11,09-10-2019,58.03,15-08-2019,1.589
11-09-2019,21000,09-11-2019,2.61,07-01-2019,3340,24-06-2019,2951.42,24-06-2019,26727.61,19-04-2019,2460.01,20-08-2019,37.42,20-08-2019,30.87,20-08-2019,1.1079,09-09-2019,56.8,14-08-2019,1.693
11-08-2019,21100,09-10-2019,2.63,28-06-2019,3290,21-06-2019,2952.71,21-06-2019,26749.12,18-04-2019,2458.63,19-08-2019,37.56,19-08-2019,30.92,19-08-2019,1.1092,09-06-2019,56.19,13-08-2019,1.654
11-07-2019,21300,09-09-2019,2.62,27-06-2019,3160,20-06-2019,2949.6,20-06-2019,26665.38,17-04-2019,2445.25,16-08-2019,37.26,16-08-2019,30.88,16-08-2019,1.1107,09-05-2019,55.95,12-08-2019,1.748
11-06-2019,21250,09-06-2019,2.63,26-06-2019,3160,19-06-2019,2920.55,19-06-2019,26490.16,04-12-2019,2433.08,15-08-2019,37.21,15-08-2019,30.84,15-08-2019,1.1139,09-04-2019,53.92,09-08-2019,1.698
11-05-2019,21450,09-05-2019,2.6,25-06-2019,3175,18-06-2019,2906.71,18-06-2019,26228.88,04-11-2019,2440.03,14-08-2019,37.14,14-08-2019,30.81,14-08-2019,1.1171,09-03-2019,55,08-08-2019,1.709
11-04-2019,21500,09-04-2019,2.53,24-06-2019,3205,17-06-2019,2889.75,17-06-2019,26108.53,04-10-2019,2436.82,13-08-2019,37.26,13-08-2019,30.85,13-08-2019,1.1214,09-02-2019,54.81,07-08-2019,1.696
11-02-2019,21550,09-03-2019,2.54,21-06-2019,3270,14-06-2019,2886.82,14-06-2019,26076.36,04-09-2019,2421.91,08-12-2019,37.11,12-08-2019,30.79,12-08-2019,1.1204,09-01-2019,55,06-08-2019,1.677
11-01-2019,21450,09-02-2019,2.55,20-06-2019,3310,13-06-2019,2886.24,13-06-2019,26036.94,04-05-2019,2414,08-09-2019,37.31,09-08-2019,30.76,09-08-2019,1.118,30-08-2019,56.63,05-08-2019,1.855
31-10-2019,21300,09-01-2019,2.56,19-06-2019,3380,06-12-2019,2882.73,06-12-2019,26040.3,04-04-2019,2420.1,08-08-2019,37.41,08-08-2019,30.83,08-08-2019,1.1199,29-08-2019,55.88,02-08-2019,1.897
30-10-2019,21250,30-08-2019,2.57,18-06-2019,3420,06-11-2019,2903.27,06-11-2019,26180.59,04-03-2019,2426.53,08-07-2019,37.39,07-08-2019,30.74,07-08-2019,1.1199,28-08-2019,55.71,01-08-2019,2.025
29-10-2019,21300,29-08-2019,2.55,17-06-2019,3490,06-10-2019,2885.83,06-10-2019,26090.22,04-02-2019,2422.44,08-06-2019,37.44,06-08-2019,30.84,06-08-2019,1.1203,27-08-2019,53.76,31-07-2019,2.058
28-10-2019,21450,28-08-2019,2.55,14-06-2019,3490,06-07-2019,2852.87,06-07-2019,25768.72,04-01-2019,2412.55,08-05-2019,37.3,05-08-2019,30.76,05-08-2019,1.1103,26-08-2019,53.25,30-07-2019,2.062
25-10-2019,21400,27-08-2019,2.54,13-06-2019,3340,06-06-2019,2828.51,06-06-2019,25567.45,29-03-2019,2404.45,08-02-2019,37.42,02-08-2019,30.93,02-08-2019,1.1085,23-08-2019,55.35,29-07-2019,2.067
24-10-2019,21300,26-08-2019,2.52,06-12-2019,3160,06-05-2019,2818.09,06-05-2019,25451,28-03-2019,2382.31,08-01-2019,37.32,01-08-2019,30.91,01-08-2019,1.1076,22-08-2019,55.94,26-07-2019,2.081
23-10-2019,21300,23-08-2019,2.56,06-11-2019,2970,06-04-2019,2762.64,06-04-2019,24962.82,27-03-2019,2394.21,31-07-2019,37.44,31-07-2019,30.8,31-07-2019,1.1155,21-08-2019,56.05,25-07-2019,2.043
22-10-2019,21200,22-08-2019,2.58,06-10-2019,2920,06-03-2019,2751.53,06-03-2019,24830.16,26-03-2019,2385.29,30-07-2019,37.72,30-07-2019,30.88,30-07-2019,1.1144,20-08-2019,56.1,24-07-2019,2.085
21-10-2019,21300,21-08-2019,2.58,06-07-2019,2900,31-05-2019,2766.15,31-05-2019,25046.31,25-03-2019,2393.54,29-07-2019,38.24,29-07-2019,30.89,29-07-2019,1.1127,19-08-2019,54.96,23-07-2019,2.05
18-10-2019,21300,20-08-2019,2.6,06-06-2019,2880,30-05-2019,2786.94,30-05-2019,25139.94,22-03-2019,2400.21,26-07-2019,38.54,26-07-2019,30.97,26-07-2019,1.1147,16-08-2019,54.74,22-07-2019,2.057
17-10-2019,21350,19-08-2019,2.6,06-05-2019,2840,29-05-2019,2790.25,29-05-2019,25231.46,21-03-2019,2391.64,25-07-2019,38.59,25-07-2019,30.92,25-07-2019,1.1141,15-08-2019,54.9,19-07-2019,2.042
16-10-2019,21300,16-08-2019,2.59,06-04-2019,2830,28-05-2019,2830.03,28-05-2019,25616.55,20-03-2019,2390.21,24-07-2019,38.45,24-07-2019,30.91,24-07-2019,1.1152,14-08-2019,56.74,18-07-2019,2.054
15-10-2019,21400,15-08-2019,2.61,06-03-2019,2830,24-05-2019,2832.41,24-05-2019,25551.07,19-03-2019,2367.88,23-07-2019,38.48,23-07-2019,30.84,23-07-2019,1.121,13-08-2019,54.73,17-07-2019,2.108
14-10-2019,21300,14-08-2019,2.61,31-05-2019,2830,23-05-2019,2836.7,23-05-2019,25657.99,18-03-2019,2385.64,22-07-2019,38.58,22-07-2019,30.84,22-07-2019,1.1218,08-12-2019,54.32,16-07-2019,2.09
10-12-2019,21400,13-08-2019,2.6,30-05-2019,2830,22-05-2019,2856.06,22-05-2019,25818.46,15-03-2019,2396.88,19-07-2019,38.67,19-07-2019,30.82,19-07-2019,1.1277,08-09-2019,52.88,15-07-2019,2.15
10-11-2019,21500,08-12-2019,2.6,29-05-2019,2830,21-05-2019,2854.02,21-05-2019,25782.34,14-03-2019,2405.11,18-07-2019,38.39,18-07-2019,30.9,18-07-2019,1.1224,08-08-2019,52.33,12-07-2019,2.136
10-10-2019,21550,08-09-2019,2.62,28-05-2019,2830,20-05-2019,2841.94,20-05-2019,25655.31,13-03-2019,2377.37,17-07-2019,38.35,17-07-2019,30.94,17-07-2019,1.1211,08-07-2019,53.42,11-07-2019,2.053
10-09-2019,21550,08-08-2019,2.59,27-05-2019,2850,17-05-2019,2858.6,17-05-2019,25719.95,03-12-2019,2387.58,16-07-2019,38.68,16-07-2019,30.89,16-07-2019,1.1257,08-06-2019,54.95,10-07-2019,2.067
10-08-2019,21450,08-07-2019,2.57,24-05-2019,2850,16-05-2019,2855.8,16-05-2019,25692.14,03-11-2019,2391.74,15-07-2019,38.9,15-07-2019,30.91,15-07-2019,1.1269,08-05-2019,55.38,09-07-2019,2.039
10-07-2019,21650,08-06-2019,2.55,23-05-2019,2865,15-05-2019,2820.38,15-05-2019,25400.13,03-08-2019,2389.7,07-12-2019,38.44,12-07-2019,30.78,12-07-2019,1.1254,08-02-2019,54.54,08-07-2019,2.041
10-05-2019,21600,08-05-2019,2.56,22-05-2019,2865,14-05-2019,2820.12,14-05-2019,25384.03,03-07-2019,2378.83,07-11-2019,38.37,11-07-2019,30.66,11-07-2019,1.1251,08-01-2019,57.85,05-07-2019,1.945
10-04-2019,21700,08-02-2019,2.61,21-05-2019,2865,13-05-2019,2840.19,13-05-2019,25568.06,03-06-2019,2396.62,07-10-2019,38.41,10-07-2019,30.82,10-07-2019,1.1208,31-07-2019,58.34,04-07-2019,1.946
10-03-2019,21650,08-01-2019,2.67,20-05-2019,2880,05-10-2019,2863.1,05-10-2019,25763.72,03-05-2019,2393.24,07-09-2019,38.55,09-07-2019,30.83,09-07-2019,1.1215,30-07-2019,57.07,03-07-2019,1.972
10-02-2019,21350,31-07-2019,2.69,17-05-2019,2880,05-09-2019,2859.84,05-09-2019,25878.85,03-04-2019,2405.98,07-08-2019,38.54,08-07-2019,30.78,08-07-2019,1.1223,29-07-2019,56.2,02-07-2019,2.017
10-01-2019,21200,30-07-2019,2.7,16-05-2019,2895,05-08-2019,2879.61,05-08-2019,25933.79,03-01-2019,2428.74,07-05-2019,38.59,05-07-2019,30.68,05-07-2019,1.1285,26-07-2019,55.93,01-07-2019,2.045
30-09-2019,21600,29-07-2019,2.69,15-05-2019,2895,05-07-2019,2913.03,05-07-2019,26276.9,28-02-2019,2448.07,07-04-2019,38.47,04-07-2019,30.65,04-07-2019,1.1278,25-07-2019,55.9,28-06-2019,2.017
27-09-2019,21750,26-07-2019,2.71,14-05-2019,2915,05-06-2019,2908.89,05-06-2019,26160.62,27-02-2019,2444.23,07-03-2019,38.49,03-07-2019,30.58,03-07-2019,1.1285,24-07-2019,57.23,27-06-2019,2.045
26-09-2019,21800,25-07-2019,2.71,13-05-2019,2925,05-03-2019,2929.21,05-03-2019,26379.14,26-02-2019,2447,07-02-2019,38.74,02-07-2019,30.67,02-07-2019,1.1286,23-07-2019,56.17,26-06-2019,1.999
25-09-2019,22050,24-07-2019,2.71,05-10-2019,2925,05-02-2019,2922.16,05-02-2019,26407.15,25-02-2019,2446.69,07-01-2019,38.96,01-07-2019,30.68,01-07-2019,1.1376,22-07-2019,56.22,25-06-2019,2.014
24-09-2019,21850,23-07-2019,2.72,05-09-2019,2940,05-01-2019,2952.33,05-01-2019,26639.06,22-02-2019,2412.36,28-06-2019,39.03,28-06-2019,30.8,28-06-2019,1.137,19-07-2019,55.72,24-06-2019,2.059
23-09-2019,21800,22-07-2019,2.75,05-08-2019,2940,30-04-2019,2937.14,30-04-2019,26594.56,21-02-2019,2416.15,27-06-2019,39,27-06-2019,30.76,27-06-2019,1.1369,18-07-2019,56.6,21-06-2019,2.018
20-09-2019,21600,19-07-2019,2.72,05-07-2019,2940,29-04-2019,2940.58,29-04-2019,26559.87,20-02-2019,2402.49,26-06-2019,39,26-06-2019,30.77,26-06-2019,1.1365,17-07-2019,57.52,20-06-2019,2.027
19-09-2019,21550,18-07-2019,2.7,05-03-2019,2940,26-04-2019,2925.81,26-04-2019,26454.62,18-02-2019,2412.95,25-06-2019,39.06,25-06-2019,30.67,25-06-2019,1.1399,16-07-2019,59.26,19-06-2019,2.063
18-09-2019,21600,17-07-2019,2.7,05-02-2019,2940,25-04-2019,2928.99,25-04-2019,26426.37,15-02-2019,2422.24,24-06-2019,39.18,24-06-2019,30.82,24-06-2019,1.1361,15-07-2019,60.25,18-06-2019,2.091
17-09-2019,21600,16-07-2019,2.72,05-01-2019,2940,24-04-2019,2934,24-04-2019,26652.56,14-02-2019,2435.48,21-06-2019,39.2,21-06-2019,30.86,21-06-2019,1.1292,07-12-2019,60.46,17-06-2019,2.092
16-09-2019,21650,15-07-2019,2.7,30-04-2019,2940,23-04-2019,2909.99,23-04-2019,26513.83,13-02-2019,2421.08,20-06-2019,39.49,20-06-2019,31.2,20-06-2019,1.1226,07-11-2019,60.44,14-06-2019,2.086
13-09-2019,21550,07-12-2019,2.69,29-04-2019,2940,22-04-2019,2898.78,22-04-2019,26510.77,02-12-2019,2402.11,19-06-2019,39.2,19-06-2019,31.23,19-06-2019,1.1193,07-10-2019,58.4,13-06-2019,2.124
09-12-2019,21550,07-11-2019,2.69,26-04-2019,2940,18-04-2019,2904.81,18-04-2019,26463.37,02-11-2019,2413.4,18-06-2019,39.31,18-06-2019,31.37,18-06-2019,1.1219,07-09-2019,57.56,12-06-2019,2.138
09-11-2019,21550,07-10-2019,2.63,25-04-2019,2940,17-04-2019,2916.04,17-04-2019,26468.53,02-08-2019,2418.82,17-06-2019,39.33,17-06-2019,31.25,17-06-2019,1.1216,07-08-2019,57.77,11-06-2019,2.141
09-10-2019,21550,07-09-2019,2.66,24-04-2019,2940,16-04-2019,2912.26,16-04-2019,26482.19,02-07-2019,2437.23,14-06-2019,39.56,14-06-2019,31.22,14-06-2019,1.1283,07-05-2019,57.38,10-06-2019,2.122
09-09-2019,21850,07-08-2019,2.67,23-04-2019,2940,15-04-2019,2908.32,15-04-2019,26407.76,02-06-2019,2430.54,13-06-2019,39.67,13-06-2019,31.29,13-06-2019,1.1287,07-04-2019,57.41,07-06-2019,2.128
09-07-2019,21850,07-05-2019,2.68,18-04-2019,2930,04-12-2019,2900.86,04-12-2019,26357.79,02-05-2019,2427.56,06-12-2019,39.82,12-06-2019,31.27,12-06-2019,1.1326,07-03-2019,56.49,06-06-2019,2.126
09-06-2019,21950,07-04-2019,2.69,17-04-2019,2920,04-11-2019,2891.92,04-11-2019,26188.21,02-04-2019,2431.95,06-11-2019,39.77,11-06-2019,31.35,11-06-2019,1.1312,07-02-2019,59.14,05-06-2019,2.131
09-05-2019,22250,07-03-2019,2.67,16-04-2019,2940,04-10-2019,2881.37,04-10-2019,26173.71,02-01-2019,2415.85,06-10-2019,39.72,10-06-2019,31.28,10-06-2019,1.1324,07-01-2019,59.27,04-06-2019,2.083
09-04-2019,22250,07-02-2019,2.69,15-04-2019,2970,04-09-2019,2886.58,04-09-2019,26243.54,31-01-2019,2410.89,06-07-2019,39.75,07-06-2019,31.31,07-06-2019,1.1276,28-06-2019,59.22,03-06-2019,2.126
09-03-2019,22050,07-01-2019,2.75,04-12-2019,2990,04-08-2019,2888.46,04-08-2019,26312.67,30-01-2019,2390.02,06-06-2019,39.85,06-06-2019,31.41,06-06-2019,1.1229,27-06-2019,59.27,31-05-2019,2.191
09-02-2019,22000,28-06-2019,2.72,04-11-2019,3005,04-05-2019,2884.16,04-05-2019,26427.56,29-01-2019,2382.56,06-05-2019,39.77,05-06-2019,31.32,05-06-2019,1.1251,26-06-2019,58.84,30-05-2019,2.262
30-08-2019,22050,27-06-2019,2.71,04-10-2019,3020,04-04-2019,2873.99,04-04-2019,26213.42,28-01-2019,2392.77,06-04-2019,39.65,04-06-2019,31.33,04-06-2019,1.1241,25-06-2019,57.74,29-05-2019,2.266
29-08-2019,22250,26-06-2019,2.73,04-09-2019,3040,04-03-2019,2876.09,04-03-2019,26238.03,25-01-2019,2388.09,06-03-2019,39.75,03-06-2019,31.47,03-06-2019,1.1168,24-06-2019,57.72,28-05-2019,2.308
28-08-2019,22200,25-06-2019,2.71,04-08-2019,3040,04-02-2019,2868.24,04-02-2019,26213.55,24-01-2019,2380.03,31-05-2019,40.06,31-05-2019,31.79,31-05-2019,1.1135,21-06-2019,57.26,27-05-2019,2.31
27-08-2019,22050,24-06-2019,2.7,04-05-2019,3040,04-01-2019,2848.63,04-01-2019,26075.1,23-01-2019,2353.4,30-05-2019,40.2,30-05-2019,31.83,30-05-2019,1.1132,20-06-2019,54.12,24-05-2019,2.32
26-08-2019,22200,21-06-2019,2.72,04-04-2019,3040,29-03-2019,2828.27,29-03-2019,25827.31,22-01-2019,2330.1,29-05-2019,40.32,29-05-2019,31.85,29-05-2019,1.1161,19-06-2019,54.09,23-05-2019,2.386
23-08-2019,21750,20-06-2019,2.7,04-03-2019,3040,28-03-2019,2809.4,28-03-2019,25693.32,21-01-2019,2328.55,28-05-2019,40.37,28-05-2019,31.83,28-05-2019,1.1199,18-06-2019,51.95,22-05-2019,2.426
22-08-2019,21800,19-06-2019,2.7,04-02-2019,3060,27-03-2019,2819.72,27-03-2019,25676.34,18-01-2019,2326.18,27-05-2019,40.45,27-05-2019,31.79,27-05-2019,1.1196,17-06-2019,52.5,21-05-2019,2.416
21-08-2019,21850,18-06-2019,2.65,04-01-2019,3130,26-03-2019,2812.66,26-03-2019,25649.56,17-01-2019,2315.88,24-05-2019,40.4,24-05-2019,31.93,24-05-2019,1.1182,14-06-2019,52.18,20-05-2019,2.4
20-08-2019,21750,17-06-2019,2.64,29-03-2019,3240,25-03-2019,2796.01,25-03-2019,25490.72,16-01-2019,2319.7,23-05-2019,40.43,23-05-2019,31.94,23-05-2019,1.1151,13-06-2019,51.07,17-05-2019,2.396
19-08-2019,21950,14-06-2019,2.65,28-03-2019,3335,22-03-2019,2844.52,22-03-2019,25844.65,15-01-2019,2330.32,22-05-2019,40.6,22-05-2019,31.96,22-05-2019,1.1167,06-12-2019,53.04,16-05-2019,2.373
16-08-2019,22100,13-06-2019,2.65,27-03-2019,3335,21-03-2019,2819.72,21-03-2019,25688.44,14-01-2019,2339.26,21-05-2019,40.57,21-05-2019,31.88,21-05-2019,1.1171,06-11-2019,53.43,15-05-2019,2.409
15-08-2019,22050,06-12-2019,2.67,26-03-2019,3335,20-03-2019,2831.34,20-03-2019,25867.79,01-11-2019,2340.01,20-05-2019,40.49,20-05-2019,31.85,20-05-2019,1.1158,06-10-2019,54.24,14-05-2019,2.401
14-08-2019,21800,06-11-2019,2.68,25-03-2019,3335,19-03-2019,2840.76,19-03-2019,25987.87,01-10-2019,2336.74,17-05-2019,40.54,17-05-2019,31.67,17-05-2019,1.1174,06-07-2019,53.1,13-05-2019,2.433
13-08-2019,21950,06-10-2019,2.64,22-03-2019,3290,18-03-2019,2822.61,18-03-2019,25801.88,01-09-2019,2360.79,16-05-2019,40.51,16-05-2019,31.55,16-05-2019,1.1202,06-06-2019,51.66,10-05-2019,2.455
08-12-2019,21700,06-07-2019,2.65,21-03-2019,3270,15-03-2019,2810.79,15-03-2019,25720.96,01-08-2019,2344.48,15-05-2019,40.7,15-05-2019,31.52,15-05-2019,1.1204,06-05-2019,52.86,09-05-2019,2.476
08-10-2019,21700,06-06-2019,2.64,20-03-2019,3240,14-03-2019,2810.38,14-03-2019,25692.31,01-07-2019,2329.85,14-05-2019,40.99,14-05-2019,31.63,14-05-2019,1.1224,06-04-2019,52.89,08-05-2019,2.457
08-09-2019,21750,06-05-2019,2.67,19-03-2019,3220,13-03-2019,2799.78,13-03-2019,25637.23,01-04-2019,2285.85,13-05-2019,41.02,13-05-2019,31.56,13-05-2019,1.1242,06-03-2019,53.42,07-05-2019,2.48
08-08-2019,21700,06-04-2019,2.66,18-03-2019,3200,03-12-2019,2787.34,03-12-2019,25600.3,01-03-2019,2307.1,05-10-2019,41.38,10-05-2019,31.8,10-05-2019,1.1215,31-05-2019,56.46,06-05-2019,2.482
08-07-2019,21450,06-03-2019,2.63,15-03-2019,3180,03-11-2019,2747.61,03-11-2019,25208,01-02-2019,2299.61,05-09-2019,41.37,09-05-2019,31.81,09-05-2019,1.1192,30-05-2019,59.12,03-05-2019,2.545
08-06-2019,21250,31-05-2019,2.64,14-03-2019,3160,03-08-2019,2730.79,03-08-2019,25347.38,28-12-2018,2274.54,05-08-2019,41.74,08-05-2019,31.91,08-05-2019,1.1191,29-05-2019,59.07,02-05-2019,2.522
08-05-2019,20950,30-05-2019,2.67,13-03-2019,3150,03-07-2019,2766.53,03-07-2019,25645.45,27-12-2018,2330.36,05-07-2019,41.78,07-05-2019,31.88,07-05-2019,1.1199,28-05-2019,58.94,01-05-2019,2.509
08-03-2019,20850,29-05-2019,2.7,03-12-2019,3140,03-06-2019,2790.27,03-06-2019,25818.76,26-12-2018,2284.96,05-06-2019,41.81,06-05-2019,31.91,06-05-2019,1.1172,27-05-2019,58.77,30-04-2019,2.527
08-02-2019,20800,28-05-2019,2.7,03-11-2019,3090,03-05-2019,2794.41,03-05-2019,25829.07,25-12-2018,2313.5,05-03-2019,41.71,03-05-2019,32.01,03-05-2019,1.1178,26-05-2019,58.94,29-04-2019,2.509
08-01-2019,20500,27-05-2019,2.7,03-08-2019,3000,03-04-2019,2814.37,03-04-2019,26122.19,24-12-2018,2335.22,05-02-2019,41.71,02-05-2019,32,02-05-2019,1.1202,24-05-2019,58.21,26-04-2019,2.529
31-07-2019,20700,26-05-2019,2.7,03-07-2019,2965,03-01-2019,2798.22,03-01-2019,26019.67,21-12-2018,2334.65,05-01-2019,41.58,01-05-2019,31.91,01-05-2019,1.1215,23-05-2019,61.31,25-04-2019,2.523
30-07-2019,20700,24-05-2019,2.68,03-06-2019,2940,28-02-2019,2788.11,28-02-2019,25984.28,20-12-2018,2342.31,30-04-2019,41.3,30-04-2019,31.92,30-04-2019,1.1186,22-05-2019,62.95,24-04-2019,2.572
29-07-2019,20700,23-05-2019,2.68,03-05-2019,2860,27-02-2019,2787.5,27-02-2019,25995.6,19-12-2018,2323.5,29-04-2019,41.23,29-04-2019,31.91,29-04-2019,1.1152,21-05-2019,63.22,23-04-2019,2.587
26-07-2019,20700,22-05-2019,2.72,03-04-2019,2820,26-02-2019,2792.36,26-02-2019,26051.61,18-12-2018,2340.52,26-04-2019,41.36,26-04-2019,32.07,26-04-2019,1.1131,20-05-2019,62.93,22-04-2019,2.558
25-07-2019,20750,21-05-2019,2.73,03-01-2019,2815,25-02-2019,2804.35,25-02-2019,26126.15,17-12-2018,2367.91,25-04-2019,41.35,25-04-2019,32.05,25-04-2019,1.1161,17-05-2019,63.12,18-04-2019,2.587
24-07-2019,20700,20-05-2019,2.73,28-02-2019,2750,22-02-2019,2780.67,22-02-2019,25906.27,14-12-2018,2366.19,24-04-2019,41.39,24-04-2019,31.99,24-04-2019,1.1229,16-05-2019,62.12,17-04-2019,2.585
23-07-2019,20650,17-05-2019,2.75,27-02-2019,2730,21-02-2019,2780.24,21-02-2019,25922.41,13-12-2018,2409.03,23-04-2019,41.43,23-04-2019,31.9,23-04-2019,1.1257,15-05-2019,61.37,16-04-2019,2.556
22-07-2019,20700,16-05-2019,2.75,26-02-2019,2715,20-02-2019,2779.05,20-02-2019,25872.26,12-12-2018,2415.28,22-04-2019,41.36,22-04-2019,31.83,22-04-2019,1.1244,14-05-2019,60.86,15-04-2019,2.558
19-07-2019,20900,15-05-2019,2.72,25-02-2019,2715,19-02-2019,2769.28,19-02-2019,25849.85,12-11-2018,2422.47,19-04-2019,41.35,19-04-2019,31.83,19-04-2019,1.1241,13-05-2019,61.65,12-04-2019,2.499
18-07-2019,20650,14-05-2019,2.72,22-02-2019,2715,15-02-2019,2760.24,15-02-2019,25564.63,12-07-2018,2439.64,18-04-2019,41.46,18-04-2019,31.79,18-04-2019,1.1297,05-10-2019,61.64,11-04-2019,2.474
17-07-2019,20500,13-05-2019,2.77,21-02-2019,2715,14-02-2019,2743.5,14-02-2019,25460.65,12-06-2018,2432.38,17-04-2019,41.55,17-04-2019,31.84,17-04-2019,1.1281,05-09-2019,62.02,10-04-2019,2.501
16-07-2019,20550,05-10-2019,2.77,20-02-2019,2700,13-02-2019,2750.3,13-02-2019,25480.86,12-04-2018,2468.19,16-04-2019,41.65,16-04-2019,31.78,16-04-2019,1.1303,05-08-2019,61.44,09-04-2019,2.519
15-07-2019,20550,05-09-2019,2.77,19-02-2019,2655,02-12-2019,2722.61,02-12-2019,25152.03,12-03-2018,2445.33,15-04-2019,41.52,15-04-2019,31.78,15-04-2019,1.13,05-07-2019,62.17,08-04-2019,2.503
07-12-2019,20400,05-08-2019,2.79,18-02-2019,2645,02-11-2019,2712.4,02-11-2019,25142.81,30-11-2018,2408.61,04-12-2019,41.63,12-04-2019,31.88,12-04-2019,1.1254,05-06-2019,61.43,05-04-2019,2.515
07-11-2019,20500,05-07-2019,2.83,15-02-2019,2590,02-08-2019,2692.36,02-08-2019,25042.36,29-11-2018,2417.16,04-11-2019,41.54,11-04-2019,31.74,11-04-2019,1.1273,05-03-2019,61.55,04-04-2019,2.517
07-10-2019,20250,05-06-2019,2.8,14-02-2019,2565,02-07-2019,2717.53,02-07-2019,25265.81,28-11-2018,2401.32,04-10-2019,41.49,10-04-2019,31.77,10-04-2019,1.1264,05-02-2019,63.61,03-04-2019,2.472
07-09-2019,20250,05-03-2019,2.78,13-02-2019,2555,02-06-2019,2735.05,02-06-2019,25371.57,27-11-2018,2390.38,04-09-2019,41.65,09-04-2019,31.88,09-04-2019,1.1272,05-01-2019,63.4,02-04-2019,2.488
07-08-2019,20250,05-02-2019,2.79,02-12-2019,2540,02-05-2019,2728.34,02-05-2019,25287.93,26-11-2018,2376.54,04-08-2019,41.58,08-04-2019,31.93,08-04-2019,1.1218,30-04-2019,63.58,01-04-2019,2.43
07-06-2019,20300,05-01-2019,2.91,02-11-2019,2515,02-04-2019,2706.49,02-04-2019,25062.12,23-11-2018,2353,04-05-2019,41.59,05-04-2019,31.79,05-04-2019,1.1223,29-04-2019,62.95,29-03-2019,2.393
07-05-2019,20500,30-04-2019,2.89,02-08-2019,2515,02-01-2019,2702.32,02-01-2019,25025.31,22-11-2018,2367.2,04-04-2019,41.79,04-04-2019,31.74,04-04-2019,1.1235,26-04-2019,65.13,28-03-2019,2.365
07-04-2019,20450,29-04-2019,2.89,02-07-2019,2510,31-01-2019,2685.49,31-01-2019,24954.48,21-11-2018,2346.57,04-03-2019,41.72,03-04-2019,31.79,03-04-2019,1.1205,25-04-2019,65.81,27-03-2019,2.425
07-03-2019,20500,26-04-2019,2.86,02-06-2019,2510,30-01-2019,2653.62,30-01-2019,24826.52,20-11-2018,2389.33,04-02-2019,41.52,02-04-2019,31.68,02-04-2019,1.1216,24-04-2019,66.17,26-03-2019,2.414
07-02-2019,20150,25-04-2019,2.91,02-05-2019,2510,29-01-2019,2644.89,29-01-2019,24519.62,19-11-2018,2392.32,04-01-2019,41.34,01-04-2019,31.68,01-04-2019,1.1218,23-04-2019,65.75,25-03-2019,2.453
07-01-2019,20150,24-04-2019,2.9,02-04-2019,2500,28-01-2019,2644.97,28-01-2019,24596.98,16-11-2018,2401.6,29-03-2019,41.58,29-03-2019,31.87,29-03-2019,1.1221,22-04-2019,64,22-03-2019,2.539
28-06-2019,20550,23-04-2019,2.91,02-01-2019,2500,25-01-2019,2657.44,25-01-2019,24687.21,15-11-2018,2426.44,28-03-2019,42.09,28-03-2019,31.91,28-03-2019,1.1244,18-04-2019,63.75,21-03-2019,2.524
