Date_Y,Y,Date_DJI,DJI,Date_Set,Set,Date_GBP_THB,GBP_THB,Date_EURUSD,EURUSD,Date_Oil,Oil,Date_USATen,USATen,Date_XAG,XAG
02-03-2017,20550,11-07-2016,18161.53,01-04-2016,2003.9,13-10-2016,43.52,13-10-2016,1.1004,12-10-2016,50.84,10-10-2016,1.723,10-10-2016,17.607
01-03-2017,20600,08-07-2016,17971.22,31-03-2016,2009.79,12-10-2016,42.95,10-12-2016,1.1053,11-10-2016,51.1,10-07-2016,1.732,07-10-2016,17.341
28-02-2017,20600,07-07-2016,17924.24,30-03-2016,2002.37,11-10-2016,43.41,10-11-2016,1.1136,10-10-2016,49.57,10-06-2016,1.709,06-10-2016,17.754
27-02-2017,20650,06-07-2016,17807.47,29-03-2016,1981.79,10-10-2016,43.33,10-10-2016,1.1196,07-10-2016,50.59,10-05-2016,1.685,05-10-2016,17.806
24-02-2017,20550,05-07-2016,17904.45,28-03-2016,1992.53,07-10-2016,43.95,10-07-2016,1.1151,06-10-2016,49.65,10-04-2016,1.629,04-10-2016,18.811
23-02-2017,20400,01-07-2016,17924.24,25-03-2016,2014.67,06-10-2016,44.38,10-06-2016,1.1205,05-10-2016,49.26,10-03-2016,1.6,03-10-2016,19.169
22-02-2017,20400,30-06-2016,17712.76,24-03-2016,2013.53,05-10-2016,44.27,10-05-2016,1.1206,04-10-2016,48.65,30-09-2016,1.553,30-09-2016,19.105
21-02-2017,20400,29-06-2016,17456.02,23-03-2016,1995.83,04-10-2016,44.48,10-04-2016,1.121,03-10-2016,48.04,29-09-2016,1.586,29-09-2016,19.196
20-02-2017,20400,28-06-2016,17190.51,22-03-2016,2005.97,03-10-2016,44.75,10-03-2016,1.1235,30-09-2016,47.76,28-09-2016,1.558,28-09-2016,19.115
17-02-2017,20400,27-06-2016,17355.21,21-03-2016,1975.44,30-09-2016,44.94,30-09-2016,1.1225,29-09-2016,47.2,27-09-2016,1.589,27-09-2016,19.43
16-02-2017,20400,24-06-2016,17946.63,18-03-2016,1979.35,29-09-2016,44.99,29-09-2016,1.1217,28-09-2016,44.96,26-09-2016,1.617,26-09-2016,19.705
15-02-2017,20300,23-06-2016,17844.11,17-03-2016,1980.68,28-09-2016,45.04,28-09-2016,1.1214,27-09-2016,45.62,24-09-2016,1.62,23-09-2016,19.89
14-02-2017,20300,22-06-2016,17832.67,16-03-2016,1980.53,27-09-2016,44.86,27-09-2016,1.1253,26-09-2016,44.62,23-09-2016,1.623,22-09-2016,19.867
13-02-2017,20350,21-06-2016,17827.33,15-03-2016,1984.33,26-09-2016,44.97,26-09-2016,1.1221,23-09-2016,46.07,22-09-2016,1.649,21-09-2016,19.315
10-02-2017,20250,20-06-2016,17736.87,14-03-2016,2006.69,23-09-2016,45.25,23-09-2016,1.1209,22-09-2016,45.62,21-09-2016,1.689,20-09-2016,19.166
09-02-2017,20450,17-06-2016,17733.44,11-03-2016,1979.94,22-09-2016,45.16,22-09-2016,1.1193,21-09-2016,44.5,20-09-2016,1.708,19-09-2016,18.813
08-02-2017,20400,16-06-2016,17602.23,10-03-2016,1993.44,21-09-2016,45.13,21-09-2016,1.1152,20-09-2016,43.13,19-09-2016,1.693,16-09-2016,18.982
07-02-2017,20350,15-06-2016,17703.65,09-03-2016,1957.43,20-09-2016,45.34,20-09-2016,1.1178,19-09-2016,43.18,17-09-2016,1.694,15-09-2016,18.972
06-02-2017,20200,14-06-2016,17710.77,08-03-2016,1993.37,19-09-2016,45.36,19-09-2016,1.1161,16-09-2016,43.71,16-09-2016,1.689,14-09-2016,18.894
03-02-2017,20100,13-06-2016,17830.5,07-03-2016,1983.66,16-09-2016,46.16,16-09-2016,1.1244,15-09-2016,43.7,15-09-2016,1.696,13-09-2016,19.1
02-02-2017,20050,10-06-2016,17938.82,04-03-2016,1985.1,15-09-2016,46.12,15-09-2016,1.1249,14-09-2016,45,14-09-2016,1.725,12-09-2016,19.101
01-02-2017,20050,09-06-2016,17969.98,03-03-2016,1962.06,14-09-2016,46.08,14-09-2016,1.1216,13-09-2016,46.06,13-09-2016,1.661,09-09-2016,19.607
31-01-2017,19900,08-06-2016,17931.91,02-03-2016,1935.69,13-09-2016,46.48,13-09-2016,1.1236,12-09-2016,45.57,09-12-2016,1.668,08-09-2016,19.814
30-01-2017,19850,07-06-2016,17936.22,01-03-2016,1900.86,12-09-2016,46.27,09-12-2016,1.1232,09-09-2016,47.36,09-09-2016,1.602,07-09-2016,20.035
27-01-2017,19800,06-06-2016,17825.69,29-02-2016,1912.05,09-09-2016,46.21,09-09-2016,1.1262,08-09-2016,46.12,09-08-2016,1.541,06-09-2016,19.525
26-01-2017,19950,03-06-2016,17799.8,26-02-2016,1902.88,08-09-2016,46.2,09-08-2016,1.124,07-09-2016,44.85,09-07-2016,1.541,05-09-2016,19.415
25-01-2017,20150,02-06-2016,17789.05,25-02-2016,1902.59,07-09-2016,46.48,09-07-2016,1.1255,06-09-2016,44.15,09-06-2016,1.609,02-09-2016,18.899
24-01-2017,20200,01-06-2016,17754.55,24-02-2016,1878.33,06-09-2016,46.18,09-06-2016,1.1147,05-09-2016,44.12,09-05-2016,1.607,01-09-2016,18.667
23-01-2017,20250,31-05-2016,17891.5,23-02-2016,1885.28,05-09-2016,46.03,09-05-2016,1.1153,02-09-2016,43.55,09-02-2016,1.571,31-08-2016,18.635
20-01-2017,20100,27-05-2016,17826.85,19-02-2016,1830.81,02-09-2016,45.89,09-02-2016,1.1197,01-09-2016,44.85,09-01-2016,1.58,30-08-2016,18.898
19-01-2017,20100,26-05-2016,17859.52,18-02-2016,1834.11,01-09-2016,45.48,09-01-2016,1.1157,31-08-2016,46.24,31-08-2016,1.57,29-08-2016,18.677
18-01-2017,20200,25-05-2016,17735.09,17-02-2016,1814.02,31-08-2016,45.24,31-08-2016,1.1143,30-08-2016,46.98,30-08-2016,1.573,26-08-2016,18.53
17-01-2017,20100,24-05-2016,17525.19,16-02-2016,1829.19,30-08-2016,45.31,30-08-2016,1.1189,29-08-2016,47.22,29-08-2016,1.626,25-08-2016,18.567
16-01-2017,20050,23-05-2016,17507.04,15-02-2016,1814.94,29-08-2016,45.5,29-08-2016,1.1192,26-08-2016,47.37,26-08-2016,1.571,24-08-2016,18.879
13-01-2017,19950,20-05-2016,17437.32,12-02-2016,1804.64,26-08-2016,45.57,26-08-2016,1.1284,25-08-2016,46.8,25-08-2016,1.564,23-08-2016,18.94
12-01-2017,19950,19-05-2016,17514.16,11-02-2016,1829.06,25-08-2016,45.81,25-08-2016,1.1266,24-08-2016,47.59,24-08-2016,1.556,22-08-2016,19.014
11-01-2017,19950,18-05-2016,17501.28,10-02-2016,1830.01,24-08-2016,45.65,24-08-2016,1.1305,23-08-2016,47.39,23-08-2016,1.551,19-08-2016,19.798
10-01-2017,19850,17-05-2016,17701.46,09-02-2016,1830.2,23-08-2016,45.5,23-08-2016,1.1321,22-08-2016,48.4,22-08-2016,1.597,18-08-2016,19.69
09-01-2017,19850,16-05-2016,17531.76,08-02-2016,1846.86,22-08-2016,45.22,22-08-2016,1.1306,19-08-2016,48.33,19-08-2016,1.546,17-08-2016,19.801
07-01-2017,19800,13-05-2016,17711.12,05-02-2016,1844.81,19-08-2016,45.49,19-08-2016,1.1351,18-08-2016,46.9,18-08-2016,1.539,16-08-2016,19.827
06-01-2017,19850,12-05-2016,17722.01,04-02-2016,1836.22,18-08-2016,45.17,18-08-2016,1.1293,17-08-2016,46.37,17-08-2016,1.568,15-08-2016,19.78
05-01-2017,19800,11-05-2016,17919.03,03-02-2016,1797.79,17-08-2016,45.15,17-08-2016,1.1279,16-08-2016,45.59,16-08-2016,1.554,12-08-2016,19.965
04-01-2017,19650,10-05-2016,17726.66,02-02-2016,1830.86,16-08-2016,44.54,16-08-2016,1.1182,15-08-2016,44.74,15-08-2016,1.512,11-08-2016,20.105
03-01-2017,19600,09-05-2016,17743.85,01-02-2016,1838.98,15-08-2016,44.89,15-08-2016,1.1162,12-08-2016,43.46,13-08-2016,1.51,10-08-2016,19.934
30-12-2016,19600,06-05-2016,17650.3,29-01-2016,1822.01,12-08-2016,44.97,08-12-2016,1.1139,11-08-2016,41.48,08-12-2016,1.559,09-08-2016,19.719
29-12-2016,19500,05-05-2016,17664.48,28-01-2016,1806.95,11-08-2016,45.23,08-11-2016,1.1175,10-08-2016,42.74,08-11-2016,1.505,08-08-2016,19.6
28-12-2016,19400,04-05-2016,17735.02,27-01-2016,1794.46,10-08-2016,45.37,08-10-2016,1.1117,09-08-2016,42.83,08-10-2016,1.545,05-08-2016,20.371
27-12-2016,19300,03-05-2016,17870.75,26-01-2016,1767.66,09-08-2016,45.59,08-09-2016,1.109,08-08-2016,41.99,08-09-2016,1.59,04-08-2016,20.423
26-12-2016,19300,02-05-2016,17783.78,25-01-2016,1793.36,08-08-2016,45.78,08-08-2016,1.1088,05-08-2016,41.84,08-08-2016,1.595,03-08-2016,20.676
23-12-2016,19250,29-04-2016,17813.09,22-01-2016,1766.12,05-08-2016,45.73,08-05-2016,1.1128,04-08-2016,41.16,08-06-2016,1.59,02-08-2016,20.461
22-12-2016,19250,28-04-2016,18023.88,21-01-2016,1765.73,04-08-2016,46.65,08-04-2016,1.1149,03-08-2016,39.7,08-05-2016,1.501,01-08-2016,20.349
21-12-2016,19300,27-04-2016,17996.14,20-01-2016,1751.84,03-08-2016,46.41,08-03-2016,1.1224,02-08-2016,40.08,08-04-2016,1.544,29-07-2016,20.183
20-12-2016,19300,26-04-2016,17987.38,19-01-2016,1743.45,02-08-2016,45.81,08-02-2016,1.1162,01-08-2016,41.35,08-03-2016,1.559,28-07-2016,20.352
19-12-2016,19250,25-04-2016,17990.94,18-01-2016,1720.66,01-08-2016,46.01,08-01-2016,1.1177,29-07-2016,41.12,08-02-2016,1.52,27-07-2016,19.642
16-12-2016,19150,22-04-2016,17985.05,15-01-2016,1784.3,29-07-2016,45.86,29-07-2016,1.1079,28-07-2016,41.93,08-01-2016,1.463,26-07-2016,19.579
15-12-2016,19300,21-04-2016,18092.84,14-01-2016,1780.63,28-07-2016,46.16,28-07-2016,1.1058,27-07-2016,42.66,29-07-2016,1.501,25-07-2016,19.657
14-12-2016,19500,20-04-2016,18059.49,13-01-2016,1787.59,27-07-2016,45.93,27-07-2016,1.0986,26-07-2016,43.07,28-07-2016,1.504,22-07-2016,19.755
13-12-2016,19550,19-04-2016,18012.1,12-01-2016,1726.17,26-07-2016,45.99,26-07-2016,1.0997,25-07-2016,44.2,27-07-2016,1.563,21-07-2016,19.42
12-12-2016,19550,18-04-2016,17890.2,11-01-2016,1728.09,25-07-2016,45.88,25-07-2016,1.0972,22-07-2016,44.6,26-07-2016,1.568,20-07-2016,19.91
10-12-2016,19600,15-04-2016,17925.95,08-01-2016,1726.53,22-07-2016,46.26,22-07-2016,1.103,21-07-2016,45.65,25-07-2016,1.571,19-07-2016,20.048
09-12-2016,19650,14-04-2016,17912.25,07-01-2016,1733.91,21-07-2016,46.25,21-07-2016,1.1013,20-07-2016,44.59,22-07-2016,1.549,18-07-2016,20.168
08-12-2016,19800,13-04-2016,17741.66,06-01-2016,1756.7,20-07-2016,45.9,20-07-2016,1.102,19-07-2016,45.23,21-07-2016,1.58,15-07-2016,20.351
07-12-2016,19700,12-04-2016,17571.34,05-01-2016,1786.57,19-07-2016,46.31,19-07-2016,1.1073,18-07-2016,46.12,20-07-2016,1.559,14-07-2016,20.405
06-12-2016,19750,11-04-2016,17586.48,04-01-2016,1817.6,18-07-2016,46.09,18-07-2016,1.1043,15-07-2016,45.52,19-07-2016,1.573,13-07-2016,20.167
02-12-2016,19800,08-04-2016,17555.39,30-12-2015,1817.63,15-07-2016,46.72,15-07-2016,1.1118,14-07-2016,45.14,18-07-2016,1.575,12-07-2016,20.318
01-12-2016,19700,07-04-2016,17687.28,29-12-2015,1814.31,14-07-2016,46.24,14-07-2016,1.1089,13-07-2016,46.58,15-07-2016,1.52,11-07-2016,20.358
30-11-2016,20050,06-04-2016,17605.45,28-12-2015,1823.68,13-07-2016,46.64,13-07-2016,1.1061,12-07-2016,44.58,14-07-2016,1.471,08-07-2016,19.68
29-11-2016,20000,05-04-2016,17718.03,25-12-2015,1825.4,12-07-2016,45.67,07-12-2016,1.1058,11-07-2016,45.07,13-07-2016,1.508,07-07-2016,20.085
28-11-2016,20050,04-04-2016,17799.39,24-12-2015,1827.92,11-07-2016,45.54,07-11-2016,1.1052,08-07-2016,45.19,07-12-2016,1.425,06-07-2016,19.985
25-11-2016,19800,01-04-2016,17661.74,23-12-2015,1804.42,08-07-2016,45.46,07-08-2016,1.1063,07-07-2016,47.88,07-11-2016,1.366,05-07-2016,20.303
24-11-2016,20000,31-03-2016,17716.05,22-12-2015,1807.68,07-07-2016,45.52,07-07-2016,1.1101,06-07-2016,46.83,07-08-2016,1.39,04-07-2016,19.776
23-11-2016,20350,30-03-2016,17652.36,21-12-2015,1796.99,06-07-2016,45.77,07-06-2016,1.1075,05-07-2016,49.11,07-07-2016,1.37,01-07-2016,18.797
22-11-2016,20400,29-03-2016,17512.58,18-12-2015,1851.38,05-07-2016,46.57,07-05-2016,1.1154,04-07-2016,49.01,07-06-2016,1.367,30-06-2016,18.297
21-11-2016,20350,28-03-2016,17526.08,17-12-2015,1846.3,04-07-2016,46.5,07-04-2016,1.1142,03-07-2016,49.14,07-05-2016,1.439,29-06-2016,17.791
18-11-2016,20300,24-03-2016,17485.33,16-12-2015,1862.04,01-07-2016,46.73,07-01-2016,1.1104,01-07-2016,48.38,07-04-2016,1.456,28-06-2016,17.742
17-11-2016,20500,23-03-2016,17588.81,15-12-2015,1819.71,30-06-2016,47.15,30-06-2016,1.1124,30-06-2016,49.55,07-01-2016,1.471,27-06-2016,17.834
16-11-2016,20550,22-03-2016,17602.71,14-12-2015,1791.3,29-06-2016,46.98,29-06-2016,1.1065,29-06-2016,48.06,30-06-2016,1.512,24-06-2016,17.157
15-11-2016,20500,21-03-2016,17589.7,11-12-2015,1849.9,28-06-2016,46.69,28-06-2016,1.1025,28-06-2016,46.59,29-06-2016,1.465,23-06-2016,17.224
14-11-2016,20400,18-03-2016,17481.49,09-12-2015,1868.84,27-06-2016,47.85,27-06-2016,1.1072,27-06-2016,47.81,28-06-2016,1.439,22-06-2016,17.307
11-11-2016,21000,17-03-2016,17321.38,08-12-2015,1889.27,24-06-2016,52.19,24-06-2016,1.1392,24-06-2016,50.3,27-06-2016,1.507,21-06-2016,17.506
10-11-2016,21300,16-03-2016,17249.34,04-12-2015,1907.57,23-06-2016,51.7,23-06-2016,1.1298,23-06-2016,49.08,24-06-2016,1.682,20-06-2016,17.4
09-11-2016,21450,15-03-2016,17217.15,03-12-2015,1899.19,22-06-2016,51.57,22-06-2016,1.1242,22-06-2016,50.22,23-06-2016,1.702,17-06-2016,17.203
08-11-2016,21200,14-03-2016,17207.49,02-12-2015,1938.39,21-06-2016,51.71,21-06-2016,1.1312,21-06-2016,49.14,22-06-2016,1.697,16-06-2016,17.556
07-11-2016,21350,11-03-2016,17014.99,01-12-2015,1945.32,20-06-2016,50.48,20-06-2016,1.1285,20-06-2016,48.29,21-06-2016,1.671,15-06-2016,17.395
05-11-2016,21500,10-03-2016,17006.05,30-11-2015,1941.8,17-06-2016,50.13,17-06-2016,1.1226,17-06-2016,45.99,20-06-2016,1.656,14-06-2016,17.441
04-11-2016,21450,09-03-2016,16969.17,27-11-2015,1948.04,16-06-2016,50.04,16-06-2016,1.126,16-06-2016,47.45,17-06-2016,1.589,13-06-2016,17.343
03-11-2016,21400,08-03-2016,17050.67,26-11-2015,1979.44,15-06-2016,49.82,15-06-2016,1.1205,15-06-2016,47.9,16-06-2016,1.57,10-06-2016,17.29
02-11-2016,21300,07-03-2016,16991.29,25-11-2015,1985.99,14-06-2016,50.21,14-06-2016,1.1293,14-06-2016,48.52,15-06-2016,1.613,09-06-2016,17.049
01-11-2016,21050,04-03-2016,16945,24-11-2015,1998.92,13-06-2016,50.31,13-06-2016,1.1253,13-06-2016,48.85,14-06-2016,1.611,08-06-2016,16.41
31-10-2016,21050,03-03-2016,16896.17,23-11-2015,2003.4,10-06-2016,50.82,06-10-2016,1.1317,10-06-2016,50.47,13-06-2016,1.625,07-06-2016,16.47
28-10-2016,21050,02-03-2016,16851.17,20-11-2015,1986.01,09-06-2016,50.91,06-09-2016,1.1399,09-06-2016,51.45,06-10-2016,1.68,06-06-2016,16.39
27-10-2016,20950,01-03-2016,16545.67,19-11-2015,1983.55,08-06-2016,51.2,06-08-2016,1.1358,08-06-2016,50.41,06-09-2016,1.704,03-06-2016,15.99
26-10-2016,21000,29-02-2016,16634.15,18-11-2015,1993.19,07-06-2016,50.91,06-07-2016,1.1355,07-06-2016,49.71,06-08-2016,1.719,02-06-2016,15.96
25-10-2016,20900,26-02-2016,16712.7,17-11-2015,2005.15,06-06-2016,51.33,06-06-2016,1.1353,06-06-2016,48.88,06-07-2016,1.733,01-06-2016,16
21-10-2016,20950,25-02-2016,16504.38,16-11-2015,1962.91,03-06-2016,51.36,06-03-2016,1.1152,03-06-2016,49.04,06-06-2016,1.704,31-05-2016,16.01
20-10-2016,20950,24-02-2016,16418.84,13-11-2015,1978.59,02-06-2016,51.43,06-02-2016,1.1189,02-06-2016,48.9,06-03-2016,1.808,30-05-2016,16.22
19-10-2016,20850,23-02-2016,16610.39,12-11-2015,1981.11,01-06-2016,51.77,06-01-2016,1.1133,01-06-2016,48.82,06-02-2016,1.837,27-05-2016,16.3
18-10-2016,20900,22-02-2016,16417.13,11-11-2015,2005.82,31-05-2016,52.33,31-05-2016,1.1138,31-05-2016,49.54,06-01-2016,1.844,26-05-2016,16.26
17-10-2016,20950,19-02-2016,16410.96,10-11-2015,2007.28,30-05-2016,52.14,30-05-2016,1.1117,30-05-2016,49.56,31-05-2016,1.86,25-05-2016,16.2
15-10-2016,20900,18-02-2016,16483.76,09-11-2015,2031.12,27-05-2016,52.23,27-05-2016,1.1193,27-05-2016,49.31,30-05-2016,1.851,24-05-2016,16.37
14-10-2016,20950,17-02-2016,16217.98,06-11-2015,2031.18,26-05-2016,52.4,26-05-2016,1.1154,26-05-2016,49.7,27-05-2016,1.833,23-05-2016,16.48
13-10-2016,21150,16-02-2016,16012.39,05-11-2015,2046.68,25-05-2016,52.26,25-05-2016,1.1141,25-05-2016,49.09,26-05-2016,1.86,20-05-2016,16.48
12-10-2016,20950,12-02-2016,15691.62,04-11-2015,2048.89,24-05-2016,51.67,24-05-2016,1.1219,24-05-2016,48.08,25-05-2016,1.859,19-05-2016,16.85
11-10-2016,20900,11-02-2016,15897.82,03-11-2015,2048.61,23-05-2016,51.72,23-05-2016,1.1218,23-05-2016,48.46,24-05-2016,1.838,18-05-2016,17.23
10-10-2016,20800,10-02-2016,16035.61,02-11-2015,2006.92,20-05-2016,52.14,20-05-2016,1.1204,20-05-2016,48.2,23-05-2016,1.838,17-05-2016,17.13
08-10-2016,20750,09-02-2016,16005.41,30-10-2015,2001.48,19-05-2016,52.07,19-05-2016,1.1216,19-05-2016,47.87,20-05-2016,1.849,16-05-2016,17.06
07-10-2016,20700,08-02-2016,16147.51,29-10-2015,2028.06,18-05-2016,51.33,18-05-2016,1.1313,18-05-2016,48.53,19-05-2016,1.849,13-05-2016,16.97
06-10-2016,20850,05-02-2016,16417.95,28-10-2015,2049.38,17-05-2016,50.96,17-05-2016,1.1321,17-05-2016,47.9,18-05-2016,1.774,12-05-2016,17.4
05-10-2016,20900,04-02-2016,16329.67,27-10-2015,2049.24,16-05-2016,50.85,16-05-2016,1.1311,16-05-2016,46.28,17-05-2016,1.753,11-05-2016,17.11
04-10-2016,21450,03-02-2016,16186.2,26-10-2015,2060.35,13-05-2016,51.05,13-05-2016,1.1378,13-05-2016,46.41,16-05-2016,1.702,10-05-2016,17.01
03-10-2016,21550,02-02-2016,16420.21,22-10-2015,2036.61,12-05-2016,50.95,05-12-2016,1.1426,12-05-2016,46,13-05-2016,1.752,09-05-2016,17.39
30-09-2016,21650,01-02-2016,16453.63,21-10-2015,2045.4,11-05-2016,50.86,05-11-2016,1.1373,11-05-2016,44.6,05-12-2016,1.724,06-05-2016,17.33
29-09-2016,21650,29-01-2016,16090.26,20-10-2015,2039.31,10-05-2016,50.75,05-10-2016,1.1385,10-05-2016,43.25,05-11-2016,1.767,05-05-2016,17.37
28-09-2016,21650,28-01-2016,15960.28,19-10-2015,2052.21,09-05-2016,50.66,05-09-2016,1.1401,09-05-2016,45,05-10-2016,1.753,04-05-2016,17.41
27-09-2016,21800,27-01-2016,16168.74,16-10-2015,2063.35,06-05-2016,50.93,05-06-2016,1.1408,06-05-2016,44.52,05-09-2016,1.789,03-05-2016,17.54
26-09-2016,21850,26-01-2016,15893.16,15-10-2015,2035.56,05-05-2016,50.91,05-05-2016,1.1486,05-05-2016,44.04,05-06-2016,1.756,02-05-2016,17.86
24-09-2016,21850,25-01-2016,16086.46,14-10-2015,2032.54,04-05-2016,50.81,05-04-2016,1.1496,04-05-2016,43.85,05-05-2016,1.793,29-04-2016,17.57
23-09-2016,21800,22-01-2016,15921.1,13-10-2015,2038.83,03-05-2016,51.11,05-03-2016,1.1533,03-05-2016,44.92,05-04-2016,1.807,28-04-2016,17.23
22-09-2016,21800,21-01-2016,15768.87,12-10-2015,2052.12,02-05-2016,51.02,05-02-2016,1.1447,02-05-2016,45.9,05-03-2016,1.856,27-04-2016,17.16
21-09-2016,21600,20-01-2016,15989.45,09-10-2015,2037.15,29-04-2016,51.11,29-04-2016,1.1354,29-04-2016,45.9,05-02-2016,1.83,26-04-2016,16.98
20-09-2016,21650,19-01-2016,16009.45,08-10-2015,2017.02,28-04-2016,51.04,28-04-2016,1.132,28-04-2016,45.3,29-04-2016,1.839,25-04-2016,16.93
19-09-2016,21650,15-01-2016,16354.33,07-10-2015,1985.69,27-04-2016,51.21,27-04-2016,1.1298,27-04-2016,44.64,28-04-2016,1.847,22-04-2016,16.99
17-09-2016,21650,14-01-2016,16159.01,06-10-2015,1969.49,26-04-2016,50.79,26-04-2016,1.1265,26-04-2016,42.96,27-04-2016,1.922,21-04-2016,16.94
16-09-2016,21650,13-01-2016,16526.63,05-10-2015,1946.61,25-04-2016,50.56,25-04-2016,1.1231,25-04-2016,43.75,26-04-2016,1.907,20-04-2016,16.94
15-09-2016,21800,12-01-2016,16419.11,02-10-2015,1931.08,22-04-2016,50.22,22-04-2016,1.129,22-04-2016,43.42,25-04-2016,1.891,19-04-2016,16.23
14-09-2016,21800,11-01-2016,16358.71,01-10-2015,1942.79,21-04-2016,49.97,21-04-2016,1.1297,21-04-2016,43.97,22-04-2016,1.868,18-04-2016,16.25
13-09-2016,21900,08-01-2016,16519.17,30-09-2015,1941.85,20-04-2016,50.1,20-04-2016,1.1356,20-04-2016,40.8,21-04-2016,1.84,15-04-2016,16.16
12-09-2016,21850,07-01-2016,16888.36,29-09-2015,1925.38,19-04-2016,49.9,19-04-2016,1.1314,19-04-2016,40.04,20-04-2016,1.78,14-04-2016,16.2
09-09-2016,21950,06-01-2016,17154.83,28-09-2015,1966.57,18-04-2016,49.81,18-04-2016,1.1297,18-04-2016,38.75,19-04-2016,1.783,13-04-2016,16.18
08-09-2016,22000,05-01-2016,17147.5,25-09-2015,1979.61,15-04-2016,49.65,15-04-2016,1.1271,15-04-2016,41.43,18-04-2016,1.726,12-04-2016,15.93
07-09-2016,22000,04-01-2016,17405.48,24-09-2015,1972.88,14-04-2016,49.78,14-04-2016,1.1274,14-04-2016,41.54,15-04-2016,1.787,11-04-2016,15.37
06-09-2016,21750,31-12-2015,17590.66,23-09-2015,1976.35,13-04-2016,49.94,13-04-2016,1.1385,13-04-2016,41.63,14-04-2016,1.773,08-04-2016,15.22
05-09-2016,21650,30-12-2015,17711.94,22-09-2015,2018.19,12-04-2016,49.85,04-12-2016,1.1408,12-04-2016,40.35,13-04-2016,1.778,07-04-2016,15.06
03-09-2016,21650,29-12-2015,17547.37,21-09-2015,1997.46,11-04-2016,49.57,04-11-2016,1.1407,11-04-2016,39.72,04-12-2016,1.729,06-04-2016,15.13
02-09-2016,21450,28-12-2015,17535.66,18-09-2015,2015.24,08-04-2016,49.46,04-08-2016,1.1379,08-04-2016,37.52,04-11-2016,1.732,05-04-2016,14.93
01-09-2016,21450,24-12-2015,17593.26,17-09-2015,2004.08,07-04-2016,49.72,04-07-2016,1.1398,07-04-2016,37.76,04-08-2016,1.701,04-04-2016,15.01
31-08-2016,21500,23-12-2015,17427.63,16-09-2015,1983.6,06-04-2016,49.95,04-06-2016,1.1384,06-04-2016,36.52,04-07-2016,1.758,01-04-2016,15.43
30-08-2016,21600,22-12-2015,17253.55,15-09-2015,1984.55,05-04-2016,50.26,04-05-2016,1.1389,05-04-2016,35.5,04-06-2016,1.732,31-03-2016,15.21
29-08-2016,21550,21-12-2015,17154.94,14-09-2015,1994.21,04-04-2016,50.01,04-04-2016,1.1393,04-04-2016,36.61,04-05-2016,1.764,30-03-2016,15.36
26-08-2016,21600,18-12-2015,17495.04,11-09-2015,2024.11,01-04-2016,50.4,04-01-2016,1.138,01-04-2016,38.14,04-04-2016,1.765,29-03-2016,15.22
25-08-2016,21700,17-12-2015,17756.54,10-09-2015,2004.35,31-03-2016,50.62,31-03-2016,1.1338,31-03-2016,38.3,04-01-2016,1.784,28-03-2016,15.18
24-08-2016,21850,16-12-2015,17530.85,09-09-2015,2012.45,30-03-2016,50.81,30-03-2016,1.129,30-03-2016,38.52,31-03-2016,1.816,25-03-2016,15.14
23-08-2016,21850,15-12-2015,17374.78,08-09-2015,1978.48,29-03-2016,50.32,29-03-2016,1.1198,29-03-2016,39.32,30-03-2016,1.809,24-03-2016,15.19
22-08-2016,21900,14-12-2015,17277.11,07-09-2015,1975.49,28-03-2016,49.87,28-03-2016,1.1164,28-03-2016,39.55,29-03-2016,1.883,23-03-2016,15.87
19-08-2016,22000,11-12-2015,17574.75,04-09-2015,1992.93,25-03-2016,49.99,25-03-2016,1.1176,24-03-2016,39.73,28-03-2016,1.914,22-03-2016,15.83
18-08-2016,22100,10-12-2015,17493.17,03-09-2015,1999.16,24-03-2016,49.66,24-03-2016,1.1179,23-03-2016,41.19,24-03-2016,1.884,21-03-2016,15.82
17-08-2016,22000,09-12-2015,17558.18,02-09-2015,1966.5,23-03-2016,49.62,23-03-2016,1.1218,22-03-2016,41.59,23-03-2016,1.951,18-03-2016,15.93
16-08-2016,21950,08-12-2015,17703.99,01-09-2015,2002.25,22-03-2016,50.14,22-03-2016,1.1245,21-03-2016,39.06,22-03-2016,1.919,17-03-2016,15.62
15-08-2016,22000,07-12-2015,17845.49,31-08-2015,1979.63,21-03-2016,50.5,21-03-2016,1.127,18-03-2016,40.25,21-03-2016,1.893,16-03-2016,15.26
13-08-2016,21950,04-12-2015,17482.68,28-08-2015,1992.59,18-03-2016,50.32,18-03-2016,1.1319,17-03-2016,38.59,18-03-2016,1.901,15-03-2016,15.36
11-08-2016,22050,03-12-2015,17741.57,27-08-2015,1931.45,17-03-2016,49.74,17-03-2016,1.1224,16-03-2016,36.74,17-03-2016,1.908,14-03-2016,15.48
10-08-2016,22100,02-12-2015,17883.14,26-08-2015,1892.95,16-03-2016,49.68,16-03-2016,1.111,15-03-2016,37.37,16-03-2016,1.97,11-03-2016,15.59
09-08-2016,22000,01-12-2015,17719.72,25-08-2015,1893.4,15-03-2016,50.18,15-03-2016,1.11,14-03-2016,38.17,15-03-2016,1.963,10-03-2016,15.29
08-08-2016,22100,30-11-2015,17802.84,24-08-2015,1913.53,14-03-2016,50.38,14-03-2016,1.1151,11-03-2016,37.99,14-03-2016,1.979,09-03-2016,15.3
