Y,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,BVN ,EUR_USD,XAG_USD,THB_Five,THB_Ten,NYSE,SET,Oil
20800,2.94,2590,2736.97,2.58,2.74,25343.65,2583.77,40.79,0.28,31.31,14.15,1.1442,16.066,2.22,2.48,12225.7,1758.8,55.95
20750,2.97,2590,2691.45,2.57,2.76,24832.84,2581.14,40.95,0.28,31.3,13.58,1.1457,16.0645,2.18,2.495,12135.4,1757.42,55.46
20850,2.95,2590,2663.75,2.61,2.72,24557.02,2566.93,40.91,0.28,31.23,13.82,1.1447,15.844,2.16,2.49,12111.2,1749.63,57.17
20850,2.95,2590,2649.97,2.61,2.74,24364.13,2514.28,41,0.28,31.26,14.32,1.148,15.747,2.16,2.485,12034.7,1718.49,56.84
20900,2.95,2590,2633.36,2.57,2.74,24336.4,2514.84,41.08,0.28,31.46,14.15,1.1433,15.7395,2.16,2.5,12108.7,1717.99,57.24
20950,2.9,2590,2657.74,2.54,2.78,24541.65,2527.07,41.51,0.28,31.53,14.6,1.1428,15.3175,2.14,2.505,12158,1724.83,55.94
20950,2.91,2590,2654.6,2.54,2.78,24618.68,2469.32,41.59,0.28,31.52,14.61,1.1404,15.355,2.12,2.505,12388.1,1691.04,55.78
20900,2.88,2580,2730.74,2.53,2.75,25392.61,2436.67,41.42,0.28,31.72,14.79,1.1306,15.335,2.14,2.52,12329.4,1672.04,56.33
20900,2.82,2575,2718.54,2.52,2.72,25242.35,2469.74,41.41,0.28,31.69,14.48,1.138,15.2745,2.165,2.49,12215.2,1690.65,56.17
20950,2.82,2565,2693.52,2.55,2.71,25061.48,2464.3,41.19,0.28,31.78,14.02,1.1358,15.339,2.16,2.53,12398.9,1686.78,54.48
20900,2.82,2565,2737.9,2.55,2.7,25388.08,2465.98,41,0.28,31.8,13.67,1.1365,15.52,2.18,2.56,12358.9,1687.95,53.96
20850,2.77,2565,2730.05,2.58,2.68,25321.21,2463.83,40.91,0.28,31.76,13.69,1.1371,15.592,2.165,2.52,12517.7,1685.38,53.35
20850,2.8,2560,2773.93,2.53,2.73,25959.33,2500.78,41.24,0.28,31.77,13.72,1.1389,15.578,2.17,2.5,12566.3,1709.26,52.47
20850,2.79,2550,2794.1,2.5,2.71,26149.11,2524.48,40.87,0.28,31.7,13.72,1.1396,15.6525,2.17,2.47,12646.4,1722.56,52.66
21000,2.79,2540,2806.38,2.37,2.73,26139.59,2524.22,41.03,0.28,31.91,13.96,1.1414,15.5985,2.12,2.49,12564.8,1721.94,52.59
21000,2.81,2530,2774.13,2.45,2.69,25788.46,2511.79,41.08,0.28,31.92,13.83,1.1473,15.563,2.22,2.51,12414,1714.48,53.94
21100,2.82,2505,2738.4,2.52,2.67,25452.83,2535.39,40.99,0.28,31.9,14.18,1.1471,15.745,2.21,2.51,12364.4,1726.28,53.73
21300,2.84,2505,2726.37,2.51,2.56,25261.47,2527.64,40.74,0.28,31.94,14.18,1.1499,15.654,2.2,2.51,12410.7,1721.36,54.86
21250,2.83,2505,2745.45,2.59,2.62,25443.6,2531.73,40.86,0.28,31.96,14.12,1.1542,15.647,2.23,2.52,12208.1,1723.96,55.32
21450,2.81,2490,2717.58,2.62,2.69,25142.08,2508.8,40.75,0.28,32.02,13.98,1.1444,15.7305,2.21,2.46,12198.6,1710.04,54.01
21500,2.77,2475,2705.6,2.66,2.69,25008.82,2494.53,40.83,0.28,31.96,13.93,1.1476,15.736,2.245,2.43,11961.6,1701.31,54.28
21550,2.78,2450,2640.68,2.58,2.73,24482.04,2503.41,40.68,0.28,31.96,13.88,1.1392,15.519,2.245,2.42,12084.5,1705.63,53.24
21450,2.78,2430,2682.65,2.58,2.77,24818.98,2485.64,40.7,0.28,32.25,13.88,1.1393,15.485,2.23,2.41,12006.8,1695.94,52.12
21300,2.74,2430,2667.86,2.64,2.8,24770.25,2497.87,40.68,0.28,32.27,13.53,1.1345,15.4955,2.24,2.41,12023.5,1703.82,53.56
21250,2.68,2415,2674.88,2.66,2.75,24736.54,2489.39,40.88,0.28,32.05,14.31,1.1464,15.408,2.255,2.43,12274.4,1698.97,53.17
21300,2.73,2415,2737.87,2.63,2.75,25172.88,2473.63,41.27,0.28,32.33,14.3,1.1466,15.286,2.24,2.44,12235,1688.01,52.45
21450,2.65,2415,2721.03,2.65,2.83,25038.46,2448.93,41.28,0.28,32.55,14.47,1.1443,15.056,2.28,2.51,12474.1,1673.33,52.95
21400,2.65,2415,2773.94,2.7,2.8,25492.14,2472.34,41.15,0.28,32.53,14.18,1.1429,14.732,2.28,2.49,12469.7,1688.64,53.73
21400,2.66,2415,2775.66,2.74,2.77,25421.09,2477.55,41.16,0.28,32.58,14.37,1.1353,14.755,2.275,2.46,12570.7,1692.77,53.66
21300,2.72,2415,2802,2.76,2.82,25645.56,2518.24,41.33,0.28,32.64,14.17,1.1363,14.714,2.27,2.45,12612.2,1718.5,53.97
21300,2.71,2440,2811.67,2.77,2.86,25705.87,2527.17,41.35,0.28,32.49,14.1,1.14,14.78,2.3,2.46,12425.7,1722.69,52.23
21200,2.71,2440,2767.05,2.75,2.9,25351.53,2505.47,41.26,0.28,32.62,14.4,1.137,14.599,2.305,2.51,12437.7,1709.16,52.3
21300,2.7,2460,2763.83,2.71,2.91,25332.46,2492.48,41.34,0.28,32.65,14.1,1.1447,14.64,2.325,2.55,12485.2,1701.01,52
21300,2.67,2470,2770.54,2.67,2.91,25407.63,2520.39,41.3,0.28,32.75,13.89,1.1377,14.664,2.35,2.54,12574.6,1718,50.78
21300,2.64,2470,2776.87,2.76,2.88,25518.39,2505.69,41.37,0.28,32.72,13.34,1.1361,14.57,2.325,2.52,12952.1,1708.19,51.73
21350,2.63,2480,2873.9,2.8,2.85,26441.73,2519.52,41.4,0.28,32.8,12.9,1.1346,14.762,2.31,2.56,12970.2,1716.33,52.28
21300,2.65,2480,2882.51,2.79,2.83,26469.19,2501.36,41.34,0.28,32.83,13.03,1.1308,14.745,2.29,2.555,12955.7,1705.48,52.18
21400,2.64,2480,2877.53,2.82,2.9,26399.45,2498.03,41.49,0.28,32.77,12.8,1.1362,14.578,2.275,2.585,13043.5,1704.04,49.8
21300,2.66,2480,2902.54,2.87,2.92,26632.77,2494.14,41.37,0.28,32.77,13.22,1.1369,14.548,2.28,2.565,13089.2,1700.53,48.73
21400,2.65,2490,2919.35,2.85,2.91,26784.08,2457.17,40.99,0.28,32.85,13.63,1.1317,14.639,2.27,2.65,13146.7,1678.63,48.3
21500,2.64,2505,2931.69,2.86,2.98,26833.47,2467.34,41.31,0.28,32.89,13.49,1.1361,14.476,2.25,2.67,13108.7,1684.2,46.9
21550,2.65,2505,2923.8,2.89,3.04,26648.91,2444.42,41.81,0.28,32.84,13.61,1.1401,14.507,2.2,2.69,13146.3,1672.11,46.26
21550,2.58,2545,2926.29,2.89,3.03,26598.36,2411.51,42.01,0.28,32.85,13.34,1.1377,14.52,2.17,2.66,13071.4,1651.36,45.8
21450,2.6,2560,2910.03,2.88,3.05,26407.66,2394.03,41.69,0.28,32.74,13.38,1.1345,14.383,2.2,2.63,13112,1641.22,45.77
21650,2.64,2560,2911.65,2.89,3.06,26418.27,2378.84,41.69,0.28,32.76,13.2,1.1342,14.27,2.205,2.66,13164.8,1632.17,45.22
21600,2.64,2565,2916.98,2.89,3.06,26536.86,2363.64,41.74,0.28,32.8,13.31,1.1354,14.309,2.22,2.68,13203.9,1624.68,45.44
21700,2.68,2570,2921.75,2.89,3.05,26601.58,2383.65,42.1,0.28,32.97,13.47,1.1315,14.325,2.2,2.73,13235.2,1638.35,46.58
21650,2.68,2570,2921.83,2.87,3.07,26705.25,2398.54,42.1,0.29,32.91,13.52,1.1395,14.143,2.2,2.73,13243.4,1645.33,42.85
21350,2.7,2570,2936.76,2.88,3.07,26726.25,2382.66,42.21,0.29,32.9,13.35,1.1367,14.229,2.205,2.73,13183.7,1634.73,43
21200,2.65,2570,2919.73,2.93,3.07,26519.39,2379.56,42.13,0.28,33.05,13.26,1.1291,14.322,2.205,2.71,13105.1,1631.63,45.45
21600,2.66,2570,2906.6,2.95,3.06,26287.84,2377.73,42.4,0.28,33.03,12.78,1.1326,14.531,2.235,2.71,13044.9,1629.01,46.25
21650,2.66,2570,2890.74,2.99,3.06,26076.21,2372.18,42.51,0.28,33.08,12.38,1.1343,14.523,2.2,2.71,13059.2,1626.11,47.39
21750,2.7,2570,2903.83,3,3.11,26151.66,2327.72,42.47,0.28,32.97,12.84,1.1403,14.32,2.19,2.73,13042.4,1598.76,45.93
21800,2.68,2570,2906.38,3,3.12,26169.56,2370.01,42.02,0.28,32.9,13,1.1382,14.425,2.14,2.745,13022.6,1626.78,49.16
22050,2.66,2565,2896.85,3.09,3.15,26083.94,2366.2,42.18,0.28,32.97,13.19,1.1371,14.402,2.16,2.755,12952.3,1625.17,51.25
21850,2.74,2565,2888.29,3.08,3.15,25989.07,2337.86,42.34,0.29,32.94,12.35,1.1453,14.289,2.18,2.755,12896.8,1607.2,52.83
21800,2.75,2555,2871.57,3.05,3.19,25841.14,2323.82,42.17,0.28,32.87,12.16,1.1403,14.135,2.21,2.755,12952.1,1597.01,51.2
21750,2.76,2520,2881.39,3.04,3.23,25991.91,2332.85,42.09,0.28,32.96,12.46,1.133,13.983,2.24,2.765,12898.4,1604.51,51.95
21600,2.79,2450,2868.26,3.03,3.24,25951.02,2357.68,42.83,0.28,32.96,12.22,1.1309,13.995,2.245,2.765,12960.2,1623.67,50.89
21550,2.77,2430,2888.64,2.97,3.21,25973.02,2372.27,42.76,0.28,32.96,12.36,1.129,14.169,2.26,2.775,12944,1631.39,52.03
21600,2.74,2410,2891.59,2.98,3.21,25919.84,2343.4,42.62,0.28,33.17,12.38,1.1219,14.432,2.27,2.75,12976,1615.79,51.76
21600,2.73,2410,2896.96,2.96,3.21,25916.07,2384.5,42.85,0.28,33.06,12.4,1.1331,14.588,2.28,2.74,13007.4,1641.02,52.93
21650,2.75,2410,2898.37,2.92,3.14,25964.85,2384.67,43.07,0.28,32.97,12.61,1.1364,14.535,2.295,2.745,13094.8,1641.58,52.59
21450,2.76,2400,2908.94,2.91,3.16,26099.01,2417.7,43.08,0.28,32.82,12.7,1.1425,14.646,2.28,2.73,13098.9,1663.63,53.13
21550,2.76,2390,2900.62,2.95,3.13,26082.53,2392.03,43.11,0.28,32.93,12.7,1.1427,14.769,2.23,2.75,13125.3,1647.22,52.45
21550,2.81,2390,2901.45,2.94,3.09,26092.7,2420.13,42.95,0.28,32.93,13.07,1.1406,14.765,2.21,2.76,13043.4,1667.47,51.27
21550,2.83,2390,2884.69,3.01,3.08,25882.71,2462.18,42.79,0.28,32.85,12.83,1.1391,14.285,2.25,2.71,12968.8,1694.24,50.31
21550,2.78,2380,2862.35,3.05,3.11,25688.58,2483.22,42.81,0.28,32.89,12.7,1.1408,14.472,2.28,2.66,12978.6,1706.52,52.09
21850,2.79,2380,2860.29,3.05,3.1,25714.86,2497.83,42.29,0.29,33.11,12.63,1.1311,14.455,2.28,2.66,13007.6,1714.52,51.54
21850,2.73,2380,2860.99,3.03,3.17,25825.06,2518.47,42.26,0.29,33.27,12.73,1.1345,14.705,2.28,2.66,12998,1726.47,50.62
21950,2.76,2380,2861.51,3.06,3.19,25786.99,2517.21,42.58,0.29,33.28,12.17,1.1372,14.626,2.295,2.64,12930.1,1725.91,54.66
22250,2.77,2380,2853.93,3.03,3.19,25727.7,2513.76,42.33,0.29,32.99,12.27,1.1408,14.698,2.29,2.6,12839.7,1723.8,54.64
22250,2.79,2380,2838.32,3.02,3.18,25550.8,2537.52,42.22,0.29,32.93,11.8,1.1376,14.793,2.28,2.63,12784.8,1735.78,53.39
22050,2.78,2380,2831.44,3.02,3.21,25294.97,2550.56,42.42,0.29,32.93,12.12,1.1392,14.547,2.27,2.68,12752.5,1743.63,57.39
22000,2.77,2370,2827.95,3.01,3.17,25235.37,2540.47,42.64,0.29,32.86,12.89,1.147,14.655,2.29,2.67,12792,1737.23,56.72
22000,2.8,2370,2827.88,3,3.16,25215.69,2514.56,42.52,0.29,32.79,13.18,1.1466,14.62,2.27,2.68,12836.6,1722.38,56.58
22050,2.78,2370,2835.46,3.06,3.16,25327.19,2507.95,42.55,0.29,32.55,13.46,1.1507,14.607,2.29,2.665,12868.1,1718.92,56.02
22250,2.76,2370,2839.64,3.06,3.15,25401.19,2522.9,42.49,0.29,32.62,13.45,1.1451,14.646,2.28,2.66,12983.2,1726.85,55.27
22200,2.74,2370,2857.19,3.07,3.16,25589.79,2528.88,42.61,0.29,32.53,13.67,1.15,14.73,2.28,2.7,12995.9,1730.02,58.88
22050,2.68,2360,2856.79,3.05,3.21,25615.72,2505.71,42.83,0.29,32.5,13.64,1.1575,14.615,2.28,2.63,13011.3,1717.5,60.7
22200,2.68,2350,2855.92,3.06,3.23,25551.65,2538.13,42.94,0.29,32.65,13.7,1.158,14.624,2.31,2.72,12939.8,1735.81,60.75
21950,2.69,2340,2840.29,2.95,3.24,25437.43,2537.26,42.97,0.29,32.69,13.65,1.1559,14.341,2.34,2.72,12893.9,1735.95,61.64
21750,2.73,2335,2829.62,2.97,3.19,25360.37,2556.03,43.29,0.29,32.72,13.62,1.1592,14.389,2.38,2.72,12818.6,1747.17,61.74
21800,2.73,2335,2800.48,2.96,3.2,25256.45,2573.09,43.53,0.29,33,13.57,1.1519,14.345,2.4,2.74,12949.9,1756.2,62.7
21850,2.74,2335,2821.17,2.95,3.06,25461.63,2595.79,43.32,0.29,32.95,13.69,1.1491,14.655,2.43,2.75,12903.4,1769.23,62.99
21750,2.76,2325,2809.73,2.95,3.09,25345.21,2584.56,43.08,0.29,32.92,13.76,1.1491,14.63,2.39,2.78,12936.8,1761.04,63.5
21950,2.8,2325,2819,2.99,3.07,25439.32,2567.93,42.98,0.29,32.78,13.56,1.152,14.65,2.38,2.78,12967.4,1752.57,64.88
22050,2.72,2325,2842.35,2.97,3.05,25520.52,2566.18,42.63,0.29,32.7,13.31,1.1513,14.73,2.38,2.78,12929.8,1752.24,66.32
22100,2.67,2325,2835.49,2.95,3.05,25468.55,2573.17,42.07,0.29,32.51,13.29,1.1478,14.506,2.35,2.8,12836.4,1757.9,66.68
22050,2.67,2325,2817.73,2.96,3.1,25183.7,2597.46,41.97,0.29,32.34,13.25,1.1548,14.689,2.33,2.8,12836.6,1773.41,67.55
21800,2.72,2315,2820.68,2.95,3.09,25092.43,2592.14,42.09,0.29,32.27,13.1,1.1578,14.28,2.3,2.76,12788.5,1770.32,66.95
21950,2.75,2315,2799.17,2.94,3.1,25036.9,2558.96,42.1,0.29,32.32,12.73,1.1609,14.352,2.28,2.78,12778.2,1749.94,66.36
21700,2.75,2330,2804.55,2.88,3.07,25041.14,2578.81,42.44,0.29,32.42,13.07,1.1641,14.485,2.22,2.78,12786.4,1762.33,66.17
21700,2.75,2330,2809.37,2.89,3.07,25139.15,2575.08,42.7,0.29,32.44,13,1.174,14.277,2.19,2.78,12786.3,1761.19,69.55
21750,2.76,2340,2811.35,2.87,3.06,25133.79,2608.02,42.75,0.29,32.4,13.05,1.1767,14.309,2.2,2.77,12731.5,1780.49,69.41
21700,2.78,2340,2789.34,2.86,2.98,25033.92,2616.68,42.55,0.29,32.42,12.44,1.1748,14.343,2.23,2.81,12758.5,1785.65,68.68
21450,2.78,2340,2801.43,2.87,2.99,25025.58,2620.74,42.33,0.29,32.39,12.59,1.1751,14.262,2.25,2.81,12744.8,1786.87,70.03
21250,2.73,2340,2796.93,2.83,2.97,24926.07,2619.42,42.91,0.29,32.35,12.55,1.1776,14.165,2.23,2.83,12746.7,1786.55,72.17
20950,2.78,2330,2783.14,2.82,2.96,24802.9,2601.42,42.61,0.29,32.41,12.67,1.1671,14.182,2.25,2.86,12738,1777.27,71.72
20850,2.78,2320,2779.82,2.75,2.97,24789.48,2609.99,42.81,0.29,32.56,13.12,1.1667,14.075,2.15,2.8,12795.5,1782.1,71.85
20800,2.78,2305,2788.56,2.77,2.94,24806.97,2600.43,42.88,0.29,32.6,13.64,1.1684,14.193,2.15,2.775,12712.3,1777.38,70.99
20500,2.81,2275,2768.51,2.77,2.94,24519.2,2604.28,42.7,0.29,32.67,13.65,1.1623,14.291,2.15,2.75,12578.9,1780.01,72.68
20700,2.78,2275,2737.68,2.74,2.88,24352.47,2604.97,42.76,0.28,32.61,13.34,1.169,14.152,2.15,2.75,12553.8,1781.28,74.66
20700,2.75,2260,2724.19,2.74,2.9,24285.82,2630.91,42.68,0.28,32.71,13.5,1.1627,14.189,2.12,2.74,12542.3,1796.5,74.21
20700,2.81,2260,2733.27,2.76,2.9,24359.39,2638.8,42.72,0.28,32.78,13.72,1.1604,14.182,2.12,2.73,12430.7,1800.78,74.4
20650,2.77,2260,2704.95,2.78,2.86,24161.53,2631.9,42.75,0.28,32.83,13.45,1.1594,14.171,2.1,2.73,12537.2,1797.31,74.67
20700,2.77,2250,2727.13,2.77,2.86,24323.93,2599.72,42.4,0.28,32.79,13.73,1.156,14.205,2.12,2.69,12412.2,1778.2,76.18
20750,2.79,2250,2698.69,2.75,2.86,24064.19,2570.72,42.41,0.28,32.8,13.89,1.1624,14.11,2.14,2.67,12528.4,1761.83,75.12
20700,2.82,2250,2728.45,2.72,2.88,24303.11,2578.83,42.3,0.29,32.78,13.8,1.1629,14.534,2.14,2.685,12501.3,1766.82,75.42
20650,2.8,2250,2722.12,2.72,2.88,24281.89,2577.33,42.15,0.29,32.81,14.69,1.1581,14.538,2.15,2.7,12585,1764.2,73.29
20700,2.78,2250,2742.94,2.71,2.85,24463.73,2579.34,42.06,0.29,32.68,14.86,1.1623,14.56,2.1,2.71,12653.3,1763.31,72.18
20700,2.8,2250,2760.79,2.7,2.82,24526.97,2569.97,42.44,0.29,32.72,14.75,1.1596,14.815,2.15,2.68,12620.4,1757,72.01
20900,2.77,2250,2769.28,2.7,2.82,24639.21,2536.42,42.64,0.29,32.78,14.4,1.1671,14.72,2.12,2.68,12676.4,1737.08,72.09
20650,2.82,2250,2769.73,2.75,2.82,24771.17,2531.15,42.59,0.29,32.7,14.57,1.1707,14.915,2.07,2.685,12708.6,1735.74,72.25
20500,2.81,2250,2752.01,2.75,2.82,24763.59,2580.03,41.95,0.29,32.58,14.46,1.1695,14.886,2.07,2.68,12660.7,1767.46,71.14
20550,2.82,2250,2765.79,2.74,2.82,24944.28,2586.54,41.97,0.29,32.56,14.63,1.1678,14.49,1.93,2.71,12727.4,1773.7,70.2
20550,2.83,2250,2777.78,2.77,2.87,25116.71,2589.03,41.85,0.29,32.59,15.29,1.1631,14.766,1.97,2.715,12812.1,1774.72,71.39
20550,2.76,2250,2783.21,2.75,2.87,25254.65,2589.42,42.16,0.29,32.9,15.45,1.154,14.759,1.96,2.7,12856.1,1774.34,69.71
20400,2.72,2250,2787.94,2.74,2.86,25328.65,2604.72,42.2,0.29,32.69,15.97,1.1596,14.761,1.95,2.67,12861.7,1783.72,68.8
20500,2.73,2250,2785.6,2.81,2.9,25346.82,2626.01,42.15,0.28,32.65,15.79,1.157,14.784,1.96,2.69,12845.1,1797.84,68.93
20250,2.59,2250,2780.18,2.83,2.88,25336.67,2638.33,42.16,0.28,32.93,15.78,1.1482,14.655,1.97,2.7,12778.2,1807.79,68.79
20250,2.6,2250,2765.84,2.84,2.87,25209.29,2617.71,42.23,0.28,33.17,16.09,1.1442,14.465,1.985,2.75,12797.9,1797.27,70.24
20250,2.68,2250,2774.84,2.81,2.93,25192.14,2587.77,42.17,0.28,33.17,15.92,1.1377,15.069,2.01,2.77,12696.5,1780.88,69.89
20300,2.7,2250,2753.25,2.82,2.96,24854.14,2632.1,42.33,0.28,33.32,15.88,1.1345,14.991,1.98,2.78,12673.9,1809,67.53
20500,2.6,2250,2748.46,2.86,2.97,24820.12,2631.87,42.37,0.28,33.29,15.95,1.1344,15.335,1.96,2.775,12620.8,1806.92,67.82
20450,2.62,2240,2741.67,2.88,2.94,24727.55,2611.91,42.59,0.28,33.36,15.73,1.141,15.453,1.95,2.755,12596.7,1793.62,67.88
20500,2.63,2240,2718.7,2.84,2.96,24542.09,2641.35,42.5,0.28,33.28,15.44,1.1389,15.431,1.92,2.72,12606.2,1812.33,68.64
20150,2.63,2240,2720.98,2.85,2.99,24620.79,2640.93,42.63,0.28,33.25,15.53,1.1526,15.361,1.9,2.755,12514.3,1813,69.43
20150,2.62,2240,2702.43,2.85,3,24467.83,2649.54,42.82,0.28,33.23,15.55,1.1609,15.308,1.88,2.745,12516.5,1815.12,69.89
20400,2.6,2240,2705.11,2.86,2.96,24606.59,2637.04,42.97,0.28,33.22,15.6,1.1598,15.471,1.9,2.69,12646.6,1805.22,69.91
20550,2.65,2240,2723.6,2.86,2.97,24781.29,2626.05,43.16,0.28,33.37,15.84,1.1555,15.341,1.94,2.65,12715.3,1797.8,69.91
20400,2.69,2240,2730.94,2.82,2.96,24877.36,2616.92,43.22,0.29,33.24,15.79,1.1571,15.395,1.91,2.68,12701.6,1789.16,70.06
20550,2.72,2240,2713.98,2.82,2.98,24757.71,2601.25,43.34,0.29,33.3,15.66,1.1583,15.562,1.91,2.68,12832.2,1784.88,69.71
20550,2.73,2240,2738.34,2.76,2.97,25047.55,2599.19,43.52,0.29,33.15,15.58,1.166,15.505,1.95,2.74,12771.6,1785.44,68.54
20350,2.72,2230,2725.95,2.75,2.95,24883.06,2613.9,43.58,0.29,33.2,15.5,1.1691,15.481,2,2.65,12735.1,1797.04,68.93
20250,2.71,2230,2717.35,2.78,2.96,24707.72,2638.91,43.71,0.29,33.3,15.16,1.1706,15.414,1.96,2.71,12741.5,1812.27,68.57
20350,2.65,2230,2719.71,2.76,2.9,24752.4,2642.65,43.64,0.29,33.32,15.41,1.166,15.572,1.97,2.7,12710.6,1812.27,67.9
20150,2.67,2230,2712.62,2.76,2.85,24722.32,2655.74,43.83,0.29,33.4,15.5,1.1643,15.483,1.96,2.71,12711.9,1821.17,68.07
19800,2.69,2230,2718.59,2.72,2.88,24809.55,2672.01,43.82,0.29,33.24,15.38,1.1728,15.408,1.95,2.73,12791.9,1828.62,66.08
19800,2.67,2230,2733.37,2.76,2.86,24879.37,2691.23,43.88,0.29,33.37,15.65,1.1684,15.509,1.93,2.74,12748.9,1842.92,66.62
19750,2.66,2230,2722.7,2.75,2.86,24758.64,2635.87,43.79,0.29,33.45,15.77,1.1692,15.342,1.93,2.74,12660.2,1811.54,65.91
19750,2.62,2230,2705.02,2.74,2.82,24591.66,2609.54,43.78,0.29,33.32,15.68,1.173,15.575,1.89,2.78,12565.2,1792.83,65.47
19750,2.59,2215,2678.12,2.75,2.86,24399.18,2610.98,43.56,0.29,33.48,15.12,1.1644,15.583,1.89,2.7,12498.2,1801.08,64.95
19650,2.69,2165,2670.26,2.72,2.85,24341.35,2623.1,43.52,0.29,33.3,15.15,1.1639,15.806,1.9,2.7,12493.4,1812.49,66.62
19600,2.74,2150,2669.36,2.73,2.84,24317.66,2621.57,43.69,0.29,33.33,15.3,1.166,15.84,1.91,2.7,12335.4,1811.16,67.42
19650,2.75,2090,2621.45,2.74,2.86,23865.22,2623.24,44.02,0.29,33.26,15.46,1.1711,15.944,1.89,2.73,12395.5,1812.36,67.78
19650,2.77,2090,2628.08,2.73,2.83,23836.23,2611.26,44.05,0.29,33.3,15.61,1.1676,15.817,1.9,2.8,12486.1,1804.6,66.74
19700,2.78,2080,2654.24,2.76,2.83,24097.63,2601.18,43.86,0.29,33.2,16.15,1.1669,16.077,1.92,2.9,12490.2,1799.69,66.79
19650,2.76,2045,2643.64,2.74,2.84,24117.29,2610.3,44.01,0.29,33.32,15.85,1.1674,16.114,1.92,2.93,12615.4,1805.68,69.09
19650,2.73,2020,2675.05,2.72,2.84,24410.41,2608.84,44.06,0.29,33.17,15.85,1.1745,16.049,1.92,2.93,12567.7,1804.64,68.9
19600,2.76,2020,2675.47,2.71,2.87,24342.14,2585.94,43.84,0.29,33.07,15.89,1.1751,16.018,1.92,2.88,12539.6,1790,68.65
19550,2.74,2020,2651.65,2.75,2.86,24128.72,2553.91,44.05,0.29,33.13,16.16,1.1748,16.09,1.94,2.87,12491.4,1767.31,68.99
19450,2.76,2020,2634.92,2.75,2.84,24070.2,2587.73,43.92,0.29,33.2,16.08,1.169,16.055,1.97,2.9,12659.9,1787.24,67.86
19400,2.83,2020,2680.8,2.77,2.83,24579.94,2611.79,43.88,0.29,33.16,16.45,1.1655,15.839,1.94,2.9,12618.1,1801.94,68.43
19300,2.8,2020,2675.4,2.77,2.88,24488.07,2568.76,43.76,0.29,33.15,16.52,1.1658,16.115,1.935,2.89,12670.9,1775.42,70.05
19200,2.82,2035,2692.56,2.81,2.88,24657.39,2606.85,43.58,0.29,33.16,16.6,1.1641,15.995,1.94,2.83,12714.6,1798.42,69.01
19250,2.81,2050,2701.16,2.77,2.89,24711.3,2669.28,43.5,0.29,32.99,16.55,1.1651,16.077,1.96,2.8,12737.1,1838.98,69.58
19300,2.86,2050,2710.11,2.77,2.9,24820.85,2661.98,43.35,0.29,33.15,16.55,1.1569,16.248,1.93,2.73,12680.4,1833.53,69.38
19300,2.8,2050,2692.74,2.8,2.94,24681.79,2640.99,43.36,0.29,33.05,16.36,1.1555,16.349,1.95,2.73,12601.4,1820.35,68.77
19300,2.74,2080,2670.1,2.81,2.9,24483.15,2664.55,43.69,0.29,33.03,16.47,1.1647,16.511,1.895,2.74,12580.2,1834.37,67.8
19300,2.75,2100,2676.9,2.84,2.9,24582.82,2667.77,43.76,0.29,32.94,16.65,1.1704,16.349,2,2.76,12559,1835.9,68.17
19200,2.72,2110,2653.83,2.81,2.92,24302.82,2641.5,43.67,0.29,32.92,16.46,1.1659,16.314,1.86,2.76,12509.4,1819.45,69.39
19200,2.77,2110,2643.89,2.8,2.94,24274.19,2677.75,43.6,0.29,32.9,16.21,1.1604,16.304,1.89,2.74,12380.6,1843.3,69
19200,2.74,2090,2638.41,2.79,2.97,24198.95,2660.07,43.24,0.29,32.81,16.03,1.1572,16.484,1.93,2.74,12412.9,1831.39,67.61
19200,2.77,2085,2617.18,2.78,2.96,24037.52,2660.44,43.13,0.29,32.75,15.91,1.159,16.535,1.97,2.67,12511.6,1830.92,68.03
19200,2.78,2085,2645.82,2.81,2.96,24373.6,2641.82,43.26,0.29,32.68,15.95,1.1624,17.186,1.95,2.67,12512.4,1819.14,70.52
19200,2.78,2085,2657.36,2.77,2.95,24313.91,2635.05,43.26,0.29,32.62,15.84,1.1609,17.059,1.935,2.67,12218.9,1815.2,70.38
19250,2.75,2085,2584.04,2.79,2.94,23654.15,2670.2,42.73,0.29,32.21,15.8,1.1568,16.871,1.92,2.67,12274.3,1836.35,70.6
19250,2.83,2060,2592.17,2.76,2.98,23698.33,2647.2,42.96,0.29,32.14,15.48,1.1791,16.897,1.78,2.67,12432.9,1819.13,74.2
19350,2.87,2040,2633.45,2.7,2.93,24076.6,2666.28,42.91,0.29,32.09,15.37,1.1745,16.785,1.75,2.66,12356.2,1829.09,74.04
19200,2.82,2040,2614.41,2.67,2.94,23949.18,2643.66,42.9,0.29,32.07,14.88,1.1784,16.73,1.73,2.64,12325.3,1819.24,73.87
19150,2.83,2030,2611.3,2.56,2.91,23883.08,2629.32,42.95,0.29,32.01,14.55,1.1766,16.685,1.72,2.67,12466.4,1810.13,73.16
19200,2.94,2030,2667.57,2.73,2.86,24276.62,2602.8,43,0.29,32.02,14.64,1.18,16.513,1.73,2.65,12327.1,1795.08,74.23
19250,2.95,2030,2619.35,2.76,2.85,23825.74,2617.26,42.8,0.29,31.92,14.98,1.1774,16.402,1.73,2.64,12413.6,1803.14,74.62
