Y,Copper,Rhodium,SP,US_Five,US_Ten,DJI,Set,GBP_THB,JPY_THB,USD_THB,BVN ,EUR_USD,XAG_USD,THB_Five,THB_Ten,NYSE,SET,Oil
27400,3.31,13990,3350.92,0.38,0.76,27560.24,1928.28,40.27,0.29,30.58,12.16,1.1812,25.615,2.16,2.43,12485.4,1334.1,45.77
27200,3.32,13990,3333.9,0.37,0.76,27362.14,1917.17,40.33,0.29,30.63,12.24,1.1882,25.36,2.155,2.425,12293.9,1327.16,44.82
26950,3.27,13890,3236.66,0.37,0.93,26694.51,1924.55,40.45,0.29,30.76,11.8,1.1826,23.94,2.16,2.455,12314.6,1331.92,42.84
26900,3.3,13690,3226.14,0.34,0.85,26716.09,1928.96,40.26,0.29,30.99,11.35,1.1725,24.18,2.145,2.48,12630.5,1336.13,42.46
26950,3.21,13690,3320.11,0.33,0.86,27413.6,1928.93,40.54,0.29,31.03,11.95,1.1715,24.08,2.115,2.47,12575.2,1335.52,41.7
26900,3.2,13740,3295.75,0.35,0.83,27170.34,1920.4,40.2,0.29,31.12,11.85,1.164,23.655,2.115,2.47,12617.5,1330.6,41.61
26850,3.21,13890,3285.57,0.37,0.78,27484.71,1914.29,40.34,0.29,31.16,11.97,1.1658,23.245,2.12,2.44,12937.6,1324.46,41.35
26800,3.23,13990,3357.38,0.37,0.77,27864.87,1897.63,40.36,0.29,31.22,12.15,1.1674,23.39,2.12,2.46,12866.2,1314.99,41.44
26700,3.2,14190,3346.86,0.35,0.79,27834.18,1947.55,40.58,0.29,31.27,12.02,1.1746,24.37,2.115,2.45,13013.5,1345.09,40.17
26250,3.14,14190,3411.23,0.35,0.83,28031.69,1953.62,40.72,0.29,31.23,11.8,1.1796,24.275,2.12,2.475,13011,1346.6,40.94
26200,3.13,14290,3407.73,0.34,0.86,28139.76,1959.04,40.72,0.29,31.27,12.53,1.181,24.63,2.12,2.47,12868.3,1348.81,41.47
26250,3.16,14490,3363.56,0.33,0.81,27718.74,1975.32,40.87,0.29,31.32,12.61,1.1858,24.72,2.13,2.47,12780,1356.97,41.79
26100,3.16,14490,3352.7,0.31,0.8,27613.86,2015.03,40.97,0.29,31.31,13.08,1.1819,25.04,2.14,2.455,12924.5,1380.97,39.91
26050,3.16,14390,3412.56,0.3,0.77,28022.51,1994.14,41,0.29,31.19,13.25,1.1862,24.655,2.13,2.46,12806.2,1366.83,37.34
26050,3.11,13690,3369.82,0.31,0.76,27711.71,1979.63,40.45,0.29,31.23,13.04,1.1822,24.3797,2.11,2.505,12777.5,1358.62,38.54
26350,3.1,13290,3371.88,0.33,0.74,27925.23,1971.05,40.41,0.28,31.2,13.22,1.1769,24.175,2.11,2.475,13022.5,1353.27,39.17
26250,3.11,13290,3453.6,0.33,0.72,28341.05,1974.46,40.27,0.28,31.18,13.86,1.1722,24.275,2.115,2.48,13253.8,1354.23,38.15
26350,3.09,13290,3564.74,0.33,0.73,29090.7,1970.38,40.31,0.29,31.22,13.76,1.1708,24.2875,2.12,2.455,13132.7,1351.5,37.03
26350,3.06,13290,3543.76,0.34,0.76,28736.79,1936.66,40.51,0.29,31.15,14.12,1.1747,24.165,2.16,2.48,13032,1332.87,35.24
26350,3.07,13290,3507.44,0.32,0.76,28439.61,1986.13,40.44,0.29,31.27,14.24,1.1746,25.135,2.15,2.47,13134.4,1361.75,36.07
26500,3.08,13290,3509.73,0.33,0.78,28643.66,1981.91,40.72,0.29,31.16,13.72,1.1813,25.11,2.14,2.49,13115.4,1357.99,37.39
26500,3.09,12990,3494.69,0.29,0.78,28601.29,2000.28,40.43,0.29,31.04,13.62,1.1819,23.845,2.12,2.49,13066.1,1367.24,38.97
26300,3.09,12390,3485.14,0.28,0.74,28384.07,2009.07,40.36,0.29,31.21,13.73,1.1759,23.875,2.17,2.48,13006.2,1371.91,38.59
26050,3.14,12190,3449.97,0.28,0.78,28257.88,2040.23,40.36,0.29,31.24,13.05,1.1762,23.035,2.155,2.48,13029.9,1389.18,39.69
26150,3.16,12190,3435.95,0.26,0.71,28347.42,2023.1,40.23,0.29,31.25,13.17,1.1735,24.385,2.18,2.49,12905,1377.67,40.61
26100,3.2,12190,3418.09,0.26,0.68,28077.58,1989.75,40.63,0.29,31.3,13.67,1.1782,23.715,2.19,2.51,12782.1,1357.21,40.04
25950,3.14,12290,3386.01,0.27,0.69,27758.13,1969.63,40.84,0.29,31.58,13.5,1.1716,23.7835,2.23,2.46,12751.3,1345.62,41.22
25650,3.08,12390,3360.48,0.28,0.65,27622.68,1968.84,40.69,0.29,31.56,13.19,1.1748,23.225,2.175,2.45,12931.1,1344.54,40.65
25900,3.06,12490,3392.51,0.28,0.66,27811.26,1927.83,40.82,0.29,31.61,13.48,1.1719,24.2243,2.16,2.455,12967.9,1320.73,40.69
25750,3.09,12490,3387.04,0.27,0.66,27853.48,1953.07,40.66,0.29,31.62,14,1.1743,23.675,2.08,2.45,12942.3,1335.55,40.88
25850,3.05,12490,3380.86,0.27,0.67,27970.05,1923.66,40.63,0.29,31.67,13.53,1.1666,22.8765,2.06,2.48,12864.7,1317.72,41.13
25850,3.04,12190,3368.66,0.28,0.67,27828.93,1994.31,40.32,0.29,31.65,13.22,1.1638,23.155,2.15,2.495,12914.7,1362.42,40.19
26000,3.06,11990,3372.95,0.28,0.68,27922.51,1990.09,40.29,0.29,31.59,12.69,1.1671,22.895,2.11,2.5,12984.9,1359.55,39.53
25700,3.08,11440,3355.46,0.28,0.67,27860.24,1989.16,40.2,0.29,31.57,12.55,1.166,24.4005,2.09,2.54,12996.4,1359.3,40.4
25650,3.04,11190,3370.34,0.27,0.68,27961.64,2019.13,40,0.29,31.39,12.37,1.1708,24.725,2.08,2.5,12797.8,1376.89,41.31
25600,3.03,10965,3356.04,0.26,0.69,27488.21,1991.12,40.1,0.29,31.3,13.35,1.177,26.7967,2.1,2.465,12655.7,1359.68,39.99
25500,2.93,10965,3340.05,0.26,0.69,27321.68,1997.96,40.18,0.29,31.12,13.08,1.1848,27.085,2.13,2.41,12708.5,1362.78,39.83
25450,2.96,10965,3323.17,0.27,0.67,27170.82,2020.12,40.44,0.28,31.19,13,1.1848,27.315,2.14,2.43,12713.7,1374.59,39.35
25450,2.98,10190,3317.37,0.28,0.67,26924.78,2014.32,40.32,0.28,31.1,12.71,1.1816,27.235,2.165,2.45,12548.9,1373.5,37
25200,2.88,9740,3289.92,0.26,0.67,26664.61,1995.82,40.2,0.28,31.19,11.59,1.185,27.147,2.17,2.42,12513.2,1359,38.6
24900,3.02,9190,3288.26,0.29,0.68,26542.32,2082.58,40.2,0.28,31.3,11.67,1.1865,26.7649,2.175,2.5,12509.3,1413.2,39.9
25200,3,8940,3270.45,0.29,0.7,26409.33,2088.82,40.09,0.28,31.31,12.49,1.184,26.8776,2.17,2.49,12491.5,1417.04,39.16
25450,3,8890,3231.76,0.24,0.67,26367.42,2123.95,40.09,0.28,31.31,12.17,1.1814,26.989,2.17,2.59,12533.5,1438.64,40.58
25450,2.99,8890,3227.22,0.25,0.72,26388.44,2147.48,40.66,0.28,31.26,12.47,1.1801,26.6267,2.175,2.55,12515.8,1449.76,40.07
25450,2.98,8890,3234.27,0.26,0.72,26529.45,2091.36,40.77,0.28,31.41,11.97,1.1777,26.9343,2.16,2.545,12481,1416.72,40.15
25400,2.96,8915,3219.84,0.27,0.63,26447.67,2064.35,41.33,0.28,31.39,11.62,1.1817,26.8747,2.155,2.56,12488.7,1396.25,39.6
25300,3.06,8840,3218.58,0.27,0.65,26533.41,2003.81,41.68,0.28,31.4,10.78,1.1833,26.59,2.16,2.535,12567.2,1361.64,39.76
25300,3.04,8740,3271.64,0.32,0.68,26955.97,1994.57,41.69,0.29,31.4,10.84,1.185,27.4325,2.16,2.53,12508.7,1355.39,39.63
25300,3.1,8665,3254.86,0.29,0.71,26824.56,1955.09,41.84,0.29,31.34,10.82,1.1852,28.1245,2.205,2.54,12492.1,1333.7,40.98
25300,3.08,8715,3268.52,0.3,0.72,26833.14,1992.41,41.72,0.29,31.16,10.6,1.1911,28.265,2.21,2.52,12413.1,1356.02,40.97
25250,3.04,8840,3224.29,0.28,0.76,26660.29,1963.55,41.54,0.28,31.08,9.52,1.1936,27.5375,2.22,2.52,12395.8,1339.18,40.19
25350,3.04,8890,3224.21,0.27,0.69,26774.62,1961.75,41.48,0.28,31.1,9.18,1.1899,27.0527,2.26,2.54,12310.2,1335.87,38.35
25150,3.07,8890,3208.36,0.27,0.69,26746.57,1917.37,41.32,0.28,31.3,9.22,1.1822,27.5189,2.23,2.57,12377.6,1308.16,37.28
25100,3.05,8790,3225.98,0.28,0.66,27009.81,1919.66,41.3,0.28,31.27,9.35,1.1831,26.475,2.23,2.56,11989.4,1309.92,37.32
25050,2.97,8690,3141.11,0.27,0.63,26044.17,1955.71,41.36,0.28,31.46,9.14,1.1834,26.545,2.2,2.555,12159.8,1330.84,37.01
25000,3.05,8515,3205.08,0.29,0.65,26225.07,1924.54,41.17,0.28,31.49,9.52,1.1793,26.764,2.205,2.51,11935.3,1311.36,37.8
24850,3.01,8440,3152.47,0.3,0.68,25690.35,1924.01,41.3,0.28,31.57,9.55,1.1787,27.264,2.21,2.495,12089.2,1308.96,36.79
25000,3.07,8390,3176.17,0.32,0.66,26094.92,1891.17,41.51,0.28,31.41,9.68,1.186,26.715,2.22,2.48,12023.6,1290.11,39.48
24850,3.07,8740,3153.07,0.3,0.68,25950.06,1886.93,40.98,0.28,31.28,9.43,1.1839,27.7226,2.24,2.495,12056.2,1287.06,38.77
24600,3.08,8740,3166.44,0.27,0.71,26172.01,1886.5,41.26,0.28,31.15,9.2,1.1931,27.455,2.275,2.5,12181.3,1286.63,39.47
24700,2.96,8740,3155.29,0.23,0.72,25996.08,1905.49,40.79,0.28,31.15,9.29,1.187,26.6418,2.29,2.51,12088.7,1297.03,41.25
24550,3.01,8590,3143.64,0.23,0.67,25936.45,1888.55,40.74,0.28,31.13,9.24,1.184,27.523,2.3,2.47,11907.8,1286.31,41.63
24400,3,8440,3105.92,0.21,0.63,25879.38,1876.85,40.55,0.28,31.05,9.13,1.1815,25.5835,2.305,2.495,11736.8,1277.41,43.02
24600,3.05,8140,3050.2,0.22,0.57,25512.43,1858.5,40.49,0.28,31.09,8.93,1.1786,24.7815,2.29,2.47,11683.1,1265.23,42.83
24800,3.03,7990,3018.59,0.2,0.57,25152.45,1868.73,40.63,0.28,31.13,8.92,1.174,29.185,2.31,2.45,11796.4,1274.5,42.91
24550,3.01,7990,3073.2,0.22,0.53,25641.69,1889.62,40.71,0.28,31.12,9.06,1.1738,28.4634,2.31,2.45,11680.4,1287.7,42.98
25100,2.98,7990,3046.6,0.21,0.55,25365.22,1905.91,40.7,0.28,31.21,9.2,1.1788,28.935,2.33,2.445,11956.3,1297.93,43.45
25000,2.95,7990,3114.4,0.23,0.51,25992.96,1883.13,40.92,0.28,31.12,9.36,1.1877,26.991,2.33,2.46,12157.4,1282.57,43.39
25350,2.93,7990,3138.7,0.25,0.56,26159.39,1857.43,40.71,0.28,31.03,9.45,1.1863,26.015,2.315,2.44,11963.3,1267.46,42.36
25500,2.94,7990,3094.42,0.27,0.54,25865.08,1863.93,40.59,0.29,31.04,9.05,1.1802,24.245,2.33,2.405,12240.3,1271.22,42.48
25650,3,7990,3140.29,0.29,0.54,26213.1,1871.71,40.81,0.29,31.19,8.62,1.1765,24.7595,2.34,2.4,11994.5,1274.21,42.75
25600,2.99,7990,3101.64,0.27,0.57,26016.45,1863.02,40.92,0.28,31.25,8.37,1.1783,23.5257,2.36,2.425,12193.4,1266.61,42.74
25300,2.98,7990,3136.13,0.27,0.58,26330.52,1830.05,41.1,0.28,31.38,8.54,1.1846,24.415,2.385,2.43,12304.1,1245.9,42.6
25250,2.91,8190,3131,0.27,0.62,26326.68,1835.29,40.84,0.29,31.43,8.91,1.1788,24.605,2.37,2.41,11565.8,1247.52,42.79
25100,2.86,8190,2993.76,0.27,0.59,25270.39,1826.81,40.71,0.29,31.48,8.14,1.1718,24.5645,2.38,2.41,11999.5,1241.94,42.24
25250,2.8,8490,3071.04,0.28,0.58,25659.42,1806.87,40.56,0.28,31.48,8.45,1.1753,22.745,2.39,2.43,12090.1,1230.34,42.33
25400,2.86,8640,3123.53,0.28,0.6,26282.51,1797.83,40.44,0.28,31.63,8.95,1.1646,22.695,2.39,2.42,12616.6,1226.16,42.57
25700,2.83,8840,3213.42,0.28,0.61,27251.89,1845.05,40.42,0.28,31.72,8.61,1.1597,23.065,2.39,2.445,12635.6,1253.92,41.62
25750,2.87,8840,3213.32,0.29,0.61,27447.37,1848.68,40.27,0.28,31.62,8.94,1.1575,21.3034,2.385,2.44,12734.5,1252.5,41.98
25750,2.81,8840,3199.92,0.3,0.63,27232.93,1813.48,40.2,0.28,31.59,9.11,1.1528,19.93,2.37,2.42,12641,1229.21,41.5
25750,2.9,8840,3163.84,0.29,0.62,26836.8,1777.91,40.25,0.28,31.79,8.5,1.1447,19.3538,2.38,2.42,12236.7,1207.47,41.97
25950,2.9,8740,3111.56,0.29,0.63,26226.49,1804.34,39.84,0.28,31.7,8.39,1.141,19.155,2.38,2.465,12175.1,1220.78,42.19
25950,2.92,8740,3098.9,0.29,0.64,25906.88,1776.24,39.8,0.28,31.71,8.15,1.1384,19.425,2.39,2.47,11900.2,1202,41.56
25950,2.9,8490,3064.78,0.3,0.62,25582.52,1752.06,39.69,0.29,31.54,8.3,1.1411,19.205,2.36,2.51,11799.9,1184.87,40.78
25700,2.84,8490,3038.78,0.29,0.63,25342.99,1694.44,39.59,0.29,31.54,7.92,1.14,19.115,2.37,2.5,11751,1150.86,40.39
25700,2.91,8490,3025.17,0.3,0.62,25324.15,1629.55,39.43,0.29,31.4,8.22,1.1343,18.6925,2.39,2.475,11935.9,1113.91,40.34
25550,2.92,8590,3046.61,0.3,0.66,25697.36,1633.78,39.5,0.28,31.32,8.3,1.13,18.695,2.38,2.485,11787.6,1117.51,41.32
25900,2.91,8890,3015.65,0.31,0.65,25298.63,1626.07,39.41,0.28,31.23,7.95,1.1285,18.645,2.36,2.52,11636.5,1108.79,41.13
26100,2.91,8990,3004.08,0.29,0.68,24781.84,1589.99,39.35,0.28,31.22,8.08,1.1329,18.34,2.325,2.525,11325.1,1087.35,41.65
26300,2.89,8990,2948.05,0.28,0.68,24461.98,1638.69,39.17,0.28,31.23,8.17,1.1273,18.245,2.31,2.55,11393.9,1112.83,41.26
26150,2.92,8940,2969.95,0.3,0.68,24564.27,1574.29,38.86,0.29,31.11,8.26,1.1308,18.0476,2.285,2.56,11408.6,1074.64,41.06
26100,2.93,8690,2953.63,0.33,0.66,24455.94,1556.21,38.84,0.29,31.12,8.15,1.1242,18.05,2.29,2.6,11374.2,1063.23,41.95
26100,2.96,8590,2948.59,0.33,0.63,24577.48,1554.55,38.75,0.29,31.08,8.66,1.1239,17.96,2.28,2.52,11282.9,1064.33,41.54
26050,2.92,8590,2913.86,0.33,0.63,24059.98,1514.92,38.72,0.29,31.04,8.57,1.1252,18.17,2.29,2.49,10927.4,1045.65,40.65
26100,2.91,8690,2829.95,0.34,0.68,23454.83,1568.95,38.33,0.29,30.91,8.2,1.1233,17.82,2.275,2.385,10661.9,1077.65,40.64
26250,2.9,8565,2794.54,0.33,0.67,23049.06,1467.66,37.99,0.29,30.89,7.9,1.1242,17.8135,2.28,2.38,11035.2,1019.07,40.72
26250,2.89,7390,2865.86,0.34,0.72,23702.16,1524.87,38.16,0.29,30.91,8.02,1.1227,17.7974,2.295,2.51,11332.4,1053.04,40.97
26250,2.94,7240,2939.5,0.34,0.71,24292.84,1513.6,38.39,0.29,30.91,8.17,1.1218,17.4825,2.29,2.44,11244.2,1045.09,40.55
26350,2.92,7240,2915.46,0.35,0.7,24256.45,1551.64,38.35,0.29,30.87,8.34,1.1251,17.86,2.29,2.41,11281.3,1072.3,39.6
26400,2.92,7240,2908.83,0.36,0.71,24107.82,1438.91,38.71,0.29,30.94,8.33,1.1308,17.84,2.3,2.41,11140.9,1008.06,40.35
26150,2.84,7240,2878.26,0.31,0.73,23837.21,1699.41,38.6,0.29,30.96,7.96,1.1259,17.6536,2.31,2.44,11196.9,1184.16,39.58
26150,2.83,7240,2883.14,0.33,0.76,23978.88,1843.83,38.3,0.29,30.98,8.45,1.1185,17.53,2.27,2.46,11189,1268.56,40.87
25950,2.79,6990,2868.88,0.31,0.76,23958.88,1835.43,38.65,0.29,31.1,8.49,1.1205,17.485,2.285,2.51,10965.8,1262.8,40.48
26000,2.79,6990,2815.01,0.4,0.67,23581.55,1845.81,39.1,0.29,31.14,7.94,1.1244,17.43,2.31,2.5,11158.9,1272.95,40.68
26200,2.75,6990,2869.09,0.45,0.68,24120.78,2019.37,39.15,0.29,31.13,7.3,1.1264,17.3775,2.25,2.57,11473.2,1373.19,40.31
26150,2.73,7290,2930.91,0.47,0.72,24585.57,2053.49,39.1,0.29,31.02,7.76,1.1325,17.4572,2.245,2.61,11546.4,1391.35,40.23
26350,2.76,7490,2918.46,0.4,0.82,24490.37,2007.84,38.81,0.29,30.97,7.15,1.1245,17.615,2.225,2.62,11462.4,1361.44,39.78
26300,2.73,7490,2909.96,0.37,0.87,24357.17,2004.51,39.16,0.29,31.08,7.17,1.1299,18.1238,2.2,2.62,11106,1357.72,39.84
26050,2.7,7890,2854.65,0.33,0.9,23866.15,1998.11,39.68,0.29,31.13,7.3,1.1373,17.5331,2.205,2.645,11000.7,1355.99,39.64
26350,2.67,8290,2812.64,0.3,0.82,23628.24,1980.35,39.86,0.29,31.31,7.86,1.134,17.7614,2.235,2.61,10961.2,1348.46,37.96
27150,2.68,8190,2810.42,0.29,0.76,23543.09,2019.01,39.99,0.29,31.43,7.74,1.1297,17.3865,2.24,2.55,10920,1369.83,39.09
27100,2.64,8190,2787.89,0.33,0.69,23437.34,2099.1,39.95,0.29,31.49,7.43,1.1289,17.76,2.225,2.56,10763.7,1425.56,38.05
27500,2.67,8190,2784.81,0.35,0.65,23365.25,2113.63,39.79,0.29,31.56,7.15,1.1337,17.75,2.25,2.58,11016.9,1436.24,39.99
27300,2.66,8190,2845.62,0.34,0.64,24095.1,2165.9,39.7,0.29,31.57,7.61,1.1234,18.1,2.24,2.64,11101.3,1473.57,40.68
27050,2.62,8090,2842.43,0.34,0.68,23817.15,2174.08,39.6,0.29,31.55,7.28,1.1172,18.285,2.24,2.64,10882.8,1480.53,39.18
26850,2.61,9190,2799.34,0.34,0.69,23543.66,2215.81,39.58,0.29,31.66,7.21,1.1137,17.885,2.24,2.64,10862,1504.48,38.85
26850,2.6,9390,2795.64,0.34,0.69,23600.72,2233.71,39.29,0.29,31.84,7.61,1.1097,17.43,2.22,2.69,11151.2,1517.78,37.74
26750,2.57,9390,2805.1,0.34,0.66,23690.57,2237.37,39.28,0.29,31.88,8,1.1078,17.2765,2.25,2.67,11136.6,1521,37.93
26650,2.6,9390,2782.46,0.33,0.66,23698.93,2245.63,39.14,0.29,31.92,7.45,1.1005,17.12,2.25,2.65,11070.3,1528.48,37.05
26650,2.6,7990,2776.99,0.37,0.67,23690.66,2258.51,39.31,0.29,31.88,7.27,1.0983,17.123,2.24,2.63,10641.5,1537.16,36.03
26900,2.58,7190,2685,0.31,0.68,22893.47,2263.61,38.97,0.29,31.97,7.49,1.0899,17.202,2.23,2.635,10894.2,1539.31,36.26
26650,2.67,7190,2738.65,0.31,0.69,23537.44,2250.47,38.83,0.29,31.89,7.57,1.0903,17.01,2.24,2.645,10264.1,1530.59,39.09
26650,2.62,7690,2578.28,0.31,0.73,21693.63,2262.97,38.94,0.29,31.85,7.22,1.0949,17.51,2.225,2.66,10012.5,1538.31,38.5
26750,2.59,8290,2514.92,0.32,0.64,21285.93,2260.29,38.95,0.29,31.82,7,1.0979,17.44,2.225,2.665,9815.3,1536.28,38.22
26550,2.56,8890,2458.54,0.35,0.63,20819.46,2266.98,39.09,0.29,31.93,7.25,1.0928,16.995,2.225,2.72,9917.3,1538.29,39.41
26700,2.5,9890,2498.08,0.34,0.64,21227.38,2241,39.04,0.29,32.01,7.14,1.0913,16.635,2.235,2.72,10387.7,1521.67,37.33
26800,2.49,10190,2614.69,0.31,0.67,22208.42,2208.22,38.76,0.29,32.07,6.92,1.0816,15.8754,2.22,2.73,10238.1,1501.34,36.76
26500,2.51,10690,2558.98,0.36,0.71,21678.22,2214.71,39.23,0.29,32.1,7.24,1.0805,15.5625,2.215,2.71,10135.7,1507.28,36.86
26450,2.47,10690,2555.87,0.39,0.69,21898.47,2249.16,39.24,0.29,32.08,7.93,1.0819,15.446,2.21,2.72,10060.5,1528.86,35.56
26350,2.46,10690,2501.29,0.38,0.64,21468.38,2228.73,39.35,0.29,32.1,8.52,1.0848,15.4928,2.24,2.75,9749.8,1516.36,35.21
26250,2.43,10490,2457.77,0.35,0.69,21050.34,2239.66,39.75,0.29,32.2,7.69,1.0807,15.505,2.215,2.74,9276.6,1522.88,33.68
26000,2.41,8490,2344.44,0.36,0.68,19722.19,2231.63,39.95,0.29,32.2,7.6,1.0838,15.35,2.2,2.75,9014.6,1519.55,32.1
26100,2.41,6690,2290.71,0.36,0.64,19028.36,2276.22,40,0.29,32.35,7.51,1.0833,14.8416,2.18,2.75,9577.9,1546.9,34.14
26150,2.4,5490,2431.94,0.38,0.61,20253.15,2323.83,40.04,0.29,32.44,7.6,1.0795,14.9665,2.17,2.75,9313.8,1575.07,33.3
26050,2.4,5990,2393.48,0.41,0.63,19830.01,2314.51,40.26,0.29,32.37,6.44,1.0836,14.7976,2.14,2.75,9562.5,1570.66,32.92
26150,2.39,6490,2436.5,0.38,0.62,20188.69,2329.11,40.3,0.29,32.39,7.62,1.0907,14.9745,2.15,2.76,9726.2,1579.25,33.38
26450,2.43,6990,2425.66,0.37,0.61,20487.05,2334.51,40.66,0.29,32.52,6.44,1.098,14.948,2.13,2.785,10852,1584.17,33.95
26500,2.46,8990,2508.59,0.36,0.67,20917.53,2359.61,40.9,0.29,32.46,5.12,1.0956,15.27,2.165,2.81,10445.4,1597.5,33.53
26200,2.41,10740,2569.99,0.35,0.61,21973.82,2366.74,40.41,0.29,32.41,6.87,1.0872,15.1945,2.19,2.785,10466.7,1600.28,31.89
26200,2.42,12390,2630.86,0.35,0.61,22184.71,2339.16,40.34,0.29,32.47,7.88,1.0819,15.2025,2.205,2.8,11523.9,1582.77,32.83
26150,2.34,13190,2825.6,0.36,0.61,24604.63,2340.83,40.37,0.29,32.47,9.68,1.0829,15.2594,2.205,2.81,11635.2,1582.96,29.53
26050,2.36,13790,2813.48,0.39,0.58,24453,2354.56,40.11,0.29,32.44,9.31,1.0809,15.255,2.21,2.8,11748.6,1589.68,27.64
25850,2.35,13790,2863.89,0.34,0.62,24992.36,2351.03,39.92,0.29,32.34,9.91,1.0778,15.0931,2.195,2.8,12593,1586.13,25.56
25450,2.34,13790,2954.2,0.42,0.64,25457.21,2346.96,39.92,0.29,32.37,11.11,1.0824,14.88,2.13,2.78,12740.9,1583.48,25.3
25500,2.38,13290,3075.7,0.44,0.67,26671.92,2331.73,39.98,0.29,32.52,11.3,1.0857,15.3175,2.14,2.775,12696.6,1572.74,24.49
25600,2.41,12190,3045.75,0.41,0.64,26383.68,2326.05,40.43,0.29,32.51,11.35,1.0862,15.1455,2.13,2.75,12845.1,1569.82,24.49
25900,2.38,12190,3096.46,0.48,0.75,26762.47,2343.05,40.57,0.29,32.49,10.92,1.0875,15.5449,2.14,2.74,12441.4,1578.52,23.35
25900,2.34,12290,2974.28,0.46,0.77,25590.51,2348.77,40.71,0.29,32.68,11.36,1.0835,15.4867,2.14,2.75,12547.2,1584.13,24.09
25950,2.33,12290,2916.9,0.46,0.73,25270.83,2369.87,40.92,0.29,32.7,11.91,1.0911,15.7592,2.12,2.73,12841.4,1596.95,25.52
26250,2.32,12590,3062.54,0.39,0.78,26526,2350.41,41.18,0.29,32.66,12.42,1.098,15.3609,2.125,2.75,13194.3,1584.35,21.24
26750,2.31,12940,3139.9,0.38,0.72,27159.46,2347.35,40.92,0.29,32.7,11.83,1.0914,15.4744,2.105,2.775,13570.2,1581.05,19.11
26750,2.34,12940,3238.94,0.34,0.7,28037.65,2353.21,40.75,0.29,32.69,12.17,1.0941,15.44,2.11,2.8,13654,1583.46,19.04
26700,2.38,12940,3257.61,0.37,0.62,28402.93,2338.75,40.71,0.29,32.68,12.73,1.093,14.9737,2.085,2.78,14014.6,1573.81,15.64
26800,2.34,12890,3360.5,0.4,0.61,29146.53,2326.72,40.54,0.29,32.73,12.52,1.0857,15.0114,2.08,2.735,14061,1566.59,13.35
26800,2.35,12790,3380.45,0.39,0.57,29296.25,2342.41,40.39,0.29,32.73,12.39,1.0891,15.0196,2.1,2.68,14077.5,1575.03,12.96
26900,2.36,12690,3380.39,0.52,0.66,29312.7,2341.52,40.16,0.29,32.83,12.17,1.0793,14.407,2.085,2.69,14047.9,1574.85,16.84
27000,2.31,12690,3369.04,0.52,0.72,29282.78,2338.81,40.51,0.29,33.03,12.35,1.0813,14.4955,2.07,2.71,14104.8,1572.61,16.78
26850,2.29,12290,3378.08,0.52,0.67,29440.47,2318.47,40.83,0.29,32.94,12.58,1.0858,13.9484,2.025,2.68,14069.2,1558.8,14.2
26850,2.27,11790,3365.9,0.41,0.84,29436.03,2313.62,40.98,0.29,33.11,12.63,1.0964,13.97,2.06,2.68,14117.8,1555.55,13.12
26700,2.32,11590,3370.5,0.42,0.83,29406.75,2304.07,40.71,0.29,32.75,12.55,1.1031,14.0569,2.05,2.69,13984.5,1551.71,-14
26900,2.35,11065,3365.87,0.67,0.85,29390.71,2338.63,40.56,0.29,32.67,12.41,1.1049,14.535,2.1,2.69,13904,1572.64,17.73
27000,2.34,10965,3318.28,0.73,0.78,28995.66,2346.36,40.48,0.29,32.54,12.61,1.1136,14.405,2.1,2.71,13987.5,1577.38,20
28200,2.3,10840,3335.54,0.7,0.79,29286.92,2311.54,39.82,0.29,32.63,12.77,1.103,14.5,2.12,2.71,14066.9,1558.6,20.15
28150,2.34,10765,3344.92,0.5,1.13,29388.58,2301.66,38.93,0.29,32.75,12.98,1.0881,14.31,2.1,2.7,13964,1555.38,20.72
28150,2.34,10765,3324.91,0.46,1.15,29048.73,2304.14,38.53,0.29,32.76,12.99,1.0789,13.28,2.1,2.72,13826.1,1559.84,22.36
27900,2.31,10765,3280.61,0.61,1.04,28696.74,2320.58,37.9,0.3,32.83,12.95,1.0726,12.6,2.07,2.74,13655.9,1571.1,24.6
27900,2.27,10765,3235.66,0.71,0.75,28319.65,2304.85,38.12,0.3,32.7,12.94,1.0696,12.0971,2.07,2.7,13783.8,1562.22,26.28
27800,2.29,10765,3282.33,0.62,0.67,28813.04,2303.61,37.45,0.3,32.6,12.89,1.0691,11.9598,2.04,2.72,13745.2,1562.63,24.3
27650,2.27,10515,3256.45,0.55,0.82,28640.16,2346.75,37.88,0.3,32.61,12.79,1.0915,12.6096,2.025,2.71,13912.8,1588.59,26.34
27650,2.23,10340,3289.46,0.4,0.85,28820.53,2355.91,38.75,0.3,32.16,12.29,1.0997,12.845,2.02,2.71,13812.6,1594.04,26.09
27600,2.19,10165,3255.35,0.68,0.76,28594.28,2378.92,39.44,0.3,32.15,12.71,1.1183,15.0942,2.02,2.725,13746.6,1607.97,24.81
27700,2.21,10015,3247.16,0.79,0.62,28542.49,2383.34,39.09,0.3,31.84,13.24,1.1085,15.8375,2.04,2.675,14120,1611.85,21.22
28100,2.19,9975,3333.1,0.73,0.5,29230.39,2396.2,39.89,0.3,31.76,13.06,1.1185,16.75,2.05,2.64,14064.3,1618.15,20.1
28150,2.22,9975,3315.77,0.94,0.92,29111.02,2372.37,40.38,0.3,31.5,13.45,1.1269,16.8969,2.035,2.65,14147.9,1603.13,20.23
