Date,Y,BOND10THB,OIL,SET,USD_THB,XAU_USD
28-12-2023,33800,2.72,74.04,1410.87,34.35,2077.34
27-12-2023,33750,2.72,75.57,1415.06,34.56,2066.7
26-12-2023,33800,2.72,73.74,1408.17,34.61,2055.73
19-12-2023,33550,2.8,72.93,1395.26,34.98,2027.3
14-12-2023,33800,2.83,70.08,1370.16,35.34,2026.59
13-12-2023,33550,2.84,68.99,1369.88,35.7,1979.74
12-12-2023,33500,2.855,71.67,1382.91,35.75,1981.59
07-12-2023,33800,2.85,69.57,1382.18,35.16,2025.3
06-12-2023,33700,2.98,72.33,1383.14,35.24,2019.74
30-11-2023,33750,3.03,77.79,1389.25,34.83,2044.8
29-11-2023,33550,3,76.67,1404.89,34.77,2041.24
28-11-2023,33350,3.09,75.32,1398.57,35.065,2013.94
27-11-2023,33550,3.03,75.57,1393.02,35.4,2002.78
22-11-2023,33300,2.99,77.92,1422.02,35.18,1998.69
21-11-2023,33050,3,77.69,1427.04,35.21,1977.49
20-11-2023,32950,2.98,75.8,1415.68,35.11,1980.39
16-11-2023,33100,3.12,76.71,1413.05,35.59,1959.44
15-11-2023,33050,3.04,78.1,1401.48,35.525,1963.05
14-11-2023,33200,3.14,78.48,1390.37,35.98,1946.19
09-11-2023,32800,3.11,75.63,1410.83,35.53,1950.09
08-11-2023,33100,3.13,77.03,1410.07,35.58,1968.84
07-11-2023,33300,3.16,80.69,1413.64,35.515,1978.19
06-11-2023,33500,3.19,80.76,1430.01,35.51,1992.3
02-11-2023,33850,3.27,80.44,1391.97,36.19,1983.53
01-11-2023,34000,3.25,80.98,1380.89,36.12,1983.01
31-10-2023,34000,3.235,81.96,1395.6,35.9,1996
30-10-2023,34150,3.295,84.25,1381.57,36.16,2004.8
26-10-2023,34100,3.37,84.58,1394.5,36.23,1979.97
25-10-2023,33750,3.29,82.99,1401.25,36.2,1971.36
24-10-2023,33900,3.38,85.05,1395.92,36.31,1972.97
19-10-2023,33600,3.35,87.22,1425.07,36.38,1947.99
18-10-2023,33250,3.38,86.41,1432.94,36.34,1923.7
17-10-2023,32950,3.32,85.69,1431.83,36.25,1920.14
16-10-2023,32950,3.27,86.37,1443.89,36.25,1929.3
12-10-2023,32300,3.28,81.84,1457,36.41,1874.1
11-10-2023,32250,3.35,84.16,1438.08,36.62,1859.99
10-10-2023,32550,3.33,84.7,1441.84,36.97,1861.27
09-10-2023,32450,3.36,83.2,1434.67,37.01,1832.74
05-10-2023,31950,3.37,82.85,1454.57,36.905,1820.49
04-10-2023,32000,3.31,87.44,1430.74,37.08,1824.3
03-10-2023,31900,3.17,87.01,1458.65,36.95,1827.96
28-09-2023,32600,3.27,91.44,1497.65,36.67,1875.73
27-09-2023,32850,3.22,88.92,1494.14,36.4,1900.69
26-09-2023,32900,3.29,88.3,1504.69,36.19,1916.03
25-09-2023,32800,3.2,88.83,1524.39,35.99,1925.24
21-09-2023,32950,3.17,88.07,1504.55,36.14,1930.99
20-09-2023,32950,3.14,90.63,1521.66,36.02,1931.69
19-09-2023,32600,3.02,90.97,1527.68,35.69,1933.68
18-09-2023,32500,2.98,90.41,1539.4,35.71,1924.19
14-09-2023,32300,3.02,88.19,1538.03,35.72,1906.68
13-09-2023,32300,2.98,88.07,1546.47,35.6,1913.55
12-09-2023,32350,2.94,86.62,1544.08,35.5,1922.9
11-09-2023,32300,2.62,86.74,1548.93,35.64,1919.16
29-08-2023,32000,2.6,79.55,1566,35.22,1920.23
24-08-2023,31750,2.6,78.3,1552.97,34.98,1914.15
16-08-2023,31950,2.6,80.74,1516.64,35.38,1901.59
08-08-2023,31950,2.6,82.04,1534.61,34.84,1936.76
07-08-2023,31850,2.57,82.27,1533.18,34.69,1942.59
27-07-2023,32000,2.57,78.49,1527.12,34.195,1972.08
26-07-2023,32050,2.59,78.88,1527.41,34.49,1964.99
20-07-2023,31850,2.54,75.33,1536.08,34.04,1976.8
17-07-2023,32050,2.53,74.88,1521.39,34.65,1954.9
06-07-2023,31850,2.51,71.85,1503.38,34.99,1916.05
05-07-2023,31900,2.49,70.25,1512.93,34.9,1925.9
27-06-2023,32150,2.52,69.63,1488.17,35.19,1923.21
22-06-2023,31900,2.54,72.4,1524.35,34.81,1932.09
13-06-2023,32100,2.49,67.45,1553.11,34.64,1957.69
07-06-2023,32300,2.49,71.7,1531.3,34.79,1963.59
01-06-2023,32250,2.46,67.81,1534.16,34.72,1962.8
23-05-2023,32150,2.54,72,1526.15,34.47,1971.99
22-05-2023,32200,2.51,71.87,1505.21,34.37,1977.8
17-05-2023,32250,2.52,70.6,1541.29,34.06,1988.94
11-05-2023,32400,2.48,72.54,1571.21,33.65,2030.56
08-05-2023,32450,2.46,71.27,1541.51,33.9,2015.95
03-05-2023,32150,2.47,71.43,1521.17,34.12,2014.8
27-04-2023,32250,2.51,74.3,1539.28,34.15,1987.58
19-04-2023,32600,2.54,80.96,1588.9,34.28,2007.49
03-04-2023,31850,2.43,80.6,1610.84,34.16,1970.84
29-03-2023,31900,2.34,73.74,1611.75,34.26,1972.82
27-03-2023,32050,2.25,69.75,1595.12,34.22,1977.66
23-03-2023,31850,2.31,70.07,1582.26,34.28,1967.91
09-03-2023,30150,2.48,76.65,1615.27,35.05,1813.65
08-03-2023,30150,2.52,77.36,1606.13,35.1,1813.61
22-02-2023,30100,2.52,76.29,1665.6,34.6,1834.71
21-02-2023,30050,2.52,76.64,1659.7,34.39,1841.71
16-02-2023,29800,2.55,78.68,1653.85,34.265,1836.56
13-02-2023,29750,2.56,80.05,1661.37,33.71,1865.69
02-02-2023,30200,2.47,77.06,1689.16,32.82,1950.54
31-01-2023,29900,2.47,78.19,1681.66,32.78,1922.82
24-01-2023,29950,2.47,81.94,1689.9,32.73,1931.35
23-01-2023,29900,2.48,82.12,1681.33,32.74,1926.2
19-01-2023,29850,2.42,79.43,1682.13,32.96,1903.83
12-01-2023,29750,2.44,77.9,1688.34,33.425,1876.43
11-01-2023,29800,2.43,75.06,1693.22,33.49,1877.3
09-01-2023,29800,2.47,73.87,1685.3,33.77,1865.45
29-12-2022,29700,2.52,79.01,1644.73,34.77,1804.16
28-12-2022,29750,2.56,80.02,1644,34.64,1814
27-12-2022,29600,2.5,79.99,1632.06,34.685,1796.67
22-12-2022,29800,2.5,78.28,1614.53,34.71,1814.2
21-12-2022,29800,2.52,76,1611.26,34.68,1818.06
19-12-2022,29550,2.46,74.62,1619.03,34.87,1793.13
14-12-2022,29650,2.37,75.22,1630.49,34.61,1810.49
07-12-2022,29500,2.47,74.73,1632.2,35.1,1771.14
06-12-2022,29450,2.52,77.46,1639.25,34.98,1768.67
29-11-2022,29550,2.62,76.66,1619.23,35.73,1740.82
23-11-2022,29800,2.64,80.86,1619.87,36.13,1740.3
21-11-2022,29800,2.74,80.26,1613.43,35.81,1750.82
16-11-2022,29950,2.69,86.23,1628.74,35.56,1778.34
09-11-2022,29800,2.93,87.73,1633.58,37,1712.6
01-11-2022,29550,3.22,85.2,1614.23,38.06,1633.4
12-10-2022,30100,3.12,87.25,1564.42,38.11,1666.49
11-10-2022,30050,3.16,89.75,1567.37,37.98,1668.4
04-10-2022,30350,2.97,82.57,1576.93,37.79,1699.4
03-10-2022,29850,3.11,80.29,1586.51,37.85,1661.3
26-09-2022,29400,3.12,78.75,1626.61,37.53,1645.4
21-09-2022,29300,2.83,83.6,1640.5,37.02,1663.67
20-09-2022,29300,2.83,85.02,1640.62,36.96,1675.47
14-09-2022,29600,2.7,87.24,1643.39,36.66,1701.86
31-08-2022,29850,2.45,91.85,1632.92,36.47,1723.83
30-08-2022,29900,2.45,95.8,1631.17,36.32,1738.36
29-08-2022,29800,2.47,92.28,1622.43,36.19,1736.19
25-08-2022,29850,2.45,94.82,1638.51,36.1,1751.55
23-08-2022,29800,2.51,90.1,1613.2,36.12,1736.4
22-08-2022,29700,2.57,89.63,1623.72,35.74,1747.05
16-08-2022,29950,2.35,87.39,1629.44,35.51,1779.74
15-08-2022,30100,2.38,91.3,1621.2,35.3,1802.05
10-08-2022,30050,2.46,89.71,1616.4,35.41,1794.21
09-08-2022,30000,2.49,89.87,1608.96,35.615,1789.21
04-08-2022,30300,2.44,89.99,1599.96,36.24,1765.34
02-08-2022,30350,2.44,92.2,1588.76,36.15,1772.23
01-08-2022,30300,2.49,96.44,1584.93,36.28,1765.05
26-07-2022,29950,2.55,93.95,1563.16,36.69,1719.69
25-07-2022,29950,2.55,92.83,1553.7,36.68,1728.15
18-07-2022,29700,2.53,94.34,1539.13,36.65,1707.94
14-07-2022,29750,2.77,94.14,1543.4,36.21,1735.7
05-07-2022,30550,2.77,105.6,1566.51,35.71,1808.74
30-06-2022,30400,2.86,106.67,1587.82,35.2,1817.8
29-06-2022,30250,2.88,109,1588.03,35.18,1819.95
27-06-2022,30750,2.9,104.37,1577.89,35.5,1838.15
23-06-2022,30750,2.97,102.53,1564.21,35.39,1837.87
16-06-2022,30300,3.05,114.09,1604.73,34.81,1833.99
15-06-2022,30200,3.05,116.41,1605.54,35.02,1808.35
14-06-2022,30250,3.2,118.45,1597.17,34.9,1819.1
13-06-2022,30650,3.04,117.71,1611.84,34.75,1875.8
08-06-2022,30200,2.87,117.7,1639.1,34.42,1852.51
25-05-2022,30150,2.9,107.68,1632.12,34.1,1865.09
24-05-2022,30000,2.99,107.68,1636.12,34.145,1853.59
17-05-2022,29950,3.39,111.61,1595.6,34.72,1824.18
12-05-2022,30500,3.36,103.94,1607.28,34.635,1852.58
11-05-2022,30200,3.31,97.74,1621.35,34.61,1838.41
10-05-2022,30450,3.36,100.96,1599.98,34.58,1853.74
28-04-2022,30700,2.71,100.59,1663.14,34.34,1886.14
05-04-2022,30600,2.205,102.16,1705.86,33.47,1933.38
31-03-2022,30400,2.205,105.3,1698.8,33.35,1932.8
07-03-2022,30700,2.1,116.03,1654.43,32.69,1977.09
03-03-2022,29700,2.09,107.27,1701.26,32.53,1926.49
01-03-2022,29400,2.15,93.88,1694.95,32.665,1908.19
21-02-2022,28850,2.205,91.62,1712.95,32.14,1900.4
10-02-2022,28400,2.16,88.84,1705.73,32.71,1832.94
27-01-2022,28550,2.15,85.71,1633.78,33.12,1818.44
25-01-2022,28750,2.125,83.32,1636.33,33,1843.34
21-01-2022,28700,2.18,83.65,1651.21,32.91,1838.65
18-01-2022,28450,2.2,83.77,1680.28,33.09,1819.77
14-01-2022,28650,2.095,81.21,1676.58,33.22,1822.55
13-01-2022,28750,2.09,82.12,1680.83,33.3,1825.94
12-01-2022,28700,2.07,80.71,1676.03,33.35,1822.49
10-01-2022,28650,2.05,78.51,1661.5,33.65,1795.41
07-01-2022,28500,2.03,79,1659.15,33.56,1789.55
04-01-2022,28500,2,75.8,1664.51,33.24,1801.34
29-12-2021,28700,1.95,75.71,1643.43,33.54,1805.59
23-12-2021,28700,1.95,72.59,1633.2,33.67,1803.69
22-12-2021,28600,1.99,70.97,1628.42,33.68,1788.94
20-12-2021,28550,1.88,69.88,1631.22,33.34,1799.4
16-12-2021,28200,1.99,71.28,1629.48,33.42,1777.4
15-12-2021,28100,1.99,70.12,1628.01,33.43,1770.49
08-12-2021,28400,1.99,71.62,1617.09,33.69,1784.4
03-12-2021,28500,1.9,67.17,1593.08,33.88,1768.84
01-12-2021,28400,1.92,66.68,1576.26,33.75,1774.15
30-11-2021,28500,1.88,69.69,1601.52,33.72,1785.34
29-11-2021,28650,2,68.93,1608.01,33.71,1790.05
24-11-2021,28250,2,77.9,1650.54,33.11,1790.34
23-11-2021,28350,1.99,75.81,1652.62,33.02,1805.65
22-11-2021,28750,1.955,75.07,1648.14,32.81,1846.74
18-11-2021,28850,1.97,77.49,1643.39,32.62,1866.97
17-11-2021,28800,1.99,79.6,1646.86,32.76,1850.34
16-11-2021,28900,1.96,79.8,1642.05,32.72,1862.94
11-11-2021,28700,1.95,80.1,1629.28,32.83,1849.69
09-11-2021,28350,1.895,80.87,1626.8,32.93,1824.74
08-11-2021,28500,1.9,80,1631.34,33.17,1818.44
05-11-2021,28350,1.945,78.32,1627.45,33.36,1792.14
04-11-2021,28050,1.98,78.93,1613.45,33.3,1769.98
03-11-2021,28200,1.94,81.7,1620.52,33.265,1787.71
01-11-2021,28200,2.04,81.58,1627.59,33.31,1783.24
29-10-2021,28250,1.99,81.71,1626.27,33.21,1799.03
27-10-2021,28150,1.99,83.11,1632.44,33.215,1793.04
26-10-2021,28250,1.99,82.61,1635.61,33.055,1807.9
25-10-2021,28300,1.98,82.64,1645,33.32,1794
21-10-2021,28250,2.06,82.45,1644.39,33.37,1782.1
20-10-2021,28050,2.09,82.46,1633.88,33.33,1769.28
19-10-2021,28000,2.03,81.58,1648.48,33.485,1764.99
15-10-2021,28250,1.99,80.93,1646.35,33.165,1795.81
12-10-2021,27900,2,79.89,1644.56,33.69,1754.12
08-10-2021,28200,1.97,78.47,1641.92,33.78,1755.89
07-10-2021,28200,1.91,76.63,1627.15,33.82,1762.74
06-10-2021,28200,1.92,78.58,1626.65,33.825,1760.45
05-10-2021,28250,1.895,77.29,1612.5,33.77,1769.75
04-10-2021,28050,1.9,75.63,1611.69,33.62,1762.15
01-10-2021,28000,1.89,74.74,1600.59,33.68,1756.91
30-09-2021,27850,1.88,74.47,1616.99,33.95,1726.4
29-09-2021,27900,1.83,73.95,1605.19,33.845,1733.97
28-09-2021,27900,1.855,75.05,1623.88,33.6,1750.45
27-09-2021,27800,1.83,73.83,1637.3,33.43,1751.24
23-09-2021,28050,1.8,71.6,1632.92,33.47,1768.4
22-09-2021,28150,1.81,70.48,1614.74,33.38,1774.51
21-09-2021,27900,1.79,70.43,1604.64,33.37,1764.19
20-09-2021,27650,1.83,71.81,1617.44,33.32,1754.3
17-09-2021,27650,1.84,72.33,1632.18,33.14,1753.67
16-09-2021,28000,1.66,72.42,1633.28,32.89,1794.34
15-09-2021,28150,1.66,70.47,1624.17,32.945,1804.53
14-09-2021,27900,1.695,70.38,1639.9,32.87,1793.77
13-09-2021,27750,1.695,69.35,1634.43,32.69,1788.55
10-09-2021,27850,1.68,67.73,1633.1,32.72,1794.61
09-09-2021,27750,1.705,69.11,1637.65,32.77,1789.19
08-09-2021,27950,1.73,68.13,1632.18,32.66,1794.41
07-09-2021,28100,1.69,68.9,1653.67,32.44,1823.27
06-09-2021,28100,1.65,68.75,1652.33,32.49,1828.66
03-09-2021,27900,1.65,69.51,1654,32.46,1809.98
01-09-2021,27800,1.61,68.31,1643.01,32.24,1813.57
31-08-2021,27850,1.58,68.89,1632.65,32.48,1810.26
30-08-2021,28000,1.595,68.94,1621.68,32.55,1817.55
27-08-2021,27850,1.62,67.47,1602.16,32.76,1792.6
26-08-2021,27800,1.635,67.78,1601.99,32.805,1791.09
25-08-2021,28050,1.61,67.33,1591.29,32.875,1802.86
24-08-2021,28300,1.585,65.24,1590.12,33.255,1805.61
23-08-2021,28150,1.56,61.75,1566.1,33.36,1780.55
20-08-2021,28150,1.54,63.65,1549.92,33.35,1780.44
19-08-2021,28150,1.55,64.45,1546.7,33.295,1788.05
18-08-2021,28100,1.55,66.34,1546.71,33.36,1786.21
17-08-2021,28250,1.56,67.17,1536.94,33.41,1787.51
16-08-2021,28050,1.56,67.63,1527.08,33.34,1778.44
13-08-2021,27550,1.56,68.75,1530.68,33.05,1752.72
11-08-2021,27400,1.565,68.28,1549.41,33.46,1729.01
10-08-2021,27550,1.565,66.62,1544.31,33.47,1729.74
09-08-2021,27550,1.58,67.62,1528.16,33.44,1763.34
06-08-2021,28450,1.51,68.77,1530.43,33.27,1804.28
05-08-2021,28350,1.5,67.64,1544.83,33.12,1811.69
04-08-2021,28350,1.56,69.88,1542.11,33.025,1810.6
03-08-2021,28250,1.575,70.86,1525.24,32.95,1813.64
02-08-2021,28300,1.59,73.11,1523.42,32.89,1814.34
30-07-2021,28400,1.585,72.75,1536.91,32.855,1828.21
29-07-2021,28250,1.605,71.8,1541.8,32.87,1807.15
27-07-2021,28000,1.61,71.61,1547.4,32.91,1797.53
23-07-2021,28100,1.63,70.97,1550.86,32.895,1806.95
22-07-2021,28000,1.63,69.5,1549.85,32.825,1803.58
21-07-2021,28100,1.61,65.86,1543.17,32.84,1810.32
20-07-2021,28200,1.69,66.61,1551.26,32.86,1812.61
19-07-2021,28200,1.69,71.09,1557.81,32.79,1811.65
16-07-2021,28300,1.66,71.21,1569.23,32.69,1829.45
15-07-2021,28200,1.67,72.43,1575.05,32.61,1827.35
14-07-2021,27950,1.475,74.58,1570.12,32.64,1807.72
13-07-2021,27950,1.62,73.51,1557.26,32.685,1806.17
12-07-2021,27900,1.62,73.92,1558.63,32.52,1807.94
09-07-2021,27900,1.62,72.51,1537.97,32.54,1802.89
08-07-2021,27600,1.62,71.55,1563.96,32.33,1803.67
07-07-2021,27550,1.62,73,1585.04,32.26,1796.96
06-07-2021,27350,1.62,74.43,1585.96,32.11,1791.88
05-07-2021,27150,1.62,75.15,1580.69,32.16,1787.69
02-07-2021,27050,1.62,74.07,1591.37,32.06,1776.83
01-07-2021,26850,1.62,72.78,1591.04,32.03,1770.06
30-06-2021,26800,1.62,72.77,1597.26,32.11,1761.35
29-06-2021,26950,1.62,72.04,1580.89,31.92,1778.44
28-06-2021,26850,1.62,73.27,1572.18,31.8,1781.24
25-06-2021,26800,1.635,72.65,1592.02,31.9,1775.46
24-06-2021,26850,1.62,72.56,1587.73,31.83,1779.01
23-06-2021,26800,1.665,72.1,1605.31,31.72,1778.8
22-06-2021,26750,1.65,73.04,1610.85,31.61,1783.23
21-06-2021,26500,1.63,71.15,1596.96,31.47,1764.44
18-06-2021,26550,1.68,70.8,1619.88,31.41,1772.73
17-06-2021,27100,1.7,71.48,1621.38,31.28,1812.18
16-06-2021,27400,1.68,72.13,1622.78,31.15,1858.96
15-06-2021,27450,1.665,70.91,1634.45,31.12,1866.26
14-06-2021,27550,1.68,70.36,1641.68,31.07,1874.59
11-06-2021,27950,1.67,69.91,1632.04,31.16,1898.42
10-06-2021,27800,1.67,69.61,1631.92,31.16,1888.57
09-06-2021,27900,1.71,69.81,1618.06,31.21,1893.49
08-06-2021,28000,1.74,69.08,1614.85,31.18,1898.99
07-06-2021,27850,1.75,69.25,1618.74,31.14,1888.49
04-06-2021,27600,1.78,68.71,1613.72,31.21,1871.32
02-06-2021,28000,1.77,67.8,1624.83,31.16,1900.05
01-06-2021,28200,1.77,66.45,1602.65,31.2,1907.53
31-05-2021,28200,1.76,66.58,1582.56,31.26,1903.69
28-05-2021,28050,1.74,66.68,1590.44,31.3,1897.05
27-05-2021,28050,1.72,65.93,1570.5,31.25,1896.49
25-05-2021,27800,1.735,65.76,1562.89,31.34,1880.69
24-05-2021,28000,1.75,63.61,1555.23,31.38,1882.34
21-05-2021,27800,1.76,61.73,1559.82,31.37,1876.84
20-05-2021,27800,1.74,63.35,1565.39,31.41,1869.74
19-05-2021,27800,1.69,65.3,1561.97,31.43,1869.59
18-05-2021,27800,1.67,66.31,1559.93,31.49,1866.59
17-05-2021,27500,1.67,65.44,1542.23,31.36,1843.84
14-05-2021,27050,1.7,63.84,1555.72,31.36,1826.49
13-05-2021,27000,1.69,65.78,1554.1,31.29,1815.9
12-05-2021,27050,1.695,65.44,1576.66,31.16,1837.4
11-05-2021,27000,1.69,64.94,1579.25,31.11,1834.58
10-05-2021,26950,1.68,65.25,1596.61,31.09,1833.24
07-05-2021,26800,1.65,64.86,1582.25,31.24,1815.48
06-05-2021,26350,1.65,65.26,1553.27,31.13,1787.09
05-05-2021,26300,1.65,66.2,1581.86,31.18,1778.91
30-04-2021,26150,1.7,64.76,1591.12,31.19,1772.9
29-04-2021,26450,1.71,63.59,1584.55,31.35,1780.9
28-04-2021,26350,1.72,62.92,1565.7,31.35,1776.8
27-04-2021,26450,1.66,61.8,1564.06,31.43,1780.42
26-04-2021,26450,1.68,62.03,1552.05,31.42,1776.34
23-04-2021,26600,1.73,61.56,1563.46,31.39,1784.33
22-04-2021,26600,1.72,61.05,1585.91,31.32,1794.15
21-04-2021,26400,1.74,62.33,1576.19,31.28,1778.64
20-04-2021,26150,1.73,63.53,1574.38,31.23,1770.3
19-04-2021,26250,1.74,63.01,1555.01,31.21,1779.5
16-04-2021,26050,1.72,63.35,1543.59,31.17,1763.84
12-04-2021,25950,1.76,59.43,1561.53,31.45,1743.8
09-04-2021,26100,1.71,59.78,1562.2,31.41,1756.54
08-04-2021,25800,1.76,59.56,1554.64,31.37,1737.84
07-04-2021,25750,1.765,59.28,1566.11,31.3,1742.96
05-04-2021,25600,1.79,61.48,1599.33,31.31,1728.74
01-04-2021,25300,1.79,59.48,1594.01,31.25,1708.09
31-03-2021,25000,1.78,60.4,1592.26,31.31,1685.59
30-03-2021,25300,1.75,61.92,1589.68,31.2,1712.55
29-03-2021,25550,1.75,60.94,1582.73,31.12,1732.15
26-03-2021,25550,1.72,58.44,1577.47,31.15,1727.3
25-03-2021,25500,1.72,60.8,1576.27,31.01,1735.65
24-03-2021,25400,1.68,57.42,1557.5,31,1727.8
23-03-2021,25400,1.76,61.18,1572.7,30.87,1739.05
22-03-2021,25400,1.8,61.6,1563.56,30.82,1745.74
19-03-2021,25350,1.83,59.65,1562.3,30.885,1735.9
18-03-2021,25450,1.81,64.44,1579.72,30.7,1745.09
17-03-2021,25250,1.81,64.87,1562.92,30.76,1730.61
16-03-2021,25200,1.79,65.34,1569.01,30.74,1730.57
15-03-2021,25150,1.83,65.56,1573.11,30.72,1727.74
12-03-2021,24950,1.69,65.95,1579.71,30.55,1721.59
11-03-2021,25100,1.76,64.62,1582.69,30.69,1726.55
10-03-2021,24950,1.78,63.81,1553.27,30.73,1715.94
09-03-2021,24700,1.91,64.6,1553,30.81,1682.55
08-03-2021,24800,1.79,66.5,1559.17,30.52,1702.8
05-03-2021,24500,1.78,63.94,1531.05,30.41,1698.59
04-03-2021,24700,1.78,60.93,1535.76,30.34,1711.84
03-03-2021,24900,1.68,59.4,1510.27,30.25,1738.59
02-03-2021,24650,1.655,60.04,1503.91,30.23,1724.1
01-03-2021,25200,1.65,61.42,1493.55,30.46,1733.4
25-02-2021,25600,1.61,63.22,1508.82,30.05,1804.8
24-02-2021,25750,1.545,61.07,1503.56,30.03,1805.34
23-02-2021,25700,1.51,61.9,1487.53,30,1809.09
22-02-2021,25400,1.51,58.93,1504.65,29.97,1782.24
19-02-2021,25200,1.43,60.18,1504.98,30.01,1776.19
18-02-2021,25500,1.39,61.71,1519.79,30,1776.69
17-02-2021,25500,1.39,60.28,1519.74,29.95,1794.65
16-02-2021,25800,1.38,59.83,1528.43,29.9,1819.34
15-02-2021,25850,1.36,60.36,1515.91,29.89,1825.34
11-02-2021,26050,1.31,58.26,1520.68,29.91,1842.65
10-02-2021,26050,1.3,58.33,1526.34,29.92,1837.55
09-02-2021,26050,1.315,57.99,1524.58,29.99,1830.59
08-02-2021,25800,1.27,56.95,1508.45,30.08,1815.44
05-02-2021,25650,1.24,56.32,1491.07,30.09,1792.49
04-02-2021,26000,1.255,55.8,1486.5,30.02,1834.34
03-02-2021,26200,1.255,54.96,1498.5,30.01,1837.49
02-02-2021,26400,1.235,53.35,1491.02,29.99,1860.84
01-02-2021,26250,1.23,51.9,1465.76,29.88,1863.05
29-01-2021,26200,1.205,52.03,1478.76,29.98,1840.9
28-01-2021,26150,1.205,52.54,1482.5,30.01,1844.34
27-01-2021,26200,1.215,52.67,1510.68,29.97,1850.65
26-01-2021,26350,1.21,52.81,1497.03,29.99,1855.55
25-01-2021,26350,1.205,52.08,1498.36,29.99,1855.75
22-01-2021,26450,1.22,53.01,1508.92,29.93,1870.09
21-01-2021,26500,1.22,52.81,1525.63,29.97,1871.07
20-01-2021,26250,1.24,53.06,1524.91,29.99,1840.05
19-01-2021,26250,1.25,52,1519.37,30.12,1838.09
18-01-2021,26050,1.25,52.2,1511.04,30.07,1828.94
15-01-2021,26300,1.29,53.77,1537.03,29.99,1846.8
14-01-2021,26250,1.23,52.89,1545.35,30.02,1843.94
13-01-2021,26450,1.25,53.34,1548.3,30.05,1856.19
12-01-2021,26400,1.23,52.19,1536.75,30.15,1845.34
11-01-2021,26150,1.21,52.55,1539.79,30.11,1849.34
08-01-2021,27250,1.23,50.9,1528.12,30.05,1912.9
07-01-2021,27200,1.2,50.55,1510.64,29.94,1919.4
06-01-2021,27600,1.16,49.93,1506.56,29.92,1950.3
05-01-2021,27400,1.11,47.54,1467.89,29.9,1942.65
04-01-2021,27150,1.17,48.49,1428.8,29.99,1906.05
30-12-2020,26750,1.165,48.26,1467.74,30.06,1878.34
29-12-2020,26750,1.19,47.87,1452.39,30.18,1872.24
28-12-2020,27000,1.19,48.39,1505.15,30.03,1885.93
24-12-2020,26850,1.18,48.2,1420.6,30.2,1872.74
23-12-2020,26650,1.17,46.93,1422.59,30.22,1859.99
22-12-2020,26800,1.205,48,1405.42,30.09,1876.65
21-12-2020,26900,1.22,49.26,1429.5,29.83,1883.2
18-12-2020,26550,1.225,48.57,1485.27,29.79,1885.8
17-12-2020,26450,1.265,48.07,1487.7,30.03,1864.26
16-12-2020,26350,1.235,47.77,1487.28,30.05,1853.94
15-12-2020,26100,1.255,47.18,1468.22,30.1,1827.8
14-12-2020,26200,1.28,46.92,1491.87,30.08,1839.3
09-12-2020,26550,1.265,45.75,1490.77,30.04,1871.19
08-12-2020,26600,1.29,45.82,1448.08,30.16,1863.55
04-12-2020,26250,1.315,45.76,1439.82,30.19,1841.05
03-12-2020,26150,1.355,45.14,1424.16,30.21,1831.34
02-12-2020,25950,1.36,44.54,1416.58,30.25,1815.19
01-12-2020,25550,1.345,45.25,1418.06,30.28,1777.4
30-11-2020,25600,1.35,45.57,1429.99,30.34,1789.05
27-11-2020,26000,1.355,46.12,1431.26,30.29,1811.09
26-11-2020,26000,1.34,45.77,1420.96,30.29,1805.74
25-11-2020,26050,1.36,45.05,1416.84,30.34,1807.69
24-11-2020,26350,1.345,43.04,1429.44,30.35,1836.65
23-11-2020,26850,1.35,42.64,1397.53,30.3,1869.84
20-11-2020,26800,1.355,41.88,1369.96,30.37,1867.59
19-11-2020,26900,1.355,41.87,1363.58,30.31,1871.44
18-11-2020,26900,1.35,41.55,1345.76,30.16,1878.6
17-11-2020,27000,1.365,41.65,1356.41,30.2,1889.15
16-11-2020,27100,1.37,40.44,1360.94,30.17,1888.74
13-11-2020,26950,1.36,41.21,1330.49,30.22,1876.44
12-11-2020,26800,1.38,41.72,1340.43,30.33,1865.3
11-11-2020,27000,1.38,42.08,1353.65,30.36,1877.34
10-11-2020,27100,1.37,40.19,1330.14,30.58,1862.15
09-11-2020,28300,1.34,37.64,1281.41,30.63,1954.65
06-11-2020,28250,1.335,38.82,1265.84,30.76,1949.24
05-11-2020,28000,1.36,39.42,1234.61,30.99,1903.65
04-11-2020,28000,1.4,38.46,1223.67,31.03,1908.59
03-11-2020,27900,1.37,37.37,1210.06,31.12,1895.8
02-11-2020,27750,1.375,35.5,1196.64,31.16,1878.59
30-10-2020,27700,1.375,36.41,1204.05,31.22,1868.24
29-10-2020,27800,1.37,37.76,1200.43,31.27,1876.94
28-10-2020,28200,1.36,39.3,1207.42,31.23,1908.05
27-10-2020,28250,1.36,38.95,1201.45,31.27,1902.19
26-10-2020,28200,1.38,39.98,1212.49,31.32,1902.34
22-10-2020,28300,1.37,40.31,1214.63,31.19,1924.34
21-10-2020,28300,1.395,41.45,1217.1,31.23,1908.65
20-10-2020,28100,1.385,40.93,1205.33,31.2,1904.24
19-10-2020,28100,1.38,40.92,1221.88,31.18,1899.94
16-10-2020,28150,1.375,41.16,1245.4,31.22,1907.95
15-10-2020,28000,1.365,41.43,1255.05,31.145,1900.31
14-10-2020,28000,1.365,40.49,1269.49,31.27,1891.9
12-10-2020,28300,1.375,40.72,1269.5,31.04,1930.5
