Y_Date,Y
30-10-2017,20050
25-10-2017,20100
24-10-2017,20150
19-10-2017,20100
18-10-2017,20250
17-10-2017,20300
16-10-2017,20400
12-10-2017,20300
11-10-2017,20300
10-10-2017,20350
09-10-2017,20250
05-10-2017,20150
04-10-2017,20150
03-10-2017,20200
02-10-2017,20200
28-09-2017,20300
27-09-2017,20450
26-09-2017,20550
25-09-2017,20300
21-09-2017,20450
20-09-2017,20550
19-09-2017,20500
18-09-2017,20700
14-09-2017,20750
13-09-2017,20850
12-09-2017,20850
11-09-2017,21000
07-09-2017,20950
06-09-2017,21000
05-09-2017,20950
31-08-2017,20500
30-08-2017,20650
29-08-2017,20700
28-08-2017,20350
24-08-2017,20350
23-08-2017,20250
22-08-2017,20300
21-08-2017,20250
17-08-2017,20250
16-08-2017,20100
15-08-2017,20100
10-08-2017,20050
09-08-2017,19950
08-08-2017,19900
07-08-2017,19900
03-08-2017,19950
02-08-2017,20000
01-08-2017,20050
31-07-2017,20000
27-07-2017,19900
26-07-2017,19850
25-07-2017,19850
24-07-2017,19850
20-07-2017,19750
19-07-2017,19800
18-07-2017,19700
17-07-2017,19700
13-07-2017,19700
12-07-2017,19650
11-07-2017,19650
06-07-2017,19800
05-07-2017,19800
03-07-2017,20000
29-06-2017,20150
28-06-2017,20150
27-06-2017,20050
26-06-2017,20200
22-06-2017,20200
21-06-2017,20100
20-06-2017,20100
19-06-2017,20150
15-06-2017,20100
14-06-2017,20400
13-06-2017,20450
12-06-2017,20500
08-06-2017,20750
07-06-2017,20800
06-06-2017,20650
05-06-2017,20600
01-06-2017,20500
31-05-2017,20400
30-05-2017,20500
25-05-2017,20450
24-05-2017,20450
23-05-2017,20550
22-05-2017,20400
18-05-2017,20550
17-05-2017,20300
16-05-2017,20200
15-05-2017,20200
11-05-2017,20150
09-05-2017,20200
08-05-2017,20250
04-05-2017,20400
03-05-2017,20550
02-05-2017,20600
27-04-2017,20700
26-04-2017,20650
25-04-2017,20750
24-04-2017,20800
20-04-2017,20850
19-04-2017,20900
18-04-2017,20900
17-04-2017,20950
12-04-2017,20850
11-04-2017,20600
10-04-2017,20600
07-04-2017,20800
05-04-2017,20500
04-04-2017,20450
03-04-2017,20300
31-03-2017,20300
30-03-2017,20450
29-03-2017,20450
28-03-2017,20450
27-03-2017,20500
24-03-2017,20450
23-03-2017,20450
22-03-2017,20500
21-03-2017,20250
20-03-2017,20300
17-03-2017,20350
16-03-2017,20350
15-03-2017,20100
14-03-2017,20150
13-03-2017,20150
10-03-2017,20100
09-03-2017,20250
08-03-2017,20300
07-03-2017,20400
06-03-2017,20500
03-03-2017,20500
02-03-2017,20650
01-03-2017,20700
28-02-2017,20600
27-02-2017,20650
24-02-2017,20550
23-02-2017,20400
22-02-2017,20400
20-02-2017,20400
17-02-2017,20400
16-02-2017,20350
15-02-2017,20300
14-02-2017,20300
10-02-2017,20250
09-02-2017,20450
08-02-2017,20400
07-02-2017,20350
06-02-2017,20200
03-02-2017,20100
02-02-2017,20050
01-02-2017,20050
31-01-2017,20000
30-01-2017,19950
27-01-2017,19900
26-01-2017,20050
25-01-2017,20250
24-01-2017,20300
23-01-2017,20300
20-01-2017,20200
19-01-2017,20200
18-01-2017,20300
16-01-2017,20150
13-01-2017,20050
12-01-2017,20050
11-01-2017,20050
10-01-2017,19950
09-01-2017,19950
06-01-2017,19950
05-01-2017,19900
04-01-2017,19750
30-12-2016,19700
29-12-2016,19600
28-12-2016,19500
27-12-2016,19400
23-12-2016,19350
22-12-2016,19350
21-12-2016,19400
20-12-2016,19400
19-12-2016,19350
16-12-2016,19250
15-12-2016,19400
14-12-2016,19600
13-12-2016,19650
09-12-2016,19750
08-12-2016,19900
07-12-2016,19800
06-12-2016,19850
02-12-2016,19900
01-12-2016,19800
30-11-2016,20150
29-11-2016,20100
28-11-2016,20150
24-11-2016,20100
23-11-2016,20450
22-11-2016,20500
21-11-2016,20450
18-11-2016,20400
17-11-2016,20600
16-11-2016,20650
15-11-2016,20600
14-11-2016,20500
11-11-2016,21100
10-11-2016,21400
09-11-2016,21550
08-11-2016,21300
07-11-2016,21450
04-11-2016,21550
03-11-2016,21500
02-11-2016,21400
01-11-2016,21150
31-10-2016,21150
28-10-2016,21150
27-10-2016,21050
26-10-2016,21100
25-10-2016,21000
21-10-2016,21050
20-10-2016,21050
19-10-2016,20950
18-10-2016,21000
17-10-2016,21050
14-10-2016,21050
13-10-2016,21250
12-10-2016,21050
11-10-2016,21000
10-10-2016,20900
07-10-2016,20800
06-10-2016,20950
05-10-2016,21000
04-10-2016,21550
03-10-2016,21650
30-09-2016,21750
29-09-2016,21750
28-09-2016,21750
27-09-2016,21900
26-09-2016,21950
23-09-2016,21900
22-09-2016,21900
21-09-2016,21700
20-09-2016,21750
19-09-2016,21750
16-09-2016,21750
15-09-2016,21900
14-09-2016,21900
13-09-2016,22000
12-09-2016,21950
09-09-2016,22050
08-09-2016,22100
07-09-2016,22100
05-09-2016,21750
02-09-2016,21550
01-09-2016,21550
31-08-2016,21600
30-08-2016,21700
29-08-2016,21650
26-08-2016,21700
25-08-2016,21800
24-08-2016,21950
23-08-2016,21950
22-08-2016,22000
19-08-2016,22100
18-08-2016,22200
17-08-2016,22100
16-08-2016,22050
15-08-2016,22100
11-08-2016,22150
10-08-2016,22200
09-08-2016,22100
08-08-2016,22200
05-08-2016,22500
04-08-2016,22450
03-08-2016,22450
02-08-2016,22250
01-08-2016,22250
29-07-2016,22100
28-07-2016,22100
27-07-2016,21900
26-07-2016,21900
25-07-2016,21850
22-07-2016,22000
