Date_Y,Y,Date_DJI,DJI,Date_Set_One,Set_One,Date_GBP_THB,GBP_THB,Date_EURUSD,EURUSD,Date_Oil,Oil,Date_XAG,XAG,Date_XAU_XAG,XAU_XAG,Date_Rhodium,Rhodium,Date_SP_FIVE,SP_FIVE,Date_JPY_THB,JPY_THB,Date_BVN ,BVN ,Date_Set,Set,Date_NYSE,NYSE,Date_USD_THB,USD_THB,Date_TenBond_THB,TenBond_THB
01-07-2020,22150,01-07-2020,28639.18,01-07-2020,2343.05,01-07-2020,39.72,07-01-2020,1.1198,01-07-2020,62.91,01-07-2020,18.153,07-01-2020,86.29,16-01-2020,"8,090.00",20-12-2019,"3,223.33",13-01-2020,0.2754,26-12-2019,15.06,29-11-2019,"1,594.04",26-12-2019,"13,911.20",06-01-2020,30.165,01-03-2019,2.51
01-06-2020,22400,01-06-2020,28465.5,01-06-2020,2348.77,01-06-2020,39.45,06-01-2020,1.1168,01-06-2020,63.71,01-06-2020,18.04,06-01-2020,86.29,15-01-2020,"7,940.00",19-12-2019,"3,192.32",10-01-2020,0.2764,24-12-2019,14.77,27-11-2019,"1,611.85",24-12-2019,"13,903.00",30-12-2019,30.165,28-02-2019,2.495
30-12-2019,21500,30-12-2019,28654.76,30-12-2019,2347.35,30-12-2019,39.39,30-12-2019,1.1175,30-12-2019,61.71,30-12-2019,17.76,30-12-2019,84.95,14-01-2020,"7,915.00",18-12-2019,"3,195.21",09-01-2020,0.2783,23-12-2019,14.66,26-11-2019,"1,618.15",23-12-2019,"13,906.90",27-12-2019,30.175,27-02-2019,2.48
27-12-2019,21450,27-12-2019,28675.34,27-12-2019,2353.21,27-12-2019,39.11,27-12-2019,1.1097,27-12-2019,61.73,27-12-2019,17.8968,27-12-2019,84.34,13-01-2020,"7,965.00",17-12-2019,"3,195.40",07-01-2020,0.2781,20-12-2019,14.81,25-11-2019,"1,603.13",20-12-2019,"13,831.70",26-12-2019,30.165,26-02-2019,2.495
26-12-2019,21350,26-12-2019,28539.46,26-12-2019,2338.75,26-12-2019,39.1,26-12-2019,1.1091,26-12-2019,61.2,26-12-2019,17.7764,26-12-2019,84.37,10-01-2020,"7,990.00",16-12-2019,"3,183.63",06-01-2020,0.2793,19-12-2019,14.86,22-11-2019,"1,595.38",19-12-2019,"13,801.70",24-12-2019,30.175,25-02-2019,2.5
24-12-2019,21150,24-12-2019,28572.57,24-12-2019,2342.41,24-12-2019,39.02,24-12-2019,1.1089,24-12-2019,60.63,24-12-2019,17.4326,24-12-2019,85.21,09-01-2020,"8,190.00",13-12-2019,"3,166.65",30-12-2019,0.2754,18-12-2019,14.68,21-11-2019,"1,594.95",18-12-2019,"13,805.20",23-12-2019,30.195,22-02-2019,2.51
23-12-2019,21050,23-12-2019,28491.78,23-12-2019,2341.52,23-12-2019,39.24,23-12-2019,1.1081,23-12-2019,60.41,23-12-2019,17.2,23-12-2019,85.95,08-01-2020,"7,940.00",12-12-2019,"3,141.23",27-12-2019,0.2744,17-12-2019,14.61,20-11-2019,"1,599.42",17-12-2019,"13,795.10",20-12-2019,30.205,21-02-2019,2.47
20-12-2019,21050,20-12-2019,28608.64,20-12-2019,2338.81,20-12-2019,39.28,20-12-2019,1.1122,20-12-2019,61.11,20-12-2019,17.07,20-12-2019,86.67,07-01-2020,"6,915.00",11-12-2019,"3,135.75",26-12-2019,0.2755,16-12-2019,15.17,19-11-2019,"1,605.47",16-12-2019,"13,781.60",19-12-2019,30.235,20-02-2019,2.495
19-12-2019,21050,19-12-2019,28278.31,19-12-2019,2318.47,19-12-2019,39.54,19-12-2019,1.1113,19-12-2019,60.86,19-12-2019,17.0165,19-12-2019,86.68,06-01-2020,"6,340.00",09-12-2019,"3,141.86",24-12-2019,0.2757,13-12-2019,14.92,18-11-2019,"1,605.19",13-12-2019,"13,711.20",18-12-2019,30.255,18-02-2019,2.47
18-12-2019,21050,18-12-2019,28291.44,18-12-2019,2313.62,18-12-2019,39.71,18-12-2019,1.115,18-12-2019,60.55,18-12-2019,17.0117,18-12-2019,86.8,31-12-2019,"6,040.00",06-12-2019,"3,134.62",23-12-2019,0.2757,12-12-2019,14.87,15-11-2019,"1,613.30",12-12-2019,"13,587.70",17-12-2019,30.225,15-02-2019,2.45
17-12-2019,21050,17-12-2019,28221.75,17-12-2019,2304.07,17-12-2019,40.27,17-12-2019,1.1143,17-12-2019,60.23,17-12-2019,17.04,17-12-2019,86.62,30-12-2019,"6,050.00",04-12-2019,"3,103.50",20-12-2019,0.2761,11-12-2019,14.79,14-11-2019,"1,616.61",11-12-2019,"13,554.10",16-12-2019,30.205,14-02-2019,2.45
16-12-2019,21000,16-12-2019,28191.67,16-12-2019,2338.63,16-12-2019,40.28,16-12-2019,1.1122,16-12-2019,59.87,16-12-2019,16.9559,16-12-2019,87.06,27-12-2019,"6,065.00",03-12-2019,"3,087.41",19-12-2019,0.2759,09-12-2019,14.8,13-11-2019,"1,621.91",09-12-2019,"13,570.50",13-12-2019,30.165,13-02-2019,2.445
13-12-2019,20900,13-12-2019,28123.64,13-12-2019,2346.36,13-12-2019,39.73,13-12-2019,1.1129,13-12-2019,59.36,13-12-2019,16.93,13-12-2019,86.75,24-12-2019,"6,065.00",02-12-2019,"3,143.85",18-12-2019,0.2762,06-12-2019,15.08,12-11-2019,"1,625.42",06-12-2019,"13,515.50",12-12-2019,30.265,12-02-2019,2.46
12-12-2019,21000,12-12-2019,27898.34,12-12-2019,2311.54,12-12-2019,39.91,12-12-2019,1.113,12-12-2019,58.88,12-12-2019,16.8621,12-12-2019,87.42,23-12-2019,"6,065.00",29-11-2019,"3,147.18",17-12-2019,0.2758,04-12-2019,15.07,11-11-2019,"1,632.77",04-12-2019,"13,408.10",11-12-2019,30.325,11-02-2019,2.44
12-11-2019,20900,12-11-2019,27867.31,12-11-2019,2301.66,12-11-2019,39.84,11-12-2019,1.1092,12-11-2019,59.06,12-11-2019,16.6654,11-12-2019,87.88,20-12-2019,"6,065.00",27-11-2019,"3,145.49",16-12-2019,0.2761,03-12-2019,15.31,07-11-2019,"1,623.64",03-12-2019,"13,363.70",09-12-2019,30.345,08-02-2019,2.405
12-09-2019,20900,12-09-2019,27987.05,12-09-2019,2304.14,12-09-2019,39.89,09-12-2019,1.1055,12-09-2019,59.11,12-09-2019,16.5604,09-12-2019,88.02,19-12-2019,"6,090.00",26-11-2019,"3,134.85",13-12-2019,0.2757,02-12-2019,15.35,06-11-2019,"1,627.23",02-12-2019,"13,554.30",06-12-2019,30.375,07-02-2019,2.4
12-06-2019,21100,12-06-2019,27839.68,12-06-2019,2320.58,12-06-2019,39.95,06-12-2019,1.1105,12-06-2019,58.32,12-06-2019,16.955,06-12-2019,87.02,18-12-2019,"6,140.00",25-11-2019,"3,117.44",12-12-2019,0.2786,29-11-2019,14.94,04-11-2019,"1,601.90",29-11-2019,"13,595.90",04-12-2019,30.265,06-02-2019,2.425
12-04-2019,21100,12-04-2019,27634.63,12-04-2019,2304.85,12-04-2019,39.34,04-12-2019,1.1082,12-04-2019,56.43,12-04-2019,17.175,04-12-2019,86.05,17-12-2019,"6,140.00",22-11-2019,"3,111.41",11-12-2019,0.2787,27-11-2019,15.15,01-11-2019,"1,600.73",27-11-2019,"13,577.50",03-12-2019,30.275,05-02-2019,2.43
12-03-2019,20850,12-03-2019,27501.98,12-03-2019,2303.61,12-03-2019,39.17,03-12-2019,1.1078,12-03-2019,55.96,12-03-2019,16.905,03-12-2019,86.46,16-12-2019,"6,140.00",21-11-2019,"3,108.49",09-12-2019,0.2794,26-11-2019,15.14,31-10-2019,"1,606.71",26-11-2019,"13,532.60",02-12-2019,30.225,04-02-2019,2.41
12-02-2019,20800,12-02-2019,28109.74,12-02-2019,2346.75,12-02-2019,39,02-12-2019,1.1014,12-02-2019,55.47,12-02-2019,16.995,02-12-2019,86.11,13-12-2019,"6,140.00",20-11-2019,"3,114.66",06-12-2019,0.2792,25-11-2019,14.96,30-10-2019,"1,594.40",25-11-2019,"13,471.50",29-11-2019,30.235,01-02-2019,2.41
29-11-2019,20750,29-11-2019,28103.16,29-11-2019,2355.91,29-11-2019,39.04,29-11-2019,1.1008,29-11-2019,58.13,29-11-2019,16.92,29-11-2019,85.91,12-12-2019,"6,040.00",19-11-2019,"3,127.45",04-12-2019,0.2786,22-11-2019,15,29-10-2019,"1,601.44",22-11-2019,"13,412.30",27-11-2019,30.225,31-01-2019,2.43
27-11-2019,20800,27-11-2019,28156.47,27-11-2019,2383.34,27-11-2019,38.9,27-11-2019,1.102,27-11-2019,58.27,27-11-2019,17.0779,27-11-2019,85.49,11-12-2019,"6,040.00",18-11-2019,"3,117.91",03-12-2019,0.2777,21-11-2019,14.82,28-10-2019,"1,591.64",21-11-2019,"13,420.30",26-11-2019,30.235,30-01-2019,2.42
26-11-2019,20750,26-11-2019,28080.75,26-11-2019,2396.2,26-11-2019,38.98,26-11-2019,1.1014,26-11-2019,57.92,26-11-2019,16.905,26-11-2019,86.27,09-12-2019,"6,020.00",15-11-2019,"3,107.92",02-12-2019,0.2759,20-11-2019,14.84,25-10-2019,"1,620.61",20-11-2019,"13,460.30",25-11-2019,30.205,29-01-2019,2.445
25-11-2019,20850,25-11-2019,27917.77,25-11-2019,2372.37,25-11-2019,38.81,25-11-2019,1.1024,25-11-2019,57.92,25-11-2019,17.01,25-11-2019,86.3,06-12-2019,"5,940.00",14-11-2019,"3,090.75",29-11-2019,0.2761,19-11-2019,15.13,24-10-2019,"1,636.07",19-11-2019,"13,489.80",22-11-2019,30.215,28-01-2019,2.44
22-11-2019,20900,22-11-2019,27831.23,22-11-2019,2359.08,22-11-2019,39.02,22-11-2019,1.1058,22-11-2019,58.31,22-11-2019,17.1071,22-11-2019,85.61,04-12-2019,"5,890.00",13-11-2019,"3,084.18",27-11-2019,0.277,18-11-2019,14.83,22-10-2019,"1,625.06",18-11-2019,"13,488.50",21-11-2019,30.195,25-01-2019,2.42
21-11-2019,20950,21-11-2019,27820.28,21-11-2019,2355.53,21-11-2019,39.02,21-11-2019,1.1074,21-11-2019,57,21-11-2019,17.145,21-11-2019,85.81,03-12-2019,"5,890.00",12-11-2019,"3,089.28",26-11-2019,0.2774,15-11-2019,14.89,21-10-2019,"1,630.43",15-11-2019,"13,432.80",20-11-2019,30.195,24-01-2019,2.42
20-11-2019,20950,20-11-2019,27879.55,20-11-2019,2362.89,20-11-2019,39.02,20-11-2019,1.1078,20-11-2019,55.16,20-11-2019,17.145,20-11-2019,85.87,02-12-2019,"5,890.00",11-11-2019,"3,080.33",25-11-2019,0.2777,14-11-2019,15.08,18-10-2019,"1,634.40",14-11-2019,"13,385.00",19-11-2019,30.205,23-01-2019,2.465
19-11-2019,20900,19-11-2019,28079.76,19-11-2019,2375.08,19-11-2019,39.11,19-11-2019,1.1072,19-11-2019,56.9,19-11-2019,17.035,19-11-2019,86.34,29-11-2019,"5,890.00",07-11-2019,"3,087.02",22-11-2019,0.2781,13-11-2019,15.26,17-10-2019,"1,638.98",13-11-2019,"13,387.60",18-11-2019,30.255,22-01-2019,2.47
18-11-2019,20900,18-11-2019,27993.22,18-11-2019,2375.39,18-11-2019,39.06,18-11-2019,1.1052,18-11-2019,57.88,18-11-2019,16.96,18-11-2019,86.45,27-11-2019,"5,965.00",06-11-2019,"3,075.10",21-11-2019,0.2783,12-11-2019,15.5,16-10-2019,"1,629.88",12-11-2019,"13,392.00",15-11-2019,30.205,21-01-2019,2.51
15-11-2019,20900,15-11-2019,27843.54,15-11-2019,2385.33,15-11-2019,38.9,15-11-2019,1.1021,15-11-2019,56.91,15-11-2019,17.0222,15-11-2019,86.44,26-11-2019,"5,990.00",04-11-2019,"3,078.96",20-11-2019,0.2784,11-11-2019,15.3,15-10-2019,"1,631.05",11-11-2019,"13,347.30",14-11-2019,30.245,18-01-2019,2.5
14-11-2019,20850,14-11-2019,27757.2,14-11-2019,2388.81,14-11-2019,38.84,14-11-2019,1.1006,14-11-2019,57.39,14-11-2019,16.9636,14-11-2019,86.3,25-11-2019,"5,990.00",01-11-2019,"3,050.72",19-11-2019,0.2779,07-11-2019,15.47,10-10-2019,"1,614.07",07-11-2019,"13,376.90",13-11-2019,30.335,17-01-2019,2.475
13-11-2019,20850,13-11-2019,27622.04,13-11-2019,2396.44,13-11-2019,39,13-11-2019,1.101,13-11-2019,56.79,13-11-2019,16.7837,13-11-2019,86.72,22-11-2019,"5,990.00",31-10-2019,"3,046.90",18-11-2019,0.2784,06-11-2019,15.38,09-10-2019,"1,610.65",06-11-2019,"13,339.80",12-11-2019,30.345,16-01-2019,2.485
11-12-2019,20850,11-12-2019,27701.59,11-12-2019,2404.68,11-12-2019,39.02,12-11-2019,1.1033,11-12-2019,56.89,11-12-2019,16.8617,12-11-2019,86.45,21-11-2019,"5,990.00",30-10-2019,"3,039.74",15-11-2019,0.2784,04-11-2019,15.7,07-10-2019,"1,611.74",04-11-2019,"13,321.20",11-11-2019,30.375,15-01-2019,2.52
11-11-2019,21000,11-11-2019,27580.66,11-11-2019,2414.74,11-11-2019,38.81,11-11-2019,1.1022,11-11-2019,57.4,11-11-2019,16.81,11-11-2019,86.79,20-11-2019,"5,990.00",29-10-2019,"3,035.39",14-11-2019,0.278,01-11-2019,15.26,04-10-2019,"1,613.70",01-11-2019,"13,231.20",07-11-2019,30.295,14-01-2019,2.525
11-07-2019,21300,11-07-2019,27590.16,11-07-2019,2398.57,11-07-2019,38.93,07-11-2019,1.1066,11-07-2019,56.35,11-07-2019,17.635,07-11-2019,84.59,19-11-2019,"5,990.00",28-10-2019,"3,032.12",13-11-2019,0.2784,31-10-2019,14.81,01-10-2019,"1,637.59",31-10-2019,"13,239.40",06-11-2019,30.255,11-01-2019,2.55
11-06-2019,21250,11-06-2019,27502.74,11-06-2019,2404.99,11-06-2019,38.98,06-11-2019,1.1075,11-06-2019,57.26,11-06-2019,17.59,06-11-2019,84.38,18-11-2019,"5,940.00",25-10-2019,"3,003.32",12-11-2019,0.2782,30-10-2019,14.13,30-09-2019,"1,643.13",30-10-2019,"13,215.90",04-11-2019,30.185,10-01-2019,2.56
11-04-2019,21500,11-04-2019,27402.06,11-04-2019,2360.98,11-04-2019,39.05,04-11-2019,1.1165,11-04-2019,56.41,11-04-2019,18.13,04-11-2019,83.48,15-11-2019,"5,815.00",24-10-2019,"3,014.78",11-11-2019,0.2779,29-10-2019,14.04,27-09-2019,"1,636.42",29-10-2019,"13,170.90",01-11-2019,30.175,09-01-2019,2.6
11-01-2019,21450,11-01-2019,27142.95,11-01-2019,2356.31,11-01-2019,39.07,01-11-2019,1.1152,11-01-2019,54.15,11-01-2019,18.115,01-11-2019,83.58,14-11-2019,"5,590.00",22-10-2019,"3,010.73",07-11-2019,0.2782,28-10-2019,13.98,26-09-2019,"1,633.92",28-10-2019,"13,183.90",31-10-2019,30.215,08-01-2019,2.52
31-10-2019,21300,31-10-2019,27188.37,31-10-2019,2369.84,31-10-2019,39.03,31-10-2019,1.1151,31-10-2019,54.9,31-10-2019,17.885,31-10-2019,83.74,13-11-2019,"5,540.00",21-10-2019,"2,996.48",06-11-2019,0.2772,25-10-2019,14.21,25-09-2019,"1,624.69",25-10-2019,"13,106.20",30-10-2019,30.255,07-01-2019,2.49
30-10-2019,21250,30-10-2019,27110.71,30-10-2019,2347.08,30-10-2019,38.92,30-10-2019,1.1112,30-10-2019,55.53,30-10-2019,17.815,30-10-2019,83.61,12-11-2019,"5,540.00",18-10-2019,"2,996.84",04-11-2019,0.2788,24-10-2019,13.86,24-09-2019,"1,623.60",24-10-2019,"13,119.60",29-10-2019,30.24,04-01-2019,2.385
29-10-2019,21300,29-10-2019,27061.07,29-10-2019,2359.18,29-10-2019,38.91,29-10-2019,1.1099,29-10-2019,55.8,29-10-2019,17.855,29-10-2019,83.72,11-11-2019,"5,515.00",17-10-2019,"3,000.77",01-11-2019,0.2793,22-10-2019,14.18,23-09-2019,"1,635.31",22-10-2019,"13,097.00",28-10-2019,30.175,03-01-2019,2.38
28-10-2019,21450,28-10-2019,27040.33,28-10-2019,2340.64,28-10-2019,38.69,28-10-2019,1.1082,28-10-2019,56.65,28-10-2019,18.0535,28-10-2019,83.43,08-11-2019,"5,490.00",16-10-2019,"2,989.68",31-10-2019,0.2777,21-10-2019,14.79,20-09-2019,"1,641.23",21-10-2019,"13,019.20",25-10-2019,30.265,02-01-2019,2.51
25-10-2019,21400,25-10-2019,26789.61,25-10-2019,2383.4,25-10-2019,38.87,25-10-2019,1.1104,25-10-2019,56.07,25-10-2019,17.8128,25-10-2019,84.39,07-11-2019,"5,390.00",15-10-2019,"2,973.61",30-10-2019,0.2779,18-10-2019,14.48,19-09-2019,"1,656.66",18-10-2019,"13,032.50",24-10-2019,30.285,28-12-2018,2.44
24-10-2019,21300,24-10-2019,26893.93,24-10-2019,2406.5,24-10-2019,39.1,24-10-2019,1.1131,24-10-2019,55.9,24-10-2019,17.5671,24-10-2019,84.99,06-11-2019,"5,365.00",10-10-2019,"2,918.55",29-10-2019,0.2775,17-10-2019,14.34,18-09-2019,"1,663.62",17-10-2019,"13,030.50",22-10-2019,30.265,27-12-2018,2.41
22-10-2019,21200,22-10-2019,26850.43,22-10-2019,2386.58,22-10-2019,39.21,22-10-2019,1.115,22-10-2019,53.39,22-10-2019,17.5685,22-10-2019,84.51,04-11-2019,"5,365.00",09-10-2019,"2,911.10",28-10-2019,0.2773,16-10-2019,14.19,17-09-2019,"1,661.59",16-10-2019,"12,997.50",21-10-2019,30.315,26-12-2018,2.41
21-10-2019,21300,21-10-2019,26852.67,21-10-2019,2394.29,21-10-2019,39.15,21-10-2019,1.1143,21-10-2019,53.71,21-10-2019,17.565,21-10-2019,84.88,01-11-2019,"5,365.00",07-10-2019,"2,944.23",25-10-2019,0.2786,15-10-2019,14.16,16-09-2019,"1,666.77",15-10-2019,"12,897.00",18-10-2019,30.315,25-12-2018,2.44
18-10-2019,21300,18-10-2019,27004.49,18-10-2019,2402.1,18-10-2019,39.03,18-10-2019,1.1125,18-10-2019,54.09,18-10-2019,17.5525,18-10-2019,85.05,31-10-2019,"5,380.00",04-10-2019,"2,918.56",24-10-2019,0.2788,10-10-2019,14.29,13-09-2019,"1,664.37",10-10-2019,"12,688.60",17-10-2019,30.365,24-12-2018,2.46
17-10-2019,21350,17-10-2019,27032.38,17-10-2019,2410.71,17-10-2019,38.97,17-10-2019,1.1072,17-10-2019,52.99,17-10-2019,17.3997,17-10-2019,85.65,30-10-2019,"5,400.00",01-10-2019,"2,983.69",22-10-2019,0.2787,09-10-2019,14.68,12-09-2019,"1,678.32",09-10-2019,"12,622.50",16-10-2019,30.435,21-12-2018,2.51
16-10-2019,21300,16-10-2019,26972.31,16-10-2019,2395.29,16-10-2019,38.92,16-10-2019,1.1033,16-10-2019,52.92,16-10-2019,17.4188,16-10-2019,85.03,29-10-2019,"5,415.00",30-09-2019,"2,967.07",21-10-2019,0.2797,07-10-2019,14.75,10-09-2019,"1,675.10",07-10-2019,"12,816.20",15-10-2019,30.415,20-12-2018,2.5
15-10-2019,21400,15-10-2019,26811.2,15-10-2019,2395.16,15-10-2019,38.36,15-10-2019,1.1028,15-10-2019,53.51,15-10-2019,17.645,15-10-2019,84.53,28-10-2019,"5,440.00",27-09-2019,"2,985.47",18-10-2019,0.2791,04-10-2019,14.44,09-09-2019,"1,673.22",04-10-2019,"12,689.90",10-10-2019,30.335,19-12-2018,2.57
10-10-2019,21550,10-10-2019,26317.35,10-10-2019,2366.64,10-10-2019,37.01,10-10-2019,1.0971,10-10-2019,52.69,10-10-2019,17.72,10-10-2019,84.75,25-10-2019,"5,480.00",26-09-2019,"2,985.73",17-10-2019,0.2794,01-10-2019,15.03,05-09-2019,"1,670.91",01-10-2019,"13,002.30",09-10-2019,30.425,18-12-2018,2.61
10-09-2019,21550,10-09-2019,26308.23,10-09-2019,2360.36,10-09-2019,37.15,09-10-2019,1.0956,10-09-2019,52.57,10-09-2019,17.73,09-10-2019,84.85,24-10-2019,"5,490.00",25-09-2019,"2,968.35",16-10-2019,0.2796,30-09-2019,15.52,04-09-2019,"1,650.87",30-09-2019,"12,988.90",07-10-2019,30.455,17-12-2018,2.62
10-07-2019,21650,10-07-2019,26502.33,10-07-2019,2361.95,10-07-2019,37.5,07-10-2019,1.0976,10-07-2019,52.69,10-07-2019,17.635,07-10-2019,85.82,23-10-2019,"5,515.00",24-09-2019,"3,002.43",15-10-2019,0.2806,27-09-2019,15.26,30-08-2019,"1,647.06",27-09-2019,"13,053.20",04-10-2019,30.545,14-12-2018,2.62
10-04-2019,21700,10-04-2019,26271.7,10-04-2019,2362.49,10-04-2019,37.66,04-10-2019,1.0963,10-04-2019,52.29,10-04-2019,17.5643,04-10-2019,85.57,22-10-2019,"5,540.00",23-09-2019,"2,983.50",10-10-2019,0.2831,26-09-2019,15.27,29-08-2019,"1,621.92",26-09-2019,"13,042.20",01-10-2019,30.595,13-12-2018,2.645
10-01-2019,21200,10-01-2019,26962.54,10-01-2019,2401.63,10-01-2019,37.61,01-10-2019,1.09,10-01-2019,54.28,10-01-2019,17.0014,01-10-2019,86.5,21-10-2019,"5,540.00",20-09-2019,"3,008.42",09-10-2019,0.2844,25-09-2019,15.35,28-08-2019,"1,618.30",25-09-2019,"12,991.10",30-09-2019,30.635,12-12-2018,2.61
30-09-2019,21600,30-09-2019,26852.33,30-09-2019,2410.01,30-09-2019,37.62,30-09-2019,1.094,30-09-2019,56.54,30-09-2019,17.5286,30-09-2019,85.38,18-10-2019,"5,540.00",19-09-2019,"3,010.36",07-10-2019,0.2841,24-09-2019,15.03,27-08-2019,"1,625.04",24-09-2019,"13,087.70",27-09-2019,30.645,11-12-2018,2.55
27-09-2019,21750,27-09-2019,26987.26,27-09-2019,2397.48,27-09-2019,37.77,27-09-2019,1.0921,27-09-2019,56.51,27-09-2019,17.81,27-09-2019,84.3,17-10-2019,"5,540.00",18-09-2019,"3,001.50",04-10-2019,0.2859,23-09-2019,14.93,26-08-2019,"1,620.36",23-09-2019,"13,084.80",26-09-2019,30.605,07-12-2018,2.56
26-09-2019,21800,26-09-2019,27004.11,26-09-2019,2392.8,26-09-2019,37.82,26-09-2019,1.0942,26-09-2019,56.69,26-09-2019,17.9271,26-09-2019,83.76,16-10-2019,"5,440.00",17-09-2019,"2,995.67",01-10-2019,0.2833,20-09-2019,14.71,23-08-2019,"1,637.70",20-09-2019,"13,148.40",25-09-2019,30.545,06-12-2018,2.58
25-09-2019,22050,25-09-2019,26866.71,25-09-2019,2377.07,25-09-2019,38.16,25-09-2019,1.102,25-09-2019,56.7,25-09-2019,18.625,25-09-2019,82.18,15-10-2019,"5,330.00",16-09-2019,"2,996.41",30-09-2019,0.2838,19-09-2019,14.66,22-08-2019,"1,628.10",19-09-2019,"13,121.20",24-09-2019,30.475,04-12-2018,2.64
24-09-2019,21850,24-09-2019,27034.07,24-09-2019,2375.64,24-09-2019,37.87,24-09-2019,1.0994,24-09-2019,58.44,24-09-2019,18.635,24-09-2019,81.66,14-10-2019,"5,290.00",13-09-2019,"3,012.21",27-09-2019,0.2843,18-09-2019,14.71,21-08-2019,"1,628.55",18-09-2019,"13,109.60",23-09-2019,30.485,03-12-2018,2.64
23-09-2019,21800,23-09-2019,26851.45,23-09-2019,2394.4,23-09-2019,38.02,23-09-2019,1.1016,23-09-2019,59.25,23-09-2019,17.9615,23-09-2019,84.2,10-10-2019,"5,140.00",12-09-2019,"3,009.08",26-09-2019,0.284,17-09-2019,14.46,20-08-2019,"1,642.82",17-09-2019,"13,087.90",20-09-2019,30.535,30-11-2018,2.64
20-09-2019,21600,20-09-2019,27102.18,20-09-2019,2402.03,20-09-2019,38.25,20-09-2019,1.1042,20-09-2019,58.65,20-09-2019,17.79,20-09-2019,84.24,09-10-2019,"5,140.00",10-09-2019,"2,971.01",25-09-2019,0.2851,16-09-2019,14.31,19-08-2019,"1,639.42",16-09-2019,"13,134.00",19-09-2019,30.535,29-11-2018,2.69
19-09-2019,21550,19-09-2019,27186.05,19-09-2019,2429.87,19-09-2019,38.07,19-09-2019,1.103,19-09-2019,58.2,19-09-2019,17.805,19-09-2019,84.33,08-10-2019,"5,140.00",09-09-2019,"2,988.43",24-09-2019,0.2831,13-09-2019,14.36,16-08-2019,"1,608.98",13-09-2019,"13,150.80",18-09-2019,30.525,28-11-2018,2.67
18-09-2019,21600,18-09-2019,27075.39,18-09-2019,2441.47,18-09-2019,38.16,18-09-2019,1.1073,18-09-2019,58.81,18-09-2019,18.0205,18-09-2019,83.36,07-10-2019,"5,190.00",05-09-2019,"2,960.60",23-09-2019,0.2831,12-09-2019,14.65,15-08-2019,"1,605.00",12-09-2019,"13,096.20",17-09-2019,30.515,27-11-2018,2.65
17-09-2019,21600,17-09-2019,27010.12,17-09-2019,2437.08,17-09-2019,37.95,17-09-2019,1.1,17-09-2019,61.96,17-09-2019,17.845,17-09-2019,84.03,04-10-2019,"5,190.00",04-09-2019,"2,924.67",20-09-2019,0.2826,10-09-2019,14.08,14-08-2019,"1,634.72",10-09-2019,"12,954.30",16-09-2019,30.485,26-11-2018,2.63
16-09-2019,21650,16-09-2019,27146.06,16-09-2019,2446.28,16-09-2019,38.09,16-09-2019,1.1087,16-09-2019,61.48,16-09-2019,17.445,16-09-2019,84.84,03-10-2019,"5,240.00",30-08-2019,"2,937.09",19-09-2019,0.2817,09-09-2019,14.55,13-08-2019,"1,642.82",09-09-2019,"12,975.00",13-09-2019,30.475,23-11-2018,2.635
13-09-2019,21550,13-09-2019,27216.67,13-09-2019,2441.65,13-09-2019,37.5,13-09-2019,1.1063,13-09-2019,55.15,13-09-2019,18.06,13-09-2019,82.93,02-10-2019,"5,240.00",29-08-2019,"2,910.37",18-09-2019,0.2825,05-09-2019,15.05,08-08-2019,"1,670.93",05-09-2019,"12,796.30",12-09-2019,30.585,22-11-2018,2.645
09-12-2019,21550,09-12-2019,27197.32,09-12-2019,2467.28,09-12-2019,37.7,12-09-2019,1.1011,09-12-2019,55.93,09-12-2019,18.1,12-09-2019,82.51,01-10-2019,"5,290.00",28-08-2019,"2,861.28",17-09-2019,0.2823,04-09-2019,15.38,07-08-2019,"1,672.52",04-09-2019,"12,757.20",10-09-2019,30.645,21-11-2018,2.66
09-10-2019,21550,09-10-2019,26805.83,09-10-2019,2458.47,09-10-2019,37.83,10-09-2019,1.1047,09-10-2019,58.03,09-10-2019,18,10-09-2019,83.33,30-09-2019,"5,290.00",27-08-2019,"2,893.14",16-09-2019,0.2829,30-08-2019,15.06,05-08-2019,"1,675.02",30-08-2019,"12,740.20",09-09-2019,30.645,20-11-2018,2.665
09-09-2019,21850,09-09-2019,26866.23,09-09-2019,2453.44,09-09-2019,37.69,09-09-2019,1.1024,09-09-2019,56.8,09-09-2019,18.19,09-09-2019,82.81,27-09-2019,"5,340.00",26-08-2019,"2,866.70",13-09-2019,0.2818,29-08-2019,15.08,02-08-2019,"1,680.52",29-08-2019,"12,657.20",05-09-2019,30.555,19-11-2018,2.72
09-05-2019,22250,09-05-2019,26603.15,09-05-2019,2450.72,09-05-2019,37.45,05-09-2019,1.1037,09-05-2019,55.95,09-05-2019,19.58,05-09-2019,79.27,26-09-2019,"5,360.00",23-08-2019,"2,911.07",12-09-2019,0.283,28-08-2019,14.86,01-08-2019,"1,706.56",28-08-2019,"12,467.40",04-09-2019,30.615,16-11-2018,2.72
09-04-2019,22250,09-04-2019,26301.99,09-04-2019,2415.26,09-04-2019,36.98,04-09-2019,1.0974,09-04-2019,53.92,09-04-2019,19.26,04-09-2019,80,25-09-2019,"5,390.00",22-08-2019,"2,930.94",10-09-2019,0.2856,27-08-2019,14.58,31-07-2019,"1,704.04",27-08-2019,"12,562.00",30-08-2019,30.635,15-11-2018,2.73
