Date_Y,Y,Date_DJI,DJI,Date_Set_One,Set_One,Date_GBP_THB,GBP_THB,Date_EURUSD,EURUSD,Date_Oil,Oil,Date_XAG,XAG,Date_XAU_XAG,XAU_XAG,Date_Rhodium,Rhodium,Date_SP_FIVE,SP_FIVE,Date_JPY_THB,JPY_THB,Date_BVN ,BVN ,Date_Set,Set,Date_NYSE,NYSE,Date_USD_THB,USD_THB,Date_TenBond_THB,TenBond_THB
31-08-2023,32050,28-08-2023,34441.64,28-08-2023,2142.46,28-08-2023,44.2,29-08-2023,1.0814,28-08-2023,80.15,28-08-2023,24.24,29-08-2023,79.33,25-08-2023,"4,090.00",29-08-2023,"4,432.75",29-08-2023,0.2406,29-08-2023,8.4,28-08-2023,"1,566.00",29-08-2023,"15,879.60",29-08-2023,35.22,01-06-2023,2.46
30-08-2023,32000,25-08-2023,34244.54,25-08-2023,2127.92,25-08-2023,44.09,28-08-2023,1.0801,25-08-2023,78.88,25-08-2023,24.1577,28-08-2023,78.99,24-08-2023,"4,090.00",28-08-2023,"4,426.03",28-08-2023,0.2396,28-08-2023,8.19,25-08-2023,"1,554.74",28-08-2023,"15,766.90",28-08-2023,35.16,29-05-2023,2.56
29-08-2023,31900,24-08-2023,34439.83,24-08-2023,2126.78,24-08-2023,44.52,25-08-2023,1.081,24-08-2023,78.57,24-08-2023,24.3447,25-08-2023,79.39,23-08-2023,"4,090.00",25-08-2023,"4,389.38",25-08-2023,0.2398,25-08-2023,8.14,24-08-2023,"1,552.97",25-08-2023,"15,683.00",25-08-2023,34.99,23-05-2023,2.54
28-08-2023,31800,23-08-2023,34338.59,23-08-2023,2123.52,23-08-2023,44.59,24-08-2023,1.0863,23-08-2023,79.64,23-08-2023,23.4175,24-08-2023,78.86,22-08-2023,"4,090.00",24-08-2023,"4,455.16",24-08-2023,0.2415,24-08-2023,8.05,23-08-2023,"1,550.20",24-08-2023,"15,823.30",24-08-2023,34.98,22-05-2023,2.51
25-08-2023,31700,22-08-2023,34494.17,22-08-2023,2104.34,22-08-2023,44.94,23-08-2023,1.0848,22-08-2023,80.8,22-08-2023,23.3213,23-08-2023,81.03,21-08-2023,"4,090.00",23-08-2023,"4,396.44",23-08-2023,0.2403,23-08-2023,8.02,22-08-2023,"1,535.54",23-08-2023,"15,690.30",23-08-2023,35.04,19-05-2023,2.51
24-08-2023,31650,21-08-2023,34531.28,21-08-2023,2083.62,21-08-2023,45.06,22-08-2023,1.0893,21-08-2023,81.43,21-08-2023,22.725,22-08-2023,81.3,18-08-2023,"4,090.00",22-08-2023,"4,415.33",22-08-2023,0.2407,22-08-2023,7.85,21-08-2023,"1,522.44",22-08-2023,"15,746.20",22-08-2023,35.22,17-05-2023,2.52
23-08-2023,31400,18-08-2023,34265.23,18-08-2023,2087.2,18-08-2023,45.22,21-08-2023,1.0878,18-08-2023,80.04,18-08-2023,22.7125,21-08-2023,82.88,17-08-2023,"4,090.00",21-08-2023,"4,380.28",21-08-2023,0.2432,21-08-2023,7.67,18-08-2023,"1,525.75",21-08-2023,"15,750.20",21-08-2023,35.38,03-05-2023,2.47
22-08-2023,31450,17-08-2023,34829.61,17-08-2023,2071.64,17-08-2023,45.19,18-08-2023,1.0872,17-08-2023,79.25,17-08-2023,22.4335,18-08-2023,83.26,16-08-2023,"4,090.00",18-08-2023,"4,344.88",18-08-2023,0.2437,18-08-2023,7.64,17-08-2023,"1,515.10",18-08-2023,"15,734.40",18-08-2023,35.48,27-04-2023,2.51
21-08-2023,31500,16-08-2023,34914.96,16-08-2023,2072.09,16-08-2023,44.94,17-08-2023,1.0876,16-08-2023,81.23,16-08-2023,22.545,17-08-2023,84.45,15-08-2023,"4,090.00",17-08-2023,"4,416.32",17-08-2023,0.2425,17-08-2023,7.83,16-08-2023,"1,514.84",17-08-2023,"15,818.10",17-08-2023,35.45,19-04-2023,2.54
18-08-2023,31700,15-08-2023,35160.55,15-08-2023,2103.8,15-08-2023,44.71,16-08-2023,1.0907,15-08-2023,82.52,15-08-2023,22.5915,16-08-2023,84.31,11-08-2023,"4,090.00",16-08-2023,"4,433.79",16-08-2023,0.2432,16-08-2023,7.74,15-08-2023,"1,534.05",16-08-2023,"15,911.30",16-08-2023,35.38,03-04-2023,2.43
17-08-2023,31800,08-11-2023,35111.36,08-11-2023,2105.63,08-11-2023,44.53,15-08-2023,1.0906,08-11-2023,82.83,08-11-2023,22.7191,15-08-2023,84.38,09-08-2023,"4,090.00",15-08-2023,"4,478.87",15-08-2023,0.2423,15-08-2023,7.9,11-08-2023,"1,535.47",15-08-2023,"16,116.00",15-08-2023,35.24,31-03-2023,2.38
16-08-2023,31850,08-09-2023,35324.28,08-09-2023,2084.88,08-09-2023,44.64,11-08-2023,1.0981,08-09-2023,82.88,08-09-2023,22.761,11-08-2023,84.28,08-08-2023,"4,090.00",11-08-2023,"4,450.69",11-08-2023,0.2425,11-08-2023,7.9,09-08-2023,"1,520.90",11-08-2023,"16,135.20",11-08-2023,35.125,29-03-2023,2.34
15-08-2023,31750,08-08-2023,35345.4,08-08-2023,2106,08-08-2023,44.54,09-08-2023,1.0953,08-08-2023,82.53,08-08-2023,23.0783,09-08-2023,84.59,03-08-2023,"4,090.00",09-08-2023,"4,501.57",09-08-2023,0.2445,10-08-2023,7.92,08-08-2023,"1,534.61",09-08-2023,"16,176.30",09-08-2023,35.03,27-03-2023,2.25
08-11-2023,31800,08-03-2023,35194.56,08-03-2023,2115.74,08-03-2023,43.84,08-08-2023,1.1001,08-03-2023,79.77,08-03-2023,23.725,08-08-2023,83.75,02-08-2023,"4,090.00",08-08-2023,"4,498.03",08-08-2023,0.2443,09-08-2023,7.81,03-08-2023,"1,543.78",08-08-2023,"16,208.20",08-08-2023,34.84,23-03-2023,2.31
08-09-2023,31850,08-02-2023,35551.92,08-02-2023,2124.76,08-02-2023,43.86,03-08-2023,1.0938,08-02-2023,82.05,08-02-2023,24.3471,03-08-2023,81.6,31-07-2023,"4,090.00",03-08-2023,"4,494.27",03-08-2023,0.2405,08-08-2023,7.77,02-08-2023,"1,550.06",03-08-2023,"16,174.50",03-08-2023,34.49,17-03-2023,2.48
08-08-2023,31850,31-07-2023,35465.97,31-07-2023,2125.57,31-07-2023,44.03,02-08-2023,1.0983,31-07-2023,80.65,31-07-2023,24.3352,02-08-2023,79.98,27-07-2023,"4,090.00",02-08-2023,"4,550.93",02-08-2023,0.2402,03-08-2023,7.65,31-07-2023,"1,548.75",02-08-2023,"16,356.50",02-08-2023,34.35,10-03-2023,2.45
08-03-2023,31600,27-07-2023,35558.79,27-07-2023,2090.51,27-07-2023,44.26,31-07-2023,1.1023,27-07-2023,78.9,27-07-2023,24.9163,31-07-2023,80.43,26-07-2023,"4,090.00",31-07-2023,"4,584.82",31-07-2023,0.244,02-08-2023,7.71,27-07-2023,"1,527.12",31-07-2023,"16,363.30",31-07-2023,34.26,08-03-2023,2.52
08-02-2023,31600,26-07-2023,35345.99,26-07-2023,2090.63,26-07-2023,44.48,27-07-2023,1.1081,26-07-2023,79.34,26-07-2023,24.6499,27-07-2023,79.16,25-07-2023,"3,990.00",27-07-2023,"4,598.26",27-07-2023,0.2441,01-08-2023,7.64,26-07-2023,"1,527.41",27-07-2023,"16,418.20",27-07-2023,34.195,22-02-2023,2.52
31-07-2023,31700,25-07-2023,35421.49,25-07-2023,2092.53,25-07-2023,44.32,26-07-2023,1.1053,25-07-2023,78.85,25-07-2023,24.3728,26-07-2023,79.67,24-07-2023,"3,990.00",26-07-2023,"4,558.96",26-07-2023,0.2443,31-07-2023,7.59,25-07-2023,"1,529.17",26-07-2023,"16,385.20",26-07-2023,34.49,21-02-2023,2.52
27-07-2023,31900,24-07-2023,35230.79,24-07-2023,2089.23,24-07-2023,44.27,25-07-2023,1.1065,24-07-2023,77.01,24-07-2023,24.62,25-07-2023,80.41,21-07-2023,"4,040.00",25-07-2023,"4,555.19",25-07-2023,0.244,27-07-2023,7.68,24-07-2023,"1,529.41",25-07-2023,"16,369.10",25-07-2023,34.53,16-02-2023,2.55
26-07-2023,31950,21-07-2023,35274.32,21-07-2023,2080.4,21-07-2023,44.02,24-07-2023,1.1127,21-07-2023,75.7,21-07-2023,24.7933,24-07-2023,79.68,20-07-2023,"4,140.00",24-07-2023,"4,543.39",24-07-2023,0.2429,26-07-2023,7.82,21-07-2023,"1,524.04",24-07-2023,"16,289.10",24-07-2023,34.43,13-02-2023,2.56
25-07-2023,31950,20-07-2023,35091.98,20-07-2023,2096.98,20-07-2023,44.05,21-07-2023,1.1133,20-07-2023,75.35,20-07-2023,25.1507,21-07-2023,79.51,19-07-2023,"4,240.00",21-07-2023,"4,550.16",21-07-2023,0.2446,25-07-2023,7.55,20-07-2023,"1,536.08",21-07-2023,"16,263.70",21-07-2023,34.2,02-02-2023,2.47
24-07-2023,31900,19-07-2023,34991.21,19-07-2023,2100.31,19-07-2023,44.45,20-07-2023,1.12,19-07-2023,75.84,19-07-2023,25.063,20-07-2023,78.74,18-07-2023,"4,340.00",20-07-2023,"4,554.38",20-07-2023,0.2437,24-07-2023,7.42,19-07-2023,"1,537.68",20-07-2023,"16,230.90",20-07-2023,34.04,31-01-2023,2.47
21-07-2023,31850,18-07-2023,34597.08,18-07-2023,2082.46,18-07-2023,45.26,19-07-2023,1.1227,18-07-2023,74.18,18-07-2023,24.83,19-07-2023,78.94,17-07-2023,"4,340.00",19-07-2023,"4,563.87",19-07-2023,0.2448,21-07-2023,7.3,18-07-2023,"1,527.13",19-07-2023,"16,156.50",19-07-2023,34.07,24-01-2023,2.47
20-07-2023,31750,17-07-2023,34499.74,17-07-2023,2077.24,17-07-2023,45.34,18-07-2023,1.1237,17-07-2023,75.02,17-07-2023,24.9253,18-07-2023,78.76,14-07-2023,"4,340.00",18-07-2023,"4,521.78",18-07-2023,0.2493,20-07-2023,7.73,17-07-2023,"1,521.39",18-07-2023,"16,054.20",18-07-2023,34.61,23-01-2023,2.48
19-07-2023,31850,14-07-2023,34425.33,14-07-2023,2043.15,14-07-2023,45.35,17-07-2023,1.1235,14-07-2023,77.16,14-07-2023,24.8471,17-07-2023,78.48,13-07-2023,"4,340.00",17-07-2023,"4,508.86",17-07-2023,0.2497,19-07-2023,7.84,14-07-2023,"1,497.85",17-07-2023,"16,040.20",17-07-2023,34.65,19-01-2023,2.42
18-07-2023,31850,13-07-2023,34412.31,13-07-2023,2032.56,13-07-2023,45.03,14-07-2023,1.1227,13-07-2023,75.85,13-07-2023,24.155,14-07-2023,78.78,12-07-2023,"4,290.00",14-07-2023,"4,514.61",14-07-2023,0.2504,18-07-2023,7.95,13-07-2023,"1,491.05",14-07-2023,"16,106.80",14-07-2023,34.52,13-01-2023,2.42
17-07-2023,31950,07-12-2023,34395.28,07-12-2023,2044.24,07-12-2023,44.98,13-07-2023,1.1131,07-12-2023,74.83,07-12-2023,23.1925,13-07-2023,81.1,11-07-2023,"3,990.00",13-07-2023,"4,491.50",13-07-2023,0.2505,17-07-2023,7.7,12-07-2023,"1,500.97",13-07-2023,"16,011.30",13-07-2023,34.67,12-01-2023,2.44
14-07-2023,32050,07-11-2023,34056.94,07-11-2023,2046.56,07-11-2023,45.14,12-07-2023,1.1008,07-11-2023,73.19,07-11-2023,23.1774,12-07-2023,83.57,07-07-2023,"3,990.00",12-07-2023,"4,467.69",12-07-2023,0.248,14-07-2023,8.02,11-07-2023,"1,503.06",12-07-2023,"15,897.30",12-07-2023,34.78,11-01-2023,2.43
13-07-2023,31950,07-07-2023,33837.07,07-07-2023,2012.25,07-07-2023,44.82,11-07-2023,1.1,07-07-2023,71.89,07-07-2023,22.7253,11-07-2023,83.17,06-07-2023,"3,990.00",11-07-2023,"4,415.55",11-07-2023,0.2481,13-07-2023,7.92,07-07-2023,"1,481.91",11-07-2023,"15,748.90",11-07-2023,35.11,09-01-2023,2.47
07-12-2023,31800,07-06-2023,34171.39,07-06-2023,2042.56,07-06-2023,44.46,07-07-2023,1.0887,07-06-2023,71.8,07-06-2023,23.1583,07-07-2023,84.1,05-07-2023,"3,990.00",07-07-2023,"4,404.54",07-07-2023,0.2445,12-07-2023,7.7,06-07-2023,"1,503.38",07-07-2023,"15,641.70",07-07-2023,35.19,06-01-2023,2.54
07-11-2023,31850,07-03-2023,34369.78,07-03-2023,2046.5,07-03-2023,44.76,06-07-2023,1.0858,07-03-2023,70.45,07-03-2023,22.7785,06-07-2023,82.88,03-07-2023,"3,990.00",06-07-2023,"4,422.62",06-07-2023,0.2419,11-07-2023,7.65,05-07-2023,"1,512.93",06-07-2023,"15,835.50",06-07-2023,34.99,29-12-2022,2.52
07-07-2023,31800,30-06-2023,34269.92,30-06-2023,2019.01,30-06-2023,44.97,03-07-2023,1.0911,30-06-2023,69.82,30-06-2023,22.5711,03-07-2023,84.29,30-06-2023,"4,490.00",03-07-2023,"4,450.48",03-07-2023,0.2443,07-07-2023,7.32,03-07-2023,"1,507.65",03-07-2023,"15,875.90",03-07-2023,35.31,28-12-2022,2.56
07-06-2023,31750,29-06-2023,33854.57,29-06-2023,1990.16,29-06-2023,44.97,30-06-2023,1.0864,29-06-2023,69.25,29-06-2023,22.7211,30-06-2023,84.51,29-06-2023,"4,890.00",30-06-2023,"4,422.44",30-06-2023,0.246,06-07-2023,7.35,30-06-2023,"1,488.86",30-06-2023,"15,737.40",30-06-2023,35.64,27-12-2022,2.5
07-03-2023,31850,28-06-2023,33881.38,28-06-2023,2011.13,28-06-2023,44.94,29-06-2023,1.0914,28-06-2023,68.01,28-06-2023,22.8482,29-06-2023,84,28-06-2023,"4,990.00",29-06-2023,"4,374.94",29-06-2023,0.2465,03-07-2023,7.39,29-06-2023,"1,468.00",29-06-2023,"15,617.40",29-06-2023,35.57,23-12-2022,2.52
30-06-2023,32050,27-06-2023,33739.03,27-06-2023,2018.71,27-06-2023,44.74,28-06-2023,1.0961,27-06-2023,69.49,27-06-2023,22.7687,28-06-2023,83.77,27-06-2023,"5,190.00",28-06-2023,"4,367.48",28-06-2023,0.2451,30-06-2023,7.15,28-06-2023,"1,483.32",28-06-2023,"15,646.70",28-06-2023,35.24,22-12-2022,2.5
29-06-2023,32050,26-06-2023,33730.79,26-06-2023,2036.12,26-06-2023,44.78,27-06-2023,1.091,26-06-2023,69.84,26-06-2023,22.445,27-06-2023,84.44,26-06-2023,"5,440.00",27-06-2023,"4,337.36",27-06-2023,0.2454,29-06-2023,7.13,27-06-2023,"1,488.17",27-06-2023,"15,518.70",27-06-2023,35.19,21-12-2022,2.52
28-06-2023,32000,23-06-2023,33835.66,23-06-2023,2034.14,23-06-2023,44.75,26-06-2023,1.0897,23-06-2023,69.53,23-06-2023,22.2409,26-06-2023,85.45,23-06-2023,"5,490.00",26-06-2023,"4,344.84",26-06-2023,0.2452,28-06-2023,7.14,26-06-2023,"1,504.27",26-06-2023,"15,469.30",26-06-2023,35.24,19-12-2022,2.46
27-06-2023,32050,22-06-2023,33900.47,22-06-2023,2062.04,22-06-2023,44.42,23-06-2023,1.0957,22-06-2023,72.43,22-06-2023,22.6226,23-06-2023,86.11,22-06-2023,"5,590.00",23-06-2023,"4,354.17",23-06-2023,0.2454,27-06-2023,7.52,23-06-2023,"1,504.50",23-06-2023,"15,600.70",23-06-2023,35.13,16-12-2022,2.39
26-06-2023,32000,21-06-2023,33990.56,21-06-2023,2073.05,21-06-2023,44.48,22-06-2023,1.0986,21-06-2023,70.9,21-06-2023,23.2092,22-06-2023,85.15,21-06-2023,"5,940.00",22-06-2023,"4,355.40",22-06-2023,0.2454,26-06-2023,7.52,22-06-2023,"1,524.35",22-06-2023,"15,657.00",22-06-2023,34.81,14-12-2022,2.37
23-06-2023,31800,20-06-2023,34206.66,20-06-2023,2089.2,20-06-2023,44.45,21-06-2023,1.0916,20-06-2023,71.45,20-06-2023,23.935,21-06-2023,83.63,20-06-2023,"6,090.00",21-06-2023,"4,380.01",21-06-2023,0.2464,23-06-2023,7.56,21-06-2023,"1,533.87",21-06-2023,"15,648.90",21-06-2023,34.84,09-12-2022,2.47
22-06-2023,31800,16-06-2023,34464.02,16-06-2023,2113.98,16-06-2023,44.22,20-06-2023,1.0921,16-06-2023,70.55,16-06-2023,23.8748,20-06-2023,81.34,16-06-2023,"6,090.00",20-06-2023,"4,396.11",20-06-2023,0.245,22-06-2023,7.35,20-06-2023,"1,545.43",20-06-2023,"15,795.10",20-06-2023,34.76,07-12-2022,2.47
21-06-2023,31900,15-06-2023,33945.98,15-06-2023,2106.53,15-06-2023,43.95,16-06-2023,1.0944,15-06-2023,68.7,15-06-2023,23.9443,16-06-2023,82.02,15-06-2023,"6,090.00",16-06-2023,"4,440.95",16-06-2023,0.2468,21-06-2023,7.5,16-06-2023,"1,562.67",16-06-2023,"15,826.30",16-06-2023,34.61,06-12-2022,2.52
20-06-2023,32000,14-06-2023,34044.7,14-06-2023,2115.54,14-06-2023,43.74,15-06-2023,1.083,14-06-2023,69.35,14-06-2023,23.6275,15-06-2023,81.32,14-06-2023,"6,090.00",15-06-2023,"4,365.33",15-06-2023,0.2479,20-06-2023,7.44,15-06-2023,"1,561.47",15-06-2023,"15,642.70",15-06-2023,34.69,29-11-2022,2.62
16-06-2023,32000,13-06-2023,34111.08,13-06-2023,2094.39,13-06-2023,43.33,14-06-2023,1.0792,13-06-2023,67.31,13-06-2023,24.0613,14-06-2023,82.1,13-06-2023,"6,090.00",14-06-2023,"4,366.29",14-06-2023,0.2473,16-06-2023,7.4,14-06-2023,"1,566.54",14-06-2023,"15,667.80",14-06-2023,34.64,25-11-2022,2.55
15-06-2023,31850,06-12-2023,33906.8,06-12-2023,2090,06-12-2023,43.49,13-06-2023,1.0755,06-12-2023,70.27,06-12-2023,24.2658,13-06-2023,81.37,12-06-2023,"6,190.00",13-06-2023,"4,352.61",13-06-2023,0.2483,15-06-2023,7.28,13-06-2023,"1,553.11",13-06-2023,"15,548.50",13-06-2023,34.64,23-11-2022,2.64
14-06-2023,31850,06-09-2023,33852.44,06-09-2023,2102.36,06-09-2023,43.49,12-06-2023,1.0751,06-09-2023,70.94,06-09-2023,24.2941,12-06-2023,80.82,09-06-2023,"6,190.00",12-06-2023,"4,308.32",12-06-2023,0.2487,14-06-2023,7.28,12-06-2023,"1,551.12",12-06-2023,"15,499.90",12-06-2023,34.6,21-11-2022,2.74
13-06-2023,32000,06-07-2023,33562.47,06-07-2023,2058.93,06-07-2023,43.21,09-06-2023,1.0782,06-07-2023,71.56,06-07-2023,23.6194,09-06-2023,80.97,07-06-2023,"6,290.00",09-06-2023,"4,304.88",09-06-2023,0.2494,13-06-2023,7.13,09-06-2023,"1,558.94",09-06-2023,"15,502.60",09-06-2023,34.63,16-11-2022,2.69
06-12-2023,32050,06-06-2023,33547.67,06-06-2023,2069.61,06-06-2023,43.25,07-06-2023,1.0695,06-06-2023,71.99,06-06-2023,23.555,07-06-2023,83.18,06-06-2023,"6,390.00",07-06-2023,"4,285.47",07-06-2023,0.2491,12-06-2023,7,07-06-2023,"1,531.30",07-06-2023,"15,391.80",07-06-2023,34.79,09-11-2022,2.93
06-09-2023,32100,06-02-2023,33187.58,06-02-2023,2052.36,06-02-2023,43.33,06-06-2023,1.0714,06-02-2023,70.21,06-02-2023,23.8785,06-06-2023,83.25,05-06-2023,"6,390.00",06-06-2023,"4,271.34",06-06-2023,0.2493,09-06-2023,7.55,06-06-2023,"1,537.62",06-06-2023,"15,275.20",06-06-2023,34.8,04-11-2022,3.05
06-07-2023,32200,06-01-2023,32929.85,06-01-2023,2061.31,06-01-2023,43.14,02-06-2023,1.0762,06-01-2023,67.6,06-01-2023,23.5455,02-06-2023,82.8,02-06-2023,"6,590.00",02-06-2023,"4,241.01",02-06-2023,0.2493,07-06-2023,6.96,02-06-2023,"1,526.87",02-06-2023,"15,031.10",02-06-2023,34.575,01-11-2022,3.22
06-06-2023,32150,31-05-2023,32948.71,31-05-2023,2048.29,31-05-2023,43.1,01-06-2023,1.069,31-05-2023,69.62,31-05-2023,23.2094,01-06-2023,83.47,01-06-2023,"6,890.00",01-06-2023,"4,183.03",01-06-2023,0.2489,06-06-2023,6.87,01-06-2023,"1,534.16",01-06-2023,"14,887.10",01-06-2023,34.72,11-10-2022,3.16
06-02-2023,32250,30-05-2023,33103.65,30-05-2023,2077.17,30-05-2023,42.89,31-05-2023,1.0736,30-05-2023,73.23,30-05-2023,23.1723,31-05-2023,84.45,31-05-2023,"6,890.00",31-05-2023,"4,190.74",31-05-2023,0.2482,02-06-2023,7.04,31-05-2023,"1,525.58",31-05-2023,"14,994.60",31-05-2023,34.705,04-10-2022,2.97
06-01-2023,32150,26-05-2023,32795.5,26-05-2023,2062.85,26-05-2023,42.76,30-05-2023,1.0707,26-05-2023,71.89,26-05-2023,22.7351,30-05-2023,83.9,30-05-2023,"6,890.00",30-05-2023,"4,226.71",30-05-2023,0.2472,01-06-2023,6.88,30-05-2023,"1,543.30",30-05-2023,"15,078.70",30-05-2023,34.72,03-10-2022,3.11
31-05-2023,32050,25-05-2023,32854.26,25-05-2023,2069.57,25-05-2023,42.84,26-05-2023,1.0722,25-05-2023,74.21,25-05-2023,23.081,26-05-2023,85.4,26-05-2023,"6,890.00",26-05-2023,"4,156.16",26-05-2023,0.2483,31-05-2023,6.59,26-05-2023,"1,533.18",26-05-2023,"14,976.00",26-05-2023,34.71,30-09-2022,3.11
30-05-2023,31850,24-05-2023,33021.76,24-05-2023,2061.94,24-05-2023,42.96,25-05-2023,1.075,24-05-2023,73.77,24-05-2023,23.4533,25-05-2023,84.92,25-05-2023,"6,890.00",25-05-2023,"4,155.71",25-05-2023,0.2488,30-05-2023,6.61,25-05-2023,"1,537.55",25-05-2023,"15,022.90",25-05-2023,34.65,26-09-2022,3.12
26-05-2023,31900,23-05-2023,33190.6,23-05-2023,2060.24,23-05-2023,42.87,24-05-2023,1.0775,23-05-2023,72.1,23-05-2023,23.6668,24-05-2023,84.15,24-05-2023,"6,990.00",24-05-2023,"4,132.96",24-05-2023,0.2496,26-05-2023,6.72,24-05-2023,"1,530.61",24-05-2023,"15,172.30",24-05-2023,34.61,21-09-2022,2.83
25-05-2023,32100,22-05-2023,33408.54,22-05-2023,2028.44,22-05-2023,42.7,23-05-2023,1.0812,22-05-2023,71.7,22-05-2023,23.8571,23-05-2023,83.46,23-05-2023,"6,990.00",23-05-2023,"4,176.80",23-05-2023,0.2484,25-05-2023,6.93,23-05-2023,"1,526.15",23-05-2023,"15,318.80",23-05-2023,34.47,20-09-2022,2.83
24-05-2023,32200,19-05-2023,33582.95,19-05-2023,2062.46,19-05-2023,42.72,22-05-2023,1.0814,19-05-2023,71.94,19-05-2023,23.4699,22-05-2023,82.9,22-05-2023,"6,990.00",22-05-2023,"4,190.78",22-05-2023,0.2489,24-05-2023,7.15,22-05-2023,"1,505.21",22-05-2023,"15,324.30",22-05-2023,34.37,14-09-2022,2.7
23-05-2023,32050,18-05-2023,33374.56,18-05-2023,2063.87,18-05-2023,42.77,19-05-2023,1.0771,18-05-2023,72.75,18-05-2023,23.69,19-05-2023,83.3,19-05-2023,"6,890.00",19-05-2023,"4,204.15",19-05-2023,0.2483,23-05-2023,7.05,19-05-2023,"1,529.15",19-05-2023,"15,345.40",19-05-2023,34.415,05-09-2022,2.59
22-05-2023,32100,17-05-2023,33092.48,17-05-2023,2080.24,17-05-2023,42.6,18-05-2023,1.084,17-05-2023,70.6,17-05-2023,23.7367,18-05-2023,83.46,18-05-2023,"6,890.00",18-05-2023,"4,157.68",18-05-2023,0.249,22-05-2023,7.01,18-05-2023,"1,531.15",18-05-2023,"15,313.90",18-05-2023,34.27,31-08-2022,2.45
19-05-2023,31900,16-05-2023,33275.37,16-05-2023,2080.94,16-05-2023,42.33,17-05-2023,1.0862,16-05-2023,71.32,16-05-2023,24.143,17-05-2023,83.75,17-05-2023,"6,990.00",17-05-2023,"4,122.85",17-05-2023,0.2499,19-05-2023,6.99,17-05-2023,"1,541.29",17-05-2023,"15,129.30",17-05-2023,34.06,30-08-2022,2.45
18-05-2023,32050,15-05-2023,33321.21,15-05-2023,2122.8,15-05-2023,42.27,16-05-2023,1.0874,15-05-2023,70.04,15-05-2023,23.915,16-05-2023,83.65,16-05-2023,"7,290.00",16-05-2023,"4,127.95",16-05-2023,0.2482,18-05-2023,7,16-05-2023,"1,541.11",16-05-2023,"15,322.60",16-05-2023,33.79,29-08-2022,2.47
17-05-2023,32150,05-12-2023,33370.58,05-12-2023,2111.34,05-12-2023,42.34,15-05-2023,1.0856,05-12-2023,71.42,05-12-2023,24.1504,15-05-2023,83.74,15-05-2023,"7,490.00",15-05-2023,"4,126.65",15-05-2023,0.2497,17-05-2023,7.01,15-05-2023,"1,570.62",15-05-2023,"15,246.40",15-05-2023,33.93,25-08-2022,2.45
16-05-2023,32250,05-10-2023,33707.2,05-10-2023,2112.03,05-10-2023,42.56,10-05-2023,1.0961,05-10-2023,73.58,05-10-2023,25.5982,10-05-2023,79.41,10-05-2023,"7,590.00",10-05-2023,"4,143.74",10-05-2023,0.2488,16-05-2023,7,10-05-2023,"1,562.66",10-05-2023,"15,352.80",10-05-2023,33.715,23-08-2022,2.51
15-05-2023,32200,05-09-2023,33589.85,05-09-2023,2113.93,05-09-2023,42.76,09-05-2023,1.1006,05-09-2023,72.84,05-09-2023,25.5243,09-05-2023,79.09,09-05-2023,"7,840.00",09-05-2023,"4,124.25",09-05-2023,0.2504,15-05-2023,7.08,09-05-2023,"1,561.76",09-05-2023,"15,391.30",09-05-2023,33.87,22-08-2022,2.57
05-12-2023,32250,28-04-2023,33797.43,28-04-2023,2071.26,28-04-2023,42.64,04-05-2023,1.106,28-04-2023,74.91,28-04-2023,24.8654,04-05-2023,79.94,04-05-2023,"7,940.00",04-05-2023,"4,082.55",04-05-2023,0.2516,10-05-2023,7.19,02-05-2023,"1,531.92",04-05-2023,"15,233.80",04-05-2023,33.93,16-08-2022,2.35
05-10-2023,32300,27-04-2023,33381.66,27-04-2023,2077.18,27-04-2023,42.57,01-05-2023,1.1035,27-04-2023,74.38,27-04-2023,24.8839,01-05-2023,79.53,01-05-2023,"8,840.00",01-05-2023,"4,166.79",01-05-2023,0.2505,09-05-2023,7.1,28-04-2023,"1,536.28",01-05-2023,"15,545.90",01-05-2023,34.13,15-08-2022,2.38
05-09-2023,32250,26-04-2023,33596.34,26-04-2023,2084.78,26-04-2023,42.7,28-04-2023,1.1028,26-04-2023,77.08,26-04-2023,24.9555,28-04-2023,79.79,28-04-2023,"8,840.00",28-04-2023,"4,129.63",28-04-2023,0.2551,04-05-2023,7.28,27-04-2023,"1,539.28",28-04-2023,"15,431.60",28-04-2023,34.15,10-08-2022,2.46
28-04-2023,32050,25-04-2023,33828.34,25-04-2023,2100.4,25-04-2023,42.88,27-04-2023,1.1042,25-04-2023,78.74,25-04-2023,25.1165,27-04-2023,79.92,27-04-2023,"8,640.00",27-04-2023,"4,075.29",27-04-2023,0.2557,01-05-2023,7.21,26-04-2023,"1,543.29",27-04-2023,"15,228.60",27-04-2023,34.15,09-08-2022,2.49
27-04-2023,32150,24-04-2023,33805.04,24-04-2023,2096.01,24-04-2023,42.75,26-04-2023,1.0972,24-04-2023,77.97,24-04-2023,25.0671,26-04-2023,79.72,26-04-2023,"8,390.00",26-04-2023,"4,087.78",26-04-2023,0.2568,28-04-2023,7.29,25-04-2023,"1,557.80",26-04-2023,"15,363.50",26-04-2023,34.4,04-08-2022,2.44
