Y,BVN,EUR_USD,JPY_THB,NYSE,TenBond_THB,USD_THB,Oil_Crud
23100.00,13.24,1.10,0.28,13746.60,2.42,30.97,52.92
23100.00,13.06,1.10,0.29,14120.00,2.50,30.83,53.09
22750.00,13.45,1.10,0.29,14064.30,2.49,30.71,53.97
22900.00,13.30,1.10,0.29,14147.90,2.59,30.58,52.77
22850.00,13.40,1.10,0.28,14126.10,2.55,30.51,53.70
22450.00,13.55,1.11,0.28,14168.10,2.55,30.40,55.69
22300.00,13.75,1.11,0.28,14103.50,2.56,30.41,56.11
22250.00,13.90,1.11,0.28,14022.30,2.54,30.36,58.26
22400.00,13.27,1.11,0.28,14024.20,2.53,30.38,59.17
22300.00,13.89,1.11,0.28,13980.50,2.54,30.31,58.59
22200.00,14.10,1.12,0.28,14018.10,2.52,30.26,58.10
22100.00,14.12,1.11,0.28,13974.10,2.52,30.21,58.20
22000.00,14.47,1.11,0.28,13911.20,2.54,30.24,58.03
22200.00,14.88,1.11,0.28,13856.70,2.57,30.28,59.04
22100.00,15.13,1.11,0.28,13951.30,2.56,30.37,59.61
22300.00,15.26,1.11,0.27,13976.90,2.56,30.17,59.99
22150.00,15.06,1.12,0.28,13911.20,2.51,30.17,62.91
22400.00,14.77,1.12,0.28,13903.00,2.50,30.17,63.71
21500.00,14.66,1.12,0.28,13906.90,2.48,30.18,61.71
21450.00,14.81,1.11,0.28,13831.70,2.50,30.17,61.73
21350.00,14.86,1.11,0.28,13801.70,2.50,30.18,61.20
21150.00,14.68,1.11,0.28,13805.20,2.51,30.20,60.63
21050.00,14.61,1.11,0.27,13795.10,2.47,30.21,60.41
21050.00,15.17,1.11,0.28,13781.60,2.50,30.24,61.11
21050.00,14.92,1.11,0.28,13711.20,2.47,30.26,60.86
21050.00,14.87,1.12,0.28,13587.70,2.45,30.23,60.55
21050.00,14.79,1.11,0.28,13554.10,2.45,30.21,60.23
21000.00,14.80,1.11,0.28,13570.50,2.45,30.17,59.87
20900.00,15.08,1.11,0.28,13515.50,2.46,30.27,59.36
21000.00,15.07,1.11,0.28,13408.10,2.44,30.33,58.88
20900.00,15.31,1.11,0.28,13363.70,2.41,30.35,59.06
20900.00,15.35,1.11,0.28,13554.30,2.40,30.38,59.11
21100.00,14.94,1.11,0.28,13595.90,2.43,30.27,58.32
21100.00,15.15,1.11,0.28,13577.50,2.43,30.28,56.43
20850.00,15.14,1.11,0.28,13532.60,2.41,30.23,55.96
20800.00,14.96,1.10,0.28,13471.50,2.41,30.24,55.47
20750.00,15.00,1.10,0.28,13412.30,2.43,30.23,58.13
20800.00,14.82,1.10,0.28,13420.30,2.42,30.24,58.27
20750.00,14.84,1.10,0.28,13460.30,2.45,30.21,57.92
20850.00,15.13,1.10,0.28,13489.80,2.44,30.22,57.92
20900.00,14.83,1.11,0.28,13488.50,2.42,30.20,58.31
20950.00,14.89,1.11,0.28,13432.80,2.42,30.20,57.00
20950.00,15.08,1.11,0.28,13385.00,2.47,30.21,55.16
20900.00,15.26,1.11,0.28,13387.60,2.47,30.26,56.90
20900.00,15.50,1.11,0.28,13392.00,2.51,30.21,57.88
20900.00,15.30,1.10,0.28,13347.30,2.50,30.25,56.91
20850.00,15.47,1.10,0.28,13376.90,2.48,30.34,57.39
20850.00,15.38,1.10,0.28,13339.80,2.49,30.35,56.79
20850.00,15.70,1.10,0.28,13321.20,2.52,30.38,56.89
21000.00,15.26,1.10,0.28,13231.20,2.53,30.30,57.40
21300.00,14.81,1.11,0.28,13239.40,2.55,30.26,56.35
21250.00,14.13,1.11,0.28,13215.90,2.56,30.19,57.26
21500.00,14.04,1.12,0.28,13170.90,2.60,30.18,56.41
21450.00,13.98,1.12,0.28,13183.90,2.52,30.22,54.15
21300.00,14.21,1.12,0.28,13106.20,2.49,30.26,54.90
21250.00,13.86,1.11,0.28,13119.60,2.39,30.24,55.53
21300.00,14.18,1.11,0.28,13097.00,2.38,30.18,55.80
21450.00,14.79,1.11,0.28,13019.20,2.51,30.27,56.65
21400.00,14.48,1.11,0.28,13032.50,2.44,30.29,56.07
21300.00,14.34,1.11,0.28,13030.50,2.41,30.27,55.90
21200.00,14.19,1.12,0.28,12997.50,2.41,30.32,53.39
21300.00,14.16,1.11,0.28,12897.00,2.44,30.32,53.71
21300.00,14.29,1.11,0.28,12688.60,2.46,30.37,54.09
21350.00,14.68,1.11,0.28,12622.50,2.51,30.44,52.99
21300.00,14.75,1.10,0.28,12816.20,2.50,30.42,52.92
21400.00,14.44,1.10,0.28,12689.90,2.57,30.34,53.51
21550.00,15.03,1.10,0.28,13002.30,2.61,30.43,52.69
21550.00,15.52,1.10,0.28,12988.90,2.62,30.46,52.57
21650.00,15.26,1.10,0.28,13053.20,2.62,30.55,52.69
21700.00,15.27,1.10,0.28,13042.20,2.65,30.60,52.29
21200.00,15.35,1.09,0.28,12991.10,2.61,30.64,54.28
21600.00,15.03,1.09,0.28,13087.70,2.55,30.65,56.54
21750.00,14.93,1.09,0.29,13084.80,2.56,30.61,56.51
21800.00,14.71,1.09,0.28,13148.40,2.58,30.55,56.69
22050.00,14.66,1.10,0.28,13121.20,2.64,30.48,56.70
21850.00,14.71,1.10,0.28,13109.60,2.64,30.49,58.44
21800.00,14.46,1.10,0.28,13087.90,2.64,30.54,59.25
21600.00,14.31,1.10,0.29,13134.00,2.69,30.54,58.65
21550.00,14.36,1.10,0.28,13150.80,2.67,30.53,58.20
21600.00,14.65,1.11,0.28,13096.20,2.65,30.52,58.81
21600.00,14.08,1.10,0.28,12954.30,2.63,30.49,61.96
21650.00,14.55,1.11,0.28,12975.00,2.64,30.48,61.48
21550.00,15.05,1.11,0.28,12796.30,2.65,30.59,55.15
21550.00,15.38,1.10,0.28,12757.20,2.66,30.65,55.93
21550.00,15.06,1.10,0.28,12740.20,2.67,30.65,58.03
21850.00,15.08,1.10,0.28,12657.20,2.72,30.56,56.80
22250.00,14.86,1.10,0.28,12467.40,2.72,30.62,55.95
22250.00,14.58,1.10,0.29,12562.00,2.73,30.64,53.92
22050.00,14.85,1.11,0.29,12430.70,2.71,30.64,56.63
22250.00,14.75,1.11,0.29,12643.90,2.72,30.63,55.88
22200.00,14.60,1.11,0.29,12724.20,2.75,30.60,55.71
22050.00,14.59,1.11,0.29,12691.80,2.74,30.68,53.76
22200.00,14.61,1.11,0.29,12687.90,2.75,30.81,53.25
21750.00,14.27,1.11,0.29,12687.80,2.75,30.79,55.35
21800.00,14.20,1.11,0.29,12442.20,2.75,30.79,55.94
21850.00,14.28,1.11,0.29,12386.20,2.75,30.87,56.05
21750.00,14.90,1.11,0.29,12641.30,2.76,30.92,56.10
21950.00,15.44,1.11,0.29,12589.80,2.79,30.88,54.96
22100.00,15.37,1.11,0.29,12633.00,2.81,30.84,54.74
22050.00,15.87,1.11,0.29,12627.60,2.79,30.81,54.90
21800.00,15.76,1.12,0.29,12497.30,2.80,30.85,56.74
21950.00,15.67,1.12,0.29,12839.50,2.81,30.83,54.73
21700.00,15.00,1.12,0.29,12920.80,2.80,30.74,52.33
21450.00,16.28,1.12,0.29,13066.60,2.80,30.76,53.42
20950.00,16.37,1.11,0.29,13187.20,2.78,30.93,55.38
20800.00,17.45,1.11,0.29,13222.80,2.78,30.91,54.54
20500.00,17.55,1.11,0.29,13169.30,2.75,30.80,57.85
20700.00,17.51,1.12,0.29,13234.90,2.74,30.88,58.34
20700.00,17.13,1.11,0.29,13172.50,2.75,30.97,57.07
20700.00,17.18,1.11,0.28,13109.90,2.73,30.92,55.93
20750.00,17.30,1.11,0.28,13112.00,2.75,30.91,55.90
20700.00,16.59,1.12,0.28,13168.70,2.78,30.84,57.23
20650.00,16.35,1.12,0.28,13109.30,2.80,30.84,56.17
20700.00,16.31,1.12,0.29,13195.20,2.78,30.82,56.22
20900.00,16.50,1.13,0.29,13234.80,2.74,30.90,55.72
20650.00,16.50,1.12,0.29,13173.30,2.68,30.94,56.60
20500.00,16.50,1.12,0.29,13138.00,2.69,30.91,57.52
20550.00,15.96,1.13,0.29,13210.90,2.71,30.66,60.25
20500.00,16.80,1.13,0.29,13231.80,2.68,30.82,60.44
20250.00,16.57,1.12,0.29,13152.50,2.68,30.78,58.40
20250.00,16.36,1.12,0.29,13127.70,2.69,30.68,57.77
20500.00,16.50,1.13,0.28,13049.70,2.69,30.58,57.38
20500.00,16.58,1.13,0.28,12965.50,2.71,30.67,56.49
20150.00,16.53,1.13,0.28,12912.10,2.71,30.68,59.14
20150.00,17.24,1.14,0.28,12936.60,2.70,30.80,59.27
20550.00,16.60,1.14,0.28,13020.00,2.72,30.76,59.22
20400.00,16.69,1.14,0.28,13047.20,2.74,30.77,59.27
20550.00,16.31,1.14,0.28,13068.40,2.70,30.67,58.84
20550.00,15.46,1.14,0.29,12954.10,2.72,30.82,57.74
20350.00,15.58,1.14,0.29,12924.30,2.71,30.86,57.72
20350.00,15.69,1.13,0.29,12837.50,2.71,31.20,57.26
20150.00,15.46,1.12,0.29,12789.70,2.73,31.23,54.12
19800.00,15.83,1.12,0.29,12808.90,2.68,31.37,54.09
19800.00,15.86,1.12,0.29,12816.40,2.64,31.25,51.95
19750.00,15.26,1.12,0.29,12797.90,2.65,31.22,52.50
19750.00,15.87,1.13,0.29,12867.20,2.66,31.29,52.18
19650.00,15.43,1.13,0.29,12631.10,2.67,31.27,51.07
19600.00,14.85,1.13,0.29,12288.50,2.65,31.35,53.04
19650.00,14.30,1.13,0.29,12280.80,2.65,31.41,53.43
19650.00,14.33,1.12,0.29,12402.50,2.65,31.47,51.66
19600.00,14.31,1.12,0.29,12398.20,2.64,31.79,52.86
19300.00,14.42,1.11,0.29,12597.70,2.64,31.83,56.46
19200.00,14.84,1.11,0.29,12595.50,2.62,31.85,59.12
19250.00,15.31,1.12,0.29,12569.30,2.64,31.83,59.07
19300.00,15.22,1.12,0.29,12682.50,2.63,31.93,58.94
19300.00,15.11,1.12,0.29,12668.30,2.62,31.94,58.21
19200.00,15.53,1.12,0.29,12652.40,2.62,31.96,61.31
19200.00,15.62,1.12,0.29,12676.00,2.63,31.88,62.95
19200.00,15.36,1.12,0.29,12559.70,2.62,31.67,63.22
19200.00,15.22,1.12,0.29,12561.00,2.63,31.55,63.12
19250.00,15.48,1.12,0.29,12617.20,2.63,31.52,62.12
19250.00,15.93,1.12,0.29,12673.60,2.62,31.63,61.37
19350.00,15.63,1.12,0.29,12767.00,2.61,31.56,60.86
19200.00,15.50,1.12,0.29,12883.10,2.60,31.81,61.65
19250.00,15.59,1.12,0.29,13037.90,2.62,31.91,62.02
19350.00,15.68,1.12,0.29,12977.30,2.65,31.88,61.44
19300.00,15.92,1.12,0.29,12939.00,2.64,31.91,62.17
19200.00,16.01,1.12,0.29,13027.50,2.64,32.01,61.55
19250.00,15.64,1.12,0.29,12992.70,2.65,32.00,63.61
19300.00,15.55,1.12,0.29,12923.70,2.65,31.92,63.58
19350.00,15.40,1.12,0.29,12907.10,2.60,31.91,62.95
19300.00,15.40,1.12,0.29,12993.90,2.63,32.07,65.13
19300.00,15.86,1.11,0.29,12916.70,2.60,32.05,65.81
19200.00,15.80,1.12,0.29,12900.40,2.63,31.99,66.17
19200.00,16.56,1.12,0.29,12912.20,2.64,31.90,65.75
19250.00,16.48,1.13,0.29,12984.30,2.67,31.83,64.00
19150.00,17.00,1.12,0.29,12955.70,2.67,31.79,63.75
19200.00,17.41,1.13,0.29,12892.60,2.66,31.84,64.32
19450.00,17.59,1.13,0.29,12867.30,2.66,31.78,63.71
19550.00,16.54,1.13,0.28,12892.00,2.62,31.78,64.48
19550.00,16.73,1.13,0.28,12833.30,2.63,31.88,64.22
19500.00,16.68,1.13,0.28,12819.10,2.63,31.74,64.40
19350.00,17.37,1.13,0.29,12840.40,2.64,31.77,62.50
19350.00,17.29,1.12,0.29,12775.80,2.66,31.88,62.64
19300.00,17.19,1.12,0.29,12691.80,2.60,31.74,61.81
19350.00,17.60,1.12,0.29,12601.20,2.63,31.79,60.24
19400.00,17.52,1.12,0.28,12635.20,2.60,31.68,59.53
19700.00,17.51,1.12,0.29,12598.50,2.60,31.68,59.40
19700.00,17.26,1.12,0.28,12526.50,2.58,31.87,60.03
19650.00,17.41,1.13,0.29,12709.30,2.58,31.91,59.12
19600.00,16.79,1.13,0.29,12659.00,2.61,31.63,58.98
19600.00,17.09,1.13,0.29,12749.60,2.62,31.55,59.87
19650.00,17.24,1.14,0.29,12826.10,2.61,31.72,59.99
19500.00,17.00,1.14,0.29,12732.30,2.58,31.74,59.02
19500.00,17.10,1.14,0.29,12679.10,2.61,31.65,59.01
19400.00,16.88,1.13,0.29,12668.80,2.64,31.69,58.45
19400.00,16.60,1.13,0.29,12621.70,2.67,31.71,58.51
19450.00,16.34,1.13,0.28,12576.80,2.67,31.63,58.35
19450.00,16.51,1.13,0.28,12513.50,2.68,31.77,57.09
19350.00,16.13,1.13,0.28,12638.20,2.65,31.61,56.76
19350.00,16.53,1.13,0.28,12729.00,2.66,31.65,56.20
19300.00,16.72,1.13,0.28,12698.20,2.61,31.68,56.28
19400.00,16.49,1.13,0.28,12671.20,2.61,31.86,56.45
19450.00,16.55,1.14,0.28,12680.90,2.60,31.85,55.83
19600.00,16.45,1.14,0.29,12685.30,2.59,31.79,57.22
19600.00,16.54,1.14,0.28,12746.40,2.57,31.59,57.00
19650.00,16.80,1.14,0.28,12654.40,2.56,31.45,55.95
19600.00,16.71,1.14,0.28,12644.00,2.59,31.28,55.46
19600.00,16.56,1.13,0.28,12627.60,2.58,31.27,57.17
19550.00,16.08,1.13,0.28,12503.50,2.58,31.32,56.84
19650.00,16.14,1.13,0.28,12422.20,2.64,31.22,57.24
19700.00,16.17,1.13,0.28,12462.90,2.63,31.09,55.94
19400.00,16.07,1.13,0.28,12366.30,2.65,31.15,54.48
19400.00,16.03,1.13,0.28,12252.90,2.69,31.34,53.96
19350.00,15.72,1.13,0.28,12345.50,2.67,31.40,53.35
19350.00,15.46,1.13,0.28,12409.00,2.69,31.32,52.47
19300.00,15.66,1.13,0.28,12315.50,2.73,31.43,52.59
19300.00,15.50,1.14,0.28,12312.30,2.70,31.21,53.94
19400.00,15.73,1.14,0.28,12223.00,2.76,31.26,54.86
19400.00,15.69,1.15,0.28,12130.00,2.77,31.31,55.32
19500.00,15.57,1.14,0.28,12080.40,2.71,31.30,54.01
19450.00,15.39,1.15,0.28,12040.70,2.67,31.23,54.28
19450.00,15.24,1.14,0.29,12106.40,2.67,31.26,53.24
19400.00,15.36,1.14,0.29,12006.20,2.64,31.46,52.12
19350.00,15.17,1.14,0.29,12044.50,2.62,31.53,53.56
19150.00,14.92,1.13,0.29,12075.40,2.57,31.52,53.17
19200.00,15.20,1.14,0.29,12070.90,2.56,31.72,52.45
19250.00,15.02,1.14,0.29,11873.80,2.58,31.69,52.95
19200.00,15.82,1.14,0.29,11885.00,2.61,31.78,53.73
19300.00,15.96,1.14,0.29,11798.00,2.61,31.80,52.23
19300.00,15.92,1.14,0.29,11783.50,2.51,31.77,52.30
19400.00,16.20,1.14,0.29,11806.80,2.50,31.70,52.00
19450.00,16.20,1.15,0.29,11731.50,2.50,31.91,50.78
19450.00,16.69,1.15,0.29,11681.90,2.52,31.92,51.73
19450.00,16.63,1.15,0.29,11539.40,2.48,31.90,52.28
19450.00,16.41,1.15,0.29,11304.40,2.46,31.94,52.18
19450.00,16.12,1.15,0.29,11345.70,2.49,31.96,48.73
19450.00,16.21,1.14,0.29,11238.80,2.50,31.96,48.30
19600.00,15.99,1.14,0.30,11343.90,2.47,31.96,46.90
19600.00,16.66,1.13,0.29,11081.90,2.48,32.25,46.26
19550.00,16.25,1.15,0.29,10801.50,2.45,32.27,45.80
19550.00,16.22,1.14,0.30,10976.20,2.45,32.05,45.44
19500.00,15.90,1.14,0.30,11199.30,2.46,32.53,46.58
19500.00,15.98,1.14,0.29,11338.40,2.45,32.58,42.85
19400.00,15.68,1.14,0.29,11540.20,2.43,32.64,45.45
19350.00,14.74,1.14,0.29,11594.10,2.43,32.62,46.25
19250.00,14.95,1.14,0.29,11716.10,2.44,32.65,47.39
19250.00,15.33,1.14,0.29,11845.40,2.44,32.75,45.93
19250.00,15.10,1.13,0.29,11976.30,2.44,32.72,49.16
19150.00,15.00,1.13,0.29,11983.00,2.45,32.80,51.25
19200.00,14.97,1.14,0.29,11982.80,2.45,32.83,52.83
19200.00,14.88,1.14,0.29,11922.70,2.44,32.77,51.20
19250.00,14.64,1.13,0.29,12156.80,2.44,32.77,51.95
19250.00,14.55,1.14,0.29,12043.40,2.44,32.85,50.89
19150.00,14.42,1.14,0.29,12555.00,2.46,32.89,51.76
19200.00,14.06,1.14,0.29,12602.90,2.45,32.84,52.93
19050.00,14.15,1.13,0.29,12373.00,2.45,32.85,53.13
19000.00,13.58,1.14,0.29,12385.00,2.45,32.74,52.45
19000.00,13.82,1.13,0.29,12225.70,2.44,32.80,51.27
18950.00,14.32,1.14,0.29,12135.40,2.46,32.97,50.31
18950.00,14.15,1.14,0.29,12111.20,2.47,32.91,52.09
19050.00,14.60,1.13,0.29,12034.70,2.46,32.90,51.54
19050.00,14.61,1.13,0.29,12108.70,2.44,33.05,50.62
19100.00,14.79,1.13,0.29,12158.00,2.44,33.03,54.66
19000.00,14.48,1.14,0.29,12388.10,2.42,33.08,53.39
18950.00,14.02,1.14,0.29,12329.40,2.43,32.97,57.39
18950.00,13.67,1.15,0.29,12215.20,2.42,32.97,56.72
18900.00,13.69,1.14,0.29,12398.90,2.42,32.94,56.58
18750.00,13.72,1.13,0.29,12358.90,2.41,32.87,56.02
18700.00,13.72,1.13,0.29,12517.70,2.40,32.96,55.27
18800.00,13.83,1.13,0.29,12566.30,2.39,32.96,58.88
18900.00,14.18,1.12,0.29,12564.80,2.41,32.96,60.70
19000.00,14.18,1.13,0.29,12414.00,2.40,33.17,60.75
19100.00,13.98,1.14,0.29,12364.40,2.41,33.06,61.74
19150.00,13.93,1.14,0.29,12208.10,2.43,32.97,62.70
19100.00,13.88,1.14,0.29,12198.60,2.43,32.93,62.99
19000.00,13.88,1.14,0.29,11961.60,2.42,32.93,64.88
19150.00,13.53,1.13,0.29,12084.50,2.44,32.85,66.32
19250.00,14.31,1.13,0.29,12006.80,2.44,33.11,66.68
19250.00,14.30,1.14,0.29,12023.50,2.45,33.27,67.55
19150.00,14.18,1.14,0.29,12274.40,2.46,33.28,66.95
19150.00,14.37,1.14,0.29,12474.10,2.45,32.99,66.36
19050.00,14.17,1.14,0.30,12469.70,2.43,32.93,66.17
18850.00,14.10,1.15,0.30,12570.70,2.45,32.93,69.41
18850.00,14.40,1.15,0.29,12612.20,2.42,32.86,68.68
18800.00,12.90,1.15,0.29,12425.70,2.44,32.55,70.03
18800.00,13.03,1.15,0.29,12952.10,2.45,32.62,72.17
18850.00,12.80,1.16,0.29,12970.20,2.46,32.53,71.72
18750.00,13.22,1.16,0.29,12955.70,2.43,32.50,70.99
18450.00,13.63,1.15,0.29,13043.50,2.42,32.65,74.66
18500.00,13.34,1.15,0.29,13089.20,2.40,32.95,74.21
18550.00,13.38,1.15,0.29,13146.30,2.38,32.92,74.40
18500.00,13.20,1.15,0.29,13071.40,2.39,32.78,74.67
18400.00,13.31,1.15,0.29,13112.00,2.38,32.70,76.18
18150.00,13.47,1.16,0.29,13164.80,2.39,32.51,73.29
18150.00,13.52,1.16,0.29,13203.90,2.38,32.32,72.18
18350.00,13.35,1.17,0.28,13235.20,2.35,32.42,72.01
18400.00,13.26,1.18,0.28,13243.40,2.35,32.44,72.09
18350.00,12.78,1.17,0.29,13183.70,2.34,32.40,72.25
18350.00,12.38,1.18,0.29,13105.10,2.35,32.42,71.14
18500.00,12.84,1.18,0.29,13044.90,2.37,32.39,70.20
18450.00,13.00,1.17,0.29,13059.20,2.37,32.35,71.39
18450.00,13.19,1.17,0.29,13042.40,2.38,32.41,69.71
18450.00,12.16,1.17,0.29,13022.60,2.36,32.56,68.80
18450.00,12.46,1.16,0.29,12896.80,2.31,32.60,68.93
18550.00,12.22,1.17,0.29,12952.10,2.31,32.67,68.79
18550.00,12.36,1.16,0.29,12898.40,2.32,32.61,70.24
18500.00,12.38,1.16,0.29,12944.00,2.29,32.71,67.53
18550.00,12.40,1.16,0.29,12976.00,2.34,32.83,67.82
18600.00,12.61,1.16,0.29,13007.40,2.39,32.79,67.88
18500.00,12.70,1.16,0.30,13094.80,2.35,32.80,69.43
18550.00,12.70,1.16,0.30,13098.90,2.33,32.81,69.89
18600.00,13.07,1.16,0.30,13125.30,2.38,32.68,70.06
18600.00,12.83,1.17,0.29,13043.40,2.36,32.72,69.71
18550.00,12.70,1.17,0.29,12968.80,2.36,32.78,68.54
18550.00,12.63,1.17,0.30,12978.60,2.36,32.70,68.93
18550.00,12.73,1.17,0.30,13007.60,2.37,32.58,68.57
18400.00,12.17,1.16,0.29,12998.00,2.39,32.56,67.90
18500.00,12.27,1.15,0.29,12930.10,2.40,32.59,68.07
18450.00,11.80,1.16,0.29,12839.70,2.40,32.90,66.08
18500.00,12.12,1.16,0.29,12784.80,2.41,32.69,66.62
18600.00,12.89,1.15,0.30,12752.50,2.43,32.65,65.91
18500.00,13.18,1.14,0.30,12792.00,2.42,32.93,65.47
18450.00,13.45,1.14,0.30,12868.10,2.43,33.17,64.95
18800.00,13.64,1.13,0.30,12995.90,2.42,33.17,66.62
18850.00,13.70,1.13,0.30,12939.80,2.42,33.32,67.42
19050.00,13.65,1.14,0.30,12893.90,2.43,33.29,66.74
19050.00,13.62,1.15,0.30,12818.60,2.44,33.36,69.09
19100.00,13.57,1.16,0.30,12949.90,2.44,33.25,68.65
19050.00,13.69,1.16,0.30,12903.40,2.41,33.22,68.99
19100.00,13.76,1.16,0.30,12929.80,2.39,33.24,67.86
19150.00,13.29,1.17,0.30,12836.40,2.37,33.30,68.43
19200.00,13.25,1.17,0.30,12836.60,2.39,33.15,70.05
19300.00,13.10,1.17,0.30,12788.50,2.39,33.20,69.38
19300.00,12.73,1.17,0.30,12778.20,2.41,33.30,68.77
19350.00,13.07,1.17,0.30,12786.40,2.35,33.24,67.80
19400.00,13.00,1.17,0.30,12786.30,2.37,33.37,68.17
19250.00,13.05,1.17,0.30,12731.50,2.41,33.45,69.39
19300.00,12.44,1.16,0.30,12758.50,2.42,33.32,69.00
19350.00,12.59,1.16,0.30,12744.80,2.40,33.48,67.61
19500.00,12.55,1.17,0.30,12746.70,2.40,33.30,68.03
19550.00,12.67,1.17,0.30,12738.00,2.38,33.33,70.52
19550.00,13.12,1.17,0.30,12712.30,2.38,33.26,70.38
19600.00,13.65,1.17,0.29,12578.90,2.39,33.30,70.60
19650.00,13.34,1.17,0.30,12553.80,2.39,33.20,74.20
19650.00,13.50,1.17,0.30,12542.30,2.38,33.32,73.87
19650.00,13.72,1.17,0.29,12430.70,2.39,33.17,73.16
19650.00,13.45,1.17,0.30,12537.20,2.39,33.13,74.23
19500.00,13.73,1.17,0.30,12412.20,2.38,33.20,74.08
19550.00,13.89,1.16,0.30,12528.40,2.34,33.16,73.62
19550.00,13.80,1.17,0.30,12501.30,2.32,33.16,73.33
19550.00,14.69,1.16,0.30,12585.00,2.31,32.99,72.27
19550.00,14.86,1.16,0.30,12653.30,2.30,33.15,70.68
19700.00,14.75,1.16,0.30,12620.40,2.34,33.05,68.21
19750.00,14.40,1.17,0.30,12676.40,2.38,33.03,68.75
19700.00,14.57,1.17,0.30,12708.60,2.38,32.94,65.93
19650.00,14.46,1.16,0.30,12660.70,2.38,32.92,65.34
19700.00,14.63,1.16,0.30,12727.40,2.38,32.90,65.11
19750.00,15.29,1.16,0.30,12812.10,2.33,32.81,65.82
19750.00,15.45,1.16,0.30,12856.10,2.34,32.75,64.40
19850.00,15.97,1.16,0.30,12861.70,2.32,32.68,67.00
19650.00,15.79,1.16,0.30,12845.10,2.29,32.62,66.62
19650.00,15.78,1.18,0.30,12778.20,2.29,32.21,66.01
19650.00,16.09,1.17,0.30,12797.90,2.29,32.14,66.05
19650.00,15.92,1.18,0.29,12696.50,2.26,32.09,65.56
19600.00,15.88,1.18,0.29,12606.20,2.26,32.07,65.98
19500.00,15.53,1.18,0.29,12514.30,2.25,32.01,65.07
19550.00,15.55,1.18,0.29,12646.60,2.24,32.02,65.51
19550.00,15.84,1.17,0.29,12715.30,2.24,31.92,65.71
19650.00,15.79,1.17,0.29,12701.60,2.25,31.94,68.24
19700.00,15.66,1.15,0.29,12832.20,2.29,32.02,66.85
19650.00,15.58,1.17,0.29,12771.60,2.32,32.10,70.65
19600.00,15.50,1.17,0.29,12735.10,2.31,31.99,71.83
19550.00,15.16,1.18,0.30,12741.50,2.30,32.11,72.11
19550.00,15.41,1.18,0.29,12710.60,2.31,32.00,72.53
19600.00,15.50,1.18,0.29,12711.90,2.31,32.17,71.47
19550.00,15.38,1.18,0.29,12791.90,2.36,32.19,71.60
19550.00,15.65,1.18,0.29,12748.90,2.32,32.09,71.56
19600.00,15.77,1.18,0.29,12660.20,2.34,32.03,71.02
19750.00,15.68,1.19,0.29,12565.20,2.29,32.12,71.15
19850.00,15.12,1.19,0.29,12493.40,2.29,31.91,70.54
19850.00,15.30,1.19,0.29,12335.40,2.22,31.88,71.45
19900.00,15.46,1.19,0.29,12395.50,2.27,31.97,71.23
19800.00,15.61,1.19,0.29,12486.10,2.31,32.13,70.05
19700.00,16.15,1.20,0.29,12490.20,2.34,31.94,69.85
19600.00,15.85,1.20,0.29,12615.40,2.35,31.73,68.50
19600.00,15.85,1.20,0.29,12567.70,2.36,31.62,67.68
19550.00,15.89,1.20,0.29,12539.60,2.34,31.77,67.49
19650.00,16.16,1.21,0.29,12491.40,2.34,31.70,68.15
19700.00,16.08,1.21,0.29,12659.90,2.35,31.57,68.21
19700.00,16.45,1.21,0.29,12618.10,2.32,31.49,68.03
19700.00,16.52,1.22,0.29,12670.90,2.26,31.61,67.75
19750.00,16.60,1.22,0.29,12714.60,2.24,31.53,68.95
19750.00,16.55,1.22,0.29,12737.10,2.26,31.46,68.22
19800.00,16.55,1.23,0.29,12680.40,2.28,31.54,68.26
19850.00,16.36,1.23,0.29,12559.00,2.28,31.34,68.75
19800.00,16.46,1.24,0.29,12380.60,2.30,31.23,66.68
19800.00,16.21,1.24,0.29,12412.90,2.33,31.21,66.42
19850.00,16.03,1.24,0.29,12511.60,2.34,31.21,66.75
19650.00,15.91,1.24,0.29,12512.40,2.39,31.22,63.30
19650.00,15.95,1.23,0.29,12218.90,2.37,31.12,62.00
19600.00,15.84,1.23,0.29,12356.20,2.38,31.28,63.60
19600.00,15.80,1.22,0.29,12325.30,2.40,31.25,63.59
19600.00,14.88,1.23,0.29,12466.40,2.44,31.26,64.69
19800.00,14.55,1.23,0.29,12327.10,2.41,31.22,64.70
19850.00,14.64,1.23,0.29,12413.60,2.44,31.19,65.53
19800.00,14.98,1.24,0.29,12574.20,2.42,31.31,65.90
19700.00,15.03,1.24,0.29,12663.70,2.39,31.22,64.28
19550.00,14.85,1.23,0.29,12663.20,2.40,31.13,65.50
19350.00,14.65,1.23,0.30,12755.50,2.41,31.18,63.72
19400.00,14.28,1.23,0.30,12752.70,2.45,31.32,62.10
19350.00,14.41,1.22,0.30,12788.20,2.40,31.17,62.23
19400.00,14.65,1.23,0.30,12874.50,2.40,31.20,61.19
19500.00,14.99,1.23,0.29,12938.50,2.39,31.19,60.95
19550.00,15.12,1.23,0.29,12930.40,2.33,31.22,60.87
19550.00,15.57,1.24,0.29,12725.20,2.36,31.21,61.37
19550.00,15.28,1.24,0.29,12634.00,2.38,31.16,62.10
19550.00,15.18,1.23,0.29,12498.50,2.37,31.24,60.27
19650.00,15.69,1.23,0.29,12644.40,2.37,31.30,61.33
19700.00,15.99,1.24,0.29,12852.10,2.37,31.34,62.30
