Y,BVN,EUR_USD,JPY_THB,NYSE,TenBond_THB,USD_THB,Oil_Crud
20750.00,6.27,1.12,0.31,10169.90,2.65,35.30,40.25
20600.00,6.50,1.13,0.31,10204.70,2.66,35.20,38.59
20400.00,6.25,1.13,0.31,10216.60,2.69,34.94,36.74
20400.00,6.16,1.12,0.31,10101.60,2.69,34.91,37.37
20800.00,6.10,1.11,0.31,9986.50,2.75,34.91,38.17
21200.00,6.08,1.11,0.31,10005.60,2.69,34.74,37.99
20850.00,5.83,1.12,0.31,10073.30,2.71,34.88,38.17
21200.00,5.80,1.12,0.31,9988.30,2.76,35.11,37.94
20750.00,5.09,1.10,0.31,9954.20,2.74,35.08,34.73
20650.00,5.21,1.10,0.31,9906.80,2.70,35.00,33.89
20650.00,5.62,1.09,0.31,9952.20,2.75,35.23,32.72
20800.00,5.74,1.09,0.31,9828.30,2.80,35.27,33.04
20750.00,5.77,1.09,0.31,9746.40,2.85,35.40,32.19
20650.00,6.22,1.10,0.31,9626.90,2.84,35.53,31.28
20500.00,5.45,1.10,0.31,9615.20,2.84,35.58,33.34
20600.00,5.09,1.10,0.31,9668.30,2.78,35.71,30.60
20250.00,5.24,1.10,0.32,9534.70,2.73,35.65,31.35
20200.00,5.33,1.11,0.32,9411.30,2.71,35.64,29.14
20200.00,5.31,1.11,0.32,9582.80,2.73,35.72,29.08
20550.00,5.39,1.11,0.32,9465.20,2.71,35.73,27.30
20000.00,5.56,1.12,0.32,9532.90,2.69,35.57,27.34
19950.00,5.21,1.13,0.31,9426.80,2.71,35.58,30.17
19500.00,4.90,1.13,0.31,9317.90,2.68,35.63,30.97
19350.00,4.87,1.12,0.31,9092.90,2.70,35.64,31.64
19000.00,5.29,1.12,0.31,9092.90,2.64,35.20,29.75
18900.00,5.22,1.09,0.31,9221.80,2.65,35.28,31.37
18800.00,5.22,1.09,0.31,9132.00,2.64,35.52,33.70
18900.00,4.77,1.09,0.31,9294.90,2.62,35.55,32.19
18900.00,4.96,1.09,0.30,9471.80,2.61,35.83,30.55
18800.00,4.19,1.09,0.30,9533.00,2.68,35.57,29.81
18650.00,4.14,1.09,0.29,9578.90,2.68,35.80,32.05
18750.00,3.87,1.08,0.30,9439.30,2.70,35.83,29.84
18800.00,4.13,1.09,0.30,9374.80,2.65,35.84,28.35
18650.00,4.20,1.09,0.30,9403.90,2.60,35.91,28.33
18650.00,3.80,1.09,0.30,9295.30,2.63,36.02,29.20
18500.00,3.72,1.09,0.30,9393.50,2.65,36.21,31.18
18700.00,3.55,1.09,0.31,9343.10,2.65,36.25,30.60
18550.00,3.37,1.09,0.31,9164.20,2.66,36.28,30.54
18750.00,3.43,1.09,0.31,9214.90,2.55,36.31,31.11
18900.00,3.74,1.09,0.31,9378.90,2.55,36.30,32.94
18800.00,4.21,1.09,0.31,9387.50,2.54,36.28,33.30
18800.00,4.25,1.09,0.31,9405.40,2.62,36.28,34.09
18400.00,4.19,1.07,0.31,9619.00,2.65,36.25,36.18
18150.00,4.10,1.09,0.31,9591.30,2.63,36.30,37.60
18250.00,4.22,1.09,0.31,9575.20,2.63,36.24,37.36
18250.00,4.20,1.10,0.31,9692.80,2.67,36.12,36.70
18250.00,4.51,1.10,0.30,9751.40,2.67,36.05,38.00
18250.00,4.34,1.09,0.30,9907.40,2.72,36.06,37.86
18250.00,4.16,1.10,0.30,10020.00,2.73,36.07,36.47
18350.00,4.30,1.09,0.30,10186.40,2.77,36.03,35.80
18200.00,4.29,1.09,0.30,10277.50,2.77,36.05,34.58
18050.00,4.22,1.08,0.30,10270.40,2.78,36.07,34.87
18150.00,4.00,1.09,0.30,10226.00,2.77,36.12,35.80
18050.00,3.90,1.09,0.30,10266.10,2.86,36.13,36.79
18150.00,4.14,1.10,0.30,10180.60,2.88,36.16,36.32
18300.00,4.23,1.10,0.30,10052.30,2.85,35.93,35.40
18150.00,4.18,1.09,0.29,10017.10,2.82,35.96,36.63
18100.00,4.27,1.10,0.30,10073.00,2.83,36.09,37.68
17850.00,4.18,1.06,0.30,10267.80,2.73,36.12,40.15
18050.00,4.46,1.06,0.30,10164.80,2.77,36.05,41.69
18100.00,4.55,1.06,0.30,10057.30,2.87,35.96,41.73
17900.00,4.75,1.06,0.30,9977.80,2.80,35.84,41.77
18100.00,4.84,1.06,0.29,10074.10,2.87,35.75,43.25
18200.00,4.78,1.06,0.29,10165.50,2.95,35.80,42.69
18150.00,4.76,1.06,0.29,10415.60,2.99,35.87,42.04
18150.00,4.71,1.06,0.29,10501.10,3.05,35.72,41.49
18300.00,4.75,1.07,0.29,10447.10,3.11,35.74,40.54
18300.00,4.69,1.07,0.29,10455.50,3.10,35.84,40.72
18200.00,4.64,1.06,0.29,10442.60,3.07,35.73,41.11
18400.00,4.50,1.07,0.29,10449.70,3.06,35.76,41.96
18500.00,4.70,1.08,0.29,10379.30,2.92,35.96,40.92
18350.00,4.84,1.08,0.29,10433.60,2.88,35.99,41.61
18400.00,4.64,1.07,0.29,10460.20,2.88,35.97,43.05
18500.00,4.90,1.07,0.29,10426.10,2.87,35.90,43.63
18500.00,4.88,1.07,0.30,10285.40,2.84,35.85,44.52
18650.00,4.94,1.09,0.29,10320.00,2.82,35.84,45.41
18650.00,5.09,1.09,0.29,10143.40,2.82,35.87,46.57
19050.00,5.22,1.10,0.29,10206.50,2.78,35.82,46.11
19150.00,5.57,1.10,0.29,10335.00,2.85,35.53,46.43
19300.00,5.73,1.10,0.29,10454.10,2.82,35.53,45.74
19550.00,6.18,1.09,0.29,10486.70,2.85,35.57,46.06
19550.00,6.23,1.11,0.29,10525.60,2.65,35.62,43.44
19500.00,6.34,1.11,0.30,10563.90,2.65,35.66,43.78
19550.00,6.77,1.10,0.29,10556.40,2.64,35.64,44.74
19550.00,7.31,1.13,0.29,10474.60,2.69,35.51,45.27
19650.00,7.81,1.13,0.29,10509.10,2.70,35.46,45.88
19550.00,7.65,1.13,0.29,10504.40,2.74,35.54,46.25
19550.00,7.92,1.14,0.29,10428.00,2.75,35.67,47.27
19600.00,7.48,1.14,0.30,10420.80,2.81,35.42,46.87
19600.00,7.65,1.15,0.30,10495.90,2.81,35.45,46.28
19700.00,7.58,1.14,0.30,10342.80,2.80,35.27,46.69
19350.00,7.75,1.14,0.30,10403.70,2.79,35.16,47.46
19400.00,8.15,1.13,0.30,10377.20,2.78,35.33,49.51
19250.00,8.09,1.12,0.30,10385.50,2.79,35.63,49.69
19400.00,7.68,1.13,0.30,10407.30,2.79,35.35,48.11
19600.00,7.52,1.12,0.29,10259.50,2.82,35.76,49.00
19450.00,7.44,1.12,0.30,10267.50,2.85,35.89,46.20
19200.00,7.24,1.12,0.30,10298.60,2.84,36.24,45.07
19300.00,7.48,1.12,0.30,10376.70,2.81,36.26,44.92
19450.00,7.38,1.12,0.30,10238.10,2.82,36.48,44.50
19550.00,6.29,1.12,0.30,10212.40,2.82,36.43,45.38
19650.00,5.83,1.12,0.30,10167.50,2.85,36.35,45.05
19350.00,5.88,1.11,0.30,9755.80,2.85,36.17,44.62
19100.00,5.92,1.12,0.30,9698.90,2.84,36.23,46.54
19200.00,6.09,1.13,0.30,9612.60,2.85,36.21,46.45
19150.00,6.05,1.14,0.30,9803.40,2.86,36.05,44.97
19050.00,6.18,1.13,0.30,9913.60,2.86,35.81,46.89
18950.00,6.36,1.13,0.30,9813.20,2.84,35.67,47.13
18750.00,6.61,1.13,0.30,9923.70,2.84,35.76,45.16
18800.00,6.88,1.13,0.30,9970.30,2.84,35.85,44.11
18850.00,6.47,1.13,0.30,10049.40,2.85,35.91,44.78
18900.00,6.15,1.12,0.30,10118.20,2.82,36.01,45.71
18900.00,6.17,1.12,0.30,10217.00,2.83,36.06,44.16
19050.00,6.09,1.12,0.30,10139.10,2.85,36.02,45.79
19000.00,6.06,1.11,0.30,10008.60,2.91,36.19,46.68
19150.00,6.14,1.12,0.30,10026.50,2.90,36.02,46.11
19200.00,6.23,1.13,0.30,9987.50,2.96,35.96,44.26
19200.00,5.97,1.12,0.30,9985.00,2.98,35.83,48.10
19150.00,5.88,1.12,0.30,10193.00,2.96,35.74,45.00
19000.00,6.00,1.12,0.30,9955.40,2.98,35.74,42.68
18950.00,6.37,1.13,0.30,10044.40,3.00,35.83,38.96
19100.00,6.38,1.15,0.30,9963.10,2.98,35.83,39.69
19400.00,6.22,1.16,0.29,10176.50,2.96,35.63,38.18
19550.00,5.85,1.14,0.29,10198.30,2.92,35.61,40.30
19500.00,6.09,1.12,0.30,10199.20,2.97,35.52,41.03
19000.00,6.54,1.11,0.30,10044.40,3.01,35.66,40.58
18750.00,6.85,1.10,0.30,9692.40,3.04,35.66,42.41
18700.00,7.33,1.11,0.29,9790.10,3.04,35.57,41.88
18550.00,7.19,1.11,0.29,9864.30,3.07,35.53,42.18
18500.00,6.87,1.11,0.29,10402.30,3.07,35.52,42.23
18600.00,6.93,1.12,0.29,10618.40,3.11,35.52,43.34
18100.00,6.95,1.10,0.29,10742.30,3.11,35.25,43.58
18050.00,7.24,1.10,0.28,10799.50,3.10,35.13,44.82
18000.00,7.30,1.09,0.28,10743.60,3.03,35.28,45.16
18000.00,6.98,1.09,0.28,10736.40,3.11,35.32,45.96
18000.00,6.46,1.09,0.28,10779.40,3.14,35.16,45.35
18000.00,6.63,1.10,0.28,10725.90,3.11,35.11,48.47
18050.00,6.67,1.09,0.28,10804.80,3.09,35.17,47.81
18000.00,6.70,1.11,0.28,10779.50,2.98,35.11,47.02
18050.00,6.67,1.11,0.28,10851.30,2.88,35.06,48.00
17800.00,6.94,1.10,0.28,10874.20,2.81,35.15,48.79
18000.00,7.58,1.10,0.28,10849.10,2.81,34.84,49.23
17950.00,7.50,1.09,0.28,10908.30,2.78,34.87,50.71
18000.00,7.62,1.09,0.28,10795.20,2.88,34.87,49.95
18000.00,7.13,1.08,0.28,10698.90,2.88,34.79,50.76
18500.00,7.90,1.08,0.28,10688.90,2.90,34.69,50.91
18500.00,7.62,1.09,0.28,10830.80,2.91,34.42,51.62
18550.00,7.48,1.09,0.28,10918.10,2.91,34.47,53.40
18550.00,8.22,1.10,0.28,10897.10,3.04,34.23,52.00
18650.00,8.75,1.10,0.28,10960.40,2.86,34.21,52.15
18600.00,8.89,1.11,0.28,10991.30,2.98,34.17,52.48
18550.00,9.06,1.10,0.28,11010.80,2.88,34.03,51.83
18550.00,9.22,1.10,0.28,11013.30,2.88,34.01,52.91
18650.00,9.09,1.11,0.28,10989.40,2.96,33.92,52.75
18750.00,9.30,1.11,0.28,10944.00,2.98,33.94,58.27
18850.00,9.72,1.12,0.28,10853.90,2.90,33.98,58.84
18750.00,9.86,1.10,0.28,10689.50,2.88,33.84,59.66
18750.00,10.31,1.12,0.28,10755.60,2.68,33.78,60.22
18750.00,10.45,1.12,0.28,10765.00,2.55,33.76,61.14
18850.00,10.48,1.12,0.28,10844.50,2.46,33.80,60.21
19000.00,10.51,1.13,0.28,10859.10,2.55,33.76,59.44
19050.00,10.36,1.14,0.27,10941.00,2.55,33.76,60.50
18800.00,10.46,1.14,0.27,11048.60,2.62,33.75,59.78
18750.00,10.39,1.13,0.27,11078.60,2.52,33.69,60.03
18800.00,10.40,1.12,0.27,11132.40,2.53,33.63,59.60
18800.00,10.62,1.13,0.27,11146.60,2.62,33.63,59.90
18800.00,10.83,1.12,0.27,11104.70,2.59,33.59,61.14
18750.00,10.50,1.13,0.27,11080.30,2.66,33.67,60.58
18750.00,10.63,1.13,0.27,11032.50,2.73,33.66,58.96
18750.00,10.71,1.11,0.27,11009.50,2.65,33.80,57.99
18800.00,10.62,1.12,0.27,10940.50,2.74,33.59,59.57
19000.00,10.77,1.12,0.27,10942.50,2.68,33.70,61.02
18900.00,10.58,1.09,0.27,11072.50,2.66,33.85,60.18
18900.00,10.75,1.10,0.27,10960.10,2.74,33.71,57.97
18950.00,11.19,1.09,0.27,10975.20,2.73,33.70,57.63
18950.00,10.99,1.09,0.27,10982.00,2.72,33.67,58.32
19100.00,11.31,1.09,0.27,11101.90,2.73,33.66,60.05
19050.00,11.48,1.10,0.27,11057.10,2.69,33.77,60.66
19150.00,11.10,1.11,0.27,11081.70,2.77,33.77,58.81
19150.00,11.10,1.11,0.27,11116.20,2.78,33.71,58.32
19250.00,10.97,1.12,0.27,11128.80,2.72,33.58,59.54
19300.00,11.36,1.13,0.28,11076.30,2.75,33.39,59.85
19250.00,11.52,1.14,0.28,11197.60,2.75,33.60,59.67
19150.00,11.61,1.14,0.28,11213.90,2.81,33.50,60.10
18900.00,11.66,1.14,0.28,11212.50,2.74,33.40,61.23
18800.00,12.30,1.12,0.28,11221.40,2.83,33.51,59.43
18700.00,12.31,1.12,0.28,11214.40,2.82,33.45,59.02
18750.00,12.05,1.13,0.28,11207.00,2.74,33.49,60.72
18650.00,11.52,1.12,0.28,11203.00,2.83,33.72,58.55
18600.00,11.11,1.12,0.28,11164.00,2.83,33.53,56.93
18450.00,11.16,1.11,0.28,11131.50,2.69,33.51,56.65
18200.00,11.44,1.10,0.28,11182.10,2.77,33.34,57.30
18250.00,10.85,1.09,0.28,11138.60,2.82,33.01,57.53
18150.00,10.96,1.09,0.28,11082.10,2.73,32.82,56.28
18350.00,11.02,1.08,0.28,11075.00,2.65,32.63,56.34
18300.00,11.22,1.07,0.27,11116.70,2.66,32.59,56.41
18400.00,11.33,1.07,0.27,11162.00,2.68,32.57,56.16
18350.00,10.73,1.07,0.27,11165.10,2.63,32.43,56.56
18450.00,10.93,1.08,0.27,11226.40,2.71,32.38,55.92
18400.00,10.95,1.08,0.27,11199.90,2.90,32.37,51.00
18550.00,10.63,1.07,0.27,11128.10,2.93,32.40,53.18
18400.00,10.58,1.08,0.27,11113.20,2.97,32.28,49.59
18250.00,10.58,1.08,0.27,11115.80,2.97,32.39,48.73
18400.00,10.94,1.10,0.27,11058.50,2.97,32.43,48.57
18450.00,10.33,1.08,0.27,11113.50,2.99,32.55,51.01
18400.00,10.60,1.08,0.27,11171.50,2.98,32.54,49.02
18250.00,10.87,1.09,0.27,11028.80,2.96,32.39,47.72
18200.00,10.52,1.09,0.27,11038.50,3.00,32.48,47.46
18200.00,10.23,1.10,0.27,10936.80,2.93,32.59,46.41
18100.00,10.46,1.09,0.27,10897.70,2.90,32.50,43.99
18100.00,10.01,1.09,0.27,10914.00,2.82,32.54,44.60
17900.00,10.23,1.08,0.27,10919.00,2.79,32.53,42.51
17950.00,10.68,1.07,0.27,10860.60,2.79,32.49,43.84
18000.00,10.82,1.09,0.27,10877.20,2.78,32.52,44.81
17950.00,11.00,1.06,0.27,11037.00,2.76,32.57,46.93
17900.00,10.92,1.06,0.27,11072.00,2.77,32.72,48.44
17950.00,11.09,1.05,0.27,11089.70,2.74,32.69,48.77
18000.00,10.76,1.06,0.27,10932.50,2.74,32.92,49.60
18350.00,10.32,1.05,0.27,10976.80,2.77,32.91,50.89
18300.00,10.19,1.07,0.27,10846.40,2.78,32.96,49.80
18650.00,10.58,1.08,0.27,10843.70,2.74,32.82,49.45
18500.00,10.60,1.10,0.27,10787.50,2.79,32.85,48.97
18550.00,10.95,1.12,0.27,10784.10,2.72,32.71,51.00
18550.00,10.19,1.12,0.27,10734.70,2.73,32.53,49.16
18500.00,10.54,1.12,0.27,10686.60,2.76,32.43,49.42
18500.00,10.96,1.14,0.27,10846.00,2.79,32.33,50.75
18600.00,11.38,1.13,0.27,10964.20,2.81,32.39,51.24
18700.00,11.65,1.13,0.27,11090.80,2.82,32.37,50.55
18600.00,10.84,1.14,0.27,11053.70,2.72,32.52,53.24
18950.00,10.78,1.14,0.27,11078.50,2.67,32.54,52.75
18900.00,10.45,1.14,0.27,11111.80,2.69,32.55,51.35
18850.00,10.51,1.14,0.27,11119.60,2.68,32.57,49.42
19050.00,10.29,1.14,0.27,11082.10,2.69,32.54,50.98
19100.00,10.70,1.14,0.27,11091.50,2.72,32.55,52.43
19100.00,10.89,1.13,0.27,11025.30,2.74,32.57,52.01
19450.00,10.45,1.13,0.27,11027.00,2.75,32.59,50.86
19400.00,10.56,1.13,0.28,11054.50,2.91,32.61,51.67
19550.00,10.65,1.13,0.27,11042.80,3.02,32.63,49.79
19750.00,10.47,1.15,0.27,11009.90,3.05,32.62,47.59
19500.00,10.58,1.15,0.27,10924.20,3.05,32.58,44.63
19700.00,10.51,1.13,0.28,10883.90,3.06,32.63,44.43
19850.00,10.57,1.13,0.27,10860.70,3.06,32.60,45.83
19650.00,10.66,1.13,0.28,10831.00,3.07,32.60,45.13
19900.00,11.06,1.13,0.28,10903.30,3.09,32.56,45.20
19950.00,11.26,1.14,0.28,10803.50,3.07,32.73,46.63
19850.00,11.17,1.12,0.28,10721.60,3.06,32.78,47.35
19950.00,11.09,1.12,0.28,10568.00,3.13,32.55,46.69
19700.00,10.83,1.14,0.28,10636.00,3.07,32.49,48.69
19400.00,11.53,1.16,0.28,10617.90,3.01,32.55,46.35
19000.00,11.28,1.16,0.27,10797.20,2.97,32.50,48.60
19050.00,10.68,1.16,0.28,10793.00,2.97,32.59,46.16
19100.00,11.16,1.16,0.27,10787.30,2.99,32.56,45.69
18950.00,11.31,1.18,0.28,10854.20,3.02,32.69,48.19
18750.00,11.46,1.18,0.28,10753.60,3.06,32.58,48.92
18850.00,11.32,1.18,0.28,10646.00,3.04,32.76,48.00
18700.00,11.02,1.18,0.28,10682.00,3.05,32.75,50.00
18550.00,11.16,1.18,0.28,10508.60,3.04,32.80,52.61
18450.00,11.61,1.22,0.28,10606.60,3.12,32.86,53.72
18550.00,11.70,1.22,0.28,10622.60,3.12,32.85,55.05
18350.00,11.10,1.22,0.28,10640.70,3.12,32.87,55.86
18300.00,10.42,1.22,0.27,10712.60,3.10,32.94,56.80
18300.00,9.44,1.22,0.27,10811.80,3.12,32.91,55.39
18550.00,9.46,1.22,0.27,10963.50,3.09,32.79,57.75
18600.00,9.52,1.23,0.27,10974.90,3.10,32.91,55.50
18550.00,8.94,1.23,0.27,10975.30,3.09,32.88,55.83
18650.00,9.07,1.25,0.27,10962.20,3.09,32.87,55.50
18650.00,9.50,1.24,0.28,10935.70,3.14,32.87,55.40
18850.00,9.65,1.25,0.28,10890.20,3.14,32.90,57.07
18950.00,9.37,1.24,0.28,10835.30,3.12,32.97,59.17
19000.00,9.01,1.24,0.28,10709.50,3.11,32.96,61.12
18700.00,9.65,1.23,0.28,10411.50,3.15,32.80,63.01
18600.00,9.52,1.24,0.28,10386.10,3.17,32.80,65.46
18600.00,9.82,1.24,0.28,10535.50,3.22,32.77,67.60
18650.00,9.94,1.25,0.28,10690.10,3.23,32.98,69.24
18400.00,10.10,1.25,0.27,10671.10,3.18,32.88,73.50
18550.00,9.85,1.25,0.27,10863.60,3.22,32.84,73.87
18550.00,10.25,1.24,0.28,10957.40,3.26,32.76,75.51
18550.00,10.17,1.24,0.28,10942.70,3.36,32.77,76.62
18450.00,9.76,1.25,0.28,10888.40,3.40,32.77,76.29
18300.00,10.28,1.26,0.28,10993.10,3.40,32.80,74.25
18450.00,10.04,1.25,0.28,11036.80,3.39,32.74,74.23
18300.00,10.10,1.25,0.28,11053.30,3.36,32.78,75.49
18350.00,9.55,1.25,0.28,11038.90,3.32,32.83,75.93
18000.00,9.40,1.25,0.28,10938.00,3.32,32.74,74.36
18000.00,9.74,1.24,0.28,10888.10,3.31,32.79,76.95
18050.00,9.69,1.25,0.28,10938.60,3.34,32.83,77.50
17900.00,9.21,1.24,0.28,10896.60,3.35,32.76,77.18
17750.00,8.81,1.25,0.28,10859.80,3.31,32.82,77.86
17750.00,9.33,1.25,0.28,10861.50,3.30,32.82,78.87
18000.00,9.53,1.25,0.28,10884.10,3.16,32.80,78.22
18000.00,9.17,1.26,0.29,10907.50,3.18,32.76,80.59
18400.00,9.00,1.26,0.29,10892.50,3.24,32.65,81.04
18650.00,9.77,1.27,0.29,10824.10,3.24,32.67,81.93
18850.00,9.24,1.27,0.29,10781.10,3.29,32.56,81.55
18850.00,9.73,1.27,0.30,10834.40,3.30,32.55,80.64
18800.00,10.57,1.26,0.30,10772.90,3.35,32.51,81.27
18850.00,10.63,1.27,0.30,10626.10,3.39,32.41,81.95
19000.00,10.69,1.28,0.30,10690.30,3.34,32.41,82.55
18950.00,10.70,1.28,0.30,10576.90,3.31,32.36,82.76
18900.00,10.96,1.28,0.30,10547.70,3.36,32.35,83.13
18950.00,11.06,1.28,0.30,10529.30,3.38,32.25,83.18
19000.00,11.11,1.27,0.30,10502.10,3.43,32.25,81.06
18850.00,11.26,1.28,0.30,10370.70,3.42,32.38,82.32
18850.00,11.23,1.26,0.30,10227.20,3.43,32.39,84.98
18850.00,11.52,1.27,0.31,10212.90,3.46,32.41,85.20
18700.00,11.75,1.27,0.30,10004.80,3.45,32.47,84.39
18750.00,11.23,1.27,0.30,10083.90,3.45,32.40,87.73
18550.00,11.75,1.25,0.30,10194.00,3.48,32.41,90.45
18300.00,11.22,1.27,0.30,10317.50,3.50,32.41,89.77
18600.00,11.32,1.26,0.30,10397.40,3.52,32.53,91.38
18600.00,11.02,1.26,0.30,10615.00,3.51,32.57,90.74
18500.00,10.97,1.27,0.30,10605.30,3.51,32.61,91.36
18600.00,11.19,1.27,0.30,10671.70,3.48,32.43,94.34
18600.00,11.51,1.28,0.30,10579.50,3.48,32.42,93.35
18650.00,11.58,1.28,0.30,10557.30,3.49,32.42,92.47
18500.00,11.88,1.28,0.30,10688.60,3.49,32.38,92.89
18600.00,12.43,1.29,0.30,10745.00,3.50,32.28,91.72
18550.00,12.59,1.28,0.30,10727.80,3.46,32.29,90.70
18450.00,12.38,1.29,0.29,10732.30,3.50,32.18,92.22
18650.00,12.21,1.29,0.30,10863.60,3.53,32.23,92.97
18700.00,12.55,1.30,0.30,10818.80,3.51,32.25,93.97
18850.00,12.73,1.29,0.30,10861.20,3.52,32.17,94.71
18850.00,12.62,1.30,0.30,10978.60,3.48,32.21,92.81
18750.00,12.74,1.29,0.30,11046.40,3.47,32.31,92.13
18750.00,13.28,1.29,0.30,10998.40,3.48,32.17,93.05
19050.00,13.18,1.29,0.30,10993.20,3.49,32.24,92.79
19050.00,12.89,1.29,0.30,10890.50,3.49,32.17,93.11
19150.00,13.00,1.31,0.30,10909.90,3.50,32.17,94.57
19250.00,12.95,1.31,0.30,10965.30,3.50,32.06,95.07
19150.00,12.88,1.37,0.30,10946.70,3.51,32.04,92.30
19150.00,13.15,1.37,0.30,10994.10,3.52,32.07,92.58
19200.00,14.13,1.36,0.30,11019.90,3.47,32.03,93.96
19350.00,14.45,1.36,0.31,11070.20,3.44,31.91,93.60
19450.00,13.78,1.32,0.31,11023.80,3.43,31.93,94.56
19350.00,13.61,1.32,0.31,10999.70,3.44,31.88,93.75
19350.00,13.59,1.32,0.31,11042.10,3.43,31.91,93.88
19250.00,13.39,1.32,0.31,11016.40,3.44,31.95,93.36
19350.00,13.66,1.32,0.31,10976.70,3.40,31.93,93.34
19300.00,13.04,1.33,0.31,10973.00,3.40,31.96,93.89
19500.00,13.14,1.33,0.31,10958.10,3.42,32.00,93.49
19500.00,13.20,1.33,0.31,10909.30,3.45,31.91,94.70
19550.00,12.64,1.34,0.31,10901.00,3.55,31.82,96.56
19550.00,12.86,1.34,0.31,10824.30,3.56,31.84,97.10
19750.00,13.14,1.34,0.31,10833.50,3.57,31.82,95.50
19750.00,13.24,1.34,0.31,10756.30,3.58,31.94,97.30
19800.00,12.95,1.34,0.31,10731.90,3.58,32.07,97.20
20000.00,11.98,1.34,0.31,10709.10,3.55,32.07,97.64
19800.00,12.19,1.34,0.32,10591.10,3.57,32.23,96.89
19550.00,11.51,1.34,0.32,10677.00,3.56,32.16,98.41
19600.00,12.12,1.34,0.31,10728.90,3.59,32.13,97.67
19500.00,11.78,1.34,0.31,10692.20,3.59,32.13,97.70
19550.00,11.53,1.34,0.31,10699.80,3.58,32.17,99.47
19550.00,11.68,1.34,0.31,10866.30,3.53,31.94,101.03
19600.00,11.55,1.34,0.31,10958.00,3.50,31.82,101.60
19550.00,11.44,1.34,0.31,11005.30,3.52,31.79,101.87
19450.00,10.89,1.34,0.31,10984.40,3.59,31.81,102.04
19550.00,11.09,1.35,0.31,11038.60,3.57,31.82,103.20
19650.00,11.15,1.35,0.31,11038.90,3.56,31.77,101.96
19750.00,11.19,1.35,0.31,11027.40,3.59,31.76,104.58
19850.00,11.36,1.35,0.31,10988.90,3.63,31.88,102.97
20000.00,11.37,1.35,0.32,10951.20,3.67,32.13,103.72
19750.00,11.47,1.35,0.32,10908.40,3.68,32.17,101.49
19700.00,11.06,1.35,0.32,10982.70,3.68,32.09,100.21
19850.00,12.04,1.36,0.32,11006.40,3.69,32.12,100.93
20300.00,11.40,1.36,0.32,10995.70,3.71,32.12,100.46
20200.00,11.35,1.36,0.32,10980.20,3.74,32.11,101.95
20150.00,12.13,1.36,0.32,10928.00,3.75,32.18,103.39
20150.00,11.89,1.36,0.32,10941.80,3.78,32.17,104.06
20250.00,11.82,1.36,0.32,11008.80,3.74,32.40,104.27
20250.00,11.79,1.36,0.32,11072.00,3.73,32.34,105.21
20150.00,11.72,1.37,0.32,11070.40,3.72,32.35,105.69
20150.00,11.82,1.37,0.32,11044.70,3.71,32.35,105.64
20150.00,11.34,1.37,0.32,11002.40,3.74,32.40,106.71
20150.00,11.43,1.36,0.32,10969.20,3.76,32.42,106.14
20150.00,10.68,1.36,0.32,10934.80,3.74,32.45,106.02
20050.00,10.63,1.36,0.32,10951.80,3.76,32.43,107.42
20050.00,10.99,1.36,0.32,10902.70,3.77,32.43,106.60
19500.00,10.87,1.36,0.32,10997.40,3.71,32.41,106.11
19500.00,10.83,1.36,0.32,11017.00,3.70,32.41,106.60
19450.00,10.39,1.36,0.32,11014.00,3.74,32.45,106.59
19550.00,10.18,1.36,0.32,10992.00,3.69,32.41,106.88
19500.00,9.88,1.35,0.32,10890.10,3.73,32.47,106.84
19350.00,10.09,1.36,0.32,10849.60,3.68,32.34,104.30
19200.00,10.03,1.35,0.32,10855.30,3.68,32.37,104.46
19300.00,10.21,1.36,0.32,10836.70,3.70,32.43,102.44
19200.00,10.12,1.35,0.32,10886.30,3.67,32.45,102.37
19250.00,10.15,1.36,0.32,10906.90,3.66,32.38,102.44
19350.00,10.35,1.37,0.32,10865.20,3.68,32.61,102.92
19500.00,10.42,1.36,0.32,10788.50,3.68,32.64,103.51
19400.00,10.53,1.36,0.32,10752.40,3.71,32.83,103.06
19500.00,10.62,1.36,0.32,10760.50,3.73,32.81,104.14
19850.00,10.25,1.36,0.32,10734.50,3.68,32.78,104.34
19850.00,10.14,1.36,0.32,10716.50,3.66,32.67,103.71
19800.00,10.57,1.36,0.32,10715.40,3.77,32.60,103.85
19850.00,10.79,1.36,0.32,10713.50,3.63,32.56,102.96
19900.00,10.76,1.37,0.32,10649.10,3.54,32.55,102.60
19850.00,10.84,1.37,0.32,10618.40,3.51,32.46,102.13
19850.00,10.90,1.37,0.32,10570.30,3.50,32.51,101.56
19950.00,10.89,1.37,0.32,10601.60,3.54,32.46,102.03
19850.00,10.93,1.37,0.32,10573.80,3.41,32.44,101.91
19850.00,10.92,1.37,0.32,10572.80,3.39,32.50,100.12
19800.00,10.88,1.37,0.32,10636.50,3.50,32.39,100.27
19750.00,11.10,1.37,0.32,10698.70,3.55,32.58,100.82
20000.00,11.23,1.38,0.32,10599.50,3.49,32.47,99.38
19600.00,11.20,1.39,0.32,10625.40,3.55,32.38,99.17
19750.00,11.60,1.39,0.32,10621.00,3.61,32.33,100.76
19750.00,11.73,1.39,0.32,10625.00,3.61,32.35,100.89
19850.00,12.70,1.38,0.31,10578.00,3.57,32.21,100.49
19750.00,12.85,1.38,0.31,10555.50,3.52,32.25,101.93
19650.00,12.68,1.38,0.32,10538.20,3.48,32.22,101.54
