Y,BVN,JPY_THB,NYSE,Oil,Thai_Ten,USD_THB
26300.00,7.17,0.29,11106.00,39.84,0.87,31.08
26050.00,7.30,0.29,11000.70,39.64,0.90,31.13
26350.00,7.86,0.29,10961.20,37.96,0.82,31.31
27150.00,7.74,0.29,10920.00,39.09,0.76,31.43
27100.00,7.43,0.29,10763.70,38.05,0.69,31.49
27500.00,7.15,0.29,11016.90,39.99,0.65,31.56
27300.00,7.61,0.29,11101.30,40.68,0.64,31.57
27050.00,7.28,0.29,10882.80,39.18,0.68,31.55
26850.00,7.21,0.29,10862.00,38.85,0.69,31.66
26850.00,7.61,0.29,11151.20,37.74,0.69,31.84
26750.00,8.00,0.29,11136.60,37.93,0.66,31.88
26650.00,7.45,0.29,11070.30,37.05,0.66,31.92
26650.00,7.27,0.29,10641.50,36.03,0.67,31.88
26900.00,7.49,0.29,10894.20,36.26,0.68,31.97
26650.00,7.57,0.29,10264.10,39.09,0.69,31.89
26650.00,7.22,0.29,10012.50,38.50,0.73,31.85
26750.00,7.00,0.29,9815.30,38.22,0.64,31.82
26550.00,7.25,0.29,9917.30,39.41,0.63,31.93
26700.00,7.14,0.29,10387.70,37.33,0.64,32.01
26800.00,6.92,0.29,10238.10,36.76,0.67,32.07
26500.00,7.24,0.29,10135.70,36.86,0.71,32.10
26450.00,7.93,0.29,10060.50,35.56,0.69,32.08
26350.00,8.52,0.29,9749.80,35.21,0.64,32.10
26250.00,7.69,0.29,9276.60,33.68,0.69,32.20
26000.00,7.60,0.29,9014.60,32.10,0.68,32.20
26100.00,7.51,0.29,9577.90,34.14,0.64,32.35
26150.00,7.60,0.29,9313.80,33.30,0.61,32.44
26050.00,6.44,0.29,9562.50,32.92,0.63,32.37
26150.00,7.62,0.29,9726.20,33.38,0.62,32.39
26450.00,6.44,0.29,10852.00,33.95,0.61,32.52
26500.00,5.12,0.29,10445.40,33.53,0.67,32.46
26200.00,6.87,0.29,10466.70,31.89,0.61,32.41
26200.00,7.88,0.29,11523.90,32.83,0.61,32.47
26150.00,9.68,0.29,11635.20,29.53,0.61,32.47
26050.00,9.31,0.29,11748.60,27.64,0.58,32.44
25850.00,9.91,0.29,12593.00,25.56,0.62,32.34
25450.00,11.11,0.29,12740.90,25.30,0.64,32.37
25500.00,11.30,0.29,12696.60,24.49,0.67,32.52
25600.00,11.35,0.29,12845.10,24.49,0.64,32.51
25900.00,10.92,0.29,12441.40,23.35,0.75,32.49
25900.00,11.36,0.29,12547.20,24.09,0.77,32.68
25950.00,11.91,0.29,12841.40,25.52,0.73,32.70
26250.00,12.42,0.29,13194.30,21.24,0.78,32.66
26750.00,11.83,0.29,13570.20,19.11,0.72,32.70
26750.00,12.17,0.29,13654.00,19.04,0.70,32.69
26700.00,12.73,0.29,14014.60,15.64,0.62,32.68
26800.00,12.52,0.29,14061.00,13.35,0.61,32.73
26800.00,12.39,0.29,14077.50,12.96,0.57,32.73
26900.00,12.17,0.29,14047.90,16.84,0.66,32.83
27000.00,12.35,0.29,14104.80,16.78,0.72,33.03
26850.00,12.58,0.29,14069.20,14.20,0.67,32.94
26850.00,12.63,0.29,14117.80,13.12,0.84,33.11
26700.00,12.55,0.29,13984.50,-14.00,0.83,32.75
26900.00,12.41,0.29,13904.00,17.73,0.85,32.67
27000.00,12.61,0.29,13987.50,20.00,0.78,32.54
28200.00,12.77,0.29,14066.90,20.15,0.79,32.63
28150.00,12.98,0.29,13964.00,20.72,1.13,32.75
28150.00,12.99,0.29,13826.10,22.36,1.15,32.76
27900.00,12.95,0.30,13655.90,24.60,1.04,32.83
27900.00,12.94,0.30,13783.80,26.28,0.75,32.70
27800.00,12.89,0.30,13745.20,24.30,0.67,32.60
27650.00,12.79,0.30,13912.80,26.34,0.82,32.61
27650.00,12.29,0.30,13812.60,26.09,0.85,32.16
27600.00,12.71,0.30,13746.60,24.81,0.76,32.15
27700.00,13.24,0.30,14120.00,21.22,0.62,31.84
28100.00,13.06,0.30,14064.30,20.10,0.50,31.76
28150.00,13.45,0.30,14147.90,20.23,0.92,31.50
28100.00,13.30,0.30,14126.10,20.93,1.05,31.43
28100.00,13.40,0.30,14168.10,23.29,0.98,31.47
28150.00,13.55,0.30,14103.50,24.25,1.16,31.42
28200.00,13.75,0.30,14022.30,24.37,1.11,31.56
28200.00,13.90,0.30,14024.20,23.87,1.28,31.34
28000.00,13.27,0.30,13980.50,22.52,1.33,31.42
28000.00,13.89,0.30,14018.10,24.73,1.36,31.49
27950.00,14.10,0.30,13974.10,22.30,1.39,31.53
28050.00,14.12,0.30,13897.00,26.94,1.46,31.68
27900.00,14.65,0.30,13911.20,28.69,1.52,31.85
27900.00,14.47,0.30,13856.70,33.75,1.58,31.75
28200.00,14.88,0.30,13877.50,30.77,1.57,31.70
28200.00,15.13,0.30,13913.00,33.07,1.58,31.64
28200.00,15.26,0.30,13852.60,34.62,1.58,31.45
28000.00,15.31,0.30,13951.30,30.37,1.61,31.21
27800.00,15.13,0.29,13976.90,32.87,1.61,31.21
27800.00,15.26,0.29,13911.20,46.09,1.61,31.19
28200.00,15.06,0.29,13903.00,47.13,1.57,31.21
28250.00,14.77,0.29,13906.90,46.94,1.56,31.15
28350.00,14.66,0.30,13831.70,47.72,1.64,31.12
28300.00,14.81,0.30,13801.70,43.70,1.65,31.27
28150.00,14.86,0.30,13805.20,46.49,1.60,31.33
28300.00,14.68,0.30,13795.10,48.63,1.52,31.32
28200.00,14.61,0.30,13781.60,50.08,1.51,31.14
27800.00,15.17,0.30,13711.20,51.37,1.58,30.99
27750.00,14.92,0.30,13587.70,52.60,1.59,30.98
27750.00,14.87,0.30,13554.10,53.74,1.65,31.08
27800.00,14.79,0.30,13551.00,53.50,1.61,31.21
28200.00,14.80,0.30,13570.50,52.12,1.63,31.10
28300.00,14.80,0.30,13515.50,52.23,1.74,30.97
28550.00,15.08,0.30,13466.70,52.34,1.76,30.83
28550.00,15.09,0.30,13408.10,52.45,1.78,30.71
28650.00,15.07,0.30,13363.70,51.51,1.82,30.58
28650.00,15.31,0.30,13554.30,51.72,1.82,30.51
28800.00,15.35,0.30,13595.90,49.96,1.82,30.40
28850.00,14.94,0.30,13577.50,49.61,1.79,30.41
28750.00,15.15,0.30,13532.60,50.12,1.81,30.36
28600.00,15.14,0.30,13471.50,51.11,1.85,30.38
28750.00,14.96,0.30,13412.30,51.17,1.82,30.38
28650.00,15.00,0.29,13420.30,49.51,1.86,30.31
28550.00,14.82,0.29,13460.30,49.94,1.87,30.26
28550.00,14.84,0.29,13489.80,51.01,1.77,30.21
28650.00,15.13,0.29,13488.50,52.92,1.81,30.24
28600.00,14.83,0.30,13432.80,53.09,1.77,30.28
28750.00,14.89,0.30,13385.00,53.97,1.84,30.37
28750.00,15.08,0.30,13387.60,52.77,1.92,30.31
28950.00,15.26,0.30,13392.00,53.70,1.92,30.17
29000.00,15.50,0.30,13347.30,55.69,1.89,30.17
28800.00,15.30,0.30,13376.30,56.11,1.88,30.16
28750.00,15.32,0.29,13376.90,58.26,1.90,30.15
28550.00,15.47,0.29,13339.80,59.17,1.91,29.77
28650.00,15.38,0.29,13368.20,59.28,1.91,29.98
28550.00,15.73,0.30,13321.20,59.36,1.93,30.17
28750.00,15.70,0.29,13231.20,58.59,1.92,30.18
28750.00,15.26,0.30,13239.40,58.10,1.92,30.17
28850.00,14.81,0.30,13215.90,58.20,1.92,30.16
28850.00,14.13,0.30,13170.90,58.03,1.89,30.18
28750.00,14.04,0.30,13183.90,59.04,1.87,30.20
29300.00,13.98,0.30,13106.20,59.61,1.83,30.21
29250.00,14.21,0.30,13119.60,59.99,1.95,30.24
28450.00,13.86,0.30,13076.40,62.84,1.80,30.26
28500.00,14.24,0.30,13097.00,62.91,1.84,30.23
28550.00,14.18,0.29,13019.20,63.71,1.82,30.21
28300.00,14.79,0.29,13032.50,61.18,1.84,30.17
27750.00,14.48,0.29,13030.50,61.60,1.81,30.27
29600.00,14.34,0.29,12997.50,61.52,1.77,30.33
29800.00,14.19,0.29,12897.00,61.68,1.72,30.32
29900.00,14.16,0.29,12923.50,61.71,1.82,30.35
30250.00,14.39,0.29,12766.00,61.73,1.80,30.38
29750.00,14.65,0.30,12688.60,61.20,1.78,30.30
29350.00,14.29,0.29,12622.50,61.45,1.78,30.27
28950.00,14.68,0.29,12734.50,60.63,1.75,30.28
29000.00,14.60,0.29,12816.20,60.41,1.76,30.23
29000.00,14.75,0.29,12689.90,61.11,1.78,30.24
28900.00,14.44,0.29,12587.30,60.86,1.77,30.24
29000.00,14.34,0.30,12742.10,60.55,1.74,30.23
28950.00,15.02,0.30,13002.30,60.23,1.77,30.24
29200.00,15.03,0.30,12988.90,59.87,1.81,30.21
28500.00,15.52,0.30,13053.20,59.36,1.83,30.22
28300.00,15.26,0.30,13042.20,58.88,1.83,30.20
28100.00,15.27,0.30,12991.10,59.06,1.88,30.20
27750.00,15.35,0.30,13087.70,58.92,1.93,30.21
27550.00,15.03,0.30,13084.80,59.11,1.92,30.26
27150.00,14.93,0.30,13148.40,58.32,1.92,30.21
27050.00,14.71,0.30,13121.20,58.36,1.92,30.25
27000.00,14.66,0.30,13109.60,56.43,1.82,30.34
26900.00,14.71,0.30,13087.90,55.96,1.86,30.35
26950.00,14.46,0.30,13134.00,55.47,1.80,30.38
26850.00,14.31,0.30,13150.80,58.13,1.75,30.43
26700.00,14.36,0.30,13096.20,57.97,1.69,30.30
26600.00,14.65,0.30,13008.30,58.27,1.78,30.26
26550.00,14.06,0.29,12954.30,57.92,1.84,30.22
26600.00,14.08,0.29,12975.00,57.92,1.85,30.19
26550.00,14.55,0.29,12933.50,58.31,1.80,30.18
26450.00,15.24,0.29,12796.30,57.00,1.76,30.22
26150.00,15.05,0.29,12757.20,55.16,1.76,30.26
26000.00,15.38,0.29,12720.20,56.90,1.76,30.24
26050.00,15.42,0.29,12740.20,57.88,1.81,30.18
26050.00,15.06,0.29,12657.20,56.91,1.74,30.27
25900.00,15.08,0.29,12467.40,57.39,1.75,30.29
26000.00,14.86,0.29,12562.00,56.79,1.73,30.31
25800.00,14.58,0.29,12430.70,56.89,1.77,30.27
25750.00,14.85,0.29,12643.90,57.40,1.71,30.32
25800.00,14.75,0.29,12724.20,57.08,1.71,30.32
25700.00,14.60,0.29,12691.80,56.35,1.66,30.37
25650.00,14.59,0.29,12687.90,57.26,1.56,30.44
25750.00,14.61,0.29,12687.80,56.56,1.53,30.42
25600.00,14.27,0.29,12442.20,56.41,1.56,30.41
25600.00,14.20,0.29,12386.20,54.15,1.52,30.42
25450.00,14.28,0.29,12641.30,54.90,1.54,30.34
25300.00,14.90,0.29,12589.80,55.53,1.59,30.43
25350.00,15.44,0.29,12688.80,55.80,1.64,30.47
25350.00,15.67,0.29,12828.80,56.65,1.67,30.46
25300.00,15.25,0.29,12633.00,56.07,1.69,30.55
25300.00,15.37,0.29,12627.60,55.90,1.69,30.62
25300.00,15.87,0.29,12497.30,54.30,1.73,30.63
25350.00,15.28,0.29,12839.50,53.39,1.65,30.60
25250.00,15.76,0.29,12920.80,53.71,1.72,30.64
25350.00,15.67,0.29,13066.60,54.09,1.74,30.65
25150.00,15.00,0.29,13187.20,52.99,1.78,30.61
25150.00,16.28,0.29,13222.80,52.92,1.80,30.55
25100.00,16.37,0.29,13235.50,53.51,1.81,30.48
25500.00,16.14,0.29,13169.30,54.90,1.85,30.49
25500.00,17.45,0.29,13234.90,53.88,1.90,30.54
25750.00,17.55,0.29,13172.50,52.69,1.78,30.54
25950.00,17.51,0.29,13109.90,52.57,1.77,30.53
26000.00,17.13,0.29,13112.00,52.81,1.73,30.52
25850.00,17.18,0.29,13168.70,52.69,1.65,30.49
25750.00,17.30,0.29,13109.30,52.29,1.56,30.48
25700.00,16.59,0.29,13195.20,52.47,1.56,30.59
25700.00,16.35,0.29,13233.00,54.00,1.47,30.62
26000.00,16.35,0.30,13234.80,54.28,1.45,30.65
25950.00,16.31,0.30,13199.90,56.54,1.51,30.65
26050.00,16.23,0.30,13173.30,56.51,1.51,30.69
25900.00,16.50,0.30,13138.00,56.69,1.50,30.56
26100.00,16.50,0.30,13147.20,56.70,1.47,30.62
26150.00,16.17,0.30,13210.90,58.44,1.48,30.64
26100.00,16.50,0.30,13231.80,59.25,1.53,30.63
26400.00,15.96,0.30,13152.50,58.65,1.48,30.64
26150.00,16.80,0.30,13127.70,58.20,1.61,30.64
26050.00,16.57,0.30,13049.70,58.81,1.59,30.63
25800.00,16.36,0.30,12965.50,61.96,1.56,30.60
25700.00,16.50,0.30,12912.10,61.48,1.59,30.68
25700.00,16.58,0.30,12936.60,55.15,1.57,30.81
25800.00,16.53,0.30,13020.00,55.93,1.52,30.79
25750.00,17.24,0.30,13047.20,57.89,1.59,30.79
25950.00,16.60,0.30,13068.40,58.03,1.69,30.87
25800.00,16.69,0.30,12954.10,56.80,1.65,30.92
25900.00,16.31,0.30,12924.30,56.19,1.75,30.88
25800.00,15.46,0.30,12837.50,55.95,1.70,30.84
25900.00,15.58,0.31,12789.70,53.92,1.71,30.81
25900.00,15.69,0.30,12808.90,55.00,1.70,30.85
25750.00,15.46,0.30,12816.40,54.81,1.68,30.79
25950.00,15.83,0.30,12797.90,55.00,1.86,30.76
25950.00,15.86,0.30,12867.20,56.63,1.90,30.83
25900.00,15.26,0.30,12821.50,55.88,2.03,30.74
26150.00,15.52,0.30,12725.40,55.71,2.06,30.84
26150.00,16.02,0.30,12631.10,53.76,2.06,30.76
26150.00,15.87,0.30,12607.40,53.25,2.07,30.93
25900.00,15.85,0.30,12341.80,55.35,2.08,30.91
25700.00,15.53,0.30,12288.50,55.94,2.04,30.80
25800.00,15.43,0.30,12280.80,56.05,2.09,30.88
25600.00,14.85,0.30,12402.50,56.10,2.05,30.89
25650.00,14.30,0.30,12398.20,54.96,2.06,30.97
25900.00,14.33,0.30,12597.70,54.74,2.04,30.92
26000.00,14.31,0.30,12595.50,54.90,2.05,30.91
25900.00,14.42,0.30,12569.30,56.74,2.11,30.84
26050.00,14.84,0.30,12682.50,54.73,2.09,30.84
25500.00,15.31,0.30,12668.30,54.32,2.15,30.82
25450.00,15.22,0.30,12615.70,52.88,2.14,30.90
25450.00,15.12,0.30,12652.40,52.33,2.05,30.94
25150.00,15.11,0.30,12676.00,53.42,2.07,30.89
25200.00,15.53,0.30,12559.70,54.95,2.04,30.91
25450.00,15.62,0.30,12561.00,55.38,2.04,30.78
25000.00,15.36,0.30,12617.20,54.54,1.95,30.66
25000.00,15.22,0.30,12702.10,57.85,1.95,30.82
24850.00,15.13,0.30,12673.60,58.34,1.97,30.83
24650.00,15.48,0.30,12767.00,57.07,2.02,30.78
24450.00,15.93,0.30,12883.10,56.20,2.05,30.68
24700.00,15.63,0.31,13037.90,55.93,2.02,30.65
24700.00,15.50,0.31,12977.30,55.90,2.05,30.58
24750.00,15.59,0.30,12939.00,57.23,2.00,30.67
24500.00,15.68,0.30,13066.10,56.17,2.01,30.68
24250.00,16.17,0.30,13027.50,56.22,2.06,30.80
24500.00,15.92,0.30,12992.70,55.72,2.02,30.76
24350.00,16.01,0.30,12923.70,56.60,2.03,30.77
23150.00,15.64,0.30,12907.10,57.52,2.06,30.67
23100.00,15.55,0.29,12993.90,59.26,2.09,30.82
22700.00,15.40,0.30,12916.70,60.25,2.09,30.86
22900.00,15.40,0.30,12900.40,60.46,2.09,31.20
23350.00,15.86,0.29,12912.20,60.44,2.12,31.23
22600.00,15.80,0.29,12984.30,58.40,2.14,31.37
23200.00,16.56,0.30,12986.30,57.56,2.14,31.25
23100.00,16.25,0.30,12979.30,57.77,2.12,31.22
23650.00,16.34,0.30,12955.70,57.38,2.13,31.29
24350.00,16.48,0.30,12892.60,57.41,2.13,31.27
24600.00,17.00,0.30,12867.30,56.49,2.13,31.35
24700.00,17.41,0.30,12892.00,59.14,2.08,31.28
25150.00,17.59,0.30,12927.70,59.27,2.13,31.31
24800.00,17.35,0.30,12889.40,59.22,2.19,31.41
24900.00,17.15,0.31,12833.30,59.27,2.26,31.32
24300.00,16.54,0.30,12819.10,58.84,2.27,31.33
24350.00,16.73,0.30,12840.40,57.74,2.31,31.47
23750.00,16.68,0.30,12775.80,57.72,2.31,31.79
23650.00,17.37,0.29,12691.80,57.26,2.32,31.83
23650.00,17.29,0.29,12601.20,54.12,2.39,31.85
24450.00,17.19,0.29,12635.20,54.09,2.43,31.83
24750.00,17.60,0.29,12598.50,51.95,2.42,31.79
24650.00,17.52,0.29,12526.50,52.50,2.40,31.93
24700.00,17.51,0.29,12709.30,52.18,2.40,31.94
24850.00,17.26,0.29,12659.00,51.07,2.37,31.96
24400.00,17.41,0.29,12749.60,53.04,2.41,31.88
24150.00,16.79,0.29,12826.10,53.43,2.40,31.85
23700.00,17.09,0.28,12732.30,54.24,2.43,31.67
23500.00,17.24,0.28,12679.10,53.10,2.46,31.55
23300.00,17.00,0.28,12668.80,51.66,2.48,31.52
23250.00,17.10,0.28,12621.70,52.86,2.46,31.63
23250.00,16.88,0.28,12576.80,52.89,2.48,31.56
23100.00,16.60,0.28,12429.90,53.42,2.48,31.80
23050.00,16.39,0.28,12364.70,56.46,2.55,31.81
23050.00,16.91,0.28,12513.50,59.12,2.52,31.91
23100.00,16.34,0.28,12622.50,59.07,2.51,31.88
23150.00,16.63,0.28,12638.20,58.94,2.53,31.91
23150.00,16.51,0.28,12729.00,58.77,2.51,32.01
23000.00,16.13,0.29,12698.20,58.94,2.53,32.00
22750.00,16.53,0.29,12671.20,58.21,2.52,31.91
22800.00,16.72,0.29,12680.90,61.31,2.57,31.92
23100.00,16.49,0.28,12685.30,62.95,2.59,31.91
23300.00,16.55,0.28,12746.40,63.22,2.56,32.07
23300.00,16.45,0.28,12654.40,62.93,2.59,32.05
23100.00,16.54,0.29,12644.00,63.12,2.59,31.99
23100.00,16.80,0.29,12627.60,62.12,2.56,31.90
22750.00,16.71,0.29,12567.70,61.37,2.56,31.83
22900.00,16.61,0.29,12503.50,60.86,2.50,31.83
22850.00,16.56,0.28,12422.20,61.65,2.47,31.79
22600.00,16.08,0.28,12462.90,61.64,2.50,31.84
22450.00,16.14,0.28,12366.30,62.02,2.52,31.78
22300.00,16.17,0.28,12304.80,61.44,2.50,31.78
22250.00,16.06,0.28,12252.90,62.17,2.52,31.88
22400.00,16.07,0.28,12345.50,61.43,2.52,31.74
22300.00,16.03,0.28,12405.40,61.55,2.47,31.77
22300.00,15.82,0.28,12409.00,63.61,2.49,31.88
22300.00,15.72,0.28,12315.50,63.40,2.43,31.93
22200.00,15.46,0.28,12312.30,63.58,2.39,31.79
22100.00,15.66,0.28,12223.00,62.95,2.37,31.74
22000.00,15.50,0.28,12130.00,65.13,2.43,31.79
22200.00,15.73,0.28,12080.40,65.81,2.41,31.68
22250.00,15.69,0.28,12040.70,66.17,2.45,31.68
22100.00,15.57,0.27,12106.40,65.75,2.54,31.87
22300.00,15.39,0.28,12006.20,64.00,2.52,31.91
22650.00,15.24,0.28,12044.50,63.75,2.62,31.63
22150.00,15.36,0.28,12075.40,64.32,2.60,31.55
22400.00,15.17,0.28,12070.90,63.57,2.59,31.72
22050.00,14.92,0.28,11873.80,63.76,2.63,31.74
21800.00,15.20,0.28,11885.00,63.71,2.62,31.65
21550.00,15.02,0.28,11798.00,64.48,2.61,31.69
21350.00,15.82,0.28,11783.50,64.22,2.66,31.71
21400.00,15.96,0.28,11806.80,64.40,2.63,31.63
21500.00,15.92,0.27,11731.50,63.33,2.65,31.77
21450.00,16.20,0.27,11746.70,62.18,2.69,31.61
21450.00,16.02,0.28,11681.90,62.50,2.72,31.65
21350.00,16.20,0.28,11539.40,62.64,2.73,31.68
21300.00,16.69,0.28,11304.40,61.81,2.77,31.74
21150.00,16.63,0.27,11345.70,60.24,2.72,31.85
21050.00,16.41,0.28,11238.80,59.53,2.68,31.86
21050.00,16.12,0.28,11338.20,59.40,2.63,31.76
21050.00,15.91,0.28,11343.90,60.03,2.66,31.85
21050.00,16.21,0.28,11081.90,59.12,2.67,31.79
21050.00,15.99,0.28,10801.50,58.98,2.69,31.59
21050.00,16.66,0.28,10976.20,59.87,2.65,31.45
21000.00,16.25,0.28,11199.30,59.99,2.64,31.28
21000.00,16.22,0.28,11338.40,59.02,2.68,31.27
20900.00,15.90,0.28,11540.20,59.01,2.67,31.32
21000.00,15.98,0.28,11594.10,58.45,2.66,31.22
20900.00,15.68,0.28,11716.10,58.51,2.70,31.09
20900.00,14.74,0.28,11845.40,58.35,2.69,31.15
20900.00,14.95,0.28,11976.30,57.09,2.65,31.23
20950.00,15.33,0.28,11983.00,56.76,2.64,31.28
21100.00,15.10,0.28,11982.80,56.07,2.66,31.34
21100.00,15.00,0.28,11922.70,56.43,2.70,31.40
21100.00,14.97,0.28,12156.80,56.20,2.70,31.32
20850.00,14.88,0.28,12043.40,56.28,2.72,31.43
20800.00,14.64,0.28,12555.00,56.45,2.69,31.48
20850.00,14.55,0.28,12602.90,55.83,2.65,31.21
20750.00,14.42,0.28,12373.00,57.22,2.68,31.26
20800.00,14.06,0.28,12385.00,57.00,2.72,31.25
20800.00,14.15,0.28,12225.70,55.95,2.74,31.31
20750.00,13.58,0.28,12135.40,55.46,2.76,31.30
20850.00,13.82,0.28,12111.20,57.17,2.72,31.23
20850.00,14.32,0.28,12034.70,56.84,2.74,31.26
20900.00,14.15,0.28,12108.70,57.24,2.74,31.46
20950.00,14.60,0.28,12158.00,55.94,2.78,31.53
20950.00,14.61,0.28,12388.10,55.78,2.78,31.52
20900.00,14.79,0.28,12329.40,56.33,2.75,31.72
20900.00,14.48,0.28,12215.20,56.17,2.72,31.69
20950.00,14.02,0.28,12398.90,54.48,2.71,31.78
20900.00,13.67,0.28,12358.90,53.96,2.70,31.80
20850.00,13.69,0.28,12517.70,53.35,2.68,31.76
20850.00,13.72,0.28,12566.30,52.47,2.73,31.77
20850.00,13.72,0.28,12646.40,52.66,2.71,31.70
21000.00,13.96,0.28,12564.80,52.59,2.73,31.91
21000.00,13.83,0.28,12414.00,53.94,2.69,31.92
21100.00,14.18,0.28,12364.40,53.73,2.67,31.90
21300.00,14.18,0.28,12410.70,54.86,2.56,31.94
21250.00,14.12,0.28,12208.10,55.32,2.62,31.96
21450.00,13.98,0.28,12198.60,54.01,2.69,32.02
21500.00,13.93,0.28,11961.60,54.28,2.69,31.96
21550.00,13.88,0.28,12084.50,53.24,2.73,31.96
21450.00,13.88,0.28,12006.80,52.12,2.77,32.25
21300.00,13.53,0.28,12023.50,53.56,2.80,32.27
21250.00,14.31,0.28,12274.40,53.17,2.75,32.05
21300.00,14.30,0.28,12235.00,52.45,2.75,32.33
21450.00,14.47,0.28,12474.10,52.95,2.83,32.55
21400.00,14.18,0.28,12469.70,53.73,2.80,32.53
21400.00,14.37,0.28,12570.70,53.66,2.77,32.58
21300.00,14.17,0.28,12612.20,53.97,2.82,32.64
21300.00,14.10,0.28,12425.70,52.23,2.86,32.49
21200.00,14.40,0.28,12437.70,52.30,2.90,32.62
21300.00,14.10,0.28,12485.20,52.00,2.91,32.65
21300.00,13.89,0.28,12574.60,50.78,2.91,32.75
21300.00,13.34,0.28,12952.10,51.73,2.88,32.72
21350.00,12.90,0.28,12970.20,52.28,2.85,32.80
21300.00,13.03,0.28,12955.70,52.18,2.83,32.83
21400.00,12.80,0.28,13043.50,49.80,2.90,32.77
21300.00,13.22,0.28,13089.20,48.73,2.92,32.77
21400.00,13.63,0.28,13146.70,48.30,2.91,32.85
21500.00,13.49,0.28,13108.70,46.90,2.98,32.89
21550.00,13.61,0.28,13146.30,46.26,3.04,32.84
21550.00,13.34,0.28,13071.40,45.80,3.03,32.85
21450.00,13.38,0.28,13112.00,45.77,3.05,32.74
21650.00,13.20,0.28,13164.80,45.22,3.06,32.76
21600.00,13.31,0.28,13203.90,45.44,3.06,32.80
21700.00,13.47,0.28,13235.20,46.58,3.05,32.97
21650.00,13.52,0.29,13243.40,42.85,3.07,32.91
21350.00,13.35,0.29,13183.70,43.00,3.07,32.90
21200.00,13.26,0.28,13105.10,45.45,3.07,33.05
21600.00,12.78,0.28,13044.90,46.25,3.06,33.03
21650.00,12.38,0.28,13059.20,47.39,3.06,33.08
21750.00,12.84,0.28,13042.40,45.93,3.11,32.97
21800.00,13.00,0.28,13022.60,49.16,3.12,32.90
22050.00,13.19,0.28,12952.30,51.25,3.15,32.97
21850.00,12.35,0.29,12896.80,52.83,3.15,32.94
21800.00,12.16,0.28,12952.10,51.20,3.19,32.87
21750.00,12.46,0.28,12898.40,51.95,3.23,32.96
21600.00,12.22,0.28,12960.20,50.89,3.24,32.96
21550.00,12.36,0.28,12944.00,52.03,3.21,32.96
21600.00,12.38,0.28,12976.00,51.76,3.21,33.17
21600.00,12.40,0.28,13007.40,52.93,3.21,33.06
21650.00,12.61,0.28,13094.80,52.59,3.14,32.97
21450.00,12.70,0.28,13098.90,53.13,3.16,32.82
21550.00,12.70,0.28,13125.30,52.45,3.13,32.93
21550.00,13.07,0.28,13043.40,51.27,3.09,32.93
21550.00,12.83,0.28,12968.80,50.31,3.08,32.85
21550.00,12.70,0.28,12978.60,52.09,3.11,32.89
21850.00,12.63,0.29,13007.60,51.54,3.10,33.11
21850.00,12.73,0.29,12998.00,50.62,3.17,33.27
21950.00,12.17,0.29,12930.10,54.66,3.19,33.28
22250.00,12.27,0.29,12839.70,54.64,3.19,32.99
22250.00,11.80,0.29,12784.80,53.39,3.18,32.93
22050.00,12.12,0.29,12752.50,57.39,3.21,32.93
22000.00,12.89,0.29,12792.00,56.72,3.17,32.86
22000.00,13.18,0.29,12836.60,56.58,3.16,32.79
22050.00,13.46,0.29,12868.10,56.02,3.16,32.55
22250.00,13.45,0.29,12983.20,55.27,3.15,32.62
22200.00,13.67,0.29,12995.90,58.88,3.16,32.53
22050.00,13.64,0.29,13011.30,60.70,3.21,32.50
22200.00,13.70,0.29,12939.80,60.75,3.23,32.65
21950.00,13.65,0.29,12893.90,61.64,3.24,32.69
21750.00,13.62,0.29,12818.60,61.74,3.19,32.72
21800.00,13.57,0.29,12949.90,62.70,3.20,33.00
21850.00,13.69,0.29,12903.40,62.99,3.06,32.95
21750.00,13.76,0.29,12936.80,63.50,3.09,32.92
21950.00,13.56,0.29,12967.40,64.88,3.07,32.78
22050.00,13.31,0.29,12929.80,66.32,3.05,32.70
22100.00,13.29,0.29,12836.40,66.68,3.05,32.51
22050.00,13.25,0.29,12836.60,67.55,3.10,32.34
21800.00,13.10,0.29,12788.50,66.95,3.09,32.27
21950.00,12.73,0.29,12778.20,66.36,3.10,32.32
21700.00,13.07,0.29,12786.40,66.17,3.07,32.42
21700.00,13.00,0.29,12786.30,69.55,3.07,32.44
21750.00,13.05,0.29,12731.50,69.41,3.06,32.40
21700.00,12.44,0.29,12758.50,68.68,2.98,32.42
21450.00,12.59,0.29,12744.80,70.03,2.99,32.39
21250.00,12.55,0.29,12746.70,72.17,2.97,32.35
20950.00,12.67,0.29,12738.00,71.72,2.96,32.41
20850.00,13.12,0.29,12795.50,71.85,2.97,32.56
20800.00,13.64,0.29,12712.30,70.99,2.94,32.60
20500.00,13.65,0.29,12578.90,72.68,2.94,32.67
20700.00,13.34,0.28,12553.80,74.66,2.88,32.61
20700.00,13.50,0.28,12542.30,74.21,2.90,32.71
20700.00,13.72,0.28,12430.70,74.40,2.90,32.78
20650.00,13.45,0.28,12537.20,74.67,2.86,32.83
20700.00,13.73,0.28,12412.20,76.18,2.86,32.79
20750.00,13.89,0.28,12528.40,75.12,2.86,32.80
20700.00,13.80,0.29,12501.30,75.42,2.88,32.78
20650.00,14.69,0.29,12585.00,73.29,2.88,32.81
20700.00,14.86,0.29,12653.30,72.18,2.85,32.68
20700.00,14.75,0.29,12620.40,72.01,2.82,32.72
