Y,BVN,JPY_THB,NYSE,Oil,Thai_Ten,USD_THB
22050.00,11.22,0.34,10615.00,42.51,1.82,32.60
22000.00,11.32,0.33,10485.80,43.84,1.74,32.63
22250.00,10.68,0.33,10605.30,44.81,1.79,32.60
22150.00,11.02,0.33,10671.70,46.93,1.67,32.56
22500.00,10.97,0.33,10579.50,48.44,1.65,32.73
22700.00,11.19,0.33,10557.30,48.77,1.76,32.78
22650.00,11.51,0.33,10688.60,50.08,1.73,32.55
22500.00,11.58,0.33,10745.00,49.60,1.82,32.49
22700.00,11.88,0.33,10727.80,50.89,1.83,32.55
22650.00,12.43,0.33,10732.30,51.62,1.77,32.50
22250.00,12.59,0.33,10863.60,50.61,1.88,32.59
22300.00,12.38,0.33,10818.80,49.80,1.87,32.56
22100.00,12.21,0.33,10861.20,49.45,1.80,32.69
21950.00,12.55,0.33,10978.60,48.97,1.80,32.58
21850.00,12.73,0.34,11046.40,51.00,1.81,32.56
21950.00,12.62,0.34,10998.40,49.16,1.72,32.76
22000.00,12.74,0.34,10993.20,49.42,1.86,32.75
22100.00,13.28,0.35,10890.50,50.75,1.90,32.80
21850.00,13.18,0.35,10909.90,51.24,1.91,32.86
21300.00,12.89,0.35,10965.30,50.55,1.96,32.85
21000.00,13.00,0.35,10933.40,53.24,2.02,32.87
21100.00,12.85,0.35,10946.70,52.75,1.98,32.87
21400.00,12.95,0.34,10994.10,54.04,1.94,32.85
21350.00,12.88,0.34,11059.20,53.75,2.04,32.95
21500.00,13.17,0.34,11019.90,51.35,2.10,32.96
21350.00,13.15,0.34,11070.20,49.42,2.20,32.95
21550.00,14.13,0.34,11081.80,50.98,2.17,32.92
21400.00,13.83,0.34,11050.60,52.43,2.18,32.85
21250.00,14.25,0.35,11023.80,52.01,2.20,32.94
21150.00,14.45,0.35,10999.70,50.86,2.25,32.91
21100.00,13.78,0.35,11042.10,48.67,2.26,32.79
21050.00,13.61,0.34,11016.40,51.67,2.26,32.88
20850.00,13.59,0.34,10976.70,49.79,2.26,32.91
20700.00,13.39,0.34,10973.00,47.59,2.16,32.88
20700.00,13.66,0.34,10958.10,44.63,2.17,32.87
20700.00,13.04,0.33,10909.30,44.43,2.21,32.87
20650.00,13.14,0.33,10901.00,45.83,2.15,32.90
20350.00,13.20,0.34,10824.30,45.13,2.06,32.97
20450.00,12.64,0.33,10833.50,45.20,2.12,32.96
20500.00,12.86,0.33,10756.30,46.63,2.08,32.80
20450.00,13.14,0.33,10731.90,47.35,2.17,32.80
20350.00,13.24,0.33,10709.10,46.69,2.17,32.77
20450.00,12.95,0.33,10716.20,48.69,2.22,32.83
20450.00,12.43,0.33,10591.10,48.84,2.26,32.98
20700.00,11.98,0.33,10677.00,48.95,2.31,33.01
20750.00,12.19,0.33,10606.10,46.35,2.25,32.88
21050.00,12.12,0.33,10728.90,48.60,2.28,32.85
21100.00,11.51,0.33,10692.20,46.16,2.29,32.84
21100.00,12.12,0.33,10699.80,45.69,2.23,32.76
21200.00,11.78,0.33,10866.30,48.19,2.18,32.92
21400.00,11.53,0.33,10958.00,48.92,2.22,32.77
21300.00,11.68,0.32,11005.30,48.78,2.21,32.73
21300.00,11.55,0.32,10984.40,48.00,2.26,32.77
21200.00,11.44,0.32,11038.60,50.00,2.31,32.80
21100.00,10.89,0.32,11038.90,52.61,2.31,32.74
21150.00,11.09,0.32,11027.40,53.76,2.34,32.78
21100.00,11.15,0.32,10988.90,53.73,2.36,32.83
21000.00,11.19,0.32,10951.20,53.87,2.32,32.74
21300.00,11.36,0.33,10908.40,53.72,2.34,32.79
21250.00,11.37,0.32,10982.70,55.05,2.31,32.83
21200.00,11.47,0.32,11006.40,55.86,2.35,32.76
21200.00,11.06,0.32,10995.70,55.87,2.38,32.82
21250.00,12.04,0.32,10980.20,56.80,2.37,32.82
21250.00,11.40,0.33,10928.00,55.39,2.37,32.80
21200.00,11.35,0.32,10941.80,57.75,2.31,32.72
21200.00,12.13,0.33,10977.90,55.50,2.39,32.85
20950.00,11.78,0.33,11008.80,55.83,2.34,32.76
20600.00,11.89,0.32,11072.00,55.50,2.33,32.65
20600.00,11.82,0.33,11070.40,55.40,2.34,32.67
20550.00,11.79,0.32,11044.70,57.07,2.31,32.56
20450.00,11.72,0.33,11002.40,59.17,2.31,32.55
20400.00,11.82,0.33,10969.20,61.12,2.31,32.51
20650.00,11.34,0.33,10934.80,63.33,2.30,32.41
20600.00,11.43,0.33,10951.80,63.01,2.26,32.41
20600.00,10.68,0.33,10902.70,65.46,2.29,32.36
20350.00,10.63,0.33,10997.40,66.80,2.28,32.35
20450.00,10.99,0.33,11017.00,67.40,2.22,32.31
20450.00,10.87,0.33,11014.00,67.60,2.22,32.25
20700.00,10.83,0.33,10992.00,69.24,2.18,32.25
20650.00,10.39,0.32,10890.10,66.00,2.22,32.38
20500.00,10.18,0.31,10849.60,73.50,2.16,32.39
20500.00,9.88,0.32,10855.30,73.54,2.11,32.41
20350.00,10.09,0.32,10836.70,73.87,2.20,32.47
20400.00,10.03,0.31,10870.70,75.51,2.24,32.40
20200.00,10.07,0.31,10886.30,76.62,2.23,32.41
20300.00,10.21,0.32,10906.90,76.29,2.32,32.41
20400.00,10.12,0.32,10895.40,74.25,2.33,32.53
20400.00,10.06,0.32,10865.20,74.23,2.35,32.55
20600.00,10.15,0.32,10788.50,75.49,2.42,32.57
20350.00,10.35,0.32,10752.40,75.93,2.44,32.61
20200.00,10.42,0.32,10752.40,74.36,2.44,32.43
20300.00,10.53,0.32,10760.50,76.95,2.39,32.42
20300.00,10.62,0.32,10734.50,77.50,2.50,32.42
20300.00,10.25,0.32,10716.50,77.18,2.48,32.38
20500.00,10.14,0.32,10715.40,78.50,2.52,32.28
20500.00,10.57,0.32,10713.50,77.86,2.53,32.29
20650.00,10.79,0.32,10649.10,78.87,2.51,32.18
20650.00,10.76,0.32,10618.40,77.36,2.57,32.23
20750.00,10.84,0.32,10570.30,78.22,2.53,32.25
20600.00,10.90,0.32,10601.60,80.59,2.56,32.17
20400.00,10.89,0.32,10573.80,81.04,2.57,32.21
20400.00,10.93,0.31,10572.80,81.93,2.63,32.31
20800.00,10.92,0.31,10636.50,81.55,2.63,32.17
20700.00,10.88,0.31,10698.70,80.64,2.59,32.24
21200.00,11.10,0.31,10708.70,81.27,2.59,32.17
20850.00,11.24,0.31,10639.70,81.95,2.61,32.17
20950.00,11.24,0.31,10599.50,80.42,2.61,32.14
21200.00,11.23,0.31,10625.40,82.55,2.55,32.06
21050.00,11.20,0.31,10583.10,82.76,2.53,32.04
20950.00,11.44,0.31,10621.00,83.13,2.50,31.98
21000.00,11.60,0.31,10589.40,83.18,2.48,32.07
20750.00,11.76,0.31,10625.00,81.06,2.45,32.03
20650.00,11.73,0.31,10626.50,82.32,2.47,32.12
20900.00,12.65,0.31,10578.00,84.98,2.40,31.96
20650.00,12.70,0.31,10555.50,85.20,2.42,31.91
20600.00,12.85,0.31,10538.20,84.39,2.36,31.93
20800.00,12.68,0.31,10552.00,87.73,2.35,31.88
20750.00,13.02,0.31,10598.00,88.43,2.34,31.91
20650.00,12.57,0.31,10594.70,90.45,2.36,31.95
20500.00,12.47,0.31,10569.20,89.77,2.39,31.93
20600.00,12.50,0.31,10533.30,91.38,2.38,31.96
20600.00,12.62,0.31,10494.40,90.74,2.41,32.00
20250.00,12.81,0.31,10450.60,91.36,2.41,31.91
20200.00,13.00,0.31,10367.80,94.34,2.43,31.82
20200.00,12.66,0.31,10333.50,93.35,2.40,31.84
20600.00,13.21,0.31,10343.70,92.47,2.40,31.82
20700.00,13.10,0.31,10549.40,92.89,2.36,31.94
20550.00,13.73,0.31,10479.60,91.72,2.41,32.07
20000.00,12.95,0.31,10411.30,90.70,2.43,32.07
19900.00,13.28,0.31,10500.80,92.22,2.46,32.10
19950.00,12.69,0.32,10641.30,92.97,2.43,32.23
19500.00,13.19,0.32,10619.20,93.97,2.43,32.16
19600.00,12.89,0.32,10585.10,94.71,2.42,32.19
19350.00,12.98,0.32,10538.40,92.81,2.47,32.13
19150.00,12.61,0.32,10483.70,92.13,2.49,32.13
19000.00,12.80,0.32,10398.40,93.05,2.49,32.17
18900.00,12.16,0.32,10360.60,91.71,2.50,31.94
18850.00,12.04,0.32,10417.10,92.79,2.49,31.82
18800.00,12.70,0.32,10397.70,93.11,2.56,31.79
18800.00,12.72,0.31,10401.10,93.49,2.56,31.81
18900.00,12.66,0.31,10456.70,94.57,2.46,31.82
18900.00,13.12,0.31,10338.00,95.07,2.49,31.77
18800.00,12.88,0.31,10441.50,93.28,2.47,31.76
18650.00,13.17,0.31,10384.90,95.81,2.50,31.88
18650.00,13.46,0.31,10326.70,95.76,2.47,32.13
18750.00,13.94,0.31,10282.10,94.56,2.47,32.17
18800.00,13.80,0.31,10438.00,93.75,2.47,32.09
18650.00,13.30,0.31,10386.60,93.88,2.48,32.12
18650.00,13.08,0.31,10492.90,93.36,2.45,32.12
18700.00,13.01,0.30,10491.20,93.34,2.53,32.11
18650.00,12.73,0.31,10545.90,93.89,2.55,32.18
18500.00,12.96,0.30,10506.60,93.49,2.55,32.17
18700.00,13.07,0.30,10484.40,94.70,2.53,32.36
18550.00,12.88,0.30,10404.80,96.56,2.52,32.40
18750.00,12.99,0.29,10349.30,97.10,2.54,32.34
18900.00,12.98,0.30,10403.40,95.50,2.56,32.38
18850.00,12.49,0.30,10340.40,97.30,2.56,32.35
18800.00,12.86,0.30,10356.50,97.20,2.62,32.35
18800.00,12.92,0.30,10370.60,97.84,2.66,32.40
18400.00,13.26,0.30,10321.60,97.54,2.63,32.42
18350.00,13.58,0.30,10316.90,97.64,2.57,32.45
18150.00,13.11,0.30,10258.00,96.89,2.53,32.43
18100.00,12.81,0.30,10291.10,97.62,2.53,32.43
18250.00,13.01,0.31,10308.80,98.41,2.53,32.41
18250.00,12.98,0.31,10228.80,97.67,2.56,32.41
18250.00,12.83,0.31,10134.00,97.70,2.58,32.45
18300.00,12.30,0.31,10173.80,99.47,2.62,32.41
18300.00,12.48,0.31,10062.50,101.03,2.61,32.47
18250.00,11.86,0.31,10048.10,101.60,2.62,32.34
18250.00,11.40,0.31,9974.10,101.87,2.59,32.37
18350.00,11.23,0.31,9837.70,102.04,2.66,32.43
18200.00,11.41,0.31,9796.80,103.20,2.60,32.48
18150.00,11.58,0.31,9779.40,101.96,2.60,32.45
18050.00,11.71,0.31,9967.70,104.58,2.61,32.38
18150.00,12.48,0.31,9962.40,102.97,2.64,32.47
18050.00,12.67,0.31,10014.40,103.72,2.65,32.61
18150.00,12.69,0.31,10003.10,101.49,2.60,32.64
18300.00,13.06,0.30,9981.40,100.21,2.60,32.60
18300.00,12.70,0.30,10043.70,100.93,2.58,32.83
18150.00,13.49,0.30,10222.10,100.46,2.60,32.81
18200.00,13.27,0.30,10331.80,102.86,2.60,32.78
18250.00,13.08,0.30,10368.20,101.95,2.53,32.67
18100.00,12.69,0.30,10343.20,103.45,2.48,32.60
18300.00,12.50,0.30,10379.20,103.39,2.47,32.56
17950.00,12.26,0.30,10374.70,104.06,2.45,32.52
17850.00,12.06,0.30,10351.00,104.11,2.51,32.55
18050.00,11.60,0.30,10280.60,104.27,2.54,32.46
18100.00,11.83,0.30,10371.10,105.21,2.54,32.51
17900.00,11.45,0.30,10340.10,105.44,2.55,32.46
17950.00,11.37,0.30,10335.80,105.69,2.54,32.44
18100.00,11.32,0.30,10324.80,105.64,2.51,32.50
18100.00,11.47,0.30,10314.10,106.71,2.54,32.39
18200.00,11.24,0.30,10322.90,106.14,2.52,32.58
18150.00,11.45,0.30,10296.50,106.02,2.50,32.59
18150.00,11.51,0.29,10352.70,107.42,2.54,32.59
18250.00,11.41,0.30,,106.60,2.62,32.47
18300.00,,0.30,,106.11,2.66,32.38
18300.00,,0.30,,106.60,2.63,32.32
18200.00,,0.30,,106.59,2.61,32.33
18400.00,,0.30,,106.88,2.62,32.37
18500.00,,0.30,,106.84,2.60,32.35
18450.00,,0.29,,104.47,2.61,32.33
18350.00,,0.29,,104.30,2.58,32.21
18400.00,,0.29,,104.46,2.62,32.25
18500.00,,0.29,,102.78,2.66,32.22
18550.00,,0.29,,102.44,2.69,32.35
18500.00,,0.29,,102.37,2.71,32.30
18500.00,,0.29,,102.79,2.68,32.30
18650.00,,0.29,,102.44,2.69,32.23
18650.00,,0.29,,102.92,2.70,32.16
18800.00,,0.29,,103.51,2.72,32.16
19050.00,,0.29,,103.06,2.72,32.20
19150.00,,0.29,,104.14,2.72,32.26
19250.00,,0.29,,104.34,2.63,32.25
19300.00,,0.29,,104.20,2.63,32.22
19550.00,,0.29,,103.71,2.65,32.26
19550.00,,0.29,,103.85,2.60,32.18
19500.00,,0.29,,102.96,2.64,32.24
19550.00,,0.29,,102.60,2.70,32.44
19550.00,,0.29,,102.13,2.68,32.45
19550.00,,0.29,,101.56,2.71,32.47
19650.00,,0.30,,102.03,2.72,32.41
19550.00,,0.29,,101.91,2.80,32.33
19550.00,,0.29,,100.63,2.81,32.39
19600.00,,0.29,,100.12,2.76,32.46
19600.00,,0.29,,100.27,2.73,32.51
19600.00,,0.29,,100.82,2.72,32.53
19700.00,,0.29,,99.83,2.69,32.56
19350.00,,0.29,,99.38,2.70,32.44
19400.00,,0.29,,99.96,2.75,32.35
19350.00,,0.29,,99.17,2.74,32.36
19250.00,,0.29,,99.72,2.76,32.28
19400.00,,0.29,,100.76,2.77,32.08
19600.00,,0.30,,100.89,2.77,32.22
19450.00,,0.30,,100.49,2.67,32.27
19500.00,,0.29,,101.93,2.69,32.32
19500.00,,0.29,,101.54,2.64,32.37
19200.00,,0.29,,101.86,2.65,32.36
19150.00,,0.29,,104.36,2.73,32.35
19300.00,,0.29,,104.54,2.77,32.32
19450.00,,0.29,,103.84,2.78,32.23
19550.00,,0.29,,103.76,2.79,32.26
19500.00,,0.30,,103.60,2.74,32.33
19650.00,,0.30,,103.56,2.70,32.49
19350.00,,0.30,,103.34,2.69,32.51
19100.00,,0.30,,103.44,2.61,32.54
19200.00,,0.30,,102.35,2.61,32.55
19150.00,,0.30,,100.69,2.65,32.52
19100.00,,0.30,,100.91,2.67,32.49
19050.00,,0.30,,100.38,2.71,32.52
18950.00,,0.29,,99.29,2.74,32.54
18750.00,,0.30,,99.64,2.74,32.50
18800.00,,0.30,,101.53,2.76,32.46
18850.00,,0.30,,101.69,2.73,32.21
18850.00,,0.30,,101.34,2.71,32.32
18900.00,,0.30,,100.30,2.75,32.52
18900.00,,0.30,,99.18,2.75,32.51
19050.00,,0.30,,99.43,2.74,32.70
19100.00,,0.30,,99.49,2.79,32.79
19050.00,,0.30,,98.59,2.72,32.75
19000.00,,0.30,,100.39,2.68,32.78
19000.00,,0.30,,99.53,2.68,32.71
19150.00,,0.30,,97.97,2.70,32.72
19200.00,,0.30,,99.39,2.67,32.93
19200.00,,0.30,,98.25,2.63,32.97
19150.00,,0.30,,98.10,2.59,32.96
19150.00,,0.30,,99.48,2.67,32.92
19000.00,,0.30,,100.94,2.70,32.86
18950.00,,0.30,,102.75,2.69,32.86
19100.00,,0.30,,101.97,2.78,32.84
19400.00,,0.30,,101.04,2.75,32.88
19550.00,,0.30,,103.35,2.72,32.89
19450.00,,0.30,,104.89,2.78,32.84
19500.00,,0.30,,103.00,2.87,32.79
19000.00,,0.30,,102.15,2.83,32.86
18750.00,,0.30,,102.57,2.83,32.75
18700.00,,0.30,,102.04,2.83,32.85
18550.00,,0.30,,102.80,2.85,32.78
18500.00,,0.30,,102.29,2.89,32.95
18500.00,,0.30,,102.87,2.88,33.05
18600.00,,0.30,,103.41,2.84,33.02
18300.00,,0.30,,103.14,2.86,33.03
18100.00,,0.30,,100.32,2.97,33.04
18100.00,,0.30,,100.59,2.99,33.03
18050.00,,0.30,,100.34,2.95,32.98
18000.00,,0.30,,100.27,2.96,32.93
18000.00,,0.30,,100.46,3.01,32.72
18000.00,,0.29,,99.97,2.98,32.68
18100.00,,0.29,,100.05,3.04,
18050.00,,0.29,,97.97,3.03,
18000.00,,0.30,,97.25,,
18050.00,,0.30,,97.67,,
18000.00,,0.30,,96.53,,
18050.00,,0.29,,97.40,,
18100.00,,0.29,,97.97,,
17800.00,,0.29,,97.42,,
18000.00,,0.29,,97.17,,
17950.00,,0.29,,95.66,,
18000.00,,0.29,,96.90,,
18000.00,,0.28,,97.37,,
18350.00,,0.28,,96.69,,
18500.00,,0.28,,95.20,,
18500.00,,0.28,,94.00,,
18550.00,,0.28,,94.31,,
18550.00,,0.28,,94.17,,
18650.00,,0.28,,94.29,,
18650.00,,0.28,,92.65,,
18600.00,,0.28,,91.51,,
18550.00,,0.28,,92.83,,
18550.00,,0.28,,92.30,,
18650.00,,0.28,,92.58,,
18650.00,,0.28,,93.96,,
18650.00,,0.28,,93.60,,
18600.00,,0.28,,94.18,,
18650.00,,0.28,,95.47,,
18700.00,,0.28,,98.50,,
18750.00,,0.28,,98.61,,
18850.00,,0.28,,,,
18750.00,,0.28,,,,
18750.00,,0.28,,,,
18750.00,,0.28,,,,
18750.00,,0.28,,,,
18850.00,,0.28,,,,
19000.00,,0.28,,,,
19050.00,,0.28,,,,
19050.00,,0.28,,,,
18800.00,,0.28,,,,
18750.00,,0.28,,,,
18800.00,,0.28,,,,
18800.00,,0.28,,,,
18750.00,,0.28,,,,
18800.00,,0.28,,,,
18800.00,,0.28,,,,
18750.00,,0.28,,,,
18700.00,,0.28,,,,
18750.00,,0.28,,,,
18750.00,,0.28,,,,
18750.00,,0.27,,,,
18800.00,,0.27,,,,
19000.00,,0.28,,,,
18900.00,,0.28,,,,
18900.00,,0.28,,,,
18900.00,,0.28,,,,
18950.00,,0.27,,,,
18950.00,,0.27,,,,
19100.00,,0.27,,,,
19050.00,,0.27,,,,
19050.00,,0.27,,,,
19050.00,,0.27,,,,
19150.00,,0.27,,,,
19150.00,,0.27,,,,
19250.00,,0.27,,,,
19300.00,,0.27,,,,
19300.00,,0.27,,,,
19250.00,,0.27,,,,
19150.00,,0.27,,,,
18900.00,,0.27,,,,
18850.00,,0.27,,,,
18800.00,,0.27,,,,
18750.00,,0.27,,,,
18700.00,,0.27,,,,
18650.00,,0.27,,,,
18750.00,,0.27,,,,
18550.00,,0.27,,,,
18450.00,,0.27,,,,
18650.00,,0.27,,,,
18600.00,,0.27,,,,
18450.00,,0.27,,,,
18200.00,,0.27,,,,
18150.00,,0.27,,,,
18250.00,,0.28,,,,
18150.00,,0.28,,,,
18350.00,,0.28,,,,
18300.00,,0.28,,,,
18400.00,,0.28,,,,
18400.00,,0.28,,,,
18350.00,,0.28,,,,
18450.00,,0.28,,,,
18500.00,,0.28,,,,
18350.00,,0.28,,,,
18400.00,,0.28,,,,
18550.00,,0.28,,,,
18600.00,,0.28,,,,
18400.00,,0.28,,,,
18400.00,,0.28,,,,
18400.00,,0.28,,,,
18250.00,,0.28,,,,
18250.00,,0.28,,,,
18400.00,,0.28,,,,
18450.00,,0.28,,,,
18450.00,,0.28,,,,
18400.00,,0.28,,,,
18250.00,,0.28,,,,
18200.00,,0.27,,,,
18200.00,,0.27,,,,
18200.00,,0.27,,,,
18100.00,,0.27,,,,
18100.00,,0.27,,,,
17900.00,,0.27,,,,
17950.00,,0.27,,,,
18000.00,,0.27,,,,
18050.00,,0.27,,,,
17950.00,,0.27,,,,
17900.00,,0.27,,,,
17950.00,,0.27,,,,
18000.00,,0.27,,,,
18000.00,,0.27,,,,
18050.00,,0.27,,,,
18350.00,,0.27,,,,
18400.00,,0.27,,,,
18300.00,,0.27,,,,
18650.00,,0.27,,,,
18550.00,,0.27,,,,
18500.00,,0.27,,,,
18550.00,,0.27,,,,
18550.00,,0.27,,,,
18500.00,,0.27,,,,
18500.00,,0.27,,,,
18500.00,,0.27,,,,
18600.00,,0.27,,,,
18700.00,,0.27,,,,
18600.00,,0.27,,,,
18950.00,,0.27,,,,
18950.00,,0.27,,,,
18950.00,,0.27,,,,
18900.00,,0.27,,,,
18850.00,,0.27,,,,
19050.00,,0.27,,,,
19100.00,,0.27,,,,
19100.00,,0.27,,,,
19050.00,,0.27,,,,
19450.00,,0.27,,,,
19550.00,,0.27,,,,
19400.00,,0.27,,,,
19550.00,,0.27,,,,
19750.00,,0.27,,,,
19800.00,,0.27,,,,
19500.00,,0.27,,,,
19700.00,,0.27,,,,
19850.00,,0.27,,,,
19650.00,,0.27,,,,
19900.00,,0.27,,,,
19850.00,,0.27,,,,
19950.00,,0.27,,,,
19850.00,,0.27,,,,
19950.00,,0.27,,,,
19700.00,,0.27,,,,
19600.00,,0.27,,,,
19600.00,,0.27,,,,
19400.00,,0.27,,,,
19000.00,,0.27,,,,
19050.00,,0.27,,,,
19100.00,,0.27,,,,
18950.00,,0.27,,,,
18900.00,,0.28,,,,
18750.00,,0.27,,,,
18800.00,,0.28,,,,
18850.00,,0.27,,,,
18700.00,,0.27,,,,
18550.00,,0.27,,,,
18550.00,,0.28,,,,
18450.00,,0.27,,,,
18450.00,,0.27,,,,
18550.00,,0.28,,,,
18550.00,,0.28,,,,
18350.00,,0.28,,,,
18250.00,,0.28,,,,
18300.00,,0.28,,,,
18300.00,,0.28,,,,
18550.00,,0.28,,,,
18550.00,,0.28,,,,
18600.00,,0.28,,,,
18550.00,,0.27,,,,
18650.00,,0.28,,,,
18650.00,,0.28,,,,
18850.00,,0.27,,,,
18950.00,,0.28,,,,
18950.00,,0.28,,,,
19000.00,,0.28,,,,
19000.00,,0.28,,,,
18700.00,,0.28,,,,
18600.00,,0.28,,,,
18600.00,,0.28,,,,
18700.00,,0.28,,,,
18600.00,,0.28,,,,
18650.00,,0.28,,,,
17900.00,,0.28,,,,
18150.00,,0.27,,,,
18400.00,,0.28,,,,
18500.00,,0.28,,,,
18550.00,,0.28,,,,
18550.00,,0.28,,,,
18550.00,,0.27,,,,
18550.00,,0.27,,,,
18450.00,,0.28,,,,
18300.00,,0.27,,,,
18450.00,,0.27,,,,
18300.00,,0.27,,,,
18350.00,,0.27,,,,
18350.00,,0.27,,,,
18000.00,,0.27,,,,
18000.00,,0.28,,,,
18050.00,,0.28,,,,
17900.00,,0.28,,,,
18150.00,,0.28,,,,
18200.00,,0.28,,,,
17750.00,,0.28,,,,
17750.00,,0.28,,,,
18000.00,,0.28,,,,
18000.00,,0.28,,,,
18000.00,,0.28,,,,
18100.00,,0.28,,,,
18400.00,,0.27,,,,
18650.00,,0.27,,,,
18850.00,,0.27,,,,
18850.00,,0.27,,,,
18800.00,,0.27,,,,
18850.00,,0.28,,,,
18850.00,,0.28,,,,
19000.00,,0.28,,,,
18950.00,,0.28,,,,
18900.00,,0.28,,,,
18950.00,,0.28,,,,
18950.00,,0.28,,,,
19000.00,,0.28,,,,
18850.00,,0.28,,,,
18850.00,,0.28,,,,
18850.00,,0.28,,,,
18750.00,,0.28,,,,
18700.00,,0.28,,,,
18750.00,,0.28,,,,
18700.00,,0.28,,,,
18550.00,,0.28,,,,
18300.00,,0.28,,,,
18400.00,,0.28,,,,
18600.00,,0.28,,,,
18600.00,,0.29,,,,
18500.00,,0.29,,,,
18600.00,,0.29,,,,
18600.00,,0.29,,,,
18650.00,,0.29,,,,
18650.00,,0.29,,,,
18500.00,,0.29,,,,
18600.00,,0.29,,,,
18550.00,,0.29,,,,
18450.00,,0.30,,,,
18500.00,,0.30,,,,
18650.00,,0.30,,,,
18700.00,,0.30,,,,
18850.00,,0.30,,,,
18850.00,,0.30,,,,
18750.00,,0.30,,,,
18750.00,,0.30,,,,
18750.00,,0.30,,,,
18950.00,,0.30,,,,
19050.00,,0.30,,,,
19050.00,,0.30,,,,
19150.00,,0.30,,,,
19200.00,,0.31,,,,
19150.00,,0.30,,,,
19250.00,,0.30,,,,
19250.00,,0.30,,,,
19400.00,,0.30,,,,
19400.00,,0.30,,,,
19400.00,,0.30,,,,
19450.00,,0.30,,,,
19350.00,,0.30,,,,
19350.00,,0.30,,,,
19250.00,,0.30,,,,
19350.00,,0.30,,,,
19350.00,,0.30,,,,
19300.00,,0.30,,,,
19500.00,,0.30,,,,
19500.00,,0.30,,,,
19550.00,,0.30,,,,
19550.00,,0.30,,,,
19650.00,,0.29,,,,
19750.00,,0.30,,,,
19750.00,,0.30,,,,
19800.00,,0.30,,,,
19800.00,,0.30,,,,
19850.00,,0.30,,,,
20000.00,,0.30,,,,
19800.00,,0.30,,,,
19600.00,,0.30,,,,
19550.00,,0.30,,,,
19600.00,,0.30,,,,
19600.00,,0.30,,,,
19500.00,,0.30,,,,
19550.00,,0.30,,,,
19550.00,,0.30,,,,
19600.00,,0.30,,,,
19550.00,,0.31,,,,
19600.00,,0.30,,,,
19450.00,,0.30,,,,
19550.00,,0.31,,,,
19650.00,,0.31,,,,
19750.00,,0.31,,,,
19850.00,,0.31,,,,
19900.00,,0.31,,,,
20000.00,,0.31,,,,
19750.00,,0.31,,,,
19700.00,,0.31,,,,
19850.00,,0.31,,,,
20300.00,,0.31,,,,
20200.00,,0.31,,,,
20150.00,,0.31,,,,
20150.00,,0.31,,,,
20150.00,,0.31,,,,
20200.00,,0.31,,,,
20150.00,,0.31,,,,
20250.00,,0.31,,,,
20250.00,,0.31,,,,
20300.00,,0.31,,,,
20150.00,,0.31,,,,
20150.00,,0.31,,,,
20150.00,,0.31,,,,
20150.00,,0.32,,,,
20150.00,,0.32,,,,
20150.00,,0.31,,,,
20050.00,,0.31,,,,
20100.00,,0.31,,,,
20050.00,,0.31,,,,
19500.00,,0.31,,,,
19500.00,,0.31,,,,
19450.00,,0.31,,,,
19550.00,,0.31,,,,
19500.00,,0.31,,,,
19500.00,,0.31,,,,
19350.00,,0.31,,,,
19350.00,,0.31,,,,
19200.00,,0.31,,,,
19200.00,,0.31,,,,
19250.00,,0.32,,,,
19300.00,,0.32,,,,
19200.00,,0.32,,,,
19200.00,,0.32,,,,
19250.00,,0.32,,,,
19350.00,,0.32,,,,
19400.00,,0.32,,,,
19500.00,,0.32,,,,
19400.00,,0.32,,,,
19500.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19800.00,,0.32,,,,
19850.00,,0.32,,,,
19900.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19950.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19800.00,,0.32,,,,
19750.00,,0.32,,,,
20000.00,,0.32,,,,
20000.00,,0.32,,,,
19800.00,,0.32,,,,
19600.00,,0.32,,,,
19750.00,,0.32,,,,
19750.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19750.00,,0.32,,,,
19650.00,,0.32,,,,
19650.00,,0.32,,,,
19600.00,,0.32,,,,
19550.00,,0.32,,,,
19700.00,,0.32,,,,
19700.00,,0.32,,,,
19800.00,,0.32,,,,
19800.00,,0.32,,,,
20100.00,,0.32,,,,
20100.00,,0.32,,,,
20000.00,,0.32,,,,
19950.00,,0.32,,,,
19900.00,,0.32,,,,
19950.00,,0.32,,,,
19950.00,,0.32,,,,
19750.00,,0.32,,,,
19800.00,,0.32,,,,
19600.00,,0.32,,,,
19650.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
19850.00,,0.32,,,,
20050.00,,0.32,,,,
20200.00,,0.32,,,,
20150.00,,0.32,,,,
20300.00,,0.32,,,,
20400.00,,0.32,,,,
20400.00,,0.32,,,,
20350.00,,0.32,,,,
20600.00,,0.32,,,,
20700.00,,0.32,,,,
21050.00,,0.32,,,,
21000.00,,0.32,,,,
20950.00,,0.32,,,,
20950.00,,0.32,,,,
20700.00,,0.31,,,,
20450.00,,0.31,,,,
20400.00,,0.32,,,,
20450.00,,0.32,,,,
