Y,BOND10THB,OIL,SET,USD_THB,XAU_USD
20200,2.73,49.12,1537.36,34.54,1231.46
20200,2.745,48.19,1541.56,34.65,1228.4
20150,2.755,47.81,1562.89,34.76,1218.74
20200,2.755,46.92,1570.61,34.645,1226.12
20250,2.765,46.69,1568,34.66,1225.67
20400,2.75,47.96,1565.77,34.55,1238.66
20550,2.74,48.52,1565.66,34.47,1256.71
20600,2.745,49.09,1566.59,34.59,1256.51
20700,2.75,49.52,1566.83,34.49,1268.8
20650,2.76,49.71,1562.32,34.42,1264.41
20750,2.71,49.22,1567.5,34.36,1276.96
20800,2.66,49.68,1571.16,34.38,1269.88
20850,2.64,50.63,1566.7,34.39,1280.06
20900,2.6,52.36,1573.88,34.33,1290.21
20900,2.63,52.75,1579.62,34.28,1284.94
20950,2.68,52.97,1585.78,34.36,1292.96
20850,2.67,53.4,1584.97,34.55,1274.51
20600,2.68,53.13,1582.51,34.61,1255.23
20600,2.665,52.31,1580.96,34.62,1254.26
20800,2.66,51.7,1580.16,34.57,1252.11
20500,2.7,51.18,1584.64,34.47,1255.73
20450,2.63,50.24,1580.53,34.35,1255.46
20300,2.72,50.69,1578.48,34.33,1248.4
20300,2.72,50.32,1582.98,34.44,1242.83
20450,2.72,49.6,1576.18,34.41,1253.1
20450,2.74,48.47,1575.78,34.435,1251.64
20450,2.75,47.89,1573.36,34.37,1253.82
20500,2.78,48.12,1573.67,34.545,1248.01
20450,2.78,47.67,1569.21,34.59,1244.88
20450,2.8,48.15,1571.48,34.55,1248.86
20500,2.8,48.16,1561.25,34.72,1244.15
20250,2.76,47.93,1566,34.65,1233.78
20300,2.78,48.7,1564.43,34.85,1229.79
20350,2.78,48.79,1559.97,34.92,1227.31
20350,2.77,49.01,1548.89,35.08,1219.03
20100,2.81,48.76,1542.57,35.32,1199.11
20150,2.81,48.45,1533.5,35.29,1204.25
20150,2.83,48.45,1537.08,35.33,1205.43
20100,2.86,49.61,1547.91,35.37,1200.8
20250,2.8,50.22,1548.23,35.3,1207.63
20300,2.775,52.79,1549.29,35.14,1215.65
20400,2.75,53.17,1552.44,35.07,1225.62
20500,2.75,53.19,1564.41,35.05,1232.81
20500,2.74,52.58,1567.06,35.05,1234.8
20650,2.73,53.69,1571.28,34.99,1249.44
20700,2.73,53.95,1562.03,34.93,1248.57
20600,2.69,54.04,1559.48,34.84,1252.48
20650,2.67,54.02,1560.58,34.91,1257.41
20550,2.685,54.33,1566.64,34.965,1249.52
20400,2.7,53.91,1569.98,35.03,1237.79
20400,2.71,54.26,1567.9,35.03,1236.22
20400,2.68,53.78,1580.46,34.99,1235.2
20400,2.685,53.47,1578.86,35.005,1239.25
20350,2.68,53.01,1574.34,35.03,1233.34
20300,2.71,53,1571.86,35.02,1228.89
20300,2.715,52.91,1586.38,35.06,1225.74
20250,2.7,53.15,1589.68,35.06,1230.62
20450,2.67,52.37,1592.91,35.02,1242.48
20400,2.69,51.64,1582.54,35.04,1234.04
20350,2.7,53.14,1587.76,35.02,1235.23
20200,2.75,53.81,1586.79,35.02,1219.67
20100,2.77,53.68,1573.26,35.07,1215.89
20050,2.78,53.57,1577.14,35.1,1209.53
20050,2.775,52.76,1575.13,35.1,1210.89
20000,2.755,52.6,1586.24,35.22,1195.38
19950,2.72,53.15,1589.25,35.25,1192.85
19900,2.755,53.74,1590.37,35.335,1188.78
20050,2.745,52.96,1596.74,35.2,1199.93
20250,2.69,52.95,1584.05,35.25,1208.79
20300,2.65,52.86,1573.35,35.26,1217.4
20300,2.68,53.33,1567.68,35.42,1209.43
20200,2.68,51.45,1553.07,35.395,1205.16
20200,2.74,51.39,1559.48,35.42,1203.92
20300,2.65,52.52,1569.28,35.27,1216.56
20150,2.7,52.46,1574.15,35.4,1200.55
20050,2.71,53.05,1572.67,35.35,1195.96
20050,2.73,52.37,1580.77,35.49,1191.75
20050,2.74,50.81,1572.38,35.56,1187.74
19950,2.74,51.83,1563.49,35.65,1181.32
19950,2.78,53.75,1572.84,35.72,1172.64
19950,2.7,53.73,1572.9,35.7,1180.38
19900,2.7,53.39,1568.39,35.81,1163.67
19750,2.7,52.49,1548.49,35.91,1159.28
19700,2.73,53.87,1539.51,35.91,1158.68
19600,2.8,53.66,1524.58,36.01,1142.39
19500,2.9,53.93,1520.4,36.01,1139.64
19400,2.93,53.29,1516.25,35.965,1134.06
19350,2.88,52.68,1504.76,36,1128.89
19350,2.87,52.52,1509.09,35.975,1131.8
19400,2.9,53.56,1513.68,36.01,1132.14
19400,2.9,52.11,1524.64,35.87,1139.34
19350,2.89,52.15,1524.15,35.86,1134.35
19250,2.83,51.1,1523.47,35.77,1128.44
19400,2.8,50.79,1516.2,35.67,1143.81
19600,2.73,52.45,1531.06,35.57,1158.39
19650,2.73,52.51,1528.16,35.58,1162.45
19750,2.74,50.92,1531.95,35.635,1170.48
19900,2.76,49.88,1524.2,35.615,1173.65
19800,2.76,50.93,1515.61,35.61,1169.64
19850,2.74,50.97,1506.48,35.62,1170.18
19900,2.74,51.01,1514.4,35.67,1171.05
19800,2.67,49.07,1519.66,35.7,1173.29
20150,2.67,45.24,1498.41,35.67,1188.72
20100,2.67,46.88,1507.59,35.57,1193.3
20150,2.67,45.43,1502.57,35.645,1183.1
20100,2.66,48.03,1495.65,35.69,1188.11
20450,2.64,47.94,1491.02,35.51,1212.24
20500,2.67,48.37,1485.56,35.53,1214.29
20450,2.65,45.83,1476.82,35.56,1208.1
20400,2.64,44.93,1471.99,35.48,1216.39
20600,2.65,45.37,1477.11,35.5,1225.68
20650,2.56,45.77,1483.88,35.44,1228.38
20600,2.59,43.76,1474.06,35.49,1220.24
20500,2.4,43.2,1481.97,35.41,1227.91
21100,2.35,44.35,1508.62,35.3,1259.82
21400,2.3,45.31,1519.17,35.04,1277.68
21550,2.19,44.82,1498.81,34.94,1275.45
21300,2.2,44.97,1504.49,34.99,1281.66
21450,2.19,44.45,1496.06,34.98,1291.61
21550,2.19,44.63,1489.4,34.98,1302.61
21500,2.19,45.48,1499.14,34.95,1297.16
21400,2.2,46.32,1502.19,35.03,1287.9
21150,2.16,46.77,1500.15,35.03,1277.17
21150,2.21,48.25,1494.04,35.01,1278.01
21150,2.18,49.61,1500.72,35.13,1268.39
21050,2.12,49.22,1492.2,35.03,1267.15
21100,2.16,49.31,1505.99,34.88,1273.3
21000,2.14,50.49,1505.82,35.03,1265.67
21050,2.12,50.66,1494.61,35,1266.1
21050,2.12,51.4,1495.1,34.83,1269.55
20950,2.17,50.77,1471.78,35,1262.63
21000,2.23,50.04,1479.41,35.23,1256.6
21050,2.21,50.23,1470.54,35.33,1250.25
21050,2.27,50.58,1461.42,35.36,1258.79
21250,2.36,50,1387.03,35.67,1256.14
21050,2.3,50.84,1432.42,35.45,1253.45
21000,2.26,51.1,1465.79,35.13,1259.06
20900,2.24,49.57,1453.36,34.87,1257.47
20800,2.25,50.59,1513.18,34.85,1255.34
20950,2.21,49.65,1512.64,34.81,1267.73
21000,2.15,49.26,1512.79,34.74,1269.41
21550,2.16,48.65,1496.01,34.63,1312.18
21650,2.15,48.04,1490.11,34.6,1318.24
21750,2.19,47.76,1485.82,34.65,1320.56
21750,2.18,47.2,1491.37,34.57,1322.08
21750,2.18,44.96,1489.17,34.58,1326.9
21900,2.19,45.62,1493.55,34.57,1337.77
21950,2.22,44.62,1481.65,34.66,1337.07
21900,2.2,46.07,1505.77,34.6,1337.69
21900,2.26,45.62,1498.76,34.67,1335.12
21700,2.28,44.5,1481.23,34.75,1315.1
21750,2.27,43.13,1490.73,34.8,1312.8
21750,2.28,43.18,1482.58,34.9,1310.77
21750,2.32,43.71,1471.14,34.9,1313.91
21900,2.22,43.7,1460.8,34.87,1322.72
21900,2.24,45,1445.14,34.93,1318.88
22000,2.19,46.06,1431.52,34.85,1327.99
21950,2.21,45.57,1422.78,34.88,1328.29
22050,2.17,47.36,1453.6,34.76,1338.41
22100,2.22,46.12,1488.16,34.63,1345.11
22100,2.27,44.85,1500.81,34.6,1348.67
21750,2.31,44.12,1526.28,34.63,1324.42
21550,2.31,43.55,1539.44,34.59,1314.13
21550,2.29,44.85,1549.21,34.6,1309.12
21600,2.21,46.24,1545.72,34.57,1311.25
21700,2.18,46.98,1548.14,34.56,1323.2
21650,2.17,47.22,1551.14,34.66,1320.47
21700,2.12,47.37,1546.04,34.53,1321.89
21800,2.12,46.8,1550.98,34.63,1323.75
21950,2.11,47.59,1541.07,34.63,1337.88
21950,2.12,47.39,1532.03,34.66,1339.34
22000,2.12,48.4,1537.4,34.64,1340.83
22100,2.1,48.33,1548.62,34.54,1352.91
22200,2.1,46.9,1536.25,34.63,1349.05
22100,2.1,46.37,1535.74,34.6,1345.7
22050,2.09,45.59,1552.76,34.58,1339.69
22100,2.05,44.74,1539.96,34.77,1338.08
22150,2.06,41.48,1548.81,34.77,1347.26
22200,2.06,42.74,1552.21,34.86,1340.95
22100,2.07,42.83,1545.06,34.98,1334.85
22200,2.07,41.99,1538.13,35.06,1335.18
22500,1.98,41.84,1515.93,34.89,1360.72
22450,2.03,41.16,1509.79,34.99,1358.41
22450,2.05,39.7,1496.38,34.76,1363.65
22250,2.05,40.08,1508.18,34.77,1353.47
22250,2.05,41.35,1531.94,34.77,1349.88
22100,2.08,41.12,1527.11,34.85,1335.75
22100,2.09,41.93,1516.64,34.94,1339.38
21900,2.07,42.66,1510.59,34.98,1320.04
21900,2.07,43.07,1513.69,35.02,1315.59
21850,2.08,44.2,1508.66,34.96,1322.59
22000,2.03,44.6,1502.76,34.95,1330.94
21850,2.06,45.65,1511.03,35.03,1316.31
22100,1.96,44.59,1500.52,35.01,1331.81
22100,1.94,45.52,1492.96,35.03,1336.31
22350,1.95,45.14,1479.44,35.2,1344.01
22250,1.97,46.58,1481.29,35.22,1332.4
22600,1.94,44.58,1473.32,35.15,1355.16
22800,1.91,45.07,1464.42,35.13,1368.71
22600,1.94,45.19,1456.73,35.21,1359.21
22800,1.91,47.88,1459.04,35.22,1363.56
22750,1.94,46.83,1444.54,35.18,1356.74
22400,1.95,49.01,1452.83,35.03,1342.58
21950,1.98,49.55,1450.55,35.1,1317.71
22050,1.91,48.06,1445.41,35.2,1312.39
22100,1.95,46.59,1426.65,35.29,1324.45
22200,2.03,47.81,1411.71,35.29,1326.26
21400,2.18,50.3,1411.99,35.12,1253.86
21100,2.14,49.08,1425.41,35.17,1264.31
21200,2.1,50.22,1431.9,35.22,1268.45
21500,2.11,49.14,1422.79,35.19,1288.68
21450,2.12,48.29,1425.53,35.21,1285.8
21450,2.11,45.99,1415.99,35.29,1279.35
21650,2.12,47.45,1428.73,35.24,1293.51
21500,2.04,47.9,1430.87,35.28,1285.14
21350,2.063,48.52,1421.67,35.17,1283.39
21250,2.03,48.85,1419.38,35.28,1274.05
21150,2.06,50.47,1434.33,35.14,1269.41
20950,2.09,51.45,1449.62,35.1,1262.55
20800,2.09,50.41,1443.01,35.22,1244.64
20800,2.15,49.71,1448.39,35.24,1245.56
20800,2.16,48.88,1441.54,35.36,1242.79
20450,2.27,49.04,1430.23,35.6,1211.16
20550,2.31,48.9,1418.72,35.69,1213.62
20600,2.3,48.82,1423.26,35.77,1216.4
20450,2.1,49.56,1422.43,35.72,1213.38
20550,2.06,49.31,1402.37,35.6,1219.86
20800,2.07,49.7,1398.68,35.65,1223.4
20850,2.04,49.09,1393.95,35.75,1227
21150,2.05,48.08,1381.5,35.67,1249.21
21200,2.1,48.46,1387.73,35.68,1251.41
21300,2.1,47.87,1400.78,35.68,1258.6
21500,1.95,48.53,1406.95,35.49,1279.71
21400,1.83,47.9,1405.3,35.41,1274.06
21400,1.79,46.28,1403.24,35.43,1272.51
21200,1.78,46.41,1400,35.32,1263.61
21250,1.78,46,1384.82,35.26,1277.8
21200,1.8,44.6,1391.15,35.21,1265.73
21100,1.77,43.25,1387.17,35.24,1264.11
21400,1.81,45,1389.78,35.1,1284.93
21300,1.815,43.85,1392.58,34.95,1285.99
21350,1.85,44.92,1403.53,34.85,1291.76
21050,1.79,45.9,1399.15,34.99,1266.27
20700,1.8,45.3,1416.35,35.11,1245.66
20700,1.77,44.64,1421.8,35.12,1242.6
20650,1.77,42.96,1408,35.06,1238.57
20550,1.81,43.75,1410.66,35.07,1232.1
20750,1.79,43.42,1425.27,35.08,1247.44
20700,1.74,43.97,1425.72,34.86,1243.49
20700,1.7,40.8,1416.78,34.82,1251
20450,1.73,40.04,1403.81,34.94,1232.46
20550,1.725,38.75,1387.08,35,1234.1
20800,1.735,40.35,1374.92,35.02,1259.05
20750,1.675,39.72,1370.31,35.11,1239.79
20600,1.615,37.52,1357.23,35.17,1240.18
20500,1.58,37.76,1375.19,35.23,1223.16
20500,1.57,35.5,1389.75,35.25,1215.31
20300,1.65,36.61,1399.59,35.16,1220.35
20500,1.73,38.14,1405.07,35.13,1232.68
20500,1.79,38.3,1406.85,35.23,1226.06
20700,1.83,38.52,1401.08,35.33,1241.3
20450,1.85,39.32,1389.04,35.33,1221.4
20300,1.87,39.55,1395.69,35.3,1214.51
20400,1.88,39.73,1407.36,35.2,1221.2
20600,1.87,41.19,1396.24,34.94,1248.18
20600,1.8,41.59,1400.95,34.91,1244.22
20750,1.8,39.06,1384.72,34.91,1254.7
20850,1.82,40.25,1386.46,34.74,1258.16
20700,1.86,38.59,1388.09,34.88,1261.7
20500,1.87,36.74,1387.01,35.11,1232.84
20500,1.95,37.37,1389.67,35.08,1234.68
20900,1.99,38.17,1401.58,35,1250.98
21300,1.94,37.99,1385.27,35.23,1271.44
20950,1.905,38.17,1392.13,35.27,1252.89
21050,1.89,36.36,1371.35,35.35,1261.3
21300,1.9,37.94,1391.58,35.4,1267.49
21150,1.97,36.2,1386.53,35.35,1259.48
21050,1.97,34.66,1385.03,35.41,1263.89
20850,1.99,34.73,1371.46,35.53,1240.3
20750,2.08,33.89,1355.01,35.58,1232.35
21000,2.11,33.9,1335.52,35.63,1238.19
20750,2.115,32.72,1342.43,35.71,1222.73
20900,2.12,33.04,1338.48,35.65,1234.44
20850,2.08,32.19,1338.04,35.64,1229.44
20750,2.05,31.28,1323.01,35.72,1227.39
20600,2.07,33.34,1325.24,35.73,1208.76
20700,2.02,30.6,1295.01,35.57,1233.12
20350,2.06,31.35,1297.23,35.58,1209.16
20300,2.07,29.14,1287.25,35.63,1200.19
20700,2.09,29.08,1287.05,35.58,1232.81
20650,2,27.3,1282.86,35.2,1246.94
20100,2.1,27.34,1300.37,35.28,1197.44
20000,2.16,28.36,1300.32,35.4,1188.95
20050,2.27,30.17,1300.34,35.52,1191.14
19600,2.28,30.97,1308.46,35.55,1170.89
19450,2.29,31.64,1303.97,35.61,1155.74
19250,2.29,32.71,1298.89,35.7,1142.95
19100,2.29,29.75,1277.38,35.83,1129.16
19000,2.33,31.37,1295.76,35.57,1128.82
18950,2.34,33.83,1300.85,35.68,1117.88
18900,2.45,33.7,1291.97,35.8,1115.16
19000,2.505,32.19,1284.21,35.83,1125.57
19000,2.44,30.55,1276.69,35.84,1120.36
18900,2.49,29.81,1261.3,35.91,1108.02
18750,2.46,32.05,1277.28,36.02,1097.85
18850,2.48,29.84,1260.53,36.21,1101.6
18900,2.51,28.35,1260.77,36.25,1101.04
18750,2.51,28.33,1253.43,36.28,1087.1
18800,2.48,29.76,1234.8,36.34,1089.51
18600,2.515,31.18,1269.4,36.3,1077.94
18800,2.555,30.6,1264.93,36.28,1093.52
18650,2.605,30.54,1268.32,36.28,1087.29
18850,2.585,31.11,1232.16,36.25,1094.3
19000,2.63,32.94,1233.86,36.3,1104.19
18900,2.64,33.3,1231.88,36.24,1109.45
18900,2.65,34.09,1238.06,36.23,1094.45
18450,2.63,36.18,1250.14,36.12,1077.55
18100,2.63,36.9,1267.99,36.13,1074.66
18200,2.5,37.6,1286.26,36.05,1065.36
18350,2.53,37.36,1285.52,36.06,1069.38
18350,2.53,36.7,1281.9,36.07,1069.2
18350,2.53,38,1285.65,36.03,1076
18350,2.56,37.86,1285.7,36.05,1070.9
18350,2.56,36.47,1270.47,36.07,1072.21
18450,2.58,35.8,1274.71,36.12,1078.41
18300,2.59,34.58,1271.28,36.13,1065.94
18150,2.6,34.87,1302.05,36.16,1051.72
18250,2.6,35.8,1297.16,35.93,1072.85
18150,2.65,36.79,1304.76,35.96,1060.73
18250,2.66,36.32,1276.96,36.09,1062.89
18400,2.69,35.4,1262.44,36.12,1073.69
18250,2.69,36.63,1297.1,36.05,1071.6
18350,2.72,37.86,1309.22,35.95,1074.74
18200,2.735,37.68,1323.85,35.87,1070.49
18050,2.75,41.31,1334.26,35.83,1062.39
17950,2.69,40.15,1332.6,35.84,1053.71
18150,2.71,41.69,1356.88,35.75,1069.49
18200,2.76,41.73,1363.13,35.8,1064.55
18000,2.735,41.77,1360.72,35.87,1057.8
18200,2.75,43.08,1383.84,35.68,1071.91
18300,2.8,42.69,1388.53,35.74,1075.55
18250,2.85,42.04,1395.73,35.84,1069.24
18250,2.84,41.49,1397.27,35.73,1077.01
18400,2.78,40.54,1386.99,35.76,1082.3
18400,2.73,40.72,1384.19,35.96,1071.15
18300,2.71,41.11,1390.95,35.99,1070.3
18500,2.73,41.96,1396.54,35.97,1082.86
18600,2.71,40.92,1370.51,35.9,1088.14
18450,2.69,41.61,1380.34,35.85,1085.05
18500,2.71,43.05,1383.88,35.84,1086.26
18600,2.68,43.63,1398.58,35.87,1089.85
18650,2.7,44.1,1398.19,35.89,1092.01
18600,2.64,44.52,1412.15,35.82,1089.94
18750,2.65,45.41,1411.47,35.53,1103.89
18750,2.64,46.57,1421.23,35.53,1107.56
18900,2.62,47.74,1420.65,35.55,1117.63
19150,2.61,46.11,1419.45,35.57,1133.6
19250,2.68,46.43,1395.63,35.62,1141.49
19400,2.68,45.74,1391.41,35.66,1148.04
19650,2.7,46.06,1409.62,35.64,1156.09
19650,2.65,43.44,1422.97,35.51,1166.75
19600,2.6,43.78,1422.73,35.46,1162.96
19650,2.63,44.74,1429.03,35.54,1164.45
19650,2.65,45.27,1415.52,35.67,1167.06
19750,2.65,45.88,1421.63,35.42,1175.81
19650,2.66,46.25,1415.55,35.45,1171
19650,2.55,47.27,1421.61,35.27,1176
19700,2.54,46.87,1428.99,35.16,1182.21
19700,2.62,46.28,1413,35.33,1184.1
19800,2.65,46.69,1405.29,35.63,1168.59
19450,2.63,47.46,1408.33,35.35,1163.55
19500,2.63,49.51,1415.44,35.53,1155.71
19350,2.67,49.69,1404.68,35.76,1139.1
19500,2.67,48.11,1393.79,35.89,1145.49
19700,2.72,49,1376.47,36.24,1146.96
19550,2.73,46.2,1367.9,36.26,1135.65
19600,2.77,45.65,1354.11,36.44,1137.71
19300,2.78,45.07,1345.68,36.48,1114.08
19250,2.77,45.38,1353.92,36.34,1115.14
19400,2.86,44.92,1353.06,36.43,1127.46
19550,2.88,44.5,1342.36,36.35,1132.25
19650,2.85,45.38,1368.56,36.17,1145.8
19750,2.83,45.05,1375.31,36.23,1150.97
19450,2.73,44.62,1371.9,36.21,1130.61
19200,2.77,46.54,1372.43,36.05,1124.1
19300,2.87,46.45,1396.38,35.81,1133.16
19250,2.8,44.97,1384.76,35.67,1139.4
19150,2.87,46.89,1394,35.76,1130.85
19050,2.95,47.13,1387,35.85,1118.89
18850,2.99,45.16,1375.28,35.91,1105.5
18900,3.05,44.11,1377.33,36.01,1108.19
18950,3.11,44.78,1382.64,36.06,1107.8
19000,3.1,45.71,1399.3,36.02,1111.56
19000,3.07,44.16,1386.49,36.19,1106.81
19150,3.06,45.79,1390.17,36.02,1121.96
19150,2.88,45.72,1368.28,35.96,1123.22
19100,2.88,46.68,1378.64,35.83,1125.25
19250,2.87,46.11,1379.78,35.74,1134.01
19300,2.84,44.26,1360.52,35.74,1139.49
19300,2.82,48.1,1381.64,35.83,1135.01
19250,2.82,45,1367.81,35.83,1133.25
19100,2.78,42.68,1374.36,35.63,1125.8
19050,2.85,38.96,1338.37,35.61,1125.65
19200,2.82,39.69,1314.91,35.52,1141.15
19500,2.85,38.18,1315.71,35.66,1155.45
19650,2.65,40.3,1334.62,35.66,1162.35
19600,2.65,41.03,1365.93,35.57,1153.91
19100,2.64,40.58,1372.66,35.53,1133.95
18850,2.69,42.41,1376.19,35.52,1118.01
18800,2.7,41.88,1371.88,35.52,1117.91
18650,2.74,42.18,1414.64,35.25,1114.35
18600,2.75,42.23,1404.24,35.13,1115.16
18700,2.81,43.34,1399.3,35.28,1125.46
18400,2.81,44.81,1423.31,35.07,1104.41
18200,2.8,43.58,1423.3,35.16,1094.39
18150,2.79,44.82,1429.92,35.11,1089.4
18100,2.78,45.16,1436.66,35.17,1084.9
18100,2.79,45.96,1438.16,35.11,1087.59
18100,2.79,45.35,1438.67,35.06,1086.18
18200,2.82,46.86,1435.62,34.97,1095.61
18100,2.85,48.47,1424.01,35.15,1088.66
18150,2.81,47.81,1413.96,34.84,1095.48
18100,2.815,47.02,1416.02,34.87,1094.31
18150,2.815,48,1431.86,34.87,1099.55
17900,2.85,48.79,1440.78,34.79,1090.85
18100,2.85,49.23,1447.16,34.69,1094.5
18050,2.84,50.71,1441.38,34.42,1101.06
18100,2.85,49.95,1467.61,34.47,1098.55
18100,2.86,50.76,1480.12,34.23,1133.35
18600,2.84,50.91,1482.61,34.21,1145.61
18600,2.835,51.62,1488.97,34.17,1148.86
18650,2.84,53.4,1490.99,34.03,1155.9
18650,2.85,52,1493.39,34.01,1158.06
18750,2.82,52.15,1484.52,33.92,1163.3
18700,2.83,52.48,1482.18,33.94,1159.75
18650,2.85,51.83,1469.59,33.93,1158.62
18650,2.91,52.91,1476.01,33.98,1155.18
18750,2.9,52.75,1477.16,33.84,1170.5
18700,3,56.6,1490.44,33.77,1166.29
18750,2.96,56.87,1504.72,33.82,1168.8
18850,2.98,58.27,1510.18,33.76,1180.06
18950,2.96,58.84,1501.03,33.8,1184.96
18850,2.98,59.66,1520.92,33.76,1173.35
18850,3,60.22,1517.35,33.76,1175.29
18850,2.98,61.14,1507.39,33.75,1178.25
18950,2.955,60.21,1512.23,33.69,1185.86
19100,2.92,59.44,1492.55,33.63,1200.61
19150,3.01,60.5,1507.6,33.63,1202.36
18900,3.04,59.78,1517.13,33.59,1185.26
18850,3.04,60.03,1507.23,33.67,1181.9
18900,3.07,59.6,1502.26,33.66,1186.06
18900,3.07,59.9,1507.05,33.8,1181.5
18900,3.11,60.55,1515.64,33.69,1182.01
18900,3.1,61.14,1512.95,33.59,1186.61
18850,3.03,60.58,1496.65,33.7,1176.75
18800,3.11,58.31,1504.59,33.75,1174.36
18850,3.14,58.96,1507.72,33.85,1169.45
18850,3.09,57.99,1490.51,33.71,1177.24
18900,2.98,59.57,1484.57,33.61,1185.51
19100,2.88,61.02,1480.36,33.7,1193.86
19000,2.81,60.18,1492.45,33.67,1188.95
19000,2.78,57.97,1495.64,33.77,1188.65
19050,2.88,57.63,1502.49,33.77,1188.21
19050,2.88,58.32,1491.43,33.71,1187.44
19150,2.91,59.93,1526.3,33.43,1205.12
19150,2.91,60.66,1533.17,33.39,1206.75
19250,3.04,58.81,1523.33,33.6,1210.11
19250,2.86,58.32,1527.65,33.5,1208.01
19350,2.98,59.54,1513.83,33.4,1225.27
19400,2.88,59.85,1510.21,33.51,1223.3
19350,2.88,59.67,1496.98,33.45,1221.76
19250,2.96,60.1,1496.2,33.49,1215.71
19000,2.98,61.23,1490.93,33.72,1193.45
18950,2.86,59.27,1499.28,33.73,1183.8
18900,2.9,59.43,1517.05,33.53,1188.95
18800,2.88,59.02,1502.29,33.51,1184.66
18750,2.68,60.69,1514.84,33.26,1191.8
18850,2.55,60.72,1529.56,33.34,1193.19
18750,2.55,58.55,1520.55,32.82,1205.18
18700,2.55,56.93,1521.55,32.63,1212.1
18550,2.62,56.65,1549.2,32.59,1202.75
18300,2.52,57.3,1559.2,32.57,1179.76
18350,2.53,57.53,1549.68,32.43,1194.16
18250,2.62,56.28,1556.61,32.38,1187.56
18450,2.59,56.34,1571.15,32.37,1202.75
18400,2.66,56.41,1566.35,32.4,1196.81
18500,2.73,56.16,1565.67,32.28,1204.9
18450,2.65,56.56,1572.88,32.39,1198.6
18550,2.74,55.92,1560.86,32.43,1202.45
18450,2.675,50.73,1547.92,32.54,1194.3
18500,2.66,51,1545.86,32.55,1203.07
18650,2.74,53.18,1553.11,32.54,1208.85
18700,2.73,51.95,1545.21,32.42,1214.69
18500,2.73,49.59,1530.84,32.48,1204.95
18350,2.69,47.55,1506.35,32.53,1183.35
18350,2.77,48.73,1502.25,32.59,1185.4
18500,2.78,48.57,1501.08,32.5,1198.85
18550,2.72,51.01,1494.22,32.54,1204.25
18500,2.75,49.02,1506.08,32.53,1195.55
18350,2.75,47.72,1514.04,32.49,1192.9
18300,2.81,47.46,1518.47,32.52,1189.35
18300,2.74,46.41,1535.86,32.57,1185.96
18200,2.83,43.99,1533.91,32.72,1170.7
18200,2.82,44.6,1543.63,32.69,1167.25
18000,2.74,42.51,1513.99,32.92,1149.25
18050,2.83,43.84,1525.5,32.91,1154.55
18100,2.83,44.81,1534.47,32.96,1158.5
18050,2.69,46.93,1547.68,32.82,1153.9
18000,2.77,48.44,1543.06,32.85,1154.6
18050,2.82,48.77,1524.38,32.71,1162.15
18100,2.73,50.08,1560.94,32.59,1167.1
18100,2.65,49.6,1558.54,32.53,1168.65
18450,2.66,50.89,1553.05,32.43,1198.65
18500,2.68,51.62,1559.4,32.39,1199.75
18400,2.63,49.8,1580.36,32.33,1207.19
18750,2.71,49.45,1588.14,32.39,1213.8
18600,2.9,48.97,1590.93,32.37,1209.45
18650,2.93,51,1590.29,32.52,1205.16
18650,2.97,49.16,1602.16,32.54,1199.55
18600,2.97,49.42,1597,32.55,1201.71
18600,2.97,50.75,1608.53,32.57,1201.89
18700,2.99,51.24,1604.56,32.54,1207.41
18800,2.98,50.55,1603.22,32.55,1212.7
18700,2.96,53.24,1590.71,32.57,1209.41
19050,2.93,54.04,1616.89,32.59,1228.58
19000,2.9,51.35,1616.79,32.61,1222.38
18950,2.82,49.42,1606.06,32.63,1218.73
19150,2.79,50.98,1599.42,32.62,1233.75
19200,2.79,52.43,1600.57,32.58,1239.55
19200,2.78,52.01,1609.78,32.63,1235.18
19550,2.76,50.86,1614.47,32.6,1264.82
19650,2.77,48.67,1595.06,32.63,1269.9
19500,2.74,51.67,1616.41,32.6,1260.25
19650,2.74,49.79,1592.08,32.56,1275.4
19850,2.77,47.59,1577.65,32.73,1281.81
19500,2.74,44.63,1591.54,32.78,1257.61
19700,2.79,44.43,1591.94,32.55,1285.35
19850,2.72,45.83,1594.5,32.49,1292.35
19650,2.73,45.13,1589.44,32.55,1281.08
19900,2.76,45.2,1602.13,32.5,1293.68
19950,2.79,46.63,1570.81,32.59,1301.38
19850,2.81,47.35,1546.76,32.56,1293.2
19950,2.82,46.69,1538.31,32.69,1293.64
19600,2.67,48.84,1528.03,32.56,1279.67
19400,2.69,46.35,1515.71,32.76,1262.05
19000,2.68,48.6,1528.83,32.75,1229.95
19050,2.69,46.16,1539.58,32.8,1230.76
19100,2.72,45.69,1520.71,32.86,1233.62
18950,2.74,48.19,1527.42,32.85,1223
18750,2.75,48.92,1529.5,32.87,1209.65
18800,2.75,48.78,1514.9,32.87,1210.51
18850,2.72,48,1478.84,32.85,1219.55
18700,2.73,50,1467.97,32.95,1204.85
18550,2.91,52.61,1499.7,32.96,1189.34
18550,3.02,53.72,1496.89,32.94,1183.37
18650,3.05,55.05,1515.49,32.91,1195.71
18450,3.06,55.86,1503.49,32.79,1173.45
18400,3.07,56.8,1536.24,32.91,1175.7
18400,3.09,55.39,1535.22,32.88,1175.03
18650,3.07,57.75,1522.49,32.87,1195.33
18700,3.06,55.5,1527.08,32.87,1198.55
