Y,DJI,Set_One,GBP_THB,EURUSD,Oil,XAG,XAU_XAG,Rhodium,SP_FIVE,JPY_THB,BVN ,Set,NYSE,USD_THB,TenBond_THB
20750.00,16504.38,1902.59,49.65,1.09,32.19,15.24,83.38,720.00,2019.27,0.31,5.77,1385.27,9746.40,35.40,2.85
20650.00,16418.84,1878.33,50.07,1.10,31.28,15.30,81.51,705.00,1994.71,0.31,6.22,1392.13,9626.90,35.53,2.84
20500.00,16610.39,1885.28,50.57,1.10,33.34,15.18,80.65,690.00,1990.97,0.31,5.45,1391.58,9615.20,35.58,2.84
20600.00,16410.96,1830.81,50.99,1.10,30.60,15.41,80.20,680.00,1996.88,0.31,5.09,1371.46,9668.30,35.71,2.78
20250.00,16483.76,1834.11,50.89,1.10,31.35,15.27,79.60,680.00,1985.60,0.32,5.24,1355.01,9534.70,35.65,2.73
20200.00,16217.98,1814.02,50.97,1.11,29.14,15.22,80.00,680.00,1976.60,0.32,5.33,1342.43,9411.30,35.64,2.71
20200.00,16012.39,1829.19,51.43,1.11,29.08,15.34,79.16,680.00,1947.13,0.32,5.31,1338.48,9582.80,35.72,2.73
20550.00,15691.62,1804.64,51.00,1.11,27.30,15.49,78.83,680.00,1954.95,0.32,5.39,1338.04,9465.20,35.73,2.71
20000.00,15897.82,1829.06,51.24,1.12,27.34,15.28,78.81,680.00,1931.87,0.32,5.56,1323.01,9532.90,35.57,2.69
19950.00,16005.41,1830.20,51.23,1.13,30.17,15.30,80.48,680.00,1917.56,0.31,5.21,1325.24,9426.80,35.58,2.71
19500.00,16147.51,1846.86,51.50,1.13,30.97,14.99,78.34,680.00,1942.38,0.31,4.90,1295.01,9317.90,35.63,2.68
19350.00,16417.95,1844.81,51.96,1.12,31.64,14.87,77.83,660.00,1916.74,0.31,4.87,1297.23,9092.90,35.64,2.70
19000.00,16186.20,1797.79,51.63,1.12,29.75,14.30,78.09,660.00,1927.57,0.31,5.29,1287.25,9092.90,35.20,2.64
18900.00,16420.21,1830.86,51.35,1.09,31.37,14.31,78.93,650.00,1898.80,0.31,5.22,1296.69,9221.80,35.28,2.65
18800.00,16090.26,1822.01,51.45,1.09,33.70,14.25,78.85,650.00,1871.44,0.31,5.22,1282.86,9132.00,35.52,2.64
18900.00,15960.28,1806.95,50.97,1.09,32.19,14.48,78.23,650.00,1833.40,0.31,4.77,1300.37,9294.90,35.55,2.62
18900.00,16168.74,1794.46,51.40,1.09,30.55,14.50,77.70,640.00,1847.00,0.30,4.96,1300.32,9471.80,35.83,2.61
18800.00,15893.16,1767.66,51.15,1.09,29.81,14.24,77.24,640.00,1848.46,0.30,4.19,1300.34,9533.00,35.57,2.68
18650.00,16086.46,1793.36,51.34,1.09,32.05,14.05,77.78,640.00,1873.25,0.29,4.14,1308.46,9578.90,35.80,2.68
18750.00,15921.10,1766.12,51.47,1.08,29.84,14.08,78.11,640.00,1907.07,0.30,3.87,1277.38,9439.30,35.83,2.70
18800.00,15768.87,1765.73,51.45,1.09,28.35,14.15,78.21,640.00,1935.26,0.30,4.13,1295.76,9374.80,35.84,2.65
18650.00,15989.45,1751.84,51.38,1.09,28.33,14.02,77.78,640.00,1894.00,0.30,4.20,1300.85,9403.90,35.91,2.60
18650.00,16009.45,1743.45,51.70,1.09,29.20,13.94,77.51,630.00,1885.22,0.30,3.80,1291.97,9295.30,36.02,2.63
18500.00,16354.33,1784.30,52.37,1.09,31.18,13.85,78.08,620.00,1902.52,0.30,3.72,1284.21,9393.50,36.21,2.65
18700.00,16159.01,1780.63,52.24,1.09,30.60,14.13,77.80,620.00,1878.79,0.31,3.55,1276.69,9343.10,36.25,2.65
18550.00,16526.63,1787.59,52.43,1.09,30.54,13.79,77.36,620.00,1906.28,0.31,3.37,1261.30,9164.20,36.28,2.66
18750.00,16419.11,1726.17,52.69,1.09,31.11,13.85,78.82,620.00,1877.40,0.31,3.43,1277.28,9214.90,36.31,2.55
18900.00,16358.71,1728.09,52.81,1.09,32.94,13.96,78.98,620.00,1861.46,0.31,3.74,1260.53,9378.90,36.30,2.55
18800.00,16519.17,1726.53,52.99,1.09,33.30,14.30,79.07,630.00,1876.18,0.31,4.21,1260.77,9387.50,36.28,2.54
18800.00,16888.36,1733.91,53.01,1.09,34.09,14.00,77.56,630.00,1888.66,0.31,4.25,1253.43,9405.40,36.28,2.62
18400.00,17154.83,1756.70,52.98,1.07,36.18,13.95,77.23,630.00,1916.68,0.31,4.19,1248.76,9619.00,36.25,2.65
18150.00,17405.48,1817.60,53.12,1.09,37.60,13.82,77.06,630.00,1891.68,0.31,4.10,1269.40,9591.30,36.30,2.63
18250.00,17711.94,1817.63,53.41,1.09,37.36,13.95,76.60,630.00,1940.34,0.31,4.22,1264.93,9575.20,36.24,2.63
18250.00,17547.37,1814.31,53.67,1.10,36.70,13.95,76.62,630.00,1927.83,0.31,4.20,1268.32,9692.80,36.12,2.67
18250.00,17535.66,1823.68,53.75,1.10,38.00,14.33,75.06,640.00,1926.12,0.30,4.51,1232.16,9751.40,36.05,2.67
18250.00,17593.26,1827.92,53.62,1.09,37.86,14.30,74.84,640.00,1945.97,0.30,4.34,1233.86,9907.40,36.06,2.72
18250.00,17427.63,1804.42,53.47,1.10,36.47,14.26,75.17,640.00,2011.71,0.30,4.16,1231.88,10020.00,36.07,2.73
18350.00,17253.55,1807.68,53.72,1.09,35.80,14.26,75.60,630.00,2038.20,0.30,4.30,1250.14,10186.40,36.03,2.77
18200.00,17154.94,1796.99,53.83,1.09,34.58,14.10,75.57,630.00,2077.34,0.30,4.29,1286.26,10277.50,36.05,2.77
18050.00,17495.04,1851.38,53.89,1.08,34.87,13.71,76.68,620.00,2060.54,0.30,4.22,1285.52,10270.40,36.07,2.78
18150.00,17756.54,1846.30,53.89,1.09,35.80,14.17,75.69,620.00,2057.77,0.30,4.00,1281.90,10226.00,36.12,2.77
18050.00,17530.85,1862.04,54.05,1.09,36.79,13.75,77.12,620.00,2063.52,0.30,3.90,1285.65,10266.10,36.13,2.86
18150.00,17374.78,1819.71,54.66,1.10,36.32,13.70,77.56,620.00,2042.20,0.30,4.14,1285.70,10180.60,36.16,2.88
18300.00,17277.11,1791.30,54.99,1.10,35.40,13.91,77.17,630.00,2023.15,0.30,4.23,1270.47,10052.30,35.93,2.85
18150.00,17574.75,1849.90,54.66,1.09,36.63,14.12,75.86,640.00,2010.27,0.29,4.18,1274.71,10017.10,35.96,2.82
18100.00,17703.99,1889.27,53.98,1.10,37.68,14.24,75.87,640.00,2040.81,0.30,4.27,1271.28,10073.00,36.09,2.83
17850.00,17741.57,1899.19,53.59,1.06,40.15,14.02,75.13,640.00,2073.76,0.30,4.18,1302.05,10267.80,36.12,2.73
18050.00,17883.14,1938.39,53.89,1.06,41.69,14.20,75.29,640.00,2046.50,0.30,4.46,1297.16,10164.80,36.05,2.77
18100.00,17719.72,1945.32,53.88,1.06,41.73,14.09,75.53,640.00,2025.55,0.30,4.55,1304.76,10057.30,35.96,2.87
17900.00,17802.84,1941.80,53.95,1.06,41.77,14.04,75.31,640.00,2013.37,0.30,4.75,1276.96,9977.80,35.84,2.80
18100.00,17806.04,1948.04,53.92,1.06,43.25,14.27,75.07,640.00,2047.27,0.29,4.84,1262.44,10074.10,35.75,2.87
18200.00,17820.81,1985.99,53.87,1.06,42.69,14.18,75.82,640.00,2047.93,0.29,4.78,1297.10,10165.50,35.80,2.95
18150.00,17770.90,1998.92,54.21,1.06,42.04,14.12,75.70,620.00,2080.71,0.29,4.76,1332.60,10415.60,35.87,2.99
18150.00,17823.61,2003.40,54.23,1.06,41.49,14.14,76.14,620.00,2101.71,0.29,4.71,1356.88,10501.10,35.72,3.05
18300.00,17732.75,1986.01,54.66,1.07,40.54,14.23,76.03,650.00,2082.93,0.29,4.75,1363.13,10447.10,35.74,3.11
18300.00,17739.83,1983.55,54.80,1.07,40.72,14.17,75.56,680.00,2090.95,0.29,4.69,1360.72,10455.50,35.84,3.10
18200.00,17485.49,1993.19,54.72,1.06,41.11,14.17,75.51,690.00,2088.82,0.29,4.64,1364.17,10442.60,35.73,3.07
18400.00,17486.99,2005.15,54.66,1.07,41.96,14.23,76.07,690.00,2089.30,0.29,4.50,1388.53,10449.70,35.76,3.06
18500.00,17229.94,1962.91,54.74,1.08,40.92,14.34,75.86,700.00,2084.42,0.29,4.70,1395.73,10379.30,35.96,2.92
18350.00,17439.25,1978.59,54.62,1.08,41.61,14.29,75.90,700.00,2089.41,0.29,4.84,1397.27,10433.60,35.99,2.88
18400.00,17691.93,1981.11,54.47,1.07,43.05,14.29,75.99,710.00,2082.82,0.29,4.64,1386.99,10460.20,35.97,2.88
18500.00,17769.50,2005.82,54.24,1.07,43.63,14.40,75.66,720.00,2083.70,0.29,4.90,1384.19,10426.10,35.90,2.87
18500.00,17900.78,2031.12,53.93,1.07,44.52,14.73,73.97,720.00,2051.99,0.30,4.88,1390.95,10285.40,35.85,2.84
18650.00,17855.22,2031.18,54.05,1.09,45.41,14.95,73.81,720.00,2053.67,0.29,4.94,1396.54,10320.00,35.84,2.82
18650.00,17871.25,2046.68,54.64,1.09,46.57,15.04,73.61,720.00,2022.08,0.29,5.09,1370.51,10143.40,35.87,2.82
19050.00,17819.74,2048.61,54.82,1.10,46.11,15.41,73.54,720.00,2044.64,0.29,5.22,1380.34,10206.50,35.82,2.78
19150.00,17672.62,2006.92,54.95,1.10,46.43,15.52,73.52,720.00,2072.29,0.29,5.57,1383.88,10335.00,35.53,2.85
19300.00,17756.60,2001.48,54.58,1.10,45.74,15.59,73.62,720.00,2083.41,0.29,5.73,1398.58,10454.10,35.53,2.82
19550.00,17771.50,2028.06,54.39,1.09,46.06,15.90,72.68,720.00,2096.56,0.29,6.18,1412.15,10486.70,35.57,2.85
19550.00,17586.69,2049.38,54.30,1.11,43.44,15.85,73.59,720.00,2098.60,0.29,6.23,1411.47,10525.60,35.62,2.65
19500.00,17608.89,2049.24,54.45,1.11,43.78,15.83,73.44,720.00,2101.68,0.30,6.34,1421.23,10563.90,35.66,2.65
19550.00,17649.57,2060.35,54.40,1.10,44.74,15.80,73.67,720.00,2102.63,0.29,6.77,1419.45,10556.40,35.64,2.64
19550.00,17180.88,2036.61,54.97,1.13,45.27,15.69,74.36,720.00,2080.76,0.29,7.31,1395.63,10474.60,35.51,2.69
19650.00,17225.93,2045.40,54.67,1.13,45.88,15.88,74.02,720.00,2090.00,0.29,7.81,1391.41,10509.10,35.46,2.70
19550.00,17228.47,2039.31,54.76,1.13,46.25,15.83,73.95,730.00,2088.35,0.29,7.65,1409.62,10504.40,35.54,2.74
19550.00,17209.43,2052.21,54.45,1.14,47.27,16.00,73.49,730.00,2066.48,0.29,7.92,1422.97,10428.00,35.67,2.75
19600.00,17141.75,2063.35,54.35,1.14,46.87,16.09,73.46,730.00,2068.75,0.30,7.48,1422.73,10420.80,35.42,2.81
19600.00,16944.86,2035.56,54.65,1.15,46.28,16.10,73.52,730.00,2075.08,0.30,7.65,1429.03,10495.90,35.45,2.81
19700.00,17079.08,2032.54,54.33,1.14,46.69,15.90,73.47,730.00,2021.88,0.30,7.58,1415.52,10342.80,35.27,2.80
19350.00,17113.55,2038.83,54.24,1.14,47.46,15.82,73.52,750.00,2033.47,0.30,7.75,1421.63,10403.70,35.16,2.79
19400.00,17082.29,2052.12,54.40,1.13,49.51,15.78,72.62,750.00,2033.13,0.30,8.15,1415.55,10377.20,35.33,2.78
19250.00,17054.69,2037.15,54.89,1.12,49.69,15.68,71.43,750.00,2031.73,0.30,8.09,1421.61,10385.50,35.63,2.79
19400.00,16904.17,2017.02,54.95,1.13,48.11,16.03,72.29,765.00,2024.37,0.30,7.68,1428.99,10407.30,35.35,2.79
19600.00,16805.42,1985.69,55.14,1.12,49.00,15.86,72.68,765.00,1996.47,0.29,7.52,1413.00,10259.50,35.76,2.82
19450.00,16774.02,1969.49,54.89,1.12,46.20,15.62,76.70,765.00,2003.66,0.30,7.44,1405.29,10267.50,35.89,2.85
19200.00,16258.25,1931.08,55.20,1.12,45.07,14.52,77.09,765.00,2015.00,0.30,7.24,1408.33,10298.60,36.24,2.84
19300.00,16057.08,1941.85,55.18,1.12,44.92,14.62,77.58,765.00,2013.73,0.30,7.48,1404.68,10376.70,36.26,2.81
19450.00,16001.76,1925.38,55.15,1.12,44.50,14.59,76.01,765.00,1994.01,0.30,7.38,1393.79,10238.10,36.48,2.82
19550.00,16313.26,1966.57,54.93,1.12,45.38,15.07,76.40,755.00,1982.34,0.30,6.29,1376.47,10212.40,36.43,2.82
19650.00,16205.07,1979.61,55.23,1.12,45.05,15.06,76.47,755.00,1986.63,0.30,5.83,1367.90,10167.50,36.35,2.85
19350.00,16257.11,1972.88,55.20,1.11,44.62,14.78,76.13,735.00,1921.77,0.30,5.88,1354.11,9755.80,36.17,2.85
19100.00,16332.81,1976.35,55.39,1.12,46.54,14.76,74.64,735.00,1887.14,0.30,5.92,1345.68,9698.90,36.23,2.84
19200.00,16477.45,2018.19,55.53,1.13,46.45,15.18,75.10,725.00,1881.90,0.30,6.09,1353.06,9612.60,36.21,2.85
19150.00,16406.10,1997.46,55.39,1.14,44.97,15.17,74.77,740.00,1929.18,0.30,6.05,1342.36,9803.40,36.05,2.86
19050.00,16674.74,2015.24,55.73,1.13,46.89,15.12,75.08,740.00,1935.93,0.30,6.18,1368.56,9913.60,35.81,2.86
18950.00,16738.08,2004.08,55.52,1.13,47.13,14.90,76.74,740.00,1934.81,0.30,6.36,1375.31,9813.20,35.67,2.84
18750.00,16599.51,1983.60,55.10,1.13,45.16,14.40,77.04,740.00,1943.24,0.30,6.61,1371.90,9923.70,35.76,2.84
18800.00,16382.58,1984.55,55.56,1.13,44.11,14.38,75.90,740.00,1961.39,0.30,6.88,1372.43,9970.30,35.85,2.84
18850.00,16450.86,1994.21,55.59,1.13,44.78,14.59,75.69,740.00,1960.84,0.30,6.47,1396.38,10049.40,35.91,2.85
18900.00,16330.40,2024.11,55.63,1.12,45.71,14.68,75.83,740.00,1989.66,0.30,6.15,1384.76,10118.20,36.01,2.82
18900.00,16252.57,2004.35,55.61,1.12,44.16,14.59,75.88,740.00,1995.33,0.30,6.17,1394.00,10217.00,36.06,2.83
19050.00,16505.04,2012.45,55.42,1.12,45.79,14.78,76.85,730.00,1978.02,0.30,6.09,1387.00,10139.10,36.02,2.85
19000.00,16371.76,1992.93,54.64,1.11,46.68,14.70,76.52,745.00,1955.10,0.30,6.06,1375.28,10008.60,36.19,2.91
19150.00,16364.34,1999.16,54.68,1.12,46.11,14.67,77.27,745.00,1963.06,0.30,6.14,1377.33,10026.50,36.02,2.90
19200.00,16058.35,1966.50,54.67,1.13,44.26,14.56,78.23,745.00,1951.45,0.30,6.23,1382.64,9987.50,35.96,2.96
19200.00,16528.03,2002.25,54.96,1.12,48.10,14.62,77.61,745.00,1941.59,0.30,5.97,1399.30,9985.00,35.83,2.98
19150.00,16632.02,1979.63,55.18,1.12,45.00,14.59,77.65,745.00,1971.45,0.30,5.88,1386.49,10193.00,35.74,2.96
19000.00,16649.42,1992.59,54.88,1.12,42.68,14.51,77.56,760.00,1947.76,0.30,6.00,1390.17,9955.40,35.74,2.98
18950.00,16285.51,1931.45,55.07,1.13,38.96,14.11,79.75,760.00,1950.79,0.30,6.37,1368.28,10044.40,35.83,3.00
19100.00,15676.26,1892.95,55.73,1.15,39.69,14.71,77.55,760.00,1916.52,0.30,6.38,1378.64,9963.10,35.83,2.98
19400.00,15882.27,1893.40,56.23,1.16,38.18,14.82,77.94,760.00,1970.09,0.29,6.22,1379.78,10176.50,35.63,2.96
19550.00,16459.75,1913.53,56.00,1.14,40.30,15.36,75.65,760.00,1986.73,0.29,5.85,1360.52,10198.30,35.61,2.92
19500.00,16990.69,1964.29,55.80,1.12,41.03,15.54,74.23,760.00,1986.06,0.30,6.09,1381.64,10199.20,35.52,2.97
19000.00,17345.32,1976.27,55.67,1.11,40.58,15.30,74.09,770.00,1942.77,0.30,6.54,1367.81,10044.40,35.66,3.01
18750.00,17508.74,1986.11,55.63,1.10,42.41,14.89,75.06,770.00,1872.75,0.30,6.85,1374.36,9692.40,35.66,3.04
18700.00,17537.30,1978.55,55.34,1.11,41.88,15.32,72.94,785.00,1898.08,0.29,7.33,1338.37,9790.10,35.57,3.04
18550.00,17472.66,2048.76,55.14,1.11,42.18,15.25,73.05,795.00,1965.15,0.29,7.19,1314.91,9864.30,35.53,3.07
18500.00,17410.12,2032.55,54.84,1.11,42.23,15.43,72.25,795.00,2034.08,0.29,6.87,1315.71,10402.30,35.52,3.07
18600.00,17401.64,2023.38,55.05,1.12,43.34,15.51,72.54,815.00,2076.61,0.29,6.93,1334.62,10618.40,35.52,3.11
18100.00,17375.18,2064.17,54.48,1.10,43.58,14.80,72.36,815.00,2095.69,0.29,6.95,1365.93,10742.30,35.25,3.11
18050.00,17414.94,2076.77,54.43,1.10,44.82,14.65,73.92,825.00,2101.99,0.28,7.24,1372.66,10799.50,35.13,3.10
18000.00,17542.61,2090.87,54.85,1.09,45.16,14.53,74.33,845.00,2089.70,0.28,7.30,1376.19,10743.60,35.28,3.03
18000.00,17555.24,2096.59,54.60,1.09,45.96,14.58,74.64,845.00,2083.15,0.28,6.98,1371.88,10736.40,35.32,3.11
18000.00,17596.93,2097.44,54.66,1.09,45.35,14.48,74.57,845.00,2086.19,0.28,6.46,1414.64,10779.40,35.16,3.14
18000.00,17755.87,2076.70,54.82,1.10,48.47,14.72,74.98,870.00,2081.10,0.28,6.63,1404.24,10725.90,35.11,3.11
18050.00,17631.40,2059.85,54.35,1.09,47.81,14.71,73.94,870.00,2080.98,0.28,6.67,1399.30,10804.80,35.17,3.09
18000.00,17449.81,2060.88,54.24,1.11,47.02,14.56,74.45,870.00,2082.61,0.28,6.70,1423.30,10779.50,35.11,2.98
18050.00,17561.78,2080.30,54.14,1.11,48.00,14.72,75.13,870.00,2100.75,0.28,6.67,1429.92,10851.30,35.06,2.88
17800.00,17731.05,2097.15,53.97,1.10,48.79,14.63,74.67,870.00,2095.27,0.28,6.94,1436.66,10874.20,35.15,2.81
18000.00,17853.78,2109.83,54.20,1.10,49.23,14.78,74.51,870.00,2097.68,0.28,7.58,1438.16,10849.10,34.84,2.81
17950.00,17918.35,2101.42,53.53,1.09,50.71,14.83,74.03,855.00,2111.60,0.28,7.50,1438.67,10908.30,34.87,2.78
18000.00,18096.67,2140.72,53.60,1.09,49.95,14.64,74.21,830.00,2094.70,0.28,7.62,1424.01,10795.20,34.87,2.88
18000.00,18085.91,2160.11,53.41,1.08,50.76,14.86,75.01,780.00,2070.75,0.28,7.13,1413.96,10698.90,34.79,2.88
18500.00,18117.58,2164.68,53.35,1.08,50.91,14.99,76.24,755.00,2078.19,0.28,7.90,1416.02,10688.90,34.69,2.90
18500.00,18078.16,2171.58,53.45,1.09,51.62,15.09,76.39,755.00,2102.24,0.28,7.62,1431.86,10830.80,34.42,2.91
18550.00,18053.38,2175.30,53.20,1.09,53.40,15.36,76.10,805.00,2114.16,0.28,7.48,1440.78,10918.10,34.47,2.91
18550.00,17974.61,2179.82,52.68,1.10,52.00,15.49,75.23,830.00,2118.21,0.28,8.22,1447.16,10897.10,34.23,3.04
18650.00,17787.27,2166.01,52.66,1.10,52.15,15.53,74.73,830.00,2127.55,0.28,8.75,1441.38,10960.40,34.21,2.86
18600.00,17561.12,2164.49,52.19,1.11,52.48,15.38,74.88,830.00,2126.85,0.28,8.89,1467.61,10991.30,34.17,2.98
18550.00,17530.38,2141.53,52.12,1.10,51.83,15.14,75.38,830.00,2126.80,0.28,9.06,1480.12,11010.80,34.03,2.88
18550.00,17759.01,2151.23,52.55,1.10,52.91,15.06,76.68,830.00,2110.55,0.28,9.22,1482.61,11013.30,34.01,2.88
18650.00,17684.92,2156.35,52.78,1.11,52.75,15.72,74.43,830.00,2109.01,0.28,9.09,1488.97,10989.40,33.92,2.96
18750.00,17599.96,2212.76,53.10,1.11,58.27,15.76,74.68,830.00,2099.72,0.28,9.30,1490.99,10944.00,33.94,2.98
18850.00,17936.74,2196.66,53.22,1.12,58.84,16.01,74.85,940.00,2080.03,0.28,9.72,1493.39,10853.90,33.98,2.90
18750.00,17892.03,2227.92,53.14,1.10,59.66,15.84,73.99,980.00,2052.74,0.28,9.86,1484.52,10689.50,33.84,2.88
18750.00,17977.11,2222.70,53.03,1.12,60.22,15.85,74.04,980.00,2077.66,0.28,10.31,1482.18,10755.60,33.78,2.68
18750.00,18139.10,2207.11,53.10,1.12,61.14,15.83,74.12,980.00,2069.52,0.28,10.45,1476.01,10765.00,33.76,2.55
18850.00,18121.78,2214.59,53.32,1.12,60.21,16.16,74.41,880.00,2067.00,0.28,10.48,1477.16,10844.50,33.80,2.46
19000.00,18027.63,2181.63,53.41,1.13,59.44,16.11,73.35,830.00,2061.19,0.28,10.51,1510.18,10859.10,33.76,2.55
19050.00,18116.24,2205.05,53.40,1.14,60.50,16.16,74.48,800.00,2098.63,0.27,10.36,1501.03,10941.00,33.76,2.55
18800.00,17944.61,2222.36,53.19,1.14,59.78,16.09,74.36,755.00,2102.62,0.27,10.46,1520.92,11048.60,33.75,2.62
18750.00,17909.58,2207.04,52.69,1.13,60.03,16.01,73.63,755.00,2109.96,0.27,10.39,1517.35,11078.60,33.69,2.52
18800.00,17787.43,2197.76,52.52,1.12,59.60,16.06,73.80,830.00,2123.65,0.27,10.40,1507.39,11132.40,33.63,2.53
18800.00,17890.76,2206.49,52.59,1.13,59.90,15.94,73.83,855.00,2123.16,0.27,10.62,1512.23,11146.60,33.63,2.62
18800.00,18001.27,2220.51,52.15,1.12,61.14,16.01,74.09,880.00,2112.50,0.27,10.83,1492.55,11104.70,33.59,2.59
18750.00,17765.38,2190.66,51.84,1.13,60.58,15.96,74.09,890.00,2121.06,0.27,10.50,1507.60,11080.30,33.67,2.66
18750.00,17849.46,2210.71,51.69,1.13,58.96,16.06,73.70,905.00,2101.58,0.27,10.63,1517.13,11032.50,33.66,2.73
18750.00,17905.38,2183.77,51.79,1.11,57.99,16.10,72.79,935.00,2097.40,0.27,10.71,1507.23,11009.50,33.80,2.65
18800.00,18072.47,2172.74,51.58,1.12,59.57,16.49,73.07,945.00,2084.26,0.27,10.62,1502.26,10940.50,33.59,2.74
19000.00,18018.42,2167.96,51.69,1.12,61.02,16.77,71.15,945.00,2091.34,0.27,10.77,1507.05,10942.50,33.70,2.68
18900.00,18033.33,2183.01,51.18,1.09,60.18,16.73,71.06,945.00,2106.24,0.27,10.58,1515.64,11072.50,33.85,2.66
18900.00,18128.12,2192.60,51.70,1.10,57.97,16.67,71.29,960.00,2081.12,0.27,10.75,1512.95,10960.10,33.71,2.74
18950.00,18154.14,2202.37,51.84,1.09,57.63,16.67,71.26,970.00,2092.34,0.27,11.19,1496.65,10975.20,33.70,2.73
18950.00,18045.08,2185.83,51.87,1.09,58.32,16.73,71.23,970.00,2095.09,0.27,10.99,1504.59,10982.00,33.67,2.72
19100.00,18229.75,2210.36,51.93,1.09,60.05,17.11,70.93,970.00,2110.64,0.27,11.31,1507.72,11101.90,33.66,2.73
19050.00,18286.87,2252.18,52.29,1.10,60.66,17.13,70.52,980.00,2110.41,0.27,11.48,1490.51,11057.10,33.77,2.69
19150.00,18285.87,2237.54,52.15,1.11,58.81,17.10,70.42,980.00,2108.64,0.27,11.10,1484.57,11081.70,33.77,2.77
19150.00,18315.06,2246.61,51.95,1.11,58.32,17.09,70.74,1005.00,2120.66,0.27,11.10,1480.36,11116.20,33.71,2.78
19250.00,18300.48,2226.30,52.26,1.12,59.54,17.69,70.68,1020.00,2122.27,0.27,10.97,1492.45,11128.80,33.58,2.72
19300.00,18267.25,2221.78,52.62,1.13,59.85,17.49,69.25,1030.00,2105.13,0.28,11.36,1495.64,11076.30,33.39,2.75
19250.00,18251.97,2201.02,52.76,1.14,59.67,17.43,69.91,1040.00,2125.34,0.28,11.52,1502.49,11197.60,33.60,2.75
19150.00,18062.49,2203.44,52.72,1.14,60.10,17.14,70.05,1050.00,2130.36,0.28,11.61,1491.43,11213.90,33.50,2.81
18900.00,18070.37,2197.41,52.84,1.14,61.23,16.51,70.90,1050.00,2125.55,0.28,11.66,1508.12,11212.50,33.40,2.74
18800.00,18187.78,2232.05,51.83,1.12,59.43,16.42,72.26,1060.00,2127.79,0.28,12.30,1533.17,11221.40,33.51,2.83
18700.00,17933.64,2207.78,51.08,1.12,59.02,16.32,72.38,1060.00,2129.45,0.28,12.31,1523.33,11214.40,33.45,2.82
18750.00,17934.81,2242.83,50.60,1.13,60.72,16.53,72.56,1060.00,2121.30,0.28,12.05,1527.65,11207.00,33.49,2.74
18650.00,18033.33,2229.82,50.68,1.12,58.55,16.55,72.15,1060.00,2122.07,0.28,11.52,1513.83,11203.00,33.72,2.83
18600.00,18093.69,2230.84,50.03,1.12,56.93,16.61,73.37,1080.00,2100.43,0.28,11.11,1510.21,11164.00,33.53,2.83
18450.00,18035.90,2275.41,49.66,1.11,56.65,16.38,72.79,1080.00,2099.62,0.28,11.16,1496.98,11131.50,33.51,2.69
18200.00,18097.89,2292.62,49.46,1.10,57.30,15.74,72.94,1080.00,2115.56,0.28,11.44,1496.20,11182.10,33.34,2.77
18250.00,18056.42,2276.47,48.83,1.09,57.53,15.90,73.40,1080.00,2092.13,0.28,10.85,1490.93,11138.60,33.01,2.82
18150.00,18031.90,2288.91,48.67,1.09,56.28,15.78,74.92,1090.00,2091.26,0.28,10.96,1517.05,11082.10,32.82,2.73
18350.00,17950.82,2315.11,48.30,1.08,56.34,15.92,75.07,1090.00,2087.38,0.28,11.02,1502.29,11075.00,32.63,2.65
18300.00,18034.23,2308.43,48.26,1.07,56.41,15.96,75.23,1090.00,2105.52,0.27,11.22,1529.56,11116.70,32.59,2.66
18400.00,17841.18,2307.25,48.29,1.07,56.16,16.28,75.52,1100.00,2112.49,0.27,11.33,1520.55,11162.00,32.57,2.68
18350.00,18102.56,2322.18,48.35,1.07,56.56,16.29,74.96,1115.00,2108.35,0.27,10.73,1521.55,11165.10,32.43,2.63
18450.00,18106.27,2300.87,48.11,1.08,55.92,16.29,73.99,1115.00,2119.29,0.27,10.93,1549.20,11226.40,32.38,2.71
18400.00,17897.70,2275.71,48.40,1.08,51.00,16.51,73.55,1125.00,2112.80,0.27,10.95,1559.20,11199.90,32.37,2.90
18550.00,17877.62,2288.58,48.17,1.07,53.18,16.82,73.78,1125.00,2107.21,0.27,10.63,1549.68,11128.10,32.40,2.93
18400.00,17699.52,2254.11,48.14,1.08,49.59,16.95,72.84,1125.00,2098.27,0.27,10.58,1556.61,11113.20,32.28,2.97
18250.00,17965.37,2212.92,48.25,1.08,48.73,16.68,71.85,1125.00,2102.82,0.27,10.58,1571.15,11115.80,32.39,2.97
18400.00,17727.48,2212.94,48.34,1.10,48.57,16.93,71.48,1125.00,2084.11,0.27,10.94,1566.35,11058.50,32.43,2.97
18450.00,17673.63,2199.52,48.33,1.08,51.01,17.08,71.04,1115.00,2102.58,0.27,10.33,1565.67,11113.50,32.55,2.99
18400.00,17716.27,2216.42,48.40,1.08,49.02,16.94,71.04,1115.00,2105.96,0.27,10.60,1572.88,11171.50,32.54,2.98
18250.00,18012.61,2231.44,48.23,1.09,47.72,16.93,70.78,1115.00,2081.29,0.27,10.87,1560.86,11028.80,32.39,2.96
18200.00,18110.87,2232.15,48.65,1.09,47.46,16.92,70.48,1115.00,2076.94,0.27,10.52,1547.92,11038.50,32.48,3.00
18200.00,18136.73,2258.22,48.69,1.10,46.41,16.74,70.55,1115.00,2064.87,0.27,10.23,1545.86,10936.80,32.59,2.93
18100.00,17961.13,2252.81,48.28,1.09,43.99,16.11,70.45,1115.00,2060.03,0.27,10.46,1553.11,10897.70,32.50,2.90
